Player,Team,Season,Season Type,Games,AbvBrk3_Usage,MR_Usage,Paint_Usage,RA_Usage,RC3_Usage,LC3_Usage,BC_Usage,AbvBrk3%,MR%,Paint%,RA%,RC3%,LC3%,BC3%
Player,Team,Season,Season Type,Games,Above the Break 3-Usage,Mid-Range-Usage,In The Paint (Non-RA)-Usage,Restricted Area-Usage,Right Corner 3-Usage,Left Corner 3-Usage,Backcourt-Usage,Above the Break 3 %,Mid-Range %,In The Paint (Non-RA) %,Restricted Area %,Right Corner 3 %,Left Corner 3 %,Backcourt %
Chris Richard,Timberwolves,2007-2008,REG,52,0.00,9.20,14.94,75.86,0.00,0.00,0.00,0.000,0.250,0.077,0.576,0.000,0.000,0.000
Josh McRoberts,Trail Blazers,2007-2008,REG,8,10.00,40.00,0.00,50.00,0.00,0.00,0.00,0.000,0.750,0.000,0.600,0.000,0.000,0.000
Kyrylo Fesenko,Jazz,2007-2008,REG,9,0.00,0.00,18.75,81.25,0.00,0.00,0.00,0.000,0.000,0.333,0.385,0.000,0.000,0.000
Jermareo Davidson,Bobcats,2007-2008,REG,38,0.00,58.40,15.20,26.40,0.00,0.00,0.00,0.000,0.342,0.263,0.636,0.000,0.000,0.000
Glen Davis,Celtics,2007-2008,REG,69,0.00,21.27,10.41,68.33,0.00,0.00,0.00,0.000,0.340,0.304,0.556,0.000,0.000,0.000
Nick Fazekas,"Mavericks, Clippers",2007-2008,REG,26,2.44,13.41,32.93,51.22,0.00,0.00,0.00,0.000,0.545,0.556,0.595,0.000,0.000,0.000
Marcus Williams,"Spurs, Clippers",2007-2008,REG,11,0.00,60.00,15.00,25.00,0.00,0.00,0.00,0.000,0.333,0.333,0.000,0.000,0.000,0.000
Gabe Pruitt,Celtics,2007-2008,REG,15,20.51,41.03,5.13,23.08,7.69,2.56,0.00,0.125,0.438,0.000,0.444,0.333,1.000,0.000
Carl Landry,Rockets,2007-2008,REG,42,0.46,23.74,10.05,65.75,0.00,0.00,0.00,0.000,0.442,0.455,0.708,0.000,0.000,0.000
Alando Tucker,Suns,2007-2008,REG,6,9.09,18.18,4.55,59.09,0.00,9.09,0.00,0.500,0.250,1.000,0.385,0.000,0.000,0.000
Arron Afflalo,Pistons,2007-2008,REG,75,9.96,36.93,9.96,33.20,3.73,5.81,0.41,0.333,0.416,0.417,0.525,0.222,0.000,0.000
