As. Pct,Blk Pct,Box +-,DRB Pct,DWS,Deff. Box +-,FG3A PerFGA%,Fta PerFGA%,GP,MP,ORB Pct,OWS,Off. Box +-,PER,Stl Pct,TO Pct,TRB Pct,TS %,Teams,Usg Pct,VORP,WS,WS Per 48,age,name,position
7.1,2.4,-3.2,18.2,1.3,0.9,.391,.145,66,1045,4.7,-0.7,-4.1,7.5,0.8,15.9,11.5,.475,Zach Collins,15.4,-0.3,0.6,.030,20,Zach Collins,C
16.4,1.7,-1.8,18.0,0.5,2.2,.172,.404,32,480,7.2,-0.1,-4.0,10.0,1.8,17.1,12.4,.433,Kyle Collinsworth,13.3,0.0,0.5,.046,26,Kyle Collinsworth,SF
26.4,0.7,2.2,7.8,1.8,-1.0,.321,.226,69,2018,2.1,5.8,3.1,18.8,2.3,10.9,5.0,.610,Darren Collison,17.4,2.1,7.6,.181,30,Darren Collison,PG
8.2,0.0,-6.5,19.9,0.0,-2.9,.000,.684,15,75,10.0,0.1,-3.5,13.2,0.0,22.1,14.8,.627,Nick Collison,18.2,-0.1,0.1,.064,37,Nick Collison,PF
22.2,0.8,-2.3,8.6,0.2,-3.5,.458,.393,12,373,0.0,0.4,1.2,15.4,1.6,8.4,4.2,.520,Mike Conley,25.9,0.0,0.6,.077,30,Mike Conley,PG
8.7,1.2,-1.3,9.1,1.3,-0.4,.538,.113,82,1488,2.7,1.2,-0.9,9.3,0.8,9.5,5.9,.539,Pat Connaughton,13.4,0.3,2.5,.080,25,Pat Connaughton,SG
16.6,0.1,-2.2,10.2,0.4,-2.8,.413,.099,33,740,1.6,1.1,0.6,12.8,0.8,10.8,6.2,.593,Quinn Cook,17.5,0.0,1.6,.101,24,Quinn Cook,PG
3.2,0.0,-14.6,5.5,0.0,-3.8,.571,.143,13,38,0.0,-0.2,-10.8,-5.1,1.3,6.3,2.9,.202,Charles Cooke,18.1,-0.1,-0.2,-0.239,23,Charles Cooke,SG
10.5,0.0,-1.6,21.9,0.0,-2.5,.000,.704,7,87,17.6,0.3,0.9,19.7,0.6,7.8,19.6,.566,Jack Cooley,19.8,0.0,0.3,.182,26,Jack Cooley,PF
8.3,5.2,1.6,27.9,0.1,6.6,.000,.000,4,32,3.4,0.0,-5.0,9.7,3.2,20.0,15.6,.500,Matt Costello,7.0,0.0,0.1,.127,24,Matt Costello,C
23.0,3.5,5.5,30.9,3.2,3.6,.340,.456,48,1737,6.8,1.5,1.9,22.6,2.2,18.9,19.2,.583,DeMarcus Cousins,31.9,3.3,4.7,.130,27,DeMarcus Cousins,C
8.7,2.4,2.5,15.5,4.5,2.1,.658,.163,80,2532,2.4,1.6,0.4,12.9,2.6,12.3,9.2,.563,Robert Covington,17.2,2.9,6.1,.116,27,Robert Covington,SF
8.4,1.2,-0.8,14.4,1.4,-1.2,.643,.163,75,2197,1.3,1.8,0.4,12.3,1.0,8.1,7.8,.558,Allen Crabbe,19.0,0.7,3.2,.070,25,Allen Crabbe,SG
5.4,2.0,-2.5,15.5,0.4,-0.8,.423,.255,39,629,7.2,0.5,-1.7,9.8,0.9,11.6,11.4,.535,Torrey Craig,11.9,-0.1,0.9,.069,27,Torrey Craig,SF
16.9,0.5,-3.9,5.5,0.3,-4.0,.423,.152,80,1653,1.4,0.9,0.0,13.0,1.2,10.7,3.5,.519,Jamal Crawford,23.7,-0.8,1.3,.037,37,Jamal Crawford,SG
37.7,1.5,-0.9,4.0,0.0,-4.8,.519,.037,5,53,4.2,0.1,3.9,19.1,0.9,15.4,4.1,.601,Jordan Crawford,26.5,0.0,0.2,.150,29,Jordan Crawford,SG
6.9,0.9,-1.7,11.5,1.6,-0.9,.508,.221,80,2090,3.2,1.0,-0.8,10.4,1.5,9.1,7.4,.525,Jae Crowder,17.3,0.1,2.6,.060,27,Jae Crowder,SF
6.0,0.8,-1.8,10.8,0.6,-1.2,.503,.245,53,1346,3.5,1.1,-0.6,10.2,1.5,9.2,7.2,.545,Jae Crowder,15.1,0.1,1.7,.059,27,Jae Crowder,SF
8.6,1.0,-1.6,12.7,1.0,-0.4,.515,.190,27,744,2.8,-0.1,-1.3,10.8,1.6,9.1,7.8,.499,Jae Crowder,21.3,0.1,0.9,.060,27,Jae Crowder,SF
4.3,1.5,-1.4,14.9,1.3,0.1,.462,.143,73,1562,5.5,1.1,-1.4,10.0,1.2,7.9,10.3,.539,Dante Cunningham,11.6,0.2,2.4,.074,30,Dante Cunningham,SF
3.0,1.1,-1.7,13.4,0.9,-0.1,.480,.160,51,1115,5.0,0.7,-1.6,8.4,1.2,6.2,9.4,.525,Dante Cunningham,10.0,0.1,1.6,.067,30,Dante Cunningham,SF
7.6,2.3,-0.6,18.5,0.4,0.4,.432,.115,22,447,6.6,0.4,-1.0,13.8,1.3,10.4,12.5,.561,Dante Cunningham,15.8,0.2,0.9,.092,30,Dante Cunningham,SF
30.3,0.4,8.6,14.4,1.9,-1.3,.580,.350,51,1631,2.7,7.2,9.9,28.2,2.4,13.3,9.0,.675,Stephen Curry,31.0,4.4,9.1,.267,29,Stephen Curry,PG
,,,,,,,,,,,,,,,,,,,,,,,,,
4.5,0.2,-2.9,7.7,0.0,-3.6,.797,.111,79,1622,0.8,1.4,0.7,9.8,0.8,8.5,4.2,.583,Troy Daniels,17.2,-0.4,1.4,.042,26,Troy Daniels,SG
10.8,5.6,5.2,24.8,4.9,2.3,.111,.409,75,2727,7.7,8.8,2.8,28.9,2.0,8.6,16.5,.612,Anthony Davis,30.0,4.9,13.7,.241,24,Anthony Davis,PF
7.1,3.9,-0.9,22.0,0.8,0.4,.000,.215,62,943,9.0,1.9,-1.3,16.6,0.8,9.9,15.3,.621,Deyonta Davis,15.3,0.3,2.7,.138,21,Deyonta Davis,C
3.9,2.9,0.0,28.8,2.5,1.8,.003,.380,78,1471,13.7,2.5,-1.8,15.5,1.1,16.2,21.3,.607,Ed Davis,12.1,0.7,5.0,.164,28,Ed Davis,C
9.2,2.8,0.5,28.1,1.9,1.6,.296,.180,62,1542,7.2,1.8,-1.0,15.8,1.3,14.3,17.7,.599,Dewayne Dedmon,17.0,1.0,3.7,.114,28,Dewayne Dedmon,C
6.2,0.9,-3.1,16.0,0.6,-1.0,.232,.216,73,883,5.6,0.6,-2.1,11.5,1.3,10.4,10.8,.534,Sam Dekker,15.5,-0.2,1.2,.066,23,Sam Dekker,PF
23.4,0.5,-3.6,10.0,0.6,-1.5,.435,.323,54,1014,1.0,0.4,-2.0,10.6,1.7,16.9,5.5,.519,Malcolm Delaney,16.9,-0.4,1.0,.047,28,Malcolm Delaney,PG
27.4,0.0,-5.9,8.2,0.2,-3.6,.513,.178,38,712,2.3,0.3,-2.3,8.6,1.0,23.0,5.3,.500,Matthew Dellavedova,13.5,-0.7,0.5,.032,27,Matthew Dellavedova,PG
10.1,0.0,-8.5,0.0,0.0,-1.3,.000,.000,1,13,0.0,0.0,-7.2,5.5,3.7,33.3,0.0,.500,Luol Deng,9.8,0.0,0.0,-0.018,32,Luol Deng,SF
25.0,0.6,1.8,10.4,2.8,-0.9,.203,.396,80,2711,2.5,6.8,2.7,21.0,1.5,9.5,6.5,.555,DeMar DeRozan,29.6,2.6,9.6,.170,28,DeMar DeRozan,SG
4.7,2.9,-3.1,29.6,0.8,-0.3,.000,.375,52,581,9.1,1.1,-2.8,17.0,0.9,12.0,19.7,.619,Cheick Diallo,17.4,-0.2,1.9,.157,21,Cheick Diallo,PF
7.5,2.6,-0.4,22.2,1.4,0.6,.157,.263,79,1333,9.1,1.6,-1.0,14.7,1.7,12.0,15.6,.543,Gorgui Dieng,16.3,0.5,2.9,.105,28,Gorgui Dieng,C
35.0,0.7,0.2,10.2,1.4,-1.8,.517,.320,80,2306,1.8,4.3,2.1,15.9,1.4,11.8,6.0,.527,Spencer Dinwiddie,20.3,1.3,5.7,.118,24,Spencer Dinwiddie,PG
12.5,0.4,-4.2,12.9,0.4,-2.4,.521,.165,56,974,1.9,0.0,-1.8,10.0,0.9,8.3,7.4,.494,Tyler Dorsey,20.0,-0.6,0.4,.020,21,Tyler Dorsey,SG
9.5,0.4,-3.1,17.5,0.3,-1.7,.422,.143,44,474,2.1,0.3,-1.4,11.6,1.3,9.0,9.8,.532,Damyean Dotson,17.3,-0.1,0.6,.060,23,Damyean Dotson,SG
11.7,1.2,-5.8,12.9,0.1,-0.6,.489,.170,10,125,2.5,-0.3,-5.2,5.2,2.3,3.8,7.6,.337,Milton Doyle,18.2,-0.1,-0.1,-0.052,24,Milton Doyle,SG
0.0,0.0,-34.0,38.3,0.0,-10.5,.000,.000,2,3,0.0,0.0,-23.5,-5.0,0.0,33.3,18.5,.500,PJ Dozier,42.9,0.0,0.0,-0.404,21,PJ Dozier,PG
25.4,0.4,-0.1,12.0,2.3,-1.1,.279,.252,75,2378,2.5,2.9,1.0,16.6,1.3,12.2,7.2,.543,Goran Dragić,25.7,1.2,5.3,.106,31,Goran Dragić,PG
18.5,0.0,-10.7,0.0,0.0,-5.3,.375,.000,10,70,4.8,-0.1,-5.4,2.9,0.0,11.1,2.3,.354,Larry Drew,16.6,-0.2,-0.1,-0.061,27,Larry Drew,PG
17.1,0.0,-17.4,0.0,0.0,-5.2,.429,.000,3,15,7.5,-0.1,-12.2,-9.4,0.0,12.5,3.6,.143,Larry Drew,22.8,-0.1,-0.1,-0.299,27,Larry Drew,PG
18.9,0.0,-8.9,0.0,0.0,-5.4,.353,.000,7,55,4.1,0.0,-3.5,6.3,0.0,10.5,2.0,.441,Larry Drew,15.0,-0.1,0.0,.003,27,Larry Drew,PG
14.3,4.3,5.5,36.4,5.7,5.3,.012,.448,78,2625,16.4,4.6,0.2,22.9,2.2,15.9,26.2,.555,Andre Drummond,21.2,5.0,10.3,.189,24,Andre Drummond,C
,,,,,,,,,,,,,,,,,,,,,,,,,
15.6,1.3,-1.9,13.6,0.4,0.0,.656,.287,48,686,1.2,0.5,-1.9,8.8,1.7,16.9,7.3,.553,Jared Dudley,10.2,0.0,0.8,.058,32,Jared Dudley,PF
33.3,1.6,-0.1,14.4,1.9,1.4,.201,.171,52,1525,1.6,-1.0,-1.4,14.5,3.3,17.3,7.8,.488,Kris Dunn,24.7,0.7,0.9,.027,23,Kris Dunn,PG
25.5,4.0,5.6,19.5,2.9,0.7,.338,.331,68,2325,1.6,7.5,5.0,26.0,1.0,12.9,11.2,.640,Kevin Durant,30.4,4.5,10.4,.215,29,Kevin Durant,SF
0.0,0.0,-8.4,12.0,0.0,1.6,1.000,.000,3,9,0.0,0.0,-10.0,-1.9,5.6,0.0,6.1,.000,Jarell Eddie,9.8,0.0,0.0,-0.142,26,Jarell Eddie,SF
0.0,0.0,-3.5,18.0,0.0,5.1,1.000,.000,2,6,0.0,0.0,-8.6,4.0,8.3,0.0,9.1,.000,Jarell Eddie,7.4,0.0,0.0,-0.026,26,Jarell Eddie,SF
0.0,0.0,-18.3,0.0,0.0,-5.3,1.000,.000,1,3,0.0,0.0,-13.0,-13.5,0.0,0.0,0.0,.000,Jarell Eddie,14.5,0.0,0.0,-0.373,26,Jarell Eddie,SF
9.4,0.0,-6.8,24.3,0.4,-2.6,.411,.199,38,329,3.3,-0.2,-4.3,10.5,0.8,10.2,13.6,.476,Henry Ellenson,23.8,-0.4,0.1,.020,21,Henry Ellenson,PF
5.9,0.3,0.0,10.7,1.9,-1.8,.827,.111,77,2041,1.3,2.6,1.8,12.5,1.3,6.6,6.0,.588,Wayne Ellington,17.3,1.0,4.5,.105,30,Wayne Ellington,SG
18.0,4.8,2.6,29.7,3.8,2.5,.203,.442,63,1912,8.4,2.3,0.1,22.9,1.0,15.6,19.4,.573,Joel Embiid,33.4,2.2,6.2,.155,23,Joel Embiid,C
6.6,1.0,-1.1,11.0,1.1,-0.5,.398,.302,72,1604,5.1,2.0,-0.6,11.6,1.5,11.4,8.0,.588,James Ennis,13.7,0.4,3.1,.092,27,James Ennis,SF
7.0,1.1,-0.7,11.7,0.6,-0.4,.378,.329,45,1053,5.7,1.5,-0.3,11.9,1.5,13.0,8.6,.610,James Ennis,12.5,0.3,2.0,.093,27,James Ennis,SF
5.9,1.0,-1.7,9.6,0.5,-0.7,.426,.265,27,551,3.9,0.5,-1.0,11.2,1.4,9.0,6.7,.558,James Ennis,16.0,0.0,1.0,.090,27,James Ennis,SF
21.9,1.2,-2.9,11.8,0.7,-0.1,.250,.129,54,683,3.0,0.1,-2.8,11.1,2.1,13.8,7.4,.473,Tyler Ennis,17.1,-0.1,0.8,.058,23,Tyler Ennis,PG
17.8,0.6,-4.7,10.4,0.6,-0.5,.213,.194,48,778,1.3,-0.8,-4.2,7.2,2.3,13.8,5.9,.421,Jawun Evans,17.7,-0.5,-0.2,-0.011,21,Jawun Evans,PG
0.0,0.0,-8.3,0.0,0.0,-6.0,.000,.000,1,5,22.3,0.0,-2.3,10.4,0.0,50.0,11.2,1.000,Jeremy Evans,17.5,0.0,0.0,-0.028,30,Jeremy Evans,SF
31.2,1.0,3.6,16.3,1.2,-0.8,.354,.258,52,1607,3.1,3.1,4.4,21.1,1.8,11.5,9.5,.561,Tyreke Evans,28.4,2.3,4.2,.126,28,Tyreke Evans,PG
29.7,1.1,-1.2,10.5,0.3,-0.7,.207,.356,14,235,2.0,0.3,-0.5,16.7,1.7,16.6,6.3,.566,Dante Exum,23.1,0.0,0.7,.133,22,Dante Exum,PG
5.8,2.4,-2.3,20.7,0.4,-1.1,.007,.345,32,461,16.7,0.9,-1.1,17.4,1.3,11.9,18.7,.552,Kenneth Faried,18.3,0.0,1.3,.132,28,Kenneth Faried,PF
7.8,3.2,2.7,18.5,3.5,2.2,.090,.306,77,2153,10.6,4.5,0.5,18.8,1.3,9.9,14.6,.593,Derrick Favors,18.5,2.5,8.0,.179,26,Derrick Favors,C
22.0,0.6,-12.4,12.0,0.1,-3.8,.271,.171,16,140,2.3,-0.6,-8.6,3.6,1.0,17.5,6.9,.379,Kay Felder,28.4,-0.4,-0.5,-0.175,22,Kay Felder,PG
23.0,0.7,-11.5,10.8,0.1,-3.3,.273,.182,14,134,0.8,-0.5,-8.2,3.6,1.1,17.4,5.6,.386,Kay Felder,28.0,-0.3,-0.5,-0.168,22,Kay Felder,PG
0.0,0.0,-31.4,37.6,0.0,-13.4,.250,.000,2,6,36.0,0.0,-18.1,2.0,0.0,20.0,36.8,.250,Kay Felder,36.9,0.0,0.0,-0.336,22,Kay Felder,PG
8.4,1.0,-2.4,17.1,0.5,-0.1,.009,.377,55,977,8.8,1.2,-2.3,12.5,0.8,17.7,12.8,.614,Cristiano Felício,13.6,-0.1,1.7,.086,25,Cristiano Felício,C
22.5,1.1,-2.8,11.0,1.3,-1.7,.417,.080,82,1365,2.0,0.9,-1.1,13.0,1.8,11.7,6.3,.494,Raymond Felton,20.4,-0.3,2.2,.078,33,Raymond Felton,PG
3.4,1.2,-2.5,4.2,0.5,-1.3,.710,.059,61,763,2.7,0.7,-1.2,7.4,1.6,6.0,3.4,.545,Terrance Ferguson,10.4,-0.1,1.2,.077,19,Terrance Ferguson,SG
13.5,0.4,-1.0,11.2,1.5,-0.6,.492,.141,82,2282,1.2,1.5,-0.4,11.4,1.4,9.1,6.1,.540,Yogi Ferrell,17.0,0.6,3.0,.064,24,Yogi Ferrell,SG
,,,,,,,,,,,,,,,,,,,,,,,,,
8.4,0.8,-3.1,13.6,0.3,-0.3,.554,.124,21,448,5.3,-0.2,-2.8,7.6,1.1,14.1,9.3,.482,Dorian Finney-Smith,15.1,-0.1,0.1,.015,24,Dorian Finney-Smith,PF
7.8,0.1,-3.1,7.2,1.3,-1.9,.459,.145,80,1517,0.9,0.8,-1.2,9.1,0.9,6.5,4.0,.525,Bryn Forbes,16.7,-0.4,2.1,.067,24,Bryn Forbes,SG
14.8,0.7,-0.4,9.5,0.9,-2.1,.418,.216,57,1837,1.4,2.4,1.6,15.5,1.3,9.8,5.4,.577,Evan Fournier,23.3,0.7,3.3,.087,25,Evan Fournier,SF
24.6,0.9,-4.4,10.0,1.1,-1.5,.192,.245,73,2026,1.8,-1.7,-2.8,11.2,1.7,16.4,5.7,.478,De'Aaron Fox,23.4,-1.2,-0.6,-0.014,20,De'Aaron Fox,PG
31.1,0.7,-2.1,13.1,1.0,0.3,.326,.174,59,838,2.4,0.4,-2.4,11.3,2.8,23.5,7.8,.475,Tim Frazier,12.8,0.0,1.4,.080,27,Tim Frazier,PG
7.9,1.6,-1.7,19.4,0.6,-1.0,.542,.090,53,695,1.9,0.9,-0.7,13.1,1.3,8.7,10.8,.599,Channing Frye,15.2,0.1,1.5,.101,34,Channing Frye,C
7.5,1.9,-1.3,20.3,0.5,-0.8,.533,.089,44,545,2.1,0.7,-0.5,13.9,1.5,8.8,11.3,.604,Channing Frye,15.6,0.1,1.2,.104,34,Channing Frye,C
9.5,0.5,-3.0,16.2,0.1,-1.8,.581,.093,9,150,1.4,0.2,-1.3,10.2,0.3,8.2,8.9,.581,Channing Frye,13.8,0.0,0.3,.091,34,Channing Frye,C
31.3,1.3,-3.0,13.1,0.4,0.8,.009,.189,14,253,4.9,-0.2,-3.8,12.4,2.3,12.4,9.2,.416,Markelle Fultz,23.1,-0.1,0.2,.043,19,Markelle Fultz,SG
8.9,1.2,-1.4,14.9,0.4,-1.5,.434,.340,21,671,1.5,0.8,0.0,13.8,0.9,8.1,8.3,.545,Danilo Gallinari,20.6,0.1,1.2,.088,29,Danilo Gallinari,SF
10.1,0.5,-1.7,10.3,0.9,-1.6,.641,.121,58,863,1.6,0.5,-0.2,12.2,2.0,4.8,5.9,.503,Langston Galloway,19.3,0.1,1.4,.080,26,Langston Galloway,SG
21.7,3.9,1.5,25.3,2.6,1.6,.310,.326,73,2408,3.7,1.5,-0.1,17.4,1.1,14.1,14.2,.532,Marc Gasol,25.6,2.1,4.0,.080,33,Marc Gasol,C
20.1,3.6,3.2,30.2,3.3,3.3,.191,.333,77,1812,7.8,2.7,-0.1,18.9,0.7,13.1,19.0,.539,Pau Gasol,20.4,2.4,6.0,.159,37,Pau Gasol,C
9.8,2.6,0.3,19.5,2.1,1.0,.220,.270,57,1231,6.8,1.0,-0.7,18.0,1.9,11.5,13.1,.545,Rudy Gay,24.6,0.7,3.1,.122,31,Rudy Gay,PF
14.5,1.2,2.5,14.9,3.9,0.0,.454,.307,79,2891,2.7,5.0,2.5,18.7,2.8,12.2,8.6,.570,Paul George,25.7,3.3,8.9,.147,27,Paul George,SF
4.1,0.0,-4.4,4.7,0.0,-2.7,.313,.438,42,224,3.6,0.2,-1.7,6.9,1.3,5.0,4.1,.515,Marcus Georges-Hunt,11.9,-0.1,0.2,.049,23,Marcus Georges-Hunt,SG
22.6,0.0,1.9,8.1,0.0,-5.3,.522,.000,4,40,0.0,0.1,7.2,25.4,0.0,11.5,4.1,.739,Jonathan Gibson,29.0,0.0,0.2,.195,30,Jonathan Gibson,PG
5.2,1.9,1.1,16.7,1.7,0.2,.047,.251,82,2726,8.1,5.4,0.9,15.4,1.1,9.8,12.4,.610,Taj Gibson,14.7,2.1,7.2,.126,32,Taj Gibson,PF
19.1,1.0,-1.0,10.6,1.6,-0.5,.415,.283,65,1299,1.6,0.6,-0.5,12.9,1.7,16.8,6.1,.553,Manu Ginóbili,21.5,0.3,2.2,.082,40,Manu Ginóbili,SG
6.9,6.0,4.3,27.0,3.9,4.6,.000,.673,56,1816,10.4,4.2,-0.3,20.7,1.2,15.7,18.8,.657,Rudy Gobert,16.9,2.9,8.1,.214,25,Rudy Gobert,C
11.7,1.9,0.0,21.5,2.0,0.0,.395,.260,58,1909,5.0,0.9,0.0,16.5,1.5,10.0,13.2,.530,Aaron Gordon,24.7,1.0,2.9,.072,22,Aaron Gordon,PF
11.7,1.1,-1.0,7.5,1.8,-2.4,.627,.248,69,2154,1.3,2.9,1.4,15.2,1.0,10.8,4.4,.578,Eric Gordon,24.7,0.5,4.7,.105,29,Eric Gordon,SG
,,,,,,,,,,,,,,,,,,,,,,,,,
10.6,2.6,0.3,24.0,2.4,1.9,.000,.291,82,2075,9.9,2.4,-1.6,14.7,1.0,13.5,17.0,.546,Marcin Gortat,15.5,1.2,4.9,.113,33,Marcin Gortat,C
7.8,0.2,-0.9,8.3,0.7,-0.3,.439,.267,63,1050,4.3,1.1,-0.6,9.0,1.5,9.9,6.2,.553,Treveon Graham,11.3,0.3,1.8,.080,24,Treveon Graham,SG
5.1,4.2,-0.6,16.3,1.9,0.2,.241,.526,81,1647,5.6,3.5,-0.8,16.2,0.9,8.8,10.7,.607,Jerami Grant,16.0,0.6,5.4,.156,23,Jerami Grant,PF
30.1,0.4,-2.0,9.3,1.0,-1.8,.372,.374,74,1686,1.9,2.3,-0.1,14.3,1.8,13.2,5.5,.528,Jerian Grant,17.4,0.0,3.3,.094,25,Jerian Grant,PG
20.8,1.9,-5.5,10.1,0.1,0.4,.317,.268,5,86,2.4,-0.3,-5.9,7.2,4.5,13.2,6.2,.349,Josh Gray,26.1,-0.1,-0.2,-0.118,24,Josh Gray,PG
8.9,3.7,1.2,13.0,2.9,2.2,.570,.116,70,1791,2.5,0.1,-1.1,11.4,1.8,11.2,7.7,.509,Danny Green,16.6,1.4,2.9,.078,30,Danny Green,SG
29.0,3.1,3.2,21.1,3.4,2.7,.414,.279,70,2287,3.9,2.6,0.4,16.1,2.0,22.5,13.1,.556,Draymond Green,17.2,3.0,6.1,.127,27,Draymond Green,PF
4.3,1.4,-1.9,14.2,1.0,-2.4,.722,.145,41,929,1.8,1.0,0.5,14.1,1.3,6.6,8.1,.566,Gerald Green,22.4,0.0,2.1,.107,32,Gerald Green,SG
8.3,1.5,-1.5,24.4,1.3,-0.4,.260,.227,55,1542,10.8,1.3,-1.2,14.0,1.0,12.4,17.4,.530,JaMychal Green,17.8,0.2,2.6,.079,27,JaMychal Green,PF
8.0,1.6,-1.9,11.2,0.8,-1.7,.275,.379,78,1828,3.7,3.1,-0.2,14.8,1.1,9.4,7.6,.587,Jeff Green,19.3,0.1,3.9,.103,31,Jeff Green,PF
28.1,0.8,2.8,19.8,1.8,-0.1,.323,.331,58,1970,4.1,3.2,2.9,19.6,1.0,12.6,12.0,.544,Blake Griffin,28.9,2.4,4.9,.120,28,Blake Griffin,PF
25.6,0.7,3.1,20.5,1.0,-0.1,.324,.379,33,1139,4.5,2.0,3.2,20.4,1.3,12.8,12.6,.553,Blake Griffin,29.3,1.5,3.0,.126,28,Blake Griffin,PF
31.5,1.0,2.3,18.9,0.8,-0.1,.323,.266,25,831,3.5,1.1,2.4,18.5,0.7,12.4,11.0,.531,Blake Griffin,28.4,0.9,1.9,.113,28,Blake Griffin,PF
44.2,0.0,-1.6,20.5,0.0,-2.4,.455,.000,6,28,0.0,0.1,0.8,18.2,1.8,15.4,9.9,.545,Daniel Hamilton,19.9,0.0,0.1,.169,22,Daniel Hamilton,SG
12.7,0.5,-0.1,11.3,1.1,-1.8,.479,.209,57,1885,1.9,1.6,1.7,14.4,1.6,9.0,6.6,.533,Tim Hardaway,23.8,0.9,2.6,.067,25,Tim Hardaway,SG
45.1,1.7,10.9,15.2,3.8,1.3,.498,.502,72,2551,1.8,11.6,9.6,29.8,2.4,15.1,8.6,.619,James Harden,36.1,8.3,15.4,.289,28,James Harden,SG
6.0,2.8,1.8,9.9,1.7,2.0,.397,.199,59,1264,4.0,1.6,-0.2,12.6,1.9,11.0,7.0,.596,Maurice Harkless,12.6,1.2,3.2,.123,24,Maurice Harkless,SF
10.1,3.4,2.4,17.0,1.3,0.0,.013,.405,76,1293,8.9,4.3,2.4,24.7,1.4,9.5,13.0,.647,Montrezl Harrell,23.8,1.5,5.5,.205,24,Montrezl Harrell,C
16.9,0.8,-2.0,9.8,0.9,-1.9,.500,.374,71,1340,1.0,1.6,-0.1,13.0,1.8,12.6,5.3,.563,Devin Harris,20.2,0.0,2.5,.089,34,Devin Harris,PG
16.4,0.9,-1.4,10.8,0.7,-0.9,.440,.394,44,807,1.2,0.7,-0.5,13.5,2.1,12.8,5.8,.560,Devin Harris,21.5,0.1,1.4,.085,34,Devin Harris,PG
17.7,0.6,-2.8,8.2,0.2,-3.3,.600,.341,27,533,0.6,0.9,0.5,12.4,1.3,12.1,4.4,.568,Devin Harris,18.2,-0.1,1.1,.096,34,Devin Harris,PG
13.0,0.5,0.9,6.8,1.5,-1.5,.434,.178,67,2304,1.8,3.9,2.4,16.5,2.6,10.8,4.3,.597,Gary Harris,20.7,1.7,5.5,.114,23,Gary Harris,SG
10.2,0.8,0.1,11.3,0.9,-1.2,.576,.167,78,1975,2.7,3.0,1.3,13.3,0.9,12.0,7.0,.634,Joe Harris,16.6,1.1,4.0,.097,26,Joe Harris,SG
11.8,1.1,0.7,15.7,2.5,-0.8,.364,.177,80,2668,2.4,4.2,1.5,17.1,1.3,7.4,9.0,.565,Tobias Harris,23.3,1.8,6.7,.120,25,Tobias Harris,PF
9.9,0.9,0.2,15.0,1.5,-1.2,.389,.192,48,1563,2.5,2.6,1.4,16.7,1.1,6.2,8.6,.564,Tobias Harris,23.2,0.9,4.1,.125,25,Tobias Harris,PF
14.3,1.5,1.5,16.8,1.0,-0.2,.330,.156,32,1105,2.2,1.6,1.7,17.7,1.6,9.0,9.6,.565,Tobias Harris,23.5,1.0,2.6,.112,25,Tobias Harris,PF
,,,,,,,,,,,,,,,,,,,,,,,,,
6.7,0.8,-4.1,9.9,0.2,-0.5,.623,.246,9,233,1.8,-0.3,-3.6,5.1,1.9,3.8,5.7,.392,Aaron Harrison,15.5,-0.1,-0.1,-0.014,23,Aaron Harrison,SG
21.3,1.8,-2.5,9.7,0.7,-1.5,.331,.371,56,1326,2.0,1.0,-0.9,12.7,1.4,14.0,5.7,.534,Andrew Harrison,19.6,-0.2,1.7,.062,23,Andrew Harrison,PG
22.2,1.5,0.2,14.7,0.4,0.9,.210,.306,23,384,2.5,0.4,-0.7,15.6,3.2,13.5,8.5,.540,Shaquille Harrison,18.0,0.2,0.8,.094,24,Shaquille Harrison,PG
7.6,0.9,-0.1,16.0,1.5,0.2,.525,.251,63,1461,3.1,1.9,-0.3,12.2,1.5,10.1,9.6,.596,Josh Hart,13.5,0.7,3.4,.111,22,Josh Hart,SG
9.2,2.4,-7.5,10.9,0.1,-0.4,.533,.133,14,72,4.7,-0.1,-7.1,1.8,0.0,11.2,7.8,.252,Udonis Haslem,11.1,-0.1,-0.1,-0.059,37,Udonis Haslem,C
6.7,2.3,-6.4,17.5,0.1,-1.3,.485,.091,9,122,3.6,-0.2,-5.1,6.4,0.8,5.5,10.3,.393,Nigel Hayes,13.3,-0.1,-0.1,-0.034,23,Nigel Hayes,SF
24.3,0.0,-12.8,0.0,0.0,-9.3,.667,.333,2,11,0.0,0.0,-3.5,9.8,0.0,0.0,0.0,.436,Nigel Hayes,13.3,0.0,0.0,.069,23,Nigel Hayes,SF
0.0,0.0,8.0,0.0,0.0,-6.4,1.000,.000,2,6,0.0,0.0,14.4,34.9,0.0,33.3,0.0,1.500,Nigel Hayes,21.9,0.0,0.0,.018,23,Nigel Hayes,SF
5.2,2.7,-6.5,20.4,0.1,-0.2,.429,.071,5,105,4.2,-0.2,-6.4,4.4,1.0,3.3,11.9,.312,Nigel Hayes,12.8,-0.1,-0.1,-0.048,23,Nigel Hayes,SF
0.0,0.0,-12.0,21.6,0.0,-6.1,.500,.000,1,5,0.0,0.0,-5.9,7.3,0.0,0.0,10.9,.500,Gordon Hayward,17.9,0.0,0.0,.056,27,Gordon Hayward,SF
0.0,0.0,-2.3,0.0,0.0,-5.1,1.000,.000,3,7,0.0,0.0,2.8,13.1,0.0,0.0,0.0,.750,Reggie Hearn,12.7,0.0,0.0,.132,26,Reggie Hearn,SG
