As. Pct,Blk Pct,Box +-,DRB Pct,DWS,Deff. Box +-,FG3A PerFGA%,Fta PerFGA%,GP,MP,ORB Pct,OWS,Off. Box +-,PER,Stl Pct,TO Pct,TRB Pct,TS %,Teams,Usg Pct,VORP,WS,WS Per 48,age,name,position
8.9,1.5,-1.3,8.8,0.4,1.1,.532,.092,20,378,3.0,-0.3,-2.3,9.7,4.1,14.4,5.8,.472,Myke Henry,15.7,0.1,0.1,.017,25,Myke Henry,SF
8.6,4.7,0.4,21.5,2.2,1.8,.014,.315,76,1970,9.0,2.8,-1.4,15.7,1.1,12.8,15.3,.582,John Henson,15.0,1.2,4.9,.120,27,John Henson,C
5.9,0.9,-3.3,14.6,0.1,-2.2,.667,.160,25,277,7.4,0.2,-1.1,9.7,1.1,10.1,11.0,.511,Juan Hernangómez,14.0,-0.1,0.4,.061,22,Juan Hernangómez,PF
10.5,2.7,0.9,27.2,0.7,0.8,.073,.549,48,495,13.3,1.1,0.1,21.2,1.8,14.7,20.2,.604,Willy Hernangómez,21.0,0.4,1.8,.174,23,Willy Hernangómez,C
14.3,2.6,-0.6,21.3,0.3,0.8,.062,.346,26,233,10.5,0.1,-1.5,16.9,1.7,21.8,15.9,.595,Willy Hernangómez,22.4,0.1,0.3,.069,23,Willy Hernangómez,C
7.1,2.9,2.2,32.4,0.4,0.8,.084,.747,22,262,15.8,1.0,1.4,25.0,1.9,7.5,24.0,.612,Willy Hernangómez,19.7,0.3,1.5,.266,23,Willy Hernangómez,C
10.0,1.5,-0.8,16.1,1.8,0.2,.433,.170,75,1657,2.7,0.5,-1.0,13.7,2.4,11.5,9.3,.544,Mario Hezonja,19.9,0.5,2.3,.066,22,Mario Hezonja,SF
9.5,1.4,-5.6,14.3,0.1,-1.4,.125,.250,18,240,4.6,-0.1,-4.3,6.8,0.4,16.7,9.5,.501,Isaiah Hicks,17.4,-0.2,0.0,-0.003,23,Isaiah Hicks,PF
12.8,1.0,-0.2,14.8,1.5,-1.4,.437,.087,80,2024,3.0,1.3,1.2,16.1,2.1,11.3,8.6,.557,Buddy Hield,24.3,0.9,2.8,.067,25,Buddy Hield,SG
9.5,1.6,-0.8,18.0,1.1,0.7,.008,.448,52,758,8.1,1.5,-1.5,16.4,1.8,11.7,13.1,.594,Nenê Hilário,18.9,0.2,2.6,.163,35,Nenê Hilário,C
15.0,1.3,-0.6,8.9,0.9,-0.9,.400,.273,67,1812,2.6,2.3,0.3,13.3,1.7,13.3,5.7,.580,George Hill,16.3,0.6,3.2,.085,31,George Hill,PG
15.5,1.0,-0.6,9.9,0.6,-1.0,.393,.304,43,1143,2.1,1.6,0.4,14.0,1.7,14.0,5.8,.597,George Hill,16.9,0.4,2.1,.090,31,George Hill,PG
14.0,1.9,-0.6,7.3,0.3,-0.6,.412,.219,24,669,3.4,0.8,0.0,12.2,1.6,12.0,5.4,.551,George Hill,15.4,0.2,1.1,.077,31,George Hill,PG
14.4,0.4,-3.8,15.1,0.2,0.6,.512,.146,12,187,5.4,-0.2,-4.4,4.8,1.8,17.1,10.4,.332,Solomon Hill,12.2,-0.1,-0.1,-0.014,26,Solomon Hill,SF
15.3,0.0,-7.5,8.2,0.1,-1.3,.316,.368,14,95,0.0,-0.1,-6.2,3.4,1.1,15.3,4.1,.362,Darrun Hilliard,12.3,-0.1,0.0,-0.015,24,Darrun Hilliard,SG
24.9,1.7,2.1,10.8,2.9,0.3,.286,.191,81,2927,2.4,4.2,1.8,17.8,2.0,13.6,6.8,.570,Jrue Holiday,23.1,3.0,7.1,.116,27,Jrue Holiday,SG
,,,,,,,,,,,,,,,,,,,,,,,,,
10.1,1.2,-1.3,12.8,1.6,-0.3,.574,.210,72,2265,1.4,0.1,-1.0,10.8,1.7,9.8,6.9,.513,Justin Holiday,18.2,0.4,1.7,.036,28,Justin Holiday,SG
3.9,1.0,-7.3,11.4,0.1,-2.6,.610,.220,24,174,3.9,-0.3,-4.7,5.9,2.0,11.0,7.7,.417,John Holland,18.5,-0.2,-0.2,-0.050,29,John Holland,SF
14.2,1.9,-0.4,20.0,2.0,1.1,.075,.436,68,1920,5.5,2.1,-1.5,16.9,1.6,12.3,12.7,.548,Rondae Hollis-Jefferson,22.2,0.8,4.1,.103,23,Rondae Hollis-Jefferson,SF
12.3,3.2,1.7,21.4,1.3,1.9,.129,.232,48,746,8.6,1.6,-0.2,17.4,1.3,8.6,15.2,.585,Richaun Holmes,16.6,0.7,2.8,.183,24,Richaun Holmes,C
9.7,0.6,-2.0,9.9,1.5,-2.2,.443,.172,60,1616,1.6,1.2,0.2,14.3,1.4,8.0,5.8,.546,Rodney Hood,24.3,0.0,2.7,.081,25,Rodney Hood,SG
10.4,0.5,-1.6,10.1,1.3,-2.1,.475,.176,39,1084,1.5,0.6,0.5,15.1,1.4,9.6,5.8,.551,Rodney Hood,27.3,0.1,1.9,.085,25,Rodney Hood,SG
8.4,0.8,-2.7,9.5,0.2,-2.3,.357,.161,21,532,1.7,0.6,-0.4,12.7,1.4,3.2,5.7,.533,Rodney Hood,18.3,-0.1,0.8,.074,25,Rodney Hood,SG
15.8,0.0,-20.7,0.0,0.0,-6.0,.000,2.000,1,8,0.0,0.0,-14.7,-4.6,0.0,34.7,0.0,.266,Scotty Hopson,16.3,0.0,0.0,-0.238,28,Scotty Hopson,SG
23.6,2.9,4.0,20.2,3.8,2.9,.300,.159,72,2277,5.0,4.0,1.1,17.6,0.9,14.1,12.7,.575,Al Horford,18.4,3.5,7.8,.165,31,Al Horford,C
9.4,1.2,-2.7,17.0,0.1,-1.5,.450,.240,23,403,3.4,0.4,-1.2,12.4,0.8,7.2,10.1,.533,Danuel House,16.2,-0.1,0.6,.066,24,Danuel House,SG
7.1,4.4,-0.3,33.8,3.9,1.7,.008,.639,81,2463,11.0,2.9,-2.0,20.5,1.0,15.1,22.2,.577,Dwight Howard,24.2,1.1,6.8,.132,32,Dwight Howard,C
2.7,4.0,-3.9,13.9,1.0,0.7,.632,.110,69,982,4.6,-0.5,-4.6,5.4,0.8,12.0,9.1,.417,Josh Huestis,9.5,-0.5,0.5,.024,26,Josh Huestis,PF
10.3,0.0,-4.5,12.4,0.1,-1.6,.700,.100,5,45,0.0,0.0,-3.0,8.5,3.3,8.7,6.3,.455,R.J. Hunter,22.5,0.0,0.0,.022,24,R.J. Hunter,SG
0.0,13.4,-9.0,16.9,0.0,-5.9,.000,.000,4,7,32.3,0.0,-3.1,35.8,0.0,16.7,24.8,.600,Vince Hunter,38.5,0.0,0.0,.097,23,Vince Hunter,PF
4.4,3.8,-0.2,21.0,3.0,0.6,.379,.151,76,2093,4.3,2.1,-0.8,14.7,0.7,9.7,12.8,.574,Serge Ibaka,19.4,0.9,5.1,.117,28,Serge Ibaka,PF
16.2,1.9,0.2,12.6,1.6,0.9,.366,.272,64,1622,3.7,1.6,-0.7,11.2,1.6,15.8,8.5,.536,Andre Iguodala,11.5,0.9,3.2,.094,34,Andre Iguodala,SF
7.9,1.3,0.1,18.0,1.9,-0.1,.413,.220,69,1729,7.6,2.2,0.2,14.9,1.7,9.7,12.9,.558,Ersan İlyasova,18.7,0.9,4.0,.112,30,Ersan İlyasova,PF
6.8,1.2,0.0,16.8,1.0,-0.3,.424,.224,46,1175,7.0,1.6,0.4,15.1,1.8,8.9,11.9,.569,Ersan İlyasova,18.0,0.6,2.6,.106,30,Ersan İlyasova,PF
10.4,1.4,0.1,20.6,0.9,0.3,.392,.212,23,554,8.9,0.6,-0.2,14.6,1.5,11.1,15.0,.537,Ersan İlyasova,20.1,0.3,1.4,.125,30,Ersan İlyasova,PF
22.9,0.7,3.1,13.9,3.6,1.0,.646,.116,82,2578,1.1,4.0,2.1,14.4,1.8,17.4,7.6,.623,Joe Ingles,15.9,3.3,7.6,.141,30,Joe Ingles,SF
15.3,3.8,1.3,8.3,0.1,0.9,.529,.176,2,64,1.7,0.1,0.4,16.3,2.2,14.1,5.0,.655,Andre Ingram,14.1,0.1,0.2,.157,32,Andre Ingram,SG
17.7,1.8,-1.3,13.8,1.8,0.3,.138,.371,59,1975,3.1,1.0,-1.6,13.8,1.1,14.4,8.5,.536,Brandon Ingram,22.2,0.4,2.8,.068,20,Brandon Ingram,SF
30.7,0.7,6.2,10.8,2.7,-0.7,.374,.240,60,1931,1.9,6.3,6.9,25.0,1.7,10.4,6.4,.610,Kyrie Irving,31.0,4.0,8.9,.222,25,Kyrie Irving,PG
4.8,4.5,-1.8,17.2,0.8,3.1,.317,.172,27,536,3.3,-0.6,-4.9,9.8,3.0,14.8,10.2,.465,Jonathan Isaac,15.0,0.0,0.2,.021,20,Jonathan Isaac,PF
,,,,,,,,,,,,,,,,,,,,,,,,,
7.8,0.9,-3.5,11.0,0.7,0.2,.211,.216,62,1020,3.9,0.0,-3.7,7.8,1.6,11.2,7.4,.480,Wesley Iwundu,11.6,-0.4,0.7,.032,23,Wesley Iwundu,SF
31.3,0.2,-3.5,12.1,0.7,-1.7,.194,.169,62,1548,1.6,0.5,-1.9,11.5,1.1,19.5,6.8,.489,Jarrett Jack,16.7,-0.6,1.2,.036,34,Jarrett Jack,PG
4.0,0.0,-7.7,3.2,0.0,-3.0,.444,.222,1,35,6.5,0.0,-4.6,2.4,0.0,9.2,4.8,.405,Aaron Jackson,13.7,-0.1,0.0,-0.017,31,Aaron Jackson,PG
15.9,1.1,-5.5,9.8,0.1,1.0,.389,.111,15,80,7.1,-0.2,-6.4,5.4,3.1,34.6,8.4,.424,Demetrius Jackson,15.8,-0.1,-0.1,-0.047,23,Demetrius Jackson,PG
10.7,1.3,-7.2,12.4,0.1,2.3,.429,.000,12,63,7.2,-0.3,-9.5,0.2,3.1,39.1,9.8,.286,Demetrius Jackson,16.1,-0.1,-0.2,-0.140,23,Demetrius Jackson,PG
35.1,0.0,1.0,0.0,0.0,-4.0,.250,.500,3,17,6.6,0.1,5.0,24.5,2.8,17.0,3.2,.820,Demetrius Jackson,14.8,0.0,0.1,.298,23,Demetrius Jackson,PG
10.1,1.4,-4.3,14.2,1.2,-1.2,.233,.299,77,1959,5.1,-2.0,-3.1,11.8,2.0,12.2,9.6,.480,Josh Jackson,26.0,-1.1,-0.7,-0.018,20,Josh Jackson,SF
7.2,0.8,-3.5,12.6,0.5,-1.5,.442,.086,68,1506,2.0,0.4,-2.0,9.2,0.9,8.4,7.1,.521,Justin Jackson,14.2,-0.6,1.0,.031,22,Justin Jackson,SF
32.8,0.3,-1.5,9.0,0.9,-2.3,.293,.232,45,1201,2.6,1.1,0.8,15.9,1.1,13.5,5.7,.516,Reggie Jackson,27.1,0.2,2.0,.078,27,Reggie Jackson,PG
44.4,2.0,9.6,22.3,3.0,2.0,.257,.336,82,3026,3.7,11.0,7.6,28.6,1.9,16.1,13.1,.621,LeBron James,31.6,8.9,14.0,.221,33,LeBron James,PF
29.4,0.8,-2.6,12.2,0.3,-1.8,.305,.262,36,687,2.0,-0.1,-0.9,13.9,2.0,12.0,7.0,.469,Mike James,25.1,-0.1,0.2,.017,27,Mike James,PG
29.0,0.8,-2.4,12.5,0.3,-1.7,.311,.269,32,669,1.9,0.0,-0.7,14.2,1.9,12.1,7.1,.476,Mike James,25.2,-0.1,0.3,.021,27,Mike James,PG
43.5,0.0,-12.4,0.0,0.0,-4.6,.111,.000,4,18,6.2,-0.1,-7.7,3.5,2.7,10.0,3.0,.222,Mike James,24.1,0.0,-0.1,-0.146,27,Mike James,PG
10.0,4.2,-0.5,26.2,0.8,1.3,.014,.173,36,484,7.0,0.8,-1.7,20.2,1.7,8.6,16.7,.563,Al Jefferson,22.5,0.2,1.6,.158,33,Al Jefferson,C
12.0,0.5,-5.9,10.3,0.0,-2.0,.259,.259,20,163,1.4,0.1,-3.8,6.4,0.6,14.3,5.9,.499,Richard Jefferson,9.4,-0.2,0.1,.029,37,Richard Jefferson,SF
31.1,1.7,-3.8,14.8,0.1,-1.7,.458,.139,14,205,2.9,0.0,-2.0,12.7,1.5,19.1,8.9,.478,Brandon Jennings,20.8,-0.1,0.1,.026,28,Brandon Jennings,PG
5.7,0.9,-0.6,19.1,1.6,-0.3,.460,.167,74,1134,5.4,1.8,-0.3,13.2,1.1,6.9,12.3,.586,Jonas Jerebko,15.6,0.4,3.4,.144,30,Jonas Jerebko,PF
13.9,3.1,2.9,18.3,2.0,3.1,.123,.327,74,1171,11.8,2.1,-0.2,14.9,1.8,15.6,15.2,.575,Amir Johnson,12.8,1.5,4.1,.169,30,Amir Johnson,C
3.4,5.5,-2.8,25.5,0.2,2.0,.024,.119,18,98,10.4,0.0,-4.9,18.2,4.5,10.2,17.9,.486,Brice Johnson,22.3,0.0,0.2,.082,23,Brice Johnson,PF
4.0,4.4,3.8,31.4,0.1,6.4,.091,.182,9,38,5.9,0.0,-2.6,21.3,7.7,25.2,18.8,.673,Brice Johnson,18.0,0.1,0.1,.168,23,Brice Johnson,PF
3.0,6.2,-7.0,21.7,0.1,-0.8,.000,.097,9,60,13.2,-0.1,-6.3,16.2,2.5,3.0,17.4,.418,Brice Johnson,24.9,-0.1,0.0,.028,23,Brice Johnson,PF
7.2,4.5,0.3,12.8,0.2,1.2,.000,.513,31,161,10.7,0.4,-0.9,16.4,1.8,5.9,11.7,.575,Dakari Johnson,13.5,0.1,0.6,.178,22,Dakari Johnson,C
22.5,2.2,1.7,17.2,2.8,1.7,.301,.264,73,1943,3.5,2.2,0.0,15.8,1.8,17.1,10.3,.575,James Johnson,19.1,1.8,5.0,.123,30,James Johnson,PF
10.2,0.5,-3.8,14.7,1.3,-0.4,.403,.125,55,1205,1.3,-0.3,-3.4,8.1,0.7,11.4,8.1,.490,Joe Johnson,15.9,-0.5,1.0,.040,36,Joe Johnson,SF
9.8,0.7,-3.3,15.2,0.8,0.0,.372,.106,32,700,2.0,-0.2,-3.3,9.0,0.9,11.6,8.7,.492,Joe Johnson,17.2,-0.2,0.6,.041,36,Joe Johnson,SF
10.7,0.2,-4.4,13.9,0.4,-0.9,.455,.157,23,505,0.5,0.0,-3.6,6.8,0.6,11.2,7.3,.485,Joe Johnson,14.1,-0.3,0.4,.038,36,Joe Johnson,SF
14.5,0.0,-2.8,11.1,0.0,-2.2,.571,.000,4,75,6.0,0.1,-0.6,10.5,1.3,12.5,8.5,.524,Omari Johnson,14.4,0.0,0.1,.053,28,Omari Johnson,PF
8.5,0.7,-1.5,13.0,2.4,1.1,.418,.259,69,1894,1.9,-0.6,-2.6,9.0,2.5,11.0,7.3,.480,Stanley Johnson,16.4,0.2,1.8,.046,21,Stanley Johnson,SF
,,,,,,,,,,,,,,,,,,,,,,,,,
12.4,1.4,-0.2,11.7,2.3,-0.1,.456,.181,72,2052,1.9,1.9,-0.1,13.0,1.5,9.5,6.8,.549,Tyler Johnson,18.6,0.9,4.2,.097,25,Tyler Johnson,PG
5.6,3.5,0.3,13.6,1.7,2.3,.481,.158,74,1486,2.2,-0.1,-2.0,9.8,2.5,12.3,8.0,.512,Wesley Johnson,13.0,0.9,1.7,.055,30,Wesley Johnson,SF
29.6,2.1,7.1,27.9,2.9,2.3,.277,.310,75,2443,9.0,7.8,4.8,24.4,1.8,15.5,18.5,.603,Nikola Jokić,24.2,5.6,10.7,.211,22,Nikola Jokić,C
2.9,2.7,-6.6,10.6,0.1,-1.7,.000,.227,15,89,6.8,0.0,-4.9,6.8,0.5,14.2,8.8,.517,Damian Jones,13.9,-0.1,0.1,.031,22,Damian Jones,C
5.1,4.4,-2.0,7.8,0.2,0.7,.340,.453,20,245,9.6,0.1,-2.7,10.1,0.8,9.9,8.7,.480,Derrick Jones,12.8,0.0,0.4,.075,20,Derrick Jones,SF
12.3,9.8,3.9,6.6,0.0,3.8,.500,1.500,6,33,6.4,0.1,0.1,18.4,1.5,13.1,6.5,.678,Derrick Jones,9.8,0.0,0.1,.177,20,Derrick Jones,SF
4.0,3.6,-2.9,8.0,0.2,0.2,.327,.367,14,212,10.1,0.0,-3.1,8.8,0.7,9.5,9.0,.457,Derrick Jones,13.3,0.0,0.3,.059,20,Derrick Jones,SF
3.5,0.5,-6.4,15.7,0.2,-2.9,.382,.279,16,181,7.7,0.0,-3.5,10.3,1.4,8.4,11.6,.485,Jalen Jones,20.9,-0.2,0.1,.027,24,Jalen Jones,SF
0.0,0.0,-10.8,16.5,0.0,-4.8,.250,.500,4,19,0.0,0.0,-6.1,5.0,0.0,0.0,8.6,.512,Jalen Jones,11.1,0.0,0.0,.055,24,Jalen Jones,SF
3.9,0.5,-5.9,15.6,0.1,-2.7,.391,.266,12,162,8.6,-0.1,-3.2,10.9,1.5,8.9,12.0,.483,Jalen Jones,22.0,-0.2,0.1,.024,24,Jalen Jones,SF
21.2,0.4,0.5,9.2,1.2,-0.3,.393,.247,82,1467,1.2,2.3,0.8,14.1,3.2,14.0,5.2,.572,Tyus Jones,12.7,0.9,3.6,.117,21,Tyus Jones,PG
7.1,2.4,2.1,37.6,3.4,1.6,.000,.540,77,2424,15.1,6.0,0.5,20.2,0.8,16.1,26.5,.648,DeAndre Jordan,15.2,2.5,9.4,.186,29,DeAndre Jordan,C
16.1,0.7,-1.2,11.4,2.0,0.1,.315,.156,82,2210,2.0,1.2,-1.3,11.0,1.8,11.9,6.7,.503,Cory Joseph,14.8,0.5,3.1,.068,26,Cory Joseph,PG
11.0,0.9,-0.9,14.5,1.3,-1.2,.383,.271,79,1835,2.7,2.3,0.3,14.4,1.0,7.6,8.5,.545,Frank Kaminsky,20.5,0.5,3.6,.094,24,Frank Kaminsky,PF
9.4,1.7,2.5,30.6,2.1,0.1,.003,.258,71,1830,16.6,5.5,2.4,24.0,1.0,13.3,23.6,.630,Enes Kanter,21.8,2.1,7.6,.198,25,Enes Kanter,C
12.7,0.8,-1.5,11.9,1.4,-0.4,.419,.163,73,1463,1.6,1.1,-1.1,12.1,1.5,12.2,6.6,.560,Luke Kennard,17.2,0.2,2.6,.085,21,Luke Kennard,SG
5.9,1.4,-1.7,13.0,1.6,0.3,.004,.305,74,1850,4.8,1.7,-2.0,12.5,1.3,7.7,8.8,.536,Michael Kidd-Gilchrist,16.1,0.1,3.3,.084,24,Michael Kidd-Gilchrist,SF
11.3,0.7,-6.1,14.2,0.3,-3.6,.490,.245,52,640,0.8,-0.2,-2.5,11.6,1.0,10.4,7.5,.507,Sean Kilpatrick,24.9,-0.7,0.1,.008,28,Sean Kilpatrick,SG
12.6,0.4,-10.2,19.9,0.1,-3.1,.494,.218,16,183,0.6,-0.6,-7.1,4.9,0.5,14.4,10.2,.414,Sean Kilpatrick,26.3,-0.4,-0.4,-0.116,28,Sean Kilpatrick,SG
10.9,0.4,-6.1,13.7,0.1,-4.2,.561,.232,23,205,0.6,0.0,-2.0,11.3,1.2,9.1,7.1,.515,Sean Kilpatrick,21.9,-0.2,0.1,.035,28,Sean Kilpatrick,SG
12.1,0.0,-7.9,5.7,0.0,-5.9,.389,.111,4,38,0.0,0.0,-2.0,10.5,0.0,5.0,2.9,.503,Sean Kilpatrick,22.6,-0.1,0.0,.029,28,Sean Kilpatrick,SG
10.5,1.3,-2.3,11.5,0.1,-3.1,.449,.299,9,214,1.4,0.2,0.8,17.7,1.4,9.0,6.3,.574,Sean Kilpatrick,27.1,0.0,0.4,.083,28,Sean Kilpatrick,SG
6.4,3.5,0.2,15.6,1.2,1.2,.414,.191,72,1206,6.3,1.6,-1.0,13.4,1.1,8.2,10.8,.576,Maxi Kleber,13.7,0.7,2.8,.113,26,Maxi Kleber,PF
6.7,1.0,-6.9,11.7,0.1,-1.8,.607,.143,14,80,2.8,-0.1,-5.0,3.4,1.2,6.3,7.4,.386,Furkan Korkmaz,16.9,-0.1,0.0,-0.006,20,Furkan Korkmaz,SG
11.6,4.2,0.2,18.0,0.3,0.1,.632,.088,20,326,3.8,0.2,0.1,13.6,0.9,8.5,10.9,.516,Luke Kornet,19.0,0.2,0.5,.077,22,Luke Kornet,PF
8.0,1.5,0.1,10.9,0.6,-2.0,.777,.149,73,1574,0.7,2.8,2.2,13.4,1.0,9.6,5.9,.652,Kyle Korver,16.0,0.9,3.4,.104,36,Kyle Korver,SG
9.7,2.2,0.5,27.6,1.5,1.4,.000,.190,71,1391,11.7,2.3,-0.8,17.5,1.7,10.4,19.3,.566,Kosta Koufos,15.2,0.9,3.9,.134,28,Kosta Koufos,C
9.1,1.1,-1.3,17.4,2.3,-1.0,.418,.200,77,2401,3.9,1.5,-0.3,14.2,1.0,11.0,10.7,.549,Kyle Kuzma,22.5,0.4,3.8,.077,22,Kyle Kuzma,PF
,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,-49.4,0.0,0.0,-12.7,.000,.000,1,2,0.0,0.0,-36.7,-41.1,0.0,0.0,0.0,.000,Mindaugas Kuzminskas,43.7,0.0,0.0,-1.065,28,Mindaugas Kuzminskas,SF
9.1,3.7,-2.6,18.1,1.0,0.1,.111,.258,60,1240,8.7,0.4,-2.7,14.3,1.0,12.5,13.2,.513,Skal Labissière,21.1,-0.2,1.4,.054,21,Skal Labissière,PF
15.4,1.4,0.9,15.4,1.9,-0.2,.305,.250,80,1967,2.7,3.0,1.2,17.0,1.5,9.1,8.9,.559,Jeremy Lamb,22.4,1.5,4.9,.120,25,Jeremy Lamb,SG
18.5,0.2,-2.2,10.7,1.1,0.1,.393,.169,54,775,2.1,0.3,-2.3,10.3,1.9,12.3,6.5,.491,Shane Larkin,15.5,0.0,1.4,.087,25,Shane Larkin,PG
12.2,0.5,-1.6,22.6,0.7,-0.1,.026,.247,55,534,13.0,0.6,-1.4,16.5,0.9,13.5,17.8,.536,Joffrey Lauvergne,20.4,0.1,1.3,.120,26,Joffrey Lauvergne,C
18.6,0.5,-2.7,14.4,0.5,-2.0,.346,.301,24,656,1.4,-0.1,-0.6,14.6,1.8,9.7,7.7,.499,Zach LaVine,29.5,-0.1,0.3,.025,22,Zach LaVine,SG
9.4,2.0,-5.0,8.1,0.2,0.4,.426,.064,35,160,2.8,-0.3,-5.3,4.9,1.9,9.4,5.5,.352,Jake Layman,14.6,-0.1,-0.1,-0.021,23,Jake Layman,SF
2.8,0.8,-4.8,13.0,0.3,-2.9,.309,.118,53,459,7.2,0.5,-1.9,10.7,0.5,6.5,10.1,.545,T.J. Leaf,14.9,-0.3,0.8,.082,20,T.J. Leaf,PF
11.3,0.6,0.0,9.3,1.2,-0.7,.368,.164,76,2310,1.4,2.7,0.8,13.0,1.7,9.4,5.4,.564,Courtney Lee,16.9,1.2,3.9,.082,32,Courtney Lee,SG
11.2,0.2,-2.1,16.6,0.4,-0.4,.395,.191,15,404,3.0,0.0,-1.7,12.0,2.3,7.8,9.8,.489,Damion Lee,19.3,0.0,0.4,.046,25,Damion Lee,SG
21.1,2.3,-11.7,6.0,0.0,-4.2,.063,.188,5,35,0.0,-0.1,-7.5,6.9,0.0,18.8,3.1,.491,Walt Lemon,26.4,-0.1,-0.1,-0.071,25,Walt Lemon,PG
9.1,3.5,0.8,26.7,1.3,1.1,.008,.611,69,1395,13.2,3.2,-0.3,19.4,0.9,14.0,19.8,.612,Alex Len,17.0,1.0,4.5,.154,24,Alex Len,C
17.7,3.6,5.9,19.1,0.5,3.2,.315,.342,9,210,3.1,0.3,2.7,26.0,4.3,11.1,11.1,.572,Kawhi Leonard,30.6,0.4,0.9,.196,26,Kawhi Leonard,SF
10.6,0.0,0.9,24.7,0.3,-0.2,.333,.141,33,254,5.2,0.7,1.2,17.8,1.4,10.8,15.0,.676,Meyers Leonard,16.1,0.2,1.1,.200,25,Meyers Leonard,C
5.3,2.0,-5.9,20.7,0.1,-0.4,.083,.417,8,136,5.6,0.0,-5.6,8.9,0.4,14.1,13.0,.505,Jon Leuer,16.1,-0.1,0.1,.050,28,Jon Leuer,PF
26.0,0.9,-0.5,11.9,1.6,-0.2,.333,.254,71,1864,3.0,0.7,-0.3,14.2,2.1,15.8,7.4,.525,Caris LeVert,22.5,0.7,2.3,.058,23,Caris LeVert,SF
8.4,1.6,-2.2,10.6,0.7,1.2,.500,.047,58,724,1.1,-0.2,-3.4,6.0,2.5,15.6,5.9,.467,DeAndre Liggins,7.9,0.0,0.5,.034,29,DeAndre Liggins,SG
7.3,1.8,-2.2,10.7,0.5,1.4,.554,.077,31,480,1.2,-0.3,-3.7,5.0,2.8,16.2,6.0,.424,DeAndre Liggins,7.5,0.0,0.2,.020,29,DeAndre Liggins,SG
10.7,1.3,-2.2,10.3,0.2,0.7,.415,.000,27,244,0.9,0.1,-2.9,7.8,2.0,14.6,5.8,.537,DeAndre Liggins,8.5,0.0,0.3,.062,29,DeAndre Liggins,SG
30.9,0.8,6.7,10.6,2.7,-1.0,.445,.380,73,2670,2.6,9.9,7.7,25.2,1.4,11.1,6.6,.594,Damian Lillard,30.6,5.9,12.6,.227,27,Damian Lillard,PG
27.1,0.0,-13.5,0.0,0.0,-10.4,.167,.583,1,25,0.0,0.0,-3.1,15.9,0.0,16.6,0.0,.597,Jeremy Lin,31.3,-0.1,0.0,.087,29,Jeremy Lin,PG
16.8,1.5,-3.5,9.2,0.9,-0.9,.015,.178,71,1129,3.4,0.9,-2.6,11.6,1.5,13.6,6.5,.533,Shaun Livingston,16.6,-0.4,1.8,.077,32,Shaun Livingston,PG
,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,4.9,1.2,15.2,1.3,2.1,.026,.399,66,910,11.0,1.5,-0.9,14.8,1.8,12.0,13.2,.588,Kevon Looney,12.4,0.7,2.8,.145,21,Kevon Looney,C
11.6,4.6,0.5,13.4,1.9,0.2,.410,.199,74,1735,4.6,1.9,0.3,16.5,0.8,10.2,9.0,.557,Brook Lopez,23.5,1.1,3.8,.105,29,Brook Lopez,C
12.3,2.8,-1.9,10.3,0.7,-0.3,.022,.140,64,1690,8.2,1.2,-1.7,14.7,0.4,13.5,9.2,.552,Robin Lopez,20.4,0.0,1.9,.055,29,Robin Lopez,C
9.8,1.2,1.3,29.8,1.6,-1.5,.453,.365,59,1651,7.0,4.7,2.7,22.4,1.3,9.6,18.6,.614,Kevin Love,25.1,1.4,6.4,.185,29,Kevin Love,C
30.9,0.6,5.9,16.1,3.1,0.5,.631,.276,78,2510,3.0,7.0,5.4,19.5,1.7,14.7,9.7,.598,Kyle Lowry,21.7,5.0,10.2,.194,31,Kyle Lowry,PG
9.3,0.5,-4.7,7.5,0.7,-2.4,.592,.217,52,807,1.9,0.1,-2.3,7.0,0.7,11.5,4.8,.511,Timothé Luwawu-Cabarrot,17.5,-0.5,0.8,.046,22,Timothé Luwawu-Cabarrot,SF
0.0,0.0,-6.5,0.0,0.0,-0.8,,,1,2,0.0,0.0,-5.7,0.0,0.0,,0.0,,Tyler Lydon,0.0,0.0,0.0,-0.014,21,Tyler Lydon,PF
10.1,2.0,-0.8,23.5,1.2,-1.4,.396,.260,73,1391,4.5,2.7,0.6,17.9,1.1,9.1,14.0,.591,Trey Lyles,21.1,0.4,3.9,.135,22,Trey Lyles,PF
29.5,0.5,-2.4,11.6,1.0,-1.2,.336,.234,69,1365,1.8,1.0,-1.2,13.3,1.9,16.3,6.7,.518,Shelvin Mack,17.6,-0.1,1.9,.069,27,Shelvin Mack,PG
36.4,0.4,-5.4,8.8,0.1,-3.1,.478,.174,18,216,1.0,0.3,-2.3,11.9,1.8,15.4,4.9,.464,Josh Magette,11.8,-0.2,0.4,.092,28,Josh Magette,PG
6.6,3.2,-0.7,17.4,1.4,1.6,.008,.516,77,1145,13.4,0.8,-2.3,12.2,1.6,24.7,15.4,.601,Ian Mahinmi,15.6,0.4,2.2,.093,31,Ian Mahinmi,C
5.2,3.7,-2.7,14.2,1.1,0.0,.329,.294,74,1238,7.1,0.3,-2.7,10.2,1.5,11.0,10.6,.499,Thon Maker,14.6,-0.2,1.5,.056,20,Thon Maker,C
