APerM,BPerM,DRB PerM,FG %,FG PerM,FG2 PerM,FG2A PerM,FG3 %,FG3 PerM,FG3A PerM,FGA PerM,FTPerM,Fouls PerM,GP,GS,MPG,ORB PerM,PPerM,SPerM,TO PerM,TRB PerM,Teams,age,name,position
6.6,0.0,2.8,.250,2.8,.500,1.9,.200,1.9,9.5,11.4,0.9,6.6,6,0,38,1.9,8.5,0.0,1.9,4.7,Andrew Harrison,24,Andrew Harrison,PG
3.5,0.8,4.8,.432,4.6,.475,8.5,.270,0.6,2.2,10.7,2.1,3.1,73,11,1430,0.8,11.9,2.2,1.5,5.6,Shaquille Harrison,25,Shaquille Harrison,PG
2.0,0.8,4.5,.407,4.0,.511,4.0,.336,1.9,5.8,9.7,1.2,3.1,67,22,1715,0.7,11.0,1.3,1.2,5.2,Josh Hart,23,Josh Hart,SG
2.4,2.0,4.2,.488,3.3,.514,5.7,.333,0.3,1.0,6.7,1.8,9.1,28,0,221,3.4,8.6,1.1,2.1,7.7,Isaiah Hartenstein,20,Isaiah Hartenstein,PF
1.0,0.0,11.7,.333,5.4,.524,10.2,.000,0.0,5.8,16.1,1.5,4.4,10,1,74,1.5,12.2,0.0,1.5,13.1,Udonis Haslem,38,Udonis Haslem,C
4.7,0.4,5.2,.466,5.7,.542,7.8,.333,1.5,4.5,12.3,3.0,2.0,72,18,1863,1.0,15.9,1.2,2.0,6.2,Gordon Hayward,28,Gordon Hayward,PF
2.7,2.1,10.5,.463,5.9,.556,6.9,.355,2.1,5.9,12.8,1.1,3.1,14,0,188,3.1,15.1,1.3,2.3,13.6,John Henson,28,John Henson,C
1.5,0.6,5.3,.439,3.7,.541,3.5,.365,1.7,4.8,8.3,1.7,2.5,70,25,1358,1.7,10.8,0.7,1.0,7.0,Juan Hernangómez,23,Juan Hernangómez,PF
,,,,,,,,,,,,,,,,,,,,,,,,
2.7,0.9,8.6,.519,6.8,.539,11.3,.385,0.7,1.7,13.1,4.4,4.3,58,3,812,5.2,18.7,0.7,2.6,13.8,Willy Hernangómez,24,Willy Hernangómez,C
2.6,0.2,6.3,.412,5.7,.478,9.3,.276,1.3,4.5,13.9,2.6,3.3,58,24,1206,0.8,15.3,1.7,2.6,7.1,Mario Hezonja,23,Mario Hezonja,SF
2.3,3.4,5.6,.500,4.5,.500,9.0,,0.0,0.0,9.0,4.5,5.6,3,0,32,2.3,13.5,1.1,1.1,7.9,Isaiah Hicks,24,Isaiah Hicks,PF
2.8,0.5,4.2,.458,8.6,.487,9.8,.427,3.8,9.0,18.7,2.4,2.8,82,82,2615,1.5,23.3,0.8,2.0,5.7,Buddy Hield,26,Buddy Hield,SG
1.8,0.0,4.5,.400,3.6,.600,4.5,.200,0.9,4.5,9.0,0.0,0.9,5,0,40,0.0,8.1,0.9,0.9,4.5,Haywood Highsmith,22,Haywood Highsmith,SF
1.7,1.0,5.9,.517,4.0,.531,7.5,.000,0.0,0.2,7.6,2.0,5.7,42,2,546,2.2,10.0,1.2,0.7,8.1,Nenê Hilário,36,Nenê Hilário,C
3.7,0.2,3.0,.452,4.7,.547,6.2,.314,1.3,4.2,10.4,1.9,2.8,60,13,1302,1.1,12.7,1.4,1.4,4.1,George Hill,32,George Hill,PG
3.8,0.1,1.6,.514,5.8,.532,8.3,.464,1.4,2.9,11.2,1.8,3.7,13,13,344,1.3,14.7,1.3,2.1,2.8,George Hill,32,George Hill,PG
3.7,0.3,3.5,.428,4.3,.556,5.4,.280,1.3,4.7,10.1,2.0,2.5,47,0,958,1.0,11.9,1.5,1.2,4.5,George Hill,32,George Hill,PG
2.3,0.4,4.1,.382,2.8,.468,3.2,.317,1.3,4.1,7.3,0.9,3.3,44,15,878,1.4,7.8,0.9,1.3,5.5,Solomon Hill,27,Solomon Hill,SF
4.8,0.7,3.5,.401,5.9,.459,7.5,.339,2.4,7.1,14.6,2.3,4.0,50,0,646,0.3,16.4,1.2,2.2,3.7,Aaron Holiday,22,Aaron Holiday,PG
7.8,0.8,3.9,.472,8.2,.539,11.9,.325,1.8,5.4,17.4,3.1,2.2,67,67,2402,1.1,21.3,1.6,3.1,5.0,Jrue Holiday,28,Jrue Holiday,SG
2.0,0.5,3.8,.386,4.1,.442,4.3,.348,2.2,6.4,10.7,1.3,2.3,82,77,2607,0.6,11.8,1.7,1.4,4.5,Justin Holiday,29,Justin Holiday,SG
2.3,0.6,4.1,.383,4.1,.435,3.4,.359,2.6,7.3,10.7,1.1,2.1,38,38,1325,0.5,12.0,1.8,1.3,4.6,Justin Holiday,29,Justin Holiday,SG
1.7,0.4,3.6,.389,4.2,.447,5.3,.333,1.8,5.5,10.8,1.5,2.4,44,39,1282,0.8,11.7,1.5,1.6,4.3,Justin Holiday,29,Justin Holiday,SG
0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,John Holland,30,John Holland,SF
2.8,0.8,6.6,.411,5.8,.436,12.8,.184,0.3,1.4,14.2,3.4,3.1,59,21,1234,2.4,15.4,1.3,2.0,9.0,Rondae Hollis-Jefferson,24,Rondae Hollis-Jefferson,SF
1.8,2.4,6.6,.608,6.8,.608,11.1,,0.0,0.0,11.1,3.9,5.9,70,4,1184,3.5,17.4,1.3,1.6,10.1,Richaun Holmes,25,Richaun Holmes,C
2.4,0.2,2.5,.435,5.6,.478,8.3,.356,1.6,4.5,12.8,2.6,2.8,72,49,1893,0.5,15.3,1.1,1.0,3.0,Rodney Hood,26,Rodney Hood,SG
2.7,0.1,2.7,.427,5.7,.460,8.8,.362,1.6,4.4,13.2,3.0,2.9,45,45,1234,0.5,16.0,1.1,1.1,3.3,Rodney Hood,26,Rodney Hood,SG
1.9,0.4,2.1,.452,5.4,.519,7.3,.345,1.6,4.6,11.9,1.8,2.5,27,4,659,0.4,14.1,1.1,1.0,2.5,Rodney Hood,26,Rodney Hood,SG
5.2,1.6,6.2,.535,7.1,.604,9.5,.360,1.3,3.7,13.2,1.4,2.3,68,68,1973,2.2,16.9,1.1,1.9,8.4,Al Horford,32,Al Horford,C
1.5,0.4,4.2,.468,4.3,.595,2.7,.416,2.7,6.5,9.3,2.1,2.9,39,13,979,0.9,13.5,0.8,1.3,5.1,Danuel House,25,Danuel House,SF
0.6,0.6,9.2,.623,6.7,.623,10.8,,0.0,0.0,10.8,4.5,5.3,9,9,230,3.8,18.0,1.1,2.5,13.0,Dwight Howard,33,Dwight Howard,C
3.8,0.4,3.3,.419,4.8,.457,5.3,.385,2.4,6.2,11.5,0.7,2.7,75,59,2048,1.1,12.8,1.1,1.9,4.3,Kevin Huerter,20,Kevin Huerter,SG
0.0,0.0,4.5,.286,3.9,.300,6.4,.273,1.9,7.1,13.5,0.0,4.5,5,1,56,2.6,9.6,0.6,0.0,7.1,Isaac Humphries,21,Isaac Humphries,C
,,,,,,,,,,,,,,,,,,,,,,,,
4.2,0.0,2.8,.462,8.3,.667,4.2,.400,5.5,13.8,18.0,1.4,4.2,1,0,26,1.4,23.5,1.4,0.0,4.2,R.J. Hunter,25,R.J. Hunter,SG
1.4,0.2,6.2,.459,3.9,.516,6.4,.280,0.6,2.0,8.4,0.9,2.4,44,14,895,1.2,9.2,0.9,1.0,7.4,Chandler Hutchison,22,Chandler Hutchison,SF
1.8,1.8,8.0,.529,8.3,.586,12.7,.290,0.9,3.0,15.7,2.4,3.8,74,51,2010,2.8,19.9,0.5,2.0,10.8,Serge Ibaka,29,Serge Ibaka,C
4.9,1.2,4.7,.500,3.4,.652,3.6,.333,1.1,3.3,6.9,0.9,2.2,68,13,1578,1.1,8.9,1.4,1.2,5.7,Andre Iguodala,35,Andre Iguodala,SF
1.5,0.6,6.1,.438,4.9,.493,6.5,.363,1.7,4.7,11.1,1.8,5.0,67,7,1231,2.7,13.2,0.9,1.4,8.8,Ersan İlyasova,31,Ersan İlyasova,PF
6.6,0.3,4.1,.448,5.0,.533,4.5,.391,2.6,6.8,11.2,1.2,2.5,82,82,2568,0.5,13.9,1.4,2.7,4.6,Joe Ingles,31,Joe Ingles,PF
0.0,0.0,2.4,.000,0.0,.000,7.2,.000,0.0,7.2,14.4,0.0,0.0,4,0,15,2.4,0.0,2.4,2.4,4.8,Andre Ingram,33,Andre Ingram,SG
3.2,0.6,4.6,.497,7.4,.521,13.0,.330,0.6,1.9,14.9,4.0,3.0,52,52,1760,0.8,19.4,0.6,2.6,5.5,Brandon Ingram,21,Brandon Ingram,SF
7.5,0.6,4.3,.487,9.8,.533,13.1,.401,2.8,7.1,20.2,3.5,2.7,67,67,2214,1.2,26.0,1.7,2.8,5.4,Kyrie Irving,26,Kyrie Irving,PG
1.4,1.8,5.6,.429,4.7,.510,6.2,.323,1.6,4.8,11.0,2.0,2.6,75,64,1996,1.8,13.0,1.1,1.4,7.4,Jonathan Isaac,21,Jonathan Isaac,PF
2.1,0.6,4.3,.412,3.3,.431,5.7,.367,0.8,2.3,8.0,2.5,3.6,68,13,1233,1.1,9.9,0.8,1.3,5.4,Wesley Iwundu,24,Wesley Iwundu,SF
4.6,0.0,0.9,.533,7.4,.667,8.3,.333,1.8,5.5,13.8,3.7,3.7,6,0,39,1.8,20.3,1.8,0.9,2.8,Demetrius Jackson,24,Demetrius Jackson,PG
2.1,0.1,3.4,.434,6.0,.507,8.6,.314,1.6,5.2,13.8,1.7,2.8,61,16,1169,0.8,15.2,0.8,1.5,4.1,Frank Jackson,20,Frank Jackson,PG
1.5,1.9,4.7,.506,7.1,.553,10.6,.359,1.2,3.4,14.0,3.6,5.2,58,56,1515,1.7,19.0,1.2,2.3,6.5,Jaren Jackson,19,Jaren Jackson,PF
3.3,1.0,5.1,.413,6.3,.445,11.2,.324,1.3,4.1,15.2,2.6,3.8,79,29,1988,1.2,16.5,1.3,3.1,6.3,Josh Jackson,21,Josh Jackson,SG
2.1,0.3,3.7,.447,4.8,.542,5.4,.355,1.9,5.5,10.8,1.4,2.2,81,14,1614,1.0,13.0,0.7,0.6,4.7,Justin Jackson,23,Justin Jackson,SF
2.3,0.4,4.0,.424,4.2,.515,4.5,.346,1.8,5.3,9.8,1.4,2.2,52,3,1083,0.8,11.5,0.8,0.7,4.9,Justin Jackson,23,Justin Jackson,SF
1.9,0.1,3.2,.484,6.2,.577,7.1,.372,2.2,5.8,12.9,1.4,2.2,29,11,531,1.3,16.1,0.6,0.5,4.5,Justin Jackson,23,Justin Jackson,SF
5.4,0.1,2.7,.421,6.9,.464,9.1,.369,2.7,7.4,16.5,3.2,3.3,82,82,2289,0.7,19.8,0.9,2.3,3.4,Reggie Jackson,28,Reggie Jackson,PG
8.4,0.6,7.6,.510,10.4,.582,14.3,.339,2.1,6.1,20.4,5.2,1.7,55,55,1937,1.1,28.0,1.3,3.7,8.6,LeBron James,34,LeBron James,SF
1.6,1.6,7.9,.625,5.3,.625,8.5,,0.0,0.0,8.5,3.7,4.2,12,0,68,3.2,14.3,1.6,0.5,11.1,Amile Jefferson,25,Amile Jefferson,PF
2.4,0.2,3.4,.400,4.5,.426,5.1,.379,2.4,6.3,11.4,1.6,1.1,26,0,333,0.6,13.1,0.0,1.0,4.0,John Jenkins,27,John Jenkins,SG
2.6,0.0,2.6,1.000,5.1,,0.0,1.000,5.1,5.1,5.1,0.0,0.0,4,0,14,0.0,15.4,0.0,0.0,2.6,John Jenkins,27,John Jenkins,SG
2.4,0.2,3.4,.388,4.5,.426,5.3,.357,2.3,6.3,11.6,1.7,1.1,22,0,319,0.7,13.0,0.0,1.0,4.1,John Jenkins,27,John Jenkins,SG
,,,,,,,,,,,,,,,,,,,,,,,,
2.8,0.5,6.4,.459,4.8,.563,4.9,.367,2.0,5.6,10.5,1.9,4.0,73,6,1218,2.1,13.6,0.8,1.3,8.5,Jonas Jerebko,31,Jonas Jerebko,PF
0.6,1.7,8.4,.250,2.3,.214,7.9,.500,0.6,1.1,9.0,2.3,3.9,14,0,64,2.3,7.3,0.6,0.0,10.7,Alize Johnson,22,Alize Johnson,PF
4.1,0.9,6.8,.503,5.4,.573,8.0,.300,0.8,2.7,10.7,2.1,6.7,51,6,529,3.2,13.7,1.1,3.1,10.0,Amir Johnson,31,Amir Johnson,C
0.0,0.0,4.4,.500,6.6,.545,8.1,.429,2.2,5.1,13.2,1.5,2.9,7,0,49,1.5,16.9,1.5,1.5,5.9,B.J. Johnson,23,B.J. Johnson,SF
0.0,0.0,5.0,.500,6.7,.500,8.4,.500,2.5,5.0,13.4,1.7,2.5,6,0,43,1.7,17.6,1.7,1.7,6.7,B.J. Johnson,23,B.J. Johnson,SF
0.0,0.0,0.0,.500,6.0,1.000,6.0,.000,0.0,6.0,12.0,0.0,6.0,1,0,6,0.0,12.0,0.0,0.0,0.0,B.J. Johnson,23,B.J. Johnson,SF
4.2,0.8,4.8,.433,5.1,.496,7.1,.336,1.5,4.6,11.7,1.5,3.5,55,33,1164,0.7,13.2,1.1,2.3,5.4,James Johnson,31,James Johnson,PF
2.6,0.4,5.5,.389,5.1,.484,6.7,.288,1.8,6.4,13.1,1.5,3.4,66,7,1208,1.0,13.5,1.8,2.4,6.5,Stanley Johnson,22,Stanley Johnson,SF
2.2,0.5,5.6,.381,5.0,.488,6.3,.282,1.9,6.8,13.1,1.5,3.4,48,7,961,0.9,13.4,1.8,2.1,6.6,Stanley Johnson,22,Stanley Johnson,SF
4.1,0.1,4.8,.418,5.5,.474,8.3,.324,1.6,5.0,13.3,1.3,3.2,18,0,247,1.3,14.0,1.7,3.8,6.1,Stanley Johnson,22,Stanley Johnson,SF
3.9,0.6,3.3,.413,5.1,.477,6.3,.346,2.1,6.1,12.4,2.2,2.3,57,22,1529,0.8,14.6,1.3,1.8,4.1,Tyler Johnson,26,Tyler Johnson,PG
3.6,0.7,3.3,.426,5.5,.503,6.3,.353,2.3,6.5,12.9,2.0,2.3,44,10,1123,0.6,15.2,1.3,2.0,3.9,Tyler Johnson,26,Tyler Johnson,PG
4.8,0.5,3.3,.368,4.1,.406,6.1,.321,1.6,5.0,11.1,3.0,2.2,13,12,406,1.3,12.8,1.2,1.2,4.6,Tyler Johnson,26,Tyler Johnson,PG
1.6,0.8,4.0,.352,3.0,.385,3.5,.329,1.7,5.1,8.6,0.9,4.2,38,13,534,0.8,8.6,0.9,1.2,4.9,Wesley Johnson,31,Wesley Johnson,SF
1.5,0.7,4.2,.398,3.3,.421,3.6,.380,1.8,4.8,8.4,0.6,4.3,26,13,377,1.0,9.1,1.1,1.1,5.2,Wesley Johnson,31,Wesley Johnson,SF
1.6,1.1,3.7,.250,2.3,.286,3.2,.231,1.4,6.0,9.2,1.6,4.1,12,0,157,0.5,7.6,0.5,1.4,4.1,Wesley Johnson,31,Wesley Johnson,SF
8.3,0.8,9.2,.511,8.9,.569,13.5,.307,1.2,3.9,17.3,4.2,3.3,80,80,2504,3.3,23.1,1.6,3.6,12.4,Nikola Jokić,23,Nikola Jokić,C
2.5,2.2,3.9,.716,4.7,.716,6.5,,0.0,0.0,6.5,2.1,5.5,24,22,410,2.7,11.4,1.1,1.4,6.6,Damian Jones,23,Damian Jones,C
1.2,1.3,4.5,.494,5.0,.567,7.3,.308,0.9,2.8,10.1,2.3,3.8,60,14,1153,3.0,13.2,1.4,1.3,7.5,Derrick Jones,21,Derrick Jones,SF
1.2,0.3,3.9,.419,4.4,.471,5.7,.357,1.7,4.7,10.4,3.2,4.5,16,0,214,1.9,13.6,1.5,1.3,5.7,Jalen Jones,25,Jalen Jones,SF
3.3,1.3,8.3,.364,3.0,.435,5.8,.200,0.5,2.5,8.3,0.3,2.5,6,2,143,4.0,6.8,1.8,1.3,12.3,Jemerrio Jones,23,Jemerrio Jones,SF
0.0,0.0,28.8,.250,7.2,.500,14.4,.000,0.0,14.4,28.8,0.0,7.2,2,0,5,0.0,14.4,0.0,7.2,28.8,Terrence Jones,27,Terrence Jones,PF
7.5,0.1,2.6,.415,4.3,.453,7.4,.317,0.9,2.9,10.3,1.3,1.8,68,23,1560,0.5,10.8,1.9,1.1,3.1,Tyus Jones,22,Tyus Jones,PG
2.7,1.3,11.9,.641,5.0,.641,7.8,,0.0,0.0,7.8,3.3,2.9,69,69,2047,4.0,13.3,0.7,2.7,15.9,DeAndre Jordan,30,DeAndre Jordan,C
2.3,1.2,12.2,.644,4.8,.644,7.5,,0.0,0.0,7.5,3.1,2.9,50,50,1554,3.7,12.8,0.8,2.6,15.9,DeAndre Jordan,30,DeAndre Jordan,C
4.2,1.5,11.1,.634,5.7,.634,9.0,,0.0,0.0,9.0,3.7,3.1,19,19,493,4.7,15.1,0.7,3.1,15.8,DeAndre Jordan,30,DeAndre Jordan,C
5.6,0.4,4.2,.412,3.9,.454,6.6,.322,1.0,3.0,9.6,0.5,2.3,82,9,2063,0.7,9.4,1.6,1.4,4.9,Cory Joseph,27,Cory Joseph,PG
3.0,0.6,5.9,.463,6.6,.553,7.6,.360,2.4,6.6,14.2,3.8,3.2,47,0,755,1.9,19.3,0.6,2.0,7.8,Frank Kaminsky,25,Frank Kaminsky,C
2.5,0.6,8.8,.549,8.2,.562,14.2,.294,0.2,0.7,15.0,3.4,3.7,67,31,1640,5.6,20.1,0.7,2.6,14.5,Enes Kanter,26,Enes Kanter,C
2.7,0.5,9.3,.536,8.0,.547,14.2,.318,0.2,0.7,14.9,3.4,3.4,44,23,1128,5.5,19.6,0.6,2.5,14.7,Enes Kanter,26,Enes Kanter,C
2.3,0.6,7.9,.577,8.7,.596,14.3,.250,0.2,0.8,15.1,3.5,4.3,23,8,512,6.0,21.2,1.0,2.7,13.9,Enes Kanter,26,Enes Kanter,C
2.9,0.3,4.3,.438,5.7,.486,6.3,.394,2.7,6.7,13.0,1.3,2.3,63,10,1437,0.3,15.4,0.7,1.4,4.6,Luke Kennard,22,Luke Kennard,SG
,,,,,,,,,,,,,,,,,,,,,,,,
1.9,1.2,4.8,.476,4.8,.498,8.7,.340,0.5,1.4,10.1,2.9,4.8,64,3,1179,2.7,13.0,1.0,1.3,7.5,Michael Kidd-Gilchrist,25,Michael Kidd-Gilchrist,PF
0.0,0.0,6.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1,0,6,0.0,0.0,0.0,0.0,6.0,George King,25,George King,SF
1.7,1.9,5.7,.453,4.2,.583,4.0,.353,1.8,5.2,9.3,1.4,3.4,71,18,1502,2.2,11.6,0.9,1.3,7.9,Maxi Kleber,27,Maxi Kleber,PF
3.5,0.1,2.4,.381,4.8,.443,6.4,.318,2.0,6.3,12.7,1.3,3.0,39,26,736,0.5,13.0,1.0,1.5,2.9,Brandon Knight,27,Brandon Knight,PG
2.7,0.0,2.4,.234,3.4,.400,4.6,.156,1.5,9.8,14.3,2.7,4.3,12,0,118,0.3,11.0,0.6,1.5,2.7,Brandon Knight,27,Brandon Knight,PG
3.6,0.1,2.4,.413,5.1,.448,6.8,.371,2.1,5.7,12.4,1.0,2.8,27,26,618,0.5,13.4,1.1,1.5,2.9,Brandon Knight,27,Brandon Knight,PG
1.4,0.4,4.6,.370,5.6,.387,9.2,.343,2.1,6.1,15.2,2.7,2.9,75,57,2158,1.0,16.1,0.7,1.9,5.6,Kevin Knox,19,Kevin Knox,PF
2.8,0.1,4.8,.400,5.2,.505,5.4,.326,2.5,7.6,13.0,1.9,3.3,48,7,679,0.8,14.8,1.5,1.3,5.7,Furkan Korkmaz,21,Furkan Korkmaz,SG
2.5,1.9,4.9,.378,4.9,.411,4.1,.363,3.2,8.9,13.0,1.7,1.9,46,18,784,1.3,14.8,1.2,1.1,6.2,Luke Kornet,23,Luke Kornet,PF
2.2,0.3,4.1,.416,5.4,.467,3.6,.397,3.7,9.4,13.0,1.6,2.9,70,0,1334,0.2,16.2,0.7,1.6,4.4,Kyle Korver,37,Kyle Korver,SG-PF
2.4,0.3,4.2,.461,5.0,.455,3.2,.463,3.6,7.7,10.9,1.9,3.2,16,0,251,0.0,15.5,0.4,2.4,4.2,Kyle Korver,37,Kyle Korver,PF
2.1,0.3,4.1,.408,5.5,.469,3.8,.384,3.8,9.8,13.5,1.6,2.8,54,0,1083,0.3,16.4,0.7,1.4,4.4,Kyle Korver,37,Kyle Korver,SG
2.6,1.3,9.0,.477,5.2,.477,11.0,,0.0,0.0,11.0,0.7,4.9,42,1,502,3.7,11.2,1.1,1.9,12.7,Kosta Koufos,29,Kosta Koufos,C
1.4,0.7,5.3,.450,5.6,.543,7.4,.315,1.6,5.1,12.5,2.0,4.1,63,46,1294,1.6,14.9,1.1,2.1,6.8,Rodions Kurucs,20,Rodions Kurucs,SF
2.8,0.4,5.0,.456,7.7,.553,10.3,.303,2.0,6.6,16.9,2.9,2.6,70,68,2314,0.9,20.3,0.6,2.1,5.9,Kyle Kuzma,23,Kyle Kuzma,PF
2.3,1.2,7.0,.531,5.3,.556,7.4,.462,1.2,2.7,10.0,1.8,5.9,22,1,176,1.8,13.7,1.0,2.3,8.8,Skal Labissière,22,Skal Labissière,PF
1.9,1.0,6.4,.433,4.1,.474,6.1,.364,1.3,3.5,9.6,1.9,6.7,13,0,113,1.3,11.5,0.6,2.2,7.6,Skal Labissière,22,Skal Labissière,PF
2.9,1.7,8.0,.684,7.4,.647,9.7,1.000,1.1,1.1,10.9,1.7,4.6,9,1,63,2.9,17.7,1.7,2.3,10.9,Skal Labissière,22,Skal Labissière,PF
2.8,0.5,5.9,.440,6.9,.487,10.4,.348,1.8,5.3,15.7,3.7,2.2,79,55,2250,1.0,19.3,1.4,1.3,6.9,Jeremy Lamb,26,Jeremy Lamb,SG
4.7,0.4,4.2,.467,8.8,.504,13.5,.374,2.0,5.3,18.8,5.2,2.3,63,62,2171,0.7,24.7,1.0,3.6,4.9,Zach LaVine,23,Zach LaVine,SG
1.4,0.8,4.4,.509,5.9,.646,6.6,.326,1.6,4.9,11.5,1.4,3.1,71,33,1327,1.5,14.7,0.8,1.2,5.9,Jake Layman,24,Jake Layman,SF
1.7,1.3,5.7,.541,6.8,.599,10.5,.258,0.6,2.1,12.6,1.3,2.4,58,1,522,3.0,15.5,0.6,0.8,8.6,T.J. Leaf,21,T.J. Leaf,PF
3.1,0.3,3.8,.411,4.5,.500,6.2,.291,1.3,4.6,10.9,1.2,2.7,34,6,428,0.8,11.4,1.8,1.2,4.5,Courtney Lee,33,Courtney Lee,SG
3.6,0.5,4.7,.447,4.7,.516,7.0,.313,1.1,3.6,10.6,2.0,2.9,12,2,160,1.4,12.6,1.8,1.1,6.1,Courtney Lee,33,Courtney Lee,SG
2.8,0.1,3.2,.390,4.3,.488,5.8,.282,1.5,5.2,11.0,0.7,2.6,22,4,268,0.4,10.7,1.7,1.2,3.6,Courtney Lee,33,Courtney Lee,SG
1.2,0.0,5.4,.441,5.4,.492,5.7,.397,2.6,6.5,12.2,1.8,2.7,32,0,375,0.8,15.2,1.2,1.1,6.1,Damion Lee,26,Damion Lee,SG
6.5,0.2,5.0,.437,8.2,.439,17.7,.400,0.4,1.1,18.8,1.7,3.0,6,3,167,0.9,18.5,2.4,2.2,5.8,Walt Lemon,26,Walt Lemon,PG
2.0,1.6,6.2,.494,7.5,.554,10.4,.363,1.7,4.8,15.1,3.3,4.7,77,31,1544,3.7,19.9,0.6,2.3,9.9,Alex Len,25,Alex Len,C
,,,,,,,,,,,,,,,,,,,,,,,,
3.5,0.4,6.4,.496,9.9,.542,14.6,.371,2.0,5.3,19.9,6.4,1.5,60,60,2040,1.4,28.2,1.9,2.1,7.7,Kawhi Leonard,27,Kawhi Leonard,SF
3.1,0.4,7.5,.545,5.4,.626,5.4,.450,2.1,4.6,9.9,1.8,4.3,61,2,878,2.0,14.6,0.5,1.8,9.6,Meyers Leonard,26,Meyers Leonard,C
1.3,0.4,6.3,.584,5.9,.637,9.1,.091,0.1,1.0,10.1,2.1,5.4,41,1,402,2.4,14.0,1.1,2.1,8.7,Jon Leuer,29,Jon Leuer,PF
5.3,0.5,3.9,.429,7.0,.483,11.1,.312,1.6,5.2,16.4,2.9,2.6,40,25,1063,1.2,18.5,1.4,2.3,5.1,Caris LeVert,24,Caris LeVert,SF
7.0,0.4,3.8,.444,8.6,.499,11.3,.369,3.0,8.2,19.4,5.9,1.9,80,80,2838,0.9,26.2,1.1,2.7,4.7,Damian Lillard,28,Damian Lillard,PG
5.8,0.3,3.9,.440,6.0,.517,8.9,.294,1.4,4.7,13.6,4.4,3.6,74,4,1436,0.6,17.7,1.2,3.1,4.5,Jeremy Lin,30,Jeremy Lin,PG
6.5,0.3,3.7,.466,6.5,.535,9.1,.333,1.6,4.7,13.9,5.1,3.4,51,1,1003,0.6,19.6,1.4,3.5,4.3,Jeremy Lin,30,Jeremy Lin,PG
4.2,0.5,4.5,.374,4.8,.470,8.3,.200,0.9,4.6,12.9,2.8,4.0,23,3,433,0.5,13.4,0.7,2.2,5.0,Jeremy Lin,30,Jeremy Lin,PG
4.2,1.0,2.8,.519,4.1,.524,7.7,.000,0.0,0.1,7.8,1.5,2.8,64,0,967,1.6,9.6,1.2,1.4,4.4,Shaun Livingston,33,Shaun Livingston,PG
0.0,0.0,0.0,.000,0.0,,0.0,.000,0.0,9.0,9.0,0.0,0.0,1,0,4,0.0,0.0,9.0,9.0,0.0,Zach Lofton,26,Zach Lofton,SG
3.0,1.3,5.4,.625,5.3,.641,8.2,.100,0.0,0.2,8.4,1.6,5.1,80,24,1481,4.7,12.2,1.1,1.2,10.1,Kevon Looney,22,Kevon Looney,C
1.5,2.8,5.6,.452,5.5,.613,4.2,.365,2.9,7.9,12.2,1.7,2.9,81,81,2322,0.5,15.6,0.8,1.3,6.1,Brook Lopez,30,Brook Lopez,C
2.0,1.7,3.3,.568,6.8,.589,11.3,.226,0.2,0.7,12.0,2.0,2.8,74,36,1606,3.1,15.8,0.2,2.2,6.4,Robin Lopez,30,Robin Lopez,C
2.9,0.3,12.4,.385,6.6,.412,8.2,.361,3.2,8.8,17.0,6.2,3.3,22,21,598,2.0,22.5,0.4,2.5,14.4,Kevin Love,30,Kevin Love,PF
9.2,0.5,4.4,.411,4.9,.514,4.7,.347,2.6,7.4,12.0,2.6,2.7,65,65,2213,0.7,15.1,1.5,3.0,5.1,Kyle Lowry,32,Kyle Lowry,PG
3.9,0.0,5.2,.444,5.2,.400,6.5,.500,2.6,5.2,11.8,5.9,3.3,12,0,55,0.7,19.0,0.0,1.3,5.9,Jordan Loyd,25,Jordan Loyd,PG
6.0,0.0,18.0,.000,0.0,,0.0,.000,0.0,6.0,6.0,12.0,6.0,1,0,6,0.0,12.0,0.0,0.0,18.0,Kalin Lucas,29,Kalin Lucas,PG
1.4,0.4,4.6,.376,4.4,.451,5.5,.310,1.9,6.2,11.7,1.7,3.9,50,7,669,0.6,12.4,1.0,1.1,5.2,Timothé Luwawu-Cabarrot,23,Timothé Luwawu-Cabarrot,SF
1.2,0.3,4.1,.302,3.8,.381,6.1,.227,1.5,6.4,12.6,1.2,4.1,21,1,123,1.2,10.2,1.2,1.5,5.3,Timothé Luwawu-Cabarrot,23,Timothé Luwawu-Cabarrot,SF
1.5,0.5,4.7,.394,4.5,.469,5.3,.330,2.0,6.2,11.5,1.8,3.9,29,6,546,0.5,12.9,1.0,1.1,5.2,Timothé Luwawu-Cabarrot,23,Timothé Luwawu-Cabarrot,SF
2.3,0.0,4.2,.500,3.4,.625,3.1,.400,1.5,3.8,6.9,0.4,3.8,25,0,94,2.7,8.8,0.8,1.5,6.9,Tyler Lydon,22,Tyler Lydon,PF
2.8,0.7,6.5,.418,6.7,.529,9.5,.255,1.6,6.4,15.9,2.6,3.0,64,2,1120,1.4,17.6,1.0,2.2,7.9,Trey Lyles,23,Trey Lyles,PF
5.7,0.0,0.0,.667,7.6,.600,9.5,1.000,1.9,1.9,11.4,1.9,3.8,4,0,19,0.0,18.9,1.9,0.0,0.0,Scott Machado,28,Scott Machado,PG
