APP,BPP,DRB PP,FG %,FG PP,FG2 %,FG2 PP,FG2A PP,FG3 %,FG3 PP,FG3A PP,FGA PP,FT %,FT PP,FTA PP,Fouls PP,GP,GS,MP,ORB PP,Off. Ra,PPP,SPP,TO PP,TRB PP,Teams,age,name,position
2.7,0.4,6.5,.333,3.1,.458,2.2,4.7,.208,1.0,4.7,9.4,.750,0.6,0.8,3.1,18,3,254,1.6,89,7.8,2.5,1.4,8.0,Julian Washburn,27,Julian Washburn,SF
2.3,0.3,7.7,.294,4.3,.371,3.7,10.0,.125,0.6,4.6,14.6,.700,2.0,2.9,3.1,15,0,174,1.1,76,11.1,1.1,1.7,8.9,Yuta Watanabe,24,Yuta Watanabe,SF
6.8,0.0,5.5,.538,9.6,.667,5.5,8.2,.429,4.1,9.6,17.7,.500,1.4,2.7,4.1,11,0,36,0.0,130,24.6,0.0,1.4,5.5,Thomas Welsh,22,Thomas Welsh,C
13.9,0.6,12.4,.428,11.2,.481,9.1,18.8,.290,2.1,7.3,26.1,.656,5.3,8.0,4.3,73,73,2630,1.9,105,29.7,2.5,5.8,14.3,Russell Westbrook,30,Russell Westbrook,PG
7.4,1.3,6.0,.479,7.3,.529,6.0,11.3,.338,1.4,4.0,15.3,.772,2.7,3.5,4.1,67,55,1728,1.0,111,18.7,1.9,2.7,7.0,Derrick White,24,Derrick White,PG
0.0,0.0,7.9,.000,0.0,,0.0,0.0,.000,0.0,15.8,15.8,,0.0,0.0,0.0,3,0,6,7.9,40,0.0,0.0,0.0,15.8,Okaro White,26,Okaro White,PF
1.6,4.0,16.3,.571,11.3,.581,11.3,19.4,.125,0.1,0.5,19.8,.449,3.2,7.1,5.6,72,53,1674,7.5,112,25.9,1.3,2.8,23.8,Hassan Whiteside,29,Hassan Whiteside,C
3.5,0.9,5.1,.412,9.4,.441,7.2,16.2,.339,2.2,6.6,22.8,.699,3.9,5.6,2.9,73,73,2543,1.6,100,24.9,1.3,2.6,6.6,Andrew Wiggins,23,Andrew Wiggins,SF
5.5,0.0,27.5,.615,14.6,.667,14.6,22.0,.000,0.0,1.8,23.8,.500,3.7,7.3,3.7,5,0,26,7.3,128,33.0,1.8,1.8,34.8,Alan Williams,26,Alan Williams,PF
4.5,0.0,2.6,.486,6.4,.632,4.5,7.1,.313,1.9,6.0,13.1,.000,0.0,0.4,6.0,15,0,128,0.4,107,14.6,2.2,1.9,3.0,C.J. Williams,28,C.J. Williams,SG
1.6,0.9,6.4,.591,8.1,.602,8.1,13.5,.000,0.0,0.3,13.8,.563,3.4,6.0,7.8,24,0,372,6.0,120,19.6,1.0,2.0,12.4,Johnathan Williams,23,Johnathan Williams,C
3.6,0.8,7.1,.384,4.6,.447,2.4,5.3,.333,2.2,6.7,12.0,.684,0.6,0.8,4.1,46,29,1079,2.4,105,12.0,1.9,1.6,9.4,Kenrich Williams,24,Kenrich Williams,SF
9.5,0.3,4.3,.425,11.5,.447,9.0,20.1,.361,2.5,6.9,26.9,.876,10.1,11.5,1.9,75,1,1993,0.9,112,35.5,1.3,4.3,5.3,Lou Williams,32,Lou Williams,SG
2.1,1.4,7.5,.422,6.3,.500,3.1,6.2,.366,3.2,8.7,14.9,.767,1.5,2.0,3.6,75,75,2133,1.7,112,17.2,1.6,1.1,9.3,Marvin Williams,32,Marvin Williams,PF
1.2,6.8,9.2,.706,6.1,.706,6.1,8.7,,0.0,0.0,8.7,.600,1.5,2.6,6.1,32,2,283,4.6,132,13.8,1.5,1.7,13.8,Robert Williams,21,Robert Williams,C
1.6,1.2,7.0,.449,6.6,.556,4.5,8.1,.318,2.1,6.6,14.6,.600,1.3,2.2,5.5,21,0,312,1.8,106,16.6,1.5,1.3,8.8,Troy Williams,24,Troy Williams,SF
2.7,1.1,9.3,.414,5.5,.468,3.1,6.5,.362,2.4,6.7,13.2,.553,1.4,2.5,4.5,48,3,882,2.4,106,14.8,0.9,1.7,11.7,D.J. Wilson,22,D.J. Wilson,PF
7.0,0.5,7.3,.433,8.1,.462,5.7,12.3,.375,2.4,6.4,18.7,.628,2.1,3.4,4.4,66,52,1959,1.6,102,20.7,1.8,3.5,8.9,Justise Winslow,22,Justise Winslow,SF
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,1.9,12.2,.521,11.3,.571,9.6,16.9,.346,1.7,4.8,21.7,.732,7.6,10.4,3.1,21,2,251,3.1,114,31.8,1.3,3.1,15.4,Christian Wood,23,Christian Wood,PF
1.5,0.0,12.0,.480,9.0,.450,6.7,15.0,.600,2.2,3.7,18.7,.667,7.5,11.2,2.2,13,0,62,3.0,115,27.7,0.0,2.2,15.0,Christian Wood,23,Christian Wood,PF
1.5,2.5,12.3,.533,12.0,.606,10.6,17.5,.286,1.5,5.2,22.6,.756,7.6,10.1,3.4,8,2,189,3.2,114,33.2,1.7,3.4,15.5,Christian Wood,23,Christian Wood,PF
7.1,0.9,5.7,.434,6.9,.492,5.5,11.2,.298,1.4,4.8,16.0,.793,3.4,4.3,3.0,75,13,1699,2.0,112,18.7,2.5,2.2,7.6,Delon Wright,26,Delon Wright,PG
5.9,0.8,4.6,.433,6.8,.478,5.2,10.8,.333,1.6,4.8,15.7,.869,2.8,3.3,2.8,49,2,897,2.1,113,18.0,2.5,2.0,6.7,Delon Wright,26,Delon Wright,PG
8.6,0.9,6.9,.434,7.1,.508,5.9,11.6,.256,1.2,4.8,16.4,.742,4.1,5.5,3.1,26,11,802,1.8,110,19.6,2.6,2.5,8.7,Delon Wright,26,Delon Wright,PG
2.9,1.3,5.8,.455,6.7,.531,5.0,9.4,.321,1.7,5.4,14.8,.682,2.9,4.2,6.1,41,1,251,4.4,108,18.0,1.5,2.9,10.2,Guerschon Yabusele,23,Guerschon Yabusele,PF
2.7,1.3,1.3,.333,4.0,.000,0.0,1.3,.375,4.0,10.6,11.9,,0.0,0.0,5.3,4,0,37,0.0,89,11.9,0.0,2.7,1.3,Nick Young,33,Nick Young,SG
4.0,0.7,6.5,.527,8.7,.564,7.7,13.7,.349,1.0,2.9,16.5,.644,1.7,2.7,3.8,81,81,2489,3.8,113,20.1,2.4,2.4,10.3,Thaddeus Young,30,Thaddeus Young,PF
12.1,0.3,4.4,.418,9.7,.477,6.8,14.3,.324,2.9,8.9,23.2,.829,6.3,7.6,2.6,81,81,2503,1.2,107,28.6,1.3,5.7,5.6,Trae Young,20,Trae Young,PG
4.0,1.6,8.7,.551,7.4,.570,7.2,12.6,.273,0.2,0.9,13.5,.787,4.3,5.5,6.4,49,47,1243,4.3,123,19.4,1.5,2.4,13.0,Cody Zeller,26,Cody Zeller,C
2.1,1.6,6.9,.533,8.5,.552,8.5,15.4,.000,0.0,0.5,15.9,.778,7.4,9.5,10.6,6,1,93,5.8,123,24.4,0.5,2.1,12.7,Tyler Zeller,29,Tyler Zeller,C
4.2,0.0,16.8,.000,0.0,.000,0.0,4.2,.000,0.0,4.2,8.4,,0.0,0.0,16.8,2,0,11,8.4,82,0.0,0.0,0.0,25.2,Tyler Zeller,29,Tyler Zeller,C
1.8,1.8,5.5,.571,9.7,.571,9.7,17.0,,0.0,0.0,17.0,.778,8.5,10.9,9.7,4,1,82,5.5,126,27.9,0.6,2.4,10.9,Tyler Zeller,29,Tyler Zeller,C
2.4,1.0,9.7,.553,8.4,.553,8.4,15.2,,0.0,0.0,15.2,.705,4.3,6.1,5.2,59,25,1082,5.0,116,21.1,0.6,2.8,14.7,Ante Žižić,22,Ante Žižić,C
2.8,2.3,11.1,.559,9.6,.559,9.6,17.1,,0.0,0.0,17.1,.802,4.6,5.7,6.2,59,37,1040,5.2,116,23.7,0.6,3.2,16.3,Ivica Zubac,21,Ivica Zubac,C
2.3,2.4,9.7,.580,10.1,.580,10.1,17.4,,0.0,0.0,17.4,.864,5.1,6.0,6.6,33,12,516,4.9,120,25.3,0.4,3.0,14.6,Ivica Zubac,21,Ivica Zubac,C
3.4,2.2,12.5,.538,9.0,.538,9.0,16.8,,0.0,0.0,16.8,.733,4.0,5.4,5.8,26,25,524,5.5,113,22.0,0.9,3.3,18.0,Ivica Zubac,21,Ivica Zubac,C
