name,position,age,Teams,GP,GS,MP,FG PP,FGA PP,FG %,FG3 PP,FG3A PP,FG3 %,FG2 PP,FG2A PP,FG2 %,FT PP,FTA PP,FT %,ORB PP,DRB PP,TRB PP,APP,SPP,BPP,TO PP,Fouls PP,PPP,Off. Ra
P.J. Brown,C,26,P.J. Brown,81,81,2942,6.4,14.3,.444,0.1,0.3,.200,6.3,14.1,.448,3.7,4.8,.770,3.9,6.2,10.1,3.0,1.4,1.8,2.4,4.5,16.4,107
Randy Brown,PG,27,Randy Brown,68,0,671,6.1,15.1,.406,0.1,0.9,.091,6.0,14.2,.425,2.2,3.6,.609,1.3,3.8,5.2,5.7,4.5,0.9,2.4,6.9,14.5,99
Mark Bryant,PF,30,Mark Bryant,71,9,1587,7.9,14.5,.543,0.0,0.1,.000,7.9,14.4,.545,4.1,5.7,.718,4.3,7.1,11.4,1.7,1.0,0.6,2.8,7.6,19.8,112
Jud Buechler,SF,27,Jud Buechler,74,0,740,8.0,17.2,.463,2.8,6.4,.444,5.1,10.8,.474,1.0,1.6,.636,3.2,4.7,7.9,4.0,2.4,0.5,2.8,5.0,19.8,113
Matt Bullard,PF,28,Matt Bullard,46,0,460,7.7,18.9,.407,3.0,8.4,.361,4.7,10.5,.444,1.9,2.3,.800,2.1,4.9,7.0,2.1,2.0,1.3,2.8,5.8,20.3,103
Scott Burrell,SF,25,Scott Burrell,20,20,693,7.0,15.6,.447,2.8,7.4,.378,4.2,8.2,.509,3.2,4.2,.750,2.0,5.4,7.4,3.6,2.0,1.0,3.3,5.7,19.9,108
Junior Burrough,PF,23,Junior Burrough,61,3,495,6.4,17.1,.376,0.0,0.0,,6.4,17.1,.376,6.1,9.4,.656,4.5,6.4,11.0,1.5,1.5,1.0,4.0,7.5,19.0,90
Mitchell Butler,SG,25,Mitchell Butler,61,3,858,5.3,13.7,.384,0.8,3.6,.217,4.5,10.1,.444,2.9,5.0,.578,1.7,5.3,7.0,4.0,2.4,0.7,4.0,6.2,14.1,86
Jason Caffey,PF,22,Jason Caffey,57,0,545,6.9,15.7,.438,0.0,0.1,.000,6.9,15.6,.441,3.9,6.6,.588,4.9,5.8,10.7,2.3,1.2,0.7,4.6,8.8,17.6,93
Michael Cage,C,34,Michael Cage,82,80,2631,4.9,8.8,.556,0.0,0.0,.000,4.9,8.8,.557,1.1,2.0,.543,6.4,9.8,16.2,1.2,1.9,1.8,1.2,4.8,10.9,124
Adrian Caldwell,PF,29,Adrian Caldwell,51,1,327,7.6,13.6,.554,0.0,0.0,,7.6,13.6,.554,3.0,5.9,.500,6.9,11.2,18.1,1.0,1.5,0.8,5.8,12.0,18.1,94
Elden Campbell,PF,27,Elden Campbell,82,82,2699,8.6,17.1,.503,0.0,0.1,.000,8.6,17.0,.506,4.8,6.7,.713,3.1,8.9,12.0,3.5,1.7,4.1,2.6,5.8,22.0,111
Antoine Carr,SF,34,Antoine Carr,80,0,1532,8.1,17.8,.457,0.0,0.1,.000,8.1,17.7,.460,4.0,5.0,.792,2.5,4.5,7.0,2.6,1.0,2.3,2.7,8.8,20.2,102
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Carr,SG,21,Chris Carr,60,10,590,7.9,18.9,.415,1.0,3.7,.262,6.9,15.3,.451,4.3,5.2,.817,2.4,6.5,8.9,3.8,0.9,0.4,3.5,6.7,20.9,98
Sam Cassell,PG,26,Sam Cassell,61,0,1682,8.8,20.1,.439,2.2,6.4,.348,6.6,13.7,.482,7.2,8.7,.825,1.6,4.2,5.8,8.5,1.6,0.1,4.8,5.1,27.1,109
Duane Causwell,C,27,Duane Causwell,73,26,1044,4.4,10.6,.417,0.0,0.0,.000,4.4,10.6,.419,3.4,4.7,.729,4.2,8.0,12.2,1.0,1.3,3.8,2.6,8.5,12.3,99
Cedric Ceballos,SF,26,Cedric Ceballos,78,71,2628,12.6,23.8,.530,1.0,3.6,.277,11.6,20.1,.576,6.5,8.1,.804,4.3,6.3,10.6,2.4,1.9,0.4,3.3,2.8,32.7,117
Rex Chapman,SG,28,Rex Chapman,56,50,1865,8.2,19.2,.426,3.5,9.5,.371,4.6,9.7,.480,2.3,3.2,.735,0.6,3.5,4.1,4.7,1.3,0.3,2.2,3.3,22.2,110
Calbert Cheaney,SF,24,Calbert Cheaney,70,70,2324,9.4,19.9,.471,1.1,3.4,.338,8.2,16.5,.498,3.3,4.7,.706,1.5,3.8,5.3,3.4,1.5,0.4,2.8,4.5,23.2,104
Pete Chilcutt,PF,27,Pete Chilcutt,74,0,651,5.8,14.2,.408,2.9,7.8,.378,2.8,6.4,.444,1.3,2.1,.654,4.0,8.3,12.3,2.1,1.5,1.1,1.7,5.1,15.8,110
Randolph Childress,PG,23,Randolph Childress,28,0,250,5.2,16.4,.316,2.7,9.7,.277,2.5,6.6,.375,4.6,5.6,.815,0.2,3.7,3.9,6.6,1.7,0.2,5.8,4.6,17.6,88
Chris Childs,PG,28,Chris Childs,78,54,2408,7.1,17.1,.416,2.1,5.7,.367,5.0,11.4,.441,5.7,6.7,.852,1.1,4.3,5.4,12.0,2.4,0.2,5.0,5.4,22.0,109
Doug Christie,SF,25,Doug Christie,55,17,1036,7.5,16.8,.445,2.3,5.3,.434,5.2,11.5,.450,3.4,4.6,.742,1.7,6.0,7.7,5.8,3.5,0.9,4.7,7.0,20.7,101
Doug Christie,SF,25,Doug Christie,23,0,218,8.5,17.7,.479,2.4,4.6,.526,6.0,13.1,.463,3.1,5.3,.591,1.9,6.3,8.2,6.0,2.9,0.7,4.6,9.9,22.5,102
Doug Christie,SF,25,Doug Christie,32,17,818,7.2,16.6,.436,2.3,5.5,.414,5.0,11.1,.446,3.5,4.5,.789,1.6,5.9,7.6,5.8,3.7,1.0,4.8,6.3,20.3,100
Robert Churchwell,SG,23,Robert Churchwell,4,0,20,7.7,20.5,.375,0.0,0.0,,7.7,20.5,.375,0.0,0.0,,0.0,7.7,7.7,2.6,0.0,0.0,5.1,2.6,15.4,68
Charles Claxton,C,25,Charles Claxton,3,0,7,7.1,14.2,.500,0.0,0.0,,7.1,14.2,.500,0.0,14.2,.000,14.2,0.0,14.2,0.0,0.0,7.1,7.1,28.5,14.2,72
John Coker,C,24,John Coker,5,0,11,18.7,23.4,.800,0.0,0.0,,18.7,23.4,.800,0.0,0.0,,9.4,0.0,9.4,4.7,0.0,4.7,0.0,4.7,37.4,166
Derrick Coleman,PF,28,Derrick Coleman,11,11,294,8.5,20.9,.407,1.2,3.7,.333,7.3,17.2,.423,3.5,5.7,.625,2.3,10.4,12.7,5.5,0.7,1.8,5.0,5.3,21.8,90
Bimbo Coles,PG,27,Bimbo Coles,81,55,2615,6.4,15.5,.409,1.8,5.1,.346,4.6,10.5,.440,3.4,4.2,.796,1.0,4.2,5.2,8.4,1.9,0.3,3.4,5.1,17.8,107
Bimbo Coles,PG,27,Bimbo Coles,52,52,1882,6.5,15.6,.413,1.8,4.8,.366,4.7,10.8,.434,3.9,4.8,.803,1.1,4.6,5.6,8.3,1.8,0.3,3.4,4.9,18.6,108
Bimbo Coles,PG,27,Bimbo Coles,29,3,733,6.1,15.3,.399,1.8,5.7,.305,4.3,9.5,.456,2.0,2.7,.763,0.8,3.4,4.1,8.8,2.2,0.4,3.4,5.5,16.0,103
Marty Conlon,C,28,Marty Conlon,74,1,958,8.5,18.2,.468,0.3,1.7,.167,8.2,16.5,.498,4.7,6.1,.764,3.2,6.6,9.8,3.8,1.1,0.6,4.4,7.0,21.9,100
Anthony Cook,PF,28,Anthony Cook,11,0,60,6.0,13.8,.438,0.0,1.7,.000,6.0,12.1,.500,0.9,3.5,.250,4.3,6.0,10.4,1.7,0.0,0.9,0.9,6.9,13.0,101
Tyrone Corbin,SF,33,Tyrone Corbin,71,2,1284,6.2,14.1,.442,0.1,0.7,.167,6.1,13.4,.456,4.0,4.8,.833,3.3,6.6,9.8,3.4,2.5,0.8,2.7,5.9,16.6,106
Tyrone Corbin,SF,33,Tyrone Corbin,49,2,930,6.5,14.3,.452,0.1,0.7,.083,6.4,13.7,.470,4.3,5.1,.837,3.0,6.9,9.9,3.4,2.6,0.9,2.8,5.3,17.2,107
Tyrone Corbin,SF,33,Tyrone Corbin,22,0,354,5.7,13.7,.413,0.3,0.9,.333,5.4,12.8,.419,3.4,4.2,.821,3.9,5.8,9.7,3.4,2.4,0.4,2.5,7.6,15.0,104
Joe Courtney,PF,26,Joe Courtney,23,0,200,4.4,10.2,.429,0.0,0.0,,4.4,10.2,.429,2.3,5.2,.444,7.0,7.3,14.3,2.6,1.5,1.7,5.0,10.2,11.1,87
John Crotty,PG,26,John Crotty,58,4,617,4.8,10.8,.447,0.8,2.6,.296,4.1,8.2,.494,5.9,6.8,.861,1.9,3.2,5.1,9.6,2.1,0.6,4.8,5.7,16.3,110
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Cummings,PF,34,Terry Cummings,81,13,1777,8.1,17.5,.462,0.0,0.2,.143,8.1,17.3,.466,3.1,4.8,.650,4.8,8.5,13.3,2.7,1.7,0.9,2.1,7.9,19.3,107
Dell Curry,SG,31,Dell Curry,82,29,2371,9.8,21.5,.453,3.6,9.0,.404,6.1,12.6,.488,3.2,3.8,.854,1.5,4.3,5.8,3.9,2.4,0.6,2.9,3.8,26.4,111
Michael Curry,SG-SF,27,Michael Curry,46,1,783,5.1,11.2,.453,1.4,3.7,.377,3.7,7.5,.491,3.1,4.3,.726,1.9,4.0,5.9,1.9,1.7,0.1,1.7,6.4,14.7,112
Michael Curry,SF,27,Michael Curry,5,0,34,4.5,15.1,.300,0.0,4.5,.000,4.5,10.5,.429,6.0,6.0,1.000,3.0,4.5,7.5,1.5,1.5,0.0,1.5,4.5,15.1,99
Michael Curry,SG,27,Michael Curry,41,1,749,5.1,11.0,.464,1.5,3.7,.400,3.7,7.4,.495,3.0,4.2,.707,1.8,4.0,5.8,1.9,1.7,0.1,1.7,6.5,14.7,113
Rastko Cvetković,C,25,Rastko Cvetković,14,0,48,5.4,17.4,.313,0.0,1.1,.000,5.4,16.3,.333,0.0,4.3,.000,4.3,7.6,11.9,3.3,2.2,1.1,3.3,11.9,10.8,67
Sasha Danilović,SG,25,Sasha Danilović,19,18,542,8.1,17.9,.451,3.3,7.6,.436,4.8,10.3,.462,5.3,7.0,.764,1.2,3.3,4.5,4.6,1.5,0.3,3.6,4.8,24.8,112
Yinka Dare,C,23,Yinka Dare,58,23,626,5.3,12.1,.438,0.0,0.0,,5.3,12.1,.438,3.2,5.2,.613,4.7,10.5,15.3,0.0,0.7,3.4,6.1,9.9,13.8,77
Antonio Davis,PF,27,Antonio Davis,82,14,2092,6.1,12.4,.490,0.0,0.1,.500,6.0,12.3,.490,6.3,8.9,.713,4.8,8.0,12.9,1.1,0.8,1.7,2.2,6.4,18.5,117
Dale Davis,PF,26,Dale Davis,78,77,2617,6.9,12.3,.558,0.0,0.0,,6.9,12.3,.558,2.8,5.9,.467,5.2,9.4,14.6,1.6,1.2,2.3,2.4,4.9,16.5,110
Hubert Davis,SG,25,Hubert Davis,74,14,1773,8.2,16.8,.486,3.8,7.9,.476,4.4,8.9,.495,3.3,3.8,.868,1.0,2.6,3.7,3.1,0.9,0.2,1.9,3.6,23.5,122
Mark Davis,SF,22,Mark Davis,57,0,571,4.9,13.4,.369,0.4,1.2,.308,4.6,12.2,.375,6.7,10.4,.638,5.0,6.2,11.2,4.2,3.6,2.0,6.1,8.3,16.9,88
Terry Davis,PF,28,Terry Davis,28,0,501,5.5,10.8,.509,0.0,0.0,,5.5,10.8,.509,2.7,4.7,.574,4.3,7.4,11.7,2.1,1.0,0.4,2.5,6.6,13.8,106
Todd Day,SG,26,Todd Day,79,12,1807,8.3,22.7,.366,2.8,8.4,.331,5.5,14.3,.386,6.2,8.0,.780,1.9,4.3,6.2,3.0,2.2,1.4,3.0,6.2,25.6,101
Todd Day,SG,26,Todd Day,8,0,171,6.8,22.1,.310,1.6,7.8,.200,5.3,14.3,.370,7.5,8.1,.923,2.5,4.4,6.8,1.6,1.2,0.9,3.4,8.4,22.7,92
Todd Day,SG,26,Todd Day,71,12,1636,8.4,22.7,.371,2.9,8.4,.343,5.5,14.3,.388,6.1,8.0,.766,1.9,4.3,6.2,3.1,2.3,1.5,3.0,6.0,25.9,101
Andrew DeClercq,C,22,Andrew DeClercq,22,1,203,6.1,12.7,.480,0.0,0.3,.000,6.1,12.4,.490,2.8,4.8,.579,4.6,5.3,9.9,2.3,1.8,1.3,1.0,7.6,14.9,116
Terry Dehere,PG,24,Terry Dehere,82,10,2018,8.0,17.5,.459,3.5,8.1,.440,4.5,9.4,.476,6.3,8.3,.755,1.0,2.6,3.7,8.9,1.4,0.4,4.9,6.1,25.9,115
Vinny Del Negro,SG,29,Vinny Del Negro,82,82,2766,8.9,17.9,.497,1.1,2.8,.380,7.8,15.1,.518,3.3,4.0,.832,0.7,4.4,5.1,5.9,1.6,0.1,1.9,3.1,22.1,116
Bison Dele,C,26,Bison Dele,65,65,2157,9.9,18.3,.543,0.0,0.1,.167,9.9,18.2,.546,4.7,6.4,.734,3.6,8.2,11.8,2.9,1.7,1.3,4.5,5.4,24.6,106
Dell Demps,SG,25,Dell Demps,16,0,87,11.2,19.5,.576,0.6,1.2,.500,10.6,18.3,.581,8.3,10.0,.824,1.2,4.1,5.3,4.7,1.8,0.6,7.1,5.9,31.3,105
Vlade Divac,C,27,Vlade Divac,79,79,2470,8.7,17.0,.513,0.1,0.4,.167,8.6,16.6,.521,4.0,6.2,.641,4.2,10.1,14.3,5.5,1.6,2.8,4.2,5.8,21.5,106
Sherman Douglas,PG,29,Sherman Douglas,79,66,2335,7.8,15.5,.504,0.9,2.5,.364,6.9,13.0,.530,3.6,5.0,.731,1.2,2.8,4.1,9.9,1.4,0.1,4.4,3.7,20.1,109
Sherman Douglas,PG,29,Sherman Douglas,10,4,234,7.7,17.9,.429,0.2,1.5,.143,7.5,16.4,.455,5.3,8.5,.625,1.3,3.6,4.9,8.3,0.4,0.0,6.2,3.4,20.9,91
Sherman Douglas,PG,29,Sherman Douglas,69,62,2101,7.8,15.2,.514,1.0,2.6,.379,6.8,12.6,.542,3.4,4.5,.754,1.2,2.7,4.0,10.1,1.5,0.1,4.2,3.7,20.1,112
Clyde Drexler,SG,33,Clyde Drexler,52,51,1997,8.5,19.7,.433,2.0,6.1,.332,6.5,13.6,.478,6.8,8.7,.784,2.5,7.1,9.6,7.8,2.7,0.6,3.5,3.9,25.9,113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Duckworth,C,31,Kevin Duckworth,8,1,58,2.8,12.8,.214,0.0,0.0,,2.8,12.8,.214,2.8,5.5,.500,1.8,4.6,6.4,1.8,1.8,0.0,1.8,17.4,8.3,66
Chris Dudley,C,30,Chris Dudley,80,61,1924,4.4,9.6,.453,0.0,0.0,.000,4.4,9.6,.454,2.2,4.2,.510,6.4,13.0,19.4,1.0,1.1,2.7,2.1,6.8,10.9,103
Joe Dumars,PG,32,Joe Dumars,67,40,2193,6.4,14.9,.426,3.0,7.4,.406,3.3,7.5,.447,4.0,4.9,.822,0.7,2.7,3.4,6.6,1.1,0.1,2.4,2.6,19.8,118
