APerM,BPerM,DRB PerM,FG %,FG PerM,FG2 PerM,FG2A PerM,FG3 %,FG3 PerM,FG3A PerM,FGA PerM,FTPerM,Fouls PerM,GP,GS,MPG,ORB PerM,PPerM,SPerM,TO PerM,TRB PerM,Teams,age,name,position
2.2,0.2,3.2,.424,7.8,.455,9.6,.389,3.4,8.7,18.3,2.8,2.1,39,12,1084,0.5,21.8,1.0,2.1,3.7,Rodney Hood,25,Rodney Hood,SG
2.0,0.3,3.1,.442,6.0,.492,8.7,.352,1.7,4.8,13.5,1.8,2.8,21,11,532,0.5,15.4,1.0,0.5,3.7,Rodney Hood,25,Rodney Hood,SG
4.5,0.0,0.0,.000,0.0,.000,4.5,,0.0,0.0,4.5,4.5,0.0,1,0,8,0.0,4.5,0.0,4.5,0.0,Scotty Hopson,28,Scotty Hopson,SG
5.4,1.2,6.8,.489,5.8,.514,8.3,.429,1.5,3.6,11.9,1.5,2.2,72,72,2277,1.6,14.7,0.7,2.1,8.4,Al Horford,31,Al Horford,C
2.2,0.5,5.6,.434,5.0,.577,6.3,.259,1.3,5.2,11.5,2.2,2.1,23,3,403,1.2,13.6,0.6,1.0,6.8,Danuel House,24,Danuel House,SG
1.5,1.9,11.1,.555,7.4,.559,13.2,.143,0.0,0.1,13.3,4.9,3.6,81,81,2463,3.7,19.7,0.7,3.0,14.8,Dwight Howard,32,Dwight Howard,C
0.7,1.6,4.4,.330,2.2,.403,2.5,.287,1.2,4.2,6.7,0.2,3.0,69,10,982,1.5,5.8,0.5,1.0,5.9,Josh Huestis,26,Josh Huestis,PF
2.4,0.0,4.0,.350,5.6,.667,4.8,.214,2.4,11.2,16.0,1.6,5.6,5,1,45,0.0,15.2,2.4,1.6,4.0,R.J. Hunter,24,R.J. Hunter,SG
0.0,5.1,5.1,.600,15.4,.600,25.7,,0.0,0.0,25.7,0.0,0.0,4,0,7,10.3,30.9,0.0,5.1,15.4,Vince Hunter,23,Vince Hunter,PF
1.1,1.7,6.9,.483,6.5,.559,8.4,.360,1.8,5.1,13.5,1.6,3.6,76,76,2093,1.3,16.5,0.5,1.5,8.2,Serge Ibaka,28,Serge Ibaka,PF
4.7,0.8,4.4,.463,3.3,.567,4.5,.282,0.7,2.6,7.1,1.2,2.2,64,7,1622,1.1,8.5,1.2,1.5,5.5,Andre Iguodala,34,Andre Iguodala,SF
1.9,0.5,6.0,.452,5.8,.517,7.5,.360,1.9,5.3,12.8,2.2,3.3,69,43,1729,2.5,15.6,1.3,1.5,8.4,Ersan İlyasova,30,Ersan İlyasova,PF
1.6,0.5,5.4,.459,5.6,.532,7.1,.359,1.9,5.2,12.3,2.2,2.8,46,40,1175,2.3,15.3,1.3,1.3,7.7,Ersan İlyasova,30,Ersan İlyasova,PF
2.5,0.6,7.1,.439,6.0,.488,8.4,.361,1.9,5.4,13.8,2.1,4.2,23,3,554,2.9,16.2,1.1,1.9,10.0,Ersan İlyasova,30,Ersan İlyasova,PF
5.5,0.3,4.5,.467,4.7,.516,3.5,.440,2.8,6.5,10.0,0.9,2.5,82,81,2578,0.3,13.1,1.3,2.2,4.8,Joe Ingles,30,Joe Ingles,SF
3.9,1.7,2.8,.471,4.5,.375,4.5,.556,2.8,5.1,9.6,1.7,1.7,2,0,64,0.6,13.5,1.7,1.7,3.4,Andre Ingram,32,Andre Ingram,SG
4.2,0.8,4.7,.470,6.5,.483,12.0,.390,0.7,1.9,13.9,3.5,3.0,59,59,1975,1.0,17.3,0.8,2.7,5.7,Brandon Ingram,20,Brandon Ingram,SF
5.7,0.3,3.6,.491,10.0,.541,12.7,.408,3.1,7.6,20.3,4.3,2.3,60,60,1931,0.6,27.3,1.2,2.6,4.2,Kyrie Irving,25,Kyrie Irving,PG
1.2,2.0,5.6,.379,3.7,.394,6.6,.348,1.1,3.1,9.7,1.3,3.2,27,10,536,1.1,9.7,2.2,1.8,6.6,Jonathan Isaac,20,Jonathan Isaac,PF
,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.4,3.6,.427,3.3,.488,6.1,.196,0.3,1.6,7.7,1.2,2.9,62,12,1020,1.3,8.1,1.2,1.1,4.8,Wesley Iwundu,23,Wesley Iwundu,SF
8.1,0.1,3.9,.427,4.4,.459,8.3,.291,0.6,2.0,10.3,1.5,2.3,62,56,1548,0.5,10.8,0.8,2.7,4.4,Jarrett Jack,34,Jarrett Jack,PG
1.0,0.0,1.0,.333,3.1,.400,5.1,.250,1.0,4.1,9.3,1.0,4.1,1,0,35,2.1,8.2,0.0,1.0,3.1,Aaron Jackson,31,Aaron Jackson,PG
4.1,0.5,3.2,.389,3.2,.545,5.0,.143,0.5,3.2,8.1,0.5,3.2,15,0,80,2.3,7.2,2.3,4.5,5.4,Demetrius Jackson,23,Demetrius Jackson,PG
2.9,0.6,4.0,.286,2.3,.500,4.6,.000,0.0,3.4,8.0,0.0,3.4,12,0,63,2.3,4.6,2.3,5.1,6.3,Demetrius Jackson,23,Demetrius Jackson,PG
8.5,0.0,0.0,.750,6.4,.667,6.4,1.000,2.1,2.1,8.5,2.1,2.1,3,0,17,2.1,16.9,2.1,2.1,2.1,Demetrius Jackson,23,Demetrius Jackson,PG
2.2,0.6,4.7,.417,7.1,.464,13.1,.263,1.0,4.0,17.1,3.3,4.0,77,35,1959,1.7,18.6,1.5,2.7,6.5,Josh Jackson,20,Josh Jackson,SF
1.8,0.3,3.8,.442,4.4,.547,5.6,.308,1.4,4.4,10.0,0.6,1.9,68,41,1506,0.6,10.8,0.7,1.0,4.5,Justin Jackson,22,Justin Jackson,SF
7.1,0.1,2.9,.426,7.4,.475,12.2,.308,1.6,5.1,17.3,3.4,2.6,45,45,1201,0.9,19.7,0.8,3.0,3.7,Reggie Jackson,27,Reggie Jackson,PG
8.9,0.8,7.3,.542,10.2,.603,14.0,.367,1.8,4.8,18.8,4.6,1.6,82,82,3026,1.2,26.8,1.4,4.1,8.4,LeBron James,33,LeBron James,PF
6.6,0.4,4.0,.383,6.4,.435,11.7,.265,1.4,5.1,16.8,3.4,2.5,36,10,687,0.7,17.6,1.5,2.6,4.7,Mike James,27,Mike James,PG
6.5,0.4,4.1,.388,6.5,.442,11.6,.268,1.4,5.2,16.8,3.4,2.4,32,10,669,0.6,17.9,1.5,2.6,4.8,Mike James,27,Mike James,PG
12.0,0.0,0.0,.222,4.0,.250,16.0,.000,0.0,2.0,18.0,0.0,6.0,4,0,18,2.0,8.0,2.0,2.0,2.0,Mike James,27,Mike James,PG
2.2,1.7,8.4,.534,8.3,.541,15.2,.000,0.0,0.2,15.5,2.2,4.9,36,1,484,2.2,18.7,1.2,1.6,10.6,Al Jefferson,33,Al Jefferson,C
3.3,0.2,3.3,.444,2.7,.500,4.4,.286,0.4,1.5,6.0,0.9,2.4,20,0,163,0.4,6.6,0.4,1.1,3.8,Richard Jefferson,37,Richard Jefferson,SF
7.7,0.7,4.6,.375,4.7,.462,6.8,.273,1.6,5.8,12.6,1.8,1.9,14,0,205,0.9,12.8,1.1,3.2,5.4,Brandon Jennings,28,Brandon Jennings,PG
1.3,0.4,6.1,.466,5.0,.511,5.8,.414,2.1,5.0,10.8,1.5,4.0,74,19,1134,1.7,13.6,0.8,0.9,7.8,Jonas Jerebko,30,Jonas Jerebko,PF
3.6,1.4,6.4,.538,4.3,.570,7.0,.313,0.3,1.0,8.0,1.6,5.9,74,18,1171,3.8,10.5,1.4,1.7,10.1,Amir Johnson,30,Amir Johnson,C
0.7,2.2,8.1,.476,7.3,.488,15.1,.000,0.0,0.4,15.4,1.1,4.8,18,0,98,3.3,15.8,3.3,1.8,11.4,Brice Johnson,23,Brice Johnson,PF
0.9,1.9,10.4,.636,6.6,.700,9.5,.000,0.0,0.9,10.4,1.9,6.6,9,0,38,1.9,15.2,5.7,3.8,12.3,Brice Johnson,23,Brice Johnson,PF
0.6,2.4,6.6,.419,7.8,.419,18.6,,0.0,0.0,18.6,0.6,3.6,9,0,60,4.2,16.2,1.8,0.6,10.8,Brice Johnson,23,Brice Johnson,PF
1.8,1.8,4.0,.564,4.9,.564,8.7,,0.0,0.0,8.7,2.5,6.0,31,6,161,3.6,12.3,1.3,0.7,7.6,Dakari Johnson,22,Dakari Johnson,C
5.2,0.9,5.5,.503,5.7,.587,7.9,.308,1.1,3.4,11.4,2.1,3.6,73,41,1943,1.1,14.6,1.3,2.6,6.6,James Johnson,30,James Johnson,PF
2.5,0.2,4.7,.406,4.4,.493,6.4,.276,1.2,4.3,10.8,1.2,2.0,55,4,1205,0.4,11.1,0.5,1.5,5.1,Joe Johnson,36,Joe Johnson,SF
2.3,0.3,4.9,.420,4.9,.507,7.3,.274,1.2,4.3,11.6,1.0,1.6,32,3,700,0.6,12.0,0.6,1.6,5.5,Joe Johnson,36,Joe Johnson,SF
2.7,0.1,4.5,.381,3.6,.466,5.2,.279,1.2,4.3,9.6,1.4,2.5,23,1,505,0.1,9.9,0.4,1.3,4.6,Joe Johnson,36,Joe Johnson,SF
3.4,0.0,3.4,.429,4.3,.556,4.3,.333,1.9,5.8,10.1,0.0,2.9,4,0,75,1.9,10.6,1.0,1.4,5.3,Omari Johnson,28,Omari Johnson,PF
2.1,0.3,4.2,.375,4.0,.439,6.2,.286,1.3,4.4,10.6,2.1,3.2,69,50,1894,0.6,11.4,1.8,1.5,4.8,Stanley Johnson,21,Stanley Johnson,SF
,,,,,,,,,,,,,,,,,,,,,,,,
2.9,0.6,3.8,.435,5.4,.491,6.8,.367,2.1,5.7,12.5,1.9,2.6,72,39,2052,0.6,14.8,1.1,1.4,4.4,Tyler Johnson,25,Tyler Johnson,PG
1.5,1.5,4.5,.408,3.6,.471,4.6,.339,1.5,4.3,8.9,1.0,3.5,74,40,1486,0.7,9.8,1.8,1.3,5.2,Wesley Johnson,30,Wesley Johnson,SF
6.7,0.9,9.0,.499,7.4,.538,10.8,.396,1.6,4.1,14.9,3.9,3.1,75,73,2443,2.9,20.4,1.3,3.1,11.8,Nikola Jokić,22,Nikola Jokić,C
0.8,1.2,3.6,.500,4.4,.500,8.9,,0.0,0.0,8.9,1.2,5.7,15,0,89,2.0,10.1,0.4,1.6,5.7,Damian Jones,22,Damian Jones,C
1.3,1.9,2.5,.396,3.1,.514,5.1,.167,0.4,2.6,7.8,2.4,3.5,20,8,245,3.1,9.0,0.6,1.0,5.6,Derrick Jones,20,Derrick Jones,SF
3.3,4.4,2.2,.500,2.2,1.000,2.2,.000,0.0,2.2,4.4,5.5,2.2,6,0,33,2.2,9.8,1.1,1.1,4.4,Derrick Jones,20,Derrick Jones,SF
1.0,1.5,2.5,.388,3.2,.485,5.6,.188,0.5,2.7,8.3,1.9,3.7,14,8,212,3.2,8.8,0.5,1.0,5.8,Derrick Jones,20,Derrick Jones,SF
0.8,0.2,5.0,.382,5.2,.381,8.4,.385,2.0,5.2,13.5,2.4,4.4,16,0,181,2.6,14.7,1.0,1.4,7.6,Jalen Jones,24,Jalen Jones,SF
0.0,0.0,5.7,.250,1.9,.000,5.7,1.000,1.9,1.9,7.6,3.8,3.8,4,0,19,0.0,9.5,0.0,0.0,5.7,Jalen Jones,24,Jalen Jones,SF
0.9,0.2,4.9,.391,5.6,.410,8.7,.360,2.0,5.6,14.2,2.2,4.4,12,0,162,2.9,15.3,1.1,1.6,7.8,Jalen Jones,24,Jalen Jones,SF
5.7,0.1,2.8,.457,3.7,.528,4.9,.349,1.1,3.2,8.0,1.7,2.7,82,11,1467,0.4,10.2,2.3,1.4,3.2,Tyus Jones,21,Tyus Jones,PG
1.7,1.1,12.5,.645,5.5,.645,8.6,,0.0,0.0,8.6,2.7,3.0,77,77,2424,4.9,13.8,0.6,2.0,17.4,DeAndre Jordan,29,DeAndre Jordan,C
4.2,0.3,3.6,.424,4.2,.457,6.7,.353,1.1,3.1,9.8,1.1,2.3,82,17,2210,0.6,10.6,1.3,1.4,4.3,Cory Joseph,26,Cory Joseph,PG
2.5,0.4,4.7,.429,6.0,.459,8.7,.380,2.0,5.4,14.0,3.0,1.9,79,4,1835,0.9,17.1,0.7,1.3,5.7,Frank Kaminsky,24,Frank Kaminsky,PF
2.1,0.7,10.0,.592,8.3,.594,14.0,.000,0.0,0.0,14.0,3.1,3.7,71,71,1830,5.4,19.7,0.7,2.4,15.3,Enes Kanter,25,Enes Kanter,C
3.1,0.3,3.8,.443,5.1,.463,6.6,.415,2.0,4.8,11.4,1.6,2.1,73,9,1463,0.5,13.7,1.1,1.7,4.3,Luke Kennard,21,Luke Kennard,SG
1.4,0.6,4.2,.504,5.5,.505,10.9,.000,0.0,0.0,10.9,2.3,2.8,74,74,1850,1.6,13.3,1.0,1.0,5.9,Michael Kidd-Gilchrist,24,Michael Kidd-Gilchrist,SF
2.6,0.3,4.6,.374,6.2,.427,8.4,.319,2.6,8.1,16.5,3.6,1.9,52,1,640,0.3,18.6,0.7,2.1,4.9,Sean Kilpatrick,28,Sean Kilpatrick,SG
3.0,0.2,6.7,.287,4.9,.318,8.7,.256,2.2,8.5,17.1,3.5,1.6,16,0,183,0.2,15.5,0.4,3.1,6.9,Sean Kilpatrick,28,Sean Kilpatrick,SG
2.6,0.2,4.2,.378,5.4,.500,6.3,.283,2.3,8.1,14.4,3.2,2.6,23,0,205,0.2,16.3,0.9,1.6,4.4,Sean Kilpatrick,28,Sean Kilpatrick,SG
2.8,0.0,1.9,.389,6.6,.364,10.4,.429,2.8,6.6,17.1,1.9,1.9,4,0,38,0.0,18.0,0.0,0.9,1.9,Sean Kilpatrick,28,Sean Kilpatrick,SG
2.2,0.5,3.7,.439,7.9,.475,9.9,.396,3.2,8.1,18.0,4.4,1.3,9,1,214,0.5,23.4,1.0,2.0,4.2,Sean Kilpatrick,28,Sean Kilpatrick,SG
1.5,1.4,4.9,.489,4.5,.613,5.4,.313,1.2,3.8,9.2,1.3,3.4,72,36,1206,2.1,11.5,0.8,0.9,7.0,Maxi Kleber,26,Maxi Kleber,PF
1.8,0.5,4.1,.286,3.6,.273,5.0,.294,2.3,7.7,12.6,0.9,5.4,14,0,80,0.9,10.4,0.9,0.9,5.0,Furkan Korkmaz,20,Furkan Korkmaz,SG
2.9,1.8,5.9,.392,5.4,.457,5.1,.354,3.1,8.7,13.8,0.9,3.1,20,1,326,1.2,14.8,0.7,1.3,7.1,Luke Kornet,22,Luke Kornet,PF
2.0,0.6,3.6,.459,5.1,.537,2.5,.436,3.8,8.6,11.1,1.5,3.0,73,4,1574,0.2,15.4,0.7,1.3,3.8,Kyle Korver,36,Kyle Korver,SG
2.3,0.8,8.4,.571,5.7,.571,10.1,,0.0,0.0,10.1,0.9,3.8,71,13,1391,3.9,12.3,1.2,1.3,12.2,Kosta Koufos,28,Kosta Koufos,C
2.1,0.5,5.9,.450,7.0,.511,9.1,.366,2.4,6.5,15.6,2.2,2.4,77,37,2401,1.3,18.6,0.7,2.1,7.2,Kyle Kuzma,22,Kyle Kuzma,PF
,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,0.0,.000,0.0,.000,36.0,,0.0,0.0,36.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,Mindaugas Kuzminskas,28,Mindaugas Kuzminskas,SF
2.1,1.4,5.5,.448,6.0,.459,11.8,.353,0.5,1.5,13.3,2.8,3.8,60,28,1240,2.9,15.2,0.7,2.1,8.4,Skal Labissière,21,Skal Labissière,PF
3.4,0.6,5.0,.457,7.0,.495,10.6,.370,1.7,4.6,15.2,3.3,2.5,80,18,1967,0.9,18.9,1.1,1.7,5.9,Jeremy Lamb,25,Jeremy Lamb,SG
4.6,0.1,3.6,.384,3.9,.398,6.2,.360,1.4,4.0,10.2,1.5,2.7,54,2,775,0.7,10.7,1.3,1.5,4.3,Shane Larkin,25,Shane Larkin,PG
2.8,0.2,7.3,.516,6.6,.530,12.5,.000,0.0,0.3,12.8,2.0,3.0,55,1,534,4.2,15.2,0.6,2.2,11.5,Joffrey Lauvergne,26,Joffrey Lauvergne,C
4.0,0.2,4.7,.383,7.5,.405,12.7,.341,2.3,6.8,19.5,4.8,3.0,24,24,656,0.5,22.0,1.3,2.4,5.2,Zach LaVine,22,Zach LaVine,SG
2.5,0.9,2.7,.298,3.2,.370,6.1,.200,0.9,4.5,10.6,0.5,2.9,35,1,160,0.9,7.7,1.4,1.1,3.6,Jake Layman,23,Jake Layman,SF
0.7,0.3,4.2,.471,5.0,.489,7.4,.429,1.4,3.3,10.7,0.8,3.5,53,0,459,2.3,12.2,0.4,0.8,6.4,T.J. Leaf,20,T.J. Leaf,PF
2.8,0.3,3.0,.454,5.3,.482,7.4,.406,1.8,4.3,11.8,1.8,1.7,76,69,2310,0.5,14.2,1.2,1.3,3.5,Courtney Lee,32,Courtney Lee,SG
2.6,0.1,5.3,.408,5.5,.511,8.2,.250,1.3,5.3,13.5,2.0,2.2,15,11,404,1.0,14.3,1.7,1.2,6.3,Damion Lee,25,Damion Lee,SG
5.1,1.0,2.1,.438,7.2,.400,15.4,1.000,1.0,1.0,16.5,2.1,5.1,5,0,35,0.0,17.5,0.0,4.1,2.1,Walt Lemon,25,Walt Lemon,PG
2.1,1.6,8.9,.566,5.5,.568,9.7,.333,0.0,0.1,9.8,4.1,4.1,69,13,1395,4.5,15.1,0.7,2.0,13.4,Alex Len,24,Alex Len,C
3.6,1.5,6.2,.468,8.9,.539,13.0,.314,1.9,6.0,19.0,5.3,1.5,9,9,210,1.0,25.0,3.1,2.7,7.2,Kawhi Leonard,26,Kawhi Leonard,SF
2.4,0.0,8.2,.590,6.5,.673,7.4,.423,1.6,3.7,11.1,1.3,5.1,33,2,254,1.7,15.9,1.0,1.4,9.9,Meyers Leonard,25,Meyers Leonard,C
1.3,0.8,6.6,.417,4.0,.455,8.7,.000,0.0,0.8,9.5,3.4,4.2,8,0,136,1.9,11.4,0.3,1.9,8.5,Jon Leuer,28,Jon Leuer,PF
5.8,0.4,4.0,.435,6.2,.480,9.5,.347,1.6,4.7,14.2,2.6,3.1,71,10,1864,1.0,16.6,1.6,3.0,5.0,Caris LeVert,23,Caris LeVert,SF
2.4,0.7,3.4,.377,2.0,.396,2.6,.358,0.9,2.6,5.3,0.1,4.0,58,4,724,0.3,5.0,1.8,1.0,3.7,DeAndre Liggins,29,DeAndre Liggins,SG
2.0,0.7,3.3,.338,1.6,.379,2.2,.306,0.8,2.7,4.9,0.1,4.6,31,1,480,0.4,4.3,2.0,1.0,3.7,DeAndre Liggins,29,DeAndre Liggins,SG
3.1,0.6,3.5,.439,2.7,.417,3.5,.471,1.2,2.5,6.0,0.0,3.0,27,3,244,0.3,6.5,1.5,1.0,3.8,DeAndre Liggins,29,DeAndre Liggins,SG
6.5,0.4,3.5,.439,8.4,.501,10.6,.361,3.1,8.5,19.1,6.6,1.6,73,73,2670,0.8,26.5,1.0,2.8,4.4,Damian Lillard,27,Damian Lillard,PG
5.8,0.0,0.0,.417,7.2,.400,14.4,.500,1.4,2.9,17.3,10.1,4.3,1,1,25,0.0,25.9,0.0,4.3,0.0,Jeremy Lin,29,Jeremy Lin,PG
4.5,0.7,3.2,.501,5.5,.509,10.8,.000,0.0,0.2,10.9,1.6,3.7,71,7,1129,1.0,12.6,1.1,1.8,4.2,Shaun Livingston,32,Shaun Livingston,PG
,,,,,,,,,,,,,,,,,,,,,,,,
1.7,2.2,5.2,.580,4.4,.590,7.4,.200,0.0,0.2,7.6,1.7,4.2,66,4,910,3.3,10.6,1.3,1.2,8.5,Kevon Looney,21,Kevon Looney,C
2.6,2.0,4.6,.465,7.7,.549,9.7,.345,2.3,6.7,16.5,2.3,4.0,74,72,1735,1.5,19.9,0.6,2.0,6.1,Brook Lopez,29,Brook Lopez,C
2.6,1.1,3.3,.530,7.3,.536,13.4,.286,0.1,0.3,13.7,1.4,2.3,64,64,1690,2.9,16.1,0.3,2.3,6.2,Robin Lopez,29,Robin Lopez,C
2.2,0.5,9.7,.458,7.3,.494,8.7,.415,3.0,7.2,15.9,5.1,2.6,59,59,1651,2.2,22.7,0.9,2.0,11.9,Kevin Love,29,Kevin Love,C
7.7,0.3,5.3,.427,5.8,.474,5.0,.399,3.4,8.5,13.5,3.2,2.8,78,78,2510,0.9,18.2,1.2,2.6,6.2,Kyle Lowry,31,Kyle Lowry,PG
2.4,0.2,2.6,.375,4.5,.431,4.9,.335,2.4,7.0,11.9,2.1,4.3,52,7,807,0.6,13.3,0.5,1.7,3.2,Timothé Luwawu-Cabarrot,22,Timothé Luwawu-Cabarrot,SF
0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,Tyler Lydon,21,Tyler Lydon,PF
2.4,0.9,7.6,.491,7.0,.563,8.6,.381,2.1,5.6,14.2,2.6,2.9,73,2,1391,1.4,18.7,0.8,1.6,9.0,Trey Lyles,22,Trey Lyles,PF
7.2,0.2,3.8,.430,4.7,.473,7.3,.345,1.3,3.7,10.9,1.8,2.4,69,3,1365,0.6,12.5,1.4,2.3,4.4,Shelvin Mack,27,Shelvin Mack,PG
9.5,0.2,2.8,.326,2.5,.292,4.0,.364,1.3,3.7,7.7,1.3,2.7,18,0,216,0.3,7.7,1.3,1.5,3.2,Josh Magette,28,Josh Magette,PG
1.7,1.3,5.6,.556,4.3,.561,7.7,.000,0.0,0.1,7.8,2.8,7.2,77,0,1145,4.2,11.5,1.2,3.1,9.8,Ian Mahinmi,31,Ian Mahinmi,C
1.3,1.5,4.4,.411,3.8,.467,6.2,.298,0.9,3.0,9.2,1.9,4.7,74,12,1238,2.2,10.4,1.1,1.3,6.5,Thon Maker,20,Thon Maker,C
2.4,1.2,10.3,.534,8.4,.534,15.8,,0.0,0.0,15.8,8.2,5.4,39,1,337,5.1,25.1,1.1,3.8,15.4,Boban Marjanović,29,Boban Marjanović,C
2.9,1.3,8.8,.519,8.6,.519,16.6,,0.0,0.0,16.6,7.6,5.9,19,1,171,3.2,24.8,0.8,4.6,12.0,Boban Marjanović,29,Boban Marjanović,C
1.7,1.1,11.7,.551,8.2,.551,15.0,,0.0,0.0,15.0,8.9,5.0,20,0,166,7.2,25.4,1.3,3.0,18.9,Boban Marjanović,29,Boban Marjanović,C
1.4,0.7,7.6,.434,6.7,.497,8.2,.362,2.6,7.1,15.4,2.5,1.8,68,68,2020,1.4,18.4,0.7,1.5,9.1,Lauri Markkanen,20,Lauri Markkanen,PF
1.6,1.1,4.8,.446,4.8,.470,8.6,.347,0.7,2.1,10.8,1.9,4.6,73,36,1661,2.1,12.2,0.8,1.9,6.9,Jarell Martin,23,Jarell Martin,PF
5.4,0.4,3.7,.379,5.3,.384,10.8,.360,1.1,3.1,13.9,3.4,2.6,52,2,984,1.1,15.1,1.2,2.4,4.8,Frank Mason,23,Frank Mason,PG
0.0,0.0,12.6,.571,7.2,.571,12.6,,0.0,0.0,12.6,0.0,9.0,4,0,20,5.4,14.4,1.8,0.0,18.0,Mangok Mathiang,25,Mangok Mathiang,C
2.9,0.3,2.9,.406,4.8,.441,5.0,.381,2.6,6.8,11.8,1.4,2.4,63,62,2131,0.5,13.5,1.3,1.4,3.3,Wesley Matthews,31,Wesley Matthews,SF
1.3,0.6,3.8,.481,3.8,.599,4.0,.364,1.5,4.0,7.9,1.5,2.3,61,15,1564,0.5,10.6,1.7,1.6,4.3,Luc Mbah a Moute,31,Luc Mbah a Moute,PF
0.0,2.0,4.0,.286,4.0,,0.0,.286,4.0,14.0,14.0,4.0,2.0,3,0,18,0.0,16.0,0.0,2.0,4.0,James Michael McAdoo,25,James Michael McAdoo,PF
,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.4,2.5,.409,3.4,.503,5.4,.238,0.7,3.0,8.4,1.0,2.5,57,10,961,0.6,8.6,1.6,1.5,3.1,Patrick McCaw,22,Patrick McCaw,SG
3.3,0.4,3.3,.443,8.2,.465,12.7,.397,2.3,5.9,18.5,2.6,2.1,81,81,2923,0.7,21.3,0.9,1.9,4.0,CJ McCollum,26,CJ McCollum,SG
6.4,0.3,4.0,.499,4.4,.510,7.6,.435,0.6,1.3,8.9,0.7,2.6,76,1,1706,0.8,10.1,1.9,2.4,4.8,T.J. McConnell,25,T.J. McConnell,PG
0.0,0.0,4.5,.000,0.0,.000,4.5,.000,0.0,4.5,9.0,0.0,0.0,4,0,8,0.0,0.0,4.5,4.5,4.5,Erik McCree,24,Erik McCree,SF
1.6,2.0,7.2,.429,7.2,.500,13.6,.125,0.4,3.2,16.8,3.6,3.2,19,0,90,2.8,18.4,0.0,0.8,10.0,Chris McCullough,22,Chris McCullough,PF
1.6,0.3,3.3,.467,4.8,.497,5.9,.426,1.9,4.4,10.3,1.3,2.5,81,4,1768,0.8,12.8,0.4,1.1,4.1,Doug McDermott,26,Doug McDermott,SF
1.5,0.4,3.1,.460,4.6,.513,5.9,.387,1.6,4.2,10.1,1.2,2.2,55,1,1172,1.0,12.1,0.3,1.0,4.1,Doug McDermott,26,Doug McDermott,SF
1.8,0.2,3.6,.478,5.2,.465,6.1,.494,2.4,4.8,10.9,1.4,3.0,26,3,596,0.4,14.2,0.5,1.3,4.0,Doug McDermott,26,Doug McDermott,SF
1.9,3.3,6.4,.621,8.0,.638,12.5,.000,0.0,0.4,12.8,2.2,5.3,65,17,615,3.5,18.1,1.2,1.6,9.9,JaVale McGee,30,JaVale McGee,C
2.0,0.4,2.5,.493,4.3,.553,4.6,.429,1.8,4.2,8.8,0.5,2.5,18,2,299,1.3,11.0,1.0,0.5,3.9,Rodney McGruder,26,Rodney McGruder,SG
0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,Trey McKinney-Jones,27,Trey McKinney-Jones,SG
0.7,0.7,4.1,.533,5.4,.833,4.1,.333,2.0,6.1,10.2,1.4,5.4,14,0,53,0.7,14.3,0.7,2.0,4.8,Alfonzo McKinnie,25,Alfonzo McKinnie,SF
1.7,0.5,3.5,.421,5.2,.477,7.1,.346,1.8,5.2,12.3,1.7,4.6,56,17,1091,1.1,13.9,1.3,2.0,4.6,Ben McLemore,24,Ben McLemore,SG
0.0,0.0,0.0,.000,0.0,,0.0,.000,0.0,6.0,6.0,0.0,12.0,2,0,6,0.0,0.0,0.0,0.0,0.0,Josh McRoberts,30,Josh McRoberts,PF
2.3,0.1,3.6,.399,5.1,.464,5.9,.343,2.3,6.8,12.6,3.2,1.8,77,0,1119,0.5,15.7,0.9,1.2,4.1,Jodie Meeks,30,Jodie Meeks,SG
1.7,3.3,8.0,.642,4.3,.657,6.6,.000,0.0,0.1,6.8,1.9,6.0,61,1,729,4.2,10.6,1.1,1.9,12.1,Salah Mejri,31,Salah Mejri,C
1.1,1.3,8.0,.476,4.9,.561,8.4,.125,0.3,2.0,10.4,1.6,4.6,23,3,284,2.3,11.8,0.8,2.3,10.3,Jordan Mickey,23,Jordan Mickey,PF
4.0,0.3,4.6,.466,7.2,.517,10.4,.359,1.8,4.9,15.4,3.9,3.3,82,82,2982,0.5,19.9,1.4,2.3,5.2,Khris Middleton,26,Khris Middleton,SF
1.5,0.6,3.6,.379,6.1,.434,3.9,.361,4.4,12.2,16.1,2.2,3.6,70,3,1337,0.5,18.8,1.0,1.1,4.1,C.J. Miles,30,C.J. Miles,SF
2.1,0.3,2.7,.444,4.0,.535,2.4,.411,2.7,6.6,9.0,1.1,3.0,82,3,1944,0.3,11.8,0.5,1.1,3.0,Darius Miller,27,Darius Miller,SF
0.9,0.6,3.1,.464,3.7,.714,2.0,.381,2.3,6.0,8.0,1.1,2.9,15,4,126,1.1,10.9,0.3,1.4,4.3,Malcolm Miller,24,Malcolm Miller,SF
