Player,Team,Season,Season Type,Games,AbvBrk3_Usage,MR_Usage,Paint_Usage,RA_Usage,RC3_Usage,LC3_Usage,BC_Usage,AbvBrk3%,MR%,Paint%,RA%,RC3%,LC3%,BC3%
Jimmy Butler,Bulls,2011-2012,REG,42,10.13,30.38,12.66,43.04,1.27,2.53,0.00,0.125,0.417,0.200,0.529,0.000,0.500,0.000
Cory Joseph,Spurs,2011-2012,REG,29,14.29,40.00,15.71,22.86,2.86,4.29,0.00,0.300,0.393,0.182,0.375,0.000,0.000,0.000
Norris Cole,Heat,2011-2012,REG,65,12.00,33.78,12.44,36.89,1.78,2.89,0.22,0.259,0.349,0.393,0.488,0.250,0.385,0.000
JaJuan Johnson,Celtics,2011-2012,REG,36,0.00,56.20,13.22,30.58,0.00,0.00,0.00,0.000,0.338,0.438,0.649,0.000,0.000,0.000
Jordan Hamilton,Nuggets,2011-2012,REG,26,30.63,14.41,21.62,21.62,5.41,6.31,0.00,0.412,0.375,0.417,0.625,0.167,0.286,0.000
MarShon Brooks,Nets,2011-2012,REG,56,19.06,35.00,16.09,25.47,2.66,1.72,0.00,0.303,0.384,0.437,0.589,0.353,0.364,0.000
Reggie Jackson,Thunder,2011-2012,REG,45,28.30,21.38,11.32,28.30,4.40,5.03,1.26,0.244,0.353,0.333,0.444,0.143,0.125,0.000
Kenneth Faried,Nuggets,2011-2012,REG,46,0.00,8.09,18.77,73.14,0.00,0.00,0.00,0.000,0.320,0.379,0.668,0.000,0.000,0.000
Nolan Smith,Trail Blazers,2011-2012,REG,44,16.67,30.56,16.67,27.78,1.67,6.11,0.56,0.367,0.364,0.267,0.520,0.333,0.091,0.000
Tobias Harris,Bucks,2011-2012,REG,42,4.73,15.98,24.85,45.56,7.10,1.78,0.00,0.125,0.407,0.310,0.636,0.417,0.000,0.000
Chris Singleton,Wizards,2011-2012,REG,66,27.88,28.53,7.05,23.72,7.37,5.45,0.00,0.333,0.315,0.227,0.527,0.391,0.353,0.000
Iman Shumpert,Knicks,2011-2012,REG,59,20.04,29.78,10.67,30.15,4.87,3.75,0.75,0.318,0.352,0.246,0.596,0.308,0.300,0.000
Nikola Vucevic,76ers,2011-2012,REG,51,2.06,38.49,20.27,38.49,0.00,0.69,0.00,0.333,0.348,0.356,0.607,0.000,0.500,0.000
Kawhi Leonard,Spurs,2011-2012,REG,64,14.85,18.07,15.10,39.85,5.20,6.93,0.00,0.300,0.370,0.393,0.665,0.429,0.500,0.000
Marcus Morris,Rockets,2011-2012,REG,17,16.67,42.59,7.41,18.52,3.70,11.11,0.00,0.111,0.391,0.250,0.400,0.000,0.167,0.000
Markieff Morris,Suns,2011-2012,REG,63,25.69,28.44,14.91,28.21,1.38,1.15,0.23,0.330,0.274,0.431,0.561,0.667,0.400,0.000
Alec Burks,Jazz,2011-2012,REG,59,8.68,30.81,15.69,40.90,0.84,2.52,0.56,0.355,0.318,0.268,0.603,0.667,0.222,0.000
Klay Thompson,Warriors,2011-2012,REG,66,29.11,38.58,6.82,17.27,5.01,3.06,0.14,0.397,0.408,0.265,0.653,0.417,0.591,0.000
Jimmer Fredette,Kings,2011-2012,REG,61,43.05,22.20,15.92,13.45,3.36,2.02,0.00,0.344,0.404,0.254,0.600,0.600,0.333,0.000
Kemba Walker,Bobcats,2011-2012,REG,66,27.12,35.72,11.86,22.95,0.91,1.04,0.39,0.308,0.350,0.352,0.477,0.429,0.250,0.000
Brandon Knight,Pistons,2011-2012,REG,66,30.69,20.42,15.86,27.83,1.82,2.73,0.65,0.377,0.306,0.369,0.565,0.500,0.429,0.000
Bismack Biyombo,Bobcats,2011-2012,REG,63,0.00,13.31,28.06,58.63,0.00,0.00,0.00,0.000,0.189,0.359,0.577,0.000,0.000,0.000
Jan Vesely,Wizards,2011-2012,REG,57,0.46,11.47,16.06,72.02,0.00,0.00,0.00,0.000,0.120,0.171,0.688,0.000,0.000,0.000
Tristan Thompson,Cavaliers,2011-2012,REG,60,0.23,5.88,31.00,62.67,0.00,0.00,0.23,0.000,0.154,0.343,0.516,0.000,0.000,0.000
Enes Kanter,Jazz,2011-2012,REG,66,0.42,14.83,20.34,64.41,0.00,0.00,0.00,0.000,0.257,0.354,0.599,0.000,0.000,0.000
Derrick Williams,Timberwolves,2011-2012,REG,66,23.29,17.87,11.85,42.57,2.21,2.01,0.20,0.267,0.326,0.220,0.594,0.273,0.300,0.000
Kyrie Irving,Cavaliers,2011-2012,REG,51,20.21,24.77,11.78,38.96,1.87,1.87,0.54,0.417,0.384,0.398,0.588,0.500,0.214,0.000
Courtney Fortson,"Clippers, Rockets",2011-2012,REG,10,40.63,3.13,9.38,46.88,0.00,0.00,0.00,0.231,1.000,0.000,0.467,0.000,0.000,0.000
Jerry Smith,Nets,2011-2012,REG,5,35.71,28.57,7.14,21.43,7.14,0.00,0.00,0.200,0.500,0.000,0.000,0.000,0.000,0.000
Lance Thomas,Hornets,2011-2012,REG,42,0.79,19.05,13.49,66.67,0.00,0.00,0.00,0.000,0.417,0.176,0.524,0.000,0.000,0.000
Justin Dentmon,"Spurs, Raptors",2011-2012,REG,6,39.29,28.57,3.57,17.86,3.57,7.14,0.00,0.182,0.750,0.000,0.400,0.000,0.000,0.000
Chris Johnson,"Trail Blazers, Hornets",2011-2012,REG,27,0.00,14.63,26.83,58.54,0.00,0.00,0.00,0.000,0.333,0.182,0.667,0.000,0.000,0.000
Manny Harris,Cavaliers,2011-2012,REG,26,19.33,26.67,15.33,34.00,2.00,2.67,0.00,0.310,0.225,0.522,0.529,0.667,0.250,0.000
Jerome Dyson,Hornets,2011-2012,REG,9,10.42,16.67,20.83,45.83,4.17,2.08,0.00,0.200,0.250,0.300,0.591,0.000,0.000,0.000
Jeff Adrien,Rockets,2011-2012,REG,8,0.00,31.25,25.00,43.75,0.00,0.00,0.00,0.000,0.400,0.500,0.429,0.000,0.000,0.000
Ish Smith,"Warriors, Magic",2011-2012,REG,26,9.88,24.69,33.33,30.86,0.00,1.23,0.00,0.375,0.300,0.407,0.440,0.000,0.000,0.000
Samardo Samuels,Cavaliers,2011-2012,REG,54,0.00,30.30,15.15,54.55,0.00,0.00,0.00,0.000,0.400,0.200,0.556,0.000,0.000,0.000
Jeremy Lin,Knicks,2011-2012,REG,35,16.19,20.63,20.10,39.69,1.83,1.57,0.00,0.290,0.456,0.481,0.487,0.286,0.667,0.000
Gary Neal,Spurs,2011-2012,REG,56,33.95,27.37,20.16,11.73,4.32,2.47,0.00,0.424,0.436,0.439,0.491,0.333,0.500,0.000
Timofey Mozgov,Nuggets,2011-2012,REG,44,0.00,20.00,16.32,63.68,0.00,0.00,0.00,0.000,0.474,0.419,0.570,0.000,0.000,0.000
Donald Sloan,"Hawks, Hornets, Cavaliers",2011-2012,REG,33,10.10,37.37,17.17,32.83,0.00,2.53,0.00,0.000,0.351,0.441,0.554,0.000,0.400,0.000
Ben Uzoh,"Cavaliers, Raptors",2011-2012,REG,18,1.01,20.20,31.31,47.47,0.00,0.00,0.00,0.000,0.150,0.323,0.468,0.000,0.000,0.000
Ryan Reid,Thunder,2011-2012,REG,5,0.00,80.00,0.00,20.00,0.00,0.00,0.00,0.000,0.750,0.000,1.000,0.000,0.000,0.000
Hamady Ndiaye,Wizards,2011-2012,REG,3,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Jeremy Evans,Jazz,2011-2012,REG,29,0.00,11.90,7.14,78.57,0.00,0.00,2.38,0.000,0.000,0.333,0.788,0.000,0.000,0.000
Luke Harangody,Cavaliers,2011-2012,REG,21,23.08,36.92,7.69,23.08,6.15,3.08,0.00,0.200,0.458,0.000,0.467,0.250,0.500,0.000
Solomon Alabi,Raptors,2011-2012,REG,14,0.00,33.33,13.89,52.78,0.00,0.00,0.00,0.000,0.167,0.000,0.579,0.000,0.000,0.000
Jerome Jordan,Knicks,2011-2012,REG,21,0.00,21.21,6.06,72.73,0.00,0.00,0.00,0.000,0.286,0.500,0.583,0.000,0.000,0.000
Devin Ebanks,Lakers,2011-2012,REG,24,3.37,37.08,8.99,43.82,4.49,2.25,0.00,0.000,0.394,0.375,0.538,0.000,0.000,0.000
Lance Stephenson,Pacers,2011-2012,REG,42,16.00,29.60,7.20,39.20,6.40,0.80,0.80,0.150,0.351,0.444,0.531,0.125,0.000,0.000
Landry Fields,Knicks,2011-2012,REG,66,14.42,15.01,13.84,47.56,4.48,4.68,0.00,0.284,0.377,0.296,0.635,0.261,0.167,0.000
Darington Hobson,Bucks,2011-2012,REG,5,46.15,30.77,7.69,15.38,0.00,0.00,0.00,0.000,0.250,0.000,0.500,0.000,0.000,0.000
Armon Johnson,"Trail Blazers, Nets",2011-2012,REG,9,6.98,25.58,18.60,48.84,0.00,0.00,0.00,0.333,0.182,0.625,0.571,0.000,0.000,0.000
Hassan Whiteside,Kings,2011-2012,REG,18,0.00,14.81,29.63,55.56,0.00,0.00,0.00,0.000,0.250,0.500,0.467,0.000,0.000,0.000
Dexter Pittman,Heat,2011-2012,REG,35,0.00,6.38,36.17,57.45,0.00,0.00,0.00,0.000,0.167,0.265,0.630,0.000,0.000,0.000
Lazar Hayward,Thunder,2011-2012,REG,26,21.05,31.58,10.53,21.05,13.16,0.00,2.63,0.125,0.250,0.500,0.500,0.600,0.000,0.000
Daniel Orton,Magic,2011-2012,REG,16,3.33,6.67,3.33,86.67,0.00,0.00,0.00,0.000,0.500,0.000,0.615,0.000,0.000,0.000
Greivis Vasquez,Hornets,2011-2012,REG,66,21.80,27.72,23.71,22.75,2.68,1.34,0.00,0.333,0.434,0.411,0.571,0.286,0.143,0.000
Jordan Crawford,Wizards,2011-2012,REG,64,24.31,35.09,11.24,22.36,2.98,3.78,0.23,0.259,0.408,0.347,0.569,0.308,0.455,0.500
Quincy Pondexter,Grizzlies,2011-2012,REG,64,7.95,23.01,8.79,37.66,10.88,10.88,0.84,0.158,0.455,0.286,0.611,0.462,0.269,0.000
Dominique Jones,Mavericks,2011-2012,REG,33,6.85,21.92,16.44,50.68,1.37,2.74,0.00,0.000,0.188,0.250,0.595,0.000,0.500,0.000
Damion James,Nets,2011-2012,REG,7,2.86,40.00,28.57,28.57,0.00,0.00,0.00,0.000,0.429,0.200,0.500,0.000,0.000,0.000
Trevor Booker,Wizards,2011-2012,REG,50,0.59,29.03,21.11,49.27,0.00,0.00,0.00,0.500,0.364,0.375,0.696,0.000,0.000,0.000
Elliot Williams,Trail Blazers,2011-2012,REG,24,22.97,16.22,2.70,44.59,6.76,5.41,1.35,0.353,0.583,0.500,0.636,0.400,0.000,0.000
Craig Brackins,76ers,2011-2012,REG,14,21.21,57.58,3.03,12.12,3.03,3.03,0.00,0.143,0.158,0.000,0.750,1.000,1.000,0.000
James Anderson,Spurs,2011-2012,REG,51,19.54,17.82,8.05,35.06,8.62,10.34,0.57,0.206,0.161,0.214,0.639,0.333,0.389,0.000
Avery Bradley,Celtics,2011-2012,REG,64,4.48,36.32,7.21,43.03,6.22,2.74,0.00,0.111,0.425,0.172,0.642,0.720,0.182,0.000
Eric Bledsoe,Clippers,2011-2012,REG,40,10.32,22.22,7.14,46.83,9.52,3.97,0.00,0.154,0.286,0.222,0.559,0.250,0.200,0.000
Kevin Seraphin,Wizards,2011-2012,REG,57,0.26,19.11,40.31,40.31,0.00,0.00,0.00,0.000,0.425,0.474,0.643,0.000,0.000,0.000
Luke Babbitt,Trail Blazers,2011-2012,REG,40,47.40,14.45,16.18,11.56,4.62,5.78,0.00,0.415,0.160,0.357,0.700,0.375,0.600,0.000
Larry Sanders,Bucks,2011-2012,REG,52,0.54,23.37,10.87,64.67,0.54,0.00,0.00,0.000,0.279,0.200,0.571,0.000,0.000,0.000
Patrick Patterson,Rockets,2011-2012,REG,64,0.39,51.47,27.40,20.55,0.00,0.20,0.00,0.000,0.414,0.379,0.600,0.000,0.000,0.000
Ed Davis,Raptors,2011-2012,REG,66,0.00,26.57,26.87,46.27,0.00,0.00,0.30,0.000,0.303,0.356,0.729,0.000,0.000,0.000
Xavier Henry,"Grizzlies, Hornets",2011-2012,REG,45,3.51,47.37,14.04,31.14,2.19,1.75,0.00,0.250,0.333,0.313,0.521,0.600,0.500,0.000
Cole Aldrich,Thunder,2011-2012,REG,26,0.00,4.76,38.10,57.14,0.00,0.00,0.00,0.000,0.500,0.313,0.667,0.000,0.000,0.000
Paul George,Pacers,2011-2012,REG,66,26.76,21.60,7.98,33.80,6.57,2.97,0.31,0.421,0.326,0.294,0.606,0.262,0.316,0.500
Gordon Hayward,Jazz,2011-2012,REG,66,20.14,29.69,9.04,34.13,3.41,3.58,0.00,0.339,0.391,0.491,0.590,0.300,0.429,0.000
Al-Farouq Aminu,Hornets,2011-2012,REG,66,8.22,25.21,16.71,45.21,1.92,2.74,0.00,0.300,0.326,0.311,0.533,0.429,0.100,0.000
Greg Monroe,Pistons,2011-2012,REG,66,0.00,14.98,18.95,65.94,0.00,0.00,0.13,0.000,0.410,0.392,0.584,0.000,0.000,0.000
Ekpe Udoh,"Warriors, Bucks",2011-2012,REG,61,0.68,34.24,29.15,35.93,0.00,0.00,0.00,0.000,0.376,0.372,0.538,0.000,0.000,0.000
DeMarcus Cousins,Kings,2011-2012,REG,64,0.90,28.23,18.92,51.45,0.20,0.20,0.10,0.111,0.394,0.307,0.539,0.000,0.500,0.000
Wesley Johnson,Timberwolves,2011-2012,REG,65,25.69,35.52,4.03,17.88,4.53,12.34,0.00,0.333,0.355,0.375,0.690,0.333,0.265,0.000
Derrick Favors,Jazz,2011-2012,REG,65,0.00,16.40,21.80,61.80,0.00,0.00,0.00,0.000,0.288,0.289,0.629,0.000,0.000,0.000
Evan Turner,76ers,2011-2012,REG,65,3.90,49.32,17.29,25.08,2.88,1.36,0.17,0.217,0.416,0.402,0.608,0.294,0.125,0.000
John Wall,Wizards,2011-2012,REG,66,2.80,36.13,15.44,43.74,1.23,0.45,0.22,0.080,0.325,0.290,0.588,0.000,0.250,0.000
Terrel Harris,Heat,2011-2012,REG,22,26.51,6.02,2.41,44.58,7.23,13.25,0.00,0.273,0.600,0.000,0.486,0.167,0.091,0.000
Sundiata Gaines,Nets,2011-2012,REG,57,26.57,24.72,16.61,28.41,0.74,2.95,0.00,0.375,0.403,0.378,0.390,0.000,0.125,0.000
Mickell Gladness,"Heat, Warriors",2011-2012,REG,26,0.00,30.51,22.03,47.46,0.00,0.00,0.00,0.000,0.333,0.385,0.500,0.000,0.000,0.000
Reggie Williams,Bobcats,2011-2012,REG,33,33.73,21.57,12.55,23.92,4.71,3.14,0.39,0.302,0.327,0.563,0.607,0.083,0.750,0.000
Alonzo Gee,Cavaliers,2011-2012,REG,63,14.70,18.69,13.43,43.01,5.08,5.08,0.00,0.346,0.369,0.162,0.561,0.250,0.321,0.000
Wesley Matthews,Trail Blazers,2011-2012,REG,66,27.52,18.87,11.27,25.69,7.08,9.31,0.26,0.362,0.368,0.419,0.490,0.426,0.423,0.000
Larry Owens,Nets,2011-2012,REG,7,27.27,36.36,0.00,18.18,9.09,9.09,0.00,0.333,0.250,0.000,0.500,0.000,1.000,0.000
Lester Hudson,"Cavaliers, Grizzlies",2011-2012,REG,16,33.33,22.84,13.58,24.07,1.23,4.94,0.00,0.204,0.324,0.318,0.692,0.500,0.500,0.000
Patty Mills,Spurs,2011-2012,REG,16,27.69,27.69,10.00,19.23,6.15,9.23,0.00,0.389,0.528,0.385,0.600,0.500,0.500,0.000
A.J. Price,Pacers,2011-2012,REG,44,44.83,29.89,9.77,9.77,4.02,0.57,1.15,0.282,0.404,0.235,0.471,0.429,1.000,0.000
Danny Green,Spurs,2011-2012,REG,66,29.14,14.68,10.06,26.21,8.60,10.90,0.42,0.424,0.400,0.271,0.544,0.463,0.462,0.000
Chase Budinger,Rockets,2011-2012,REG,58,25.32,17.87,11.49,24.26,11.70,9.36,0.00,0.336,0.357,0.296,0.649,0.491,0.477,0.000
Marcus Thornton,Kings,2011-2012,REG,51,29.89,15.32,16.06,30.01,4.48,4.11,0.12,0.350,0.366,0.357,0.639,0.333,0.333,0.000
Jodie Meeks,76ers,2011-2012,REG,66,45.18,20.34,3.85,18.84,4.93,6.64,0.21,0.393,0.358,0.389,0.602,0.261,0.258,0.000
Derrick Brown,Bobcats,2011-2012,REG,65,0.98,32.52,8.80,52.81,1.96,2.93,0.00,0.000,0.391,0.278,0.667,0.250,0.333,0.000
Jonas Jerebko,Pistons,2011-2012,REG,64,18.54,21.41,14.13,41.06,3.31,1.32,0.22,0.286,0.443,0.375,0.608,0.333,0.500,0.000
Jon Brockman,Bucks,2011-2012,REG,35,2.22,26.67,8.89,62.22,0.00,0.00,0.00,0.000,0.250,0.250,0.393,0.000,0.000,0.000
DeJuan Blair,Spurs,2011-2012,REG,64,0.20,9.92,31.35,58.53,0.00,0.00,0.00,0.000,0.340,0.418,0.631,0.000,0.000,0.000
Sam Young,"Grizzlies, 76ers",2011-2012,REG,35,7.87,37.01,11.81,37.80,3.94,0.79,0.79,0.400,0.277,0.200,0.500,0.200,0.000,0.000
DaJuan Summers,Hornets,2011-2012,REG,15,9.23,43.08,1.54,30.77,6.15,9.23,0.00,0.167,0.429,0.000,0.550,0.500,0.333,0.000
Dante Cunningham,Grizzlies,2011-2012,REG,64,0.36,48.39,9.32,41.58,0.00,0.00,0.36,0.000,0.333,0.385,0.767,0.000,0.000,0.000
Jeff Ayres,Pacers,2011-2012,REG,20,0.00,33.33,19.44,47.22,0.00,0.00,0.00,0.000,0.250,0.286,0.588,0.000,0.000,0.000
Christian Eyenga,"Cavaliers, Lakers",2011-2012,REG,7,4.00,52.00,4.00,32.00,4.00,4.00,0.00,1.000,0.077,0.000,0.500,0.000,0.000,0.000
Toney Douglas,Knicks,2011-2012,REG,38,35.52,28.28,12.41,18.97,1.38,3.45,0.00,0.223,0.354,0.278,0.509,0.500,0.200,0.000
Wayne Ellington,Timberwolves,2011-2012,REG,51,24.17,38.08,11.92,14.24,5.63,5.96,0.00,0.274,0.426,0.306,0.628,0.471,0.389,0.000
DeMarre Carroll,"Nuggets, Jazz",2011-2012,REG,24,9.52,37.14,16.19,28.57,5.71,2.86,0.00,0.600,0.333,0.294,0.600,0.167,0.000,0.000
Taj Gibson,Bulls,2011-2012,REG,63,0.00,34.65,18.07,47.28,0.00,0.00,0.00,0.000,0.379,0.342,0.639,0.000,0.000,0.000
Rodrigue Beaubois,Mavericks,2011-2012,REG,53,22.02,23.37,17.75,29.21,4.04,2.70,0.90,0.265,0.356,0.418,0.615,0.389,0.417,0.000
Byron Mullens,Bobcats,2011-2012,REG,65,7.95,53.13,5.75,32.49,0.17,0.34,0.17,0.255,0.344,0.294,0.630,0.000,0.000,0.000
Omri Casspi,Cavaliers,2011-2012,REG,65,28.64,11.41,12.38,35.44,7.28,4.85,0.00,0.314,0.404,0.314,0.534,0.300,0.350,0.000
Darren Collison,Pacers,2011-2012,REG,60,10.90,36.52,15.87,29.64,3.06,3.63,0.38,0.333,0.450,0.325,0.535,0.438,0.421,0.000
Eric Maynor,Thunder,2011-2012,REG,9,38.46,25.64,25.64,5.13,0.00,2.56,2.56,0.333,0.400,0.300,0.500,0.000,1.000,0.000
Jeff Teague,Hawks,2011-2012,REG,66,20.83,11.90,20.98,44.94,0.74,0.60,0.00,0.343,0.363,0.397,0.609,0.400,0.250,0.000
Ty Lawson,Nuggets,2011-2012,REG,61,22.03,19.69,15.38,38.85,1.83,1.83,0.39,0.379,0.397,0.508,0.607,0.214,0.429,0.000
Jrue Holiday,76ers,2011-2012,REG,65,15.47,34.17,17.03,28.18,2.40,2.76,0.00,0.411,0.432,0.345,0.523,0.150,0.391,0.000
James Johnson,Raptors,2011-2012,REG,62,6.37,31.85,11.39,45.17,2.70,2.12,0.39,0.364,0.291,0.458,0.594,0.214,0.364,0.000
Austin Daye,Pistons,2011-2012,REG,41,20.70,48.02,10.57,14.10,2.20,4.41,0.00,0.213,0.294,0.333,0.625,0.200,0.200,0.000
Earl Clark,Magic,2011-2012,REG,45,0.00,53.96,9.35,36.69,0.00,0.00,0.00,0.000,0.293,0.231,0.510,0.000,0.000,0.000
Tyler Hansbrough,Pacers,2011-2012,REG,66,0.00,45.72,20.04,34.03,0.00,0.00,0.21,0.000,0.338,0.302,0.558,0.000,0.000,0.000
Gerald Henderson,Bobcats,2011-2012,REG,55,4.29,53.80,11.89,27.80,0.97,0.55,0.69,0.258,0.416,0.302,0.662,0.286,0.250,0.000
Terrence Williams,"Rockets, Kings",2011-2012,REG,30,13.13,32.83,22.73,21.21,4.04,4.55,1.52,0.346,0.400,0.422,0.571,0.375,0.444,0.000
Brandon Jennings,Bucks,2011-2012,REG,66,28.39,21.43,14.38,29.64,2.95,2.86,0.36,0.333,0.392,0.404,0.545,0.424,0.250,0.000
DeMar DeRozan,Raptors,2011-2012,REG,63,7.20,49.17,12.85,27.80,1.55,1.22,0.22,0.215,0.363,0.466,0.566,0.286,0.545,0.000
Jordan Hill,"Rockets, Lakers",2011-2012,REG,39,1.82,25.45,32.12,40.61,0.00,0.00,0.00,0.000,0.262,0.453,0.701,0.000,0.000,0.000
Stephen Curry,Warriors,2011-2012,REG,26,33.11,35.81,10.81,12.50,3.38,4.39,0.00,0.408,0.594,0.250,0.514,0.800,0.538,0.000
Jonny Flynn,"Rockets, Trail Blazers",2011-2012,REG,29,19.85,25.19,28.24,20.61,4.58,1.53,0.00,0.231,0.333,0.297,0.519,0.500,0.500,0.000
Ricky Rubio,Timberwolves,2011-2012,REG,41,17.48,36.25,12.85,26.74,1.80,4.63,0.26,0.294,0.326,0.220,0.481,0.571,0.444,0.000
Tyreke Evans,Kings,2011-2012,REG,63,10.11,21.67,15.33,52.00,0.22,0.22,0.44,0.198,0.308,0.290,0.615,0.500,0.000,0.250
James Harden,Thunder,2011-2012,REG,62,40.38,9.54,7.47,36.57,3.66,2.23,0.16,0.382,0.400,0.362,0.670,0.478,0.429,0.000
Hasheem Thabeet,"Rockets, Trail Blazers",2011-2012,REG,20,0.00,4.76,9.52,85.71,0.00,0.00,0.00,0.000,0.000,0.000,0.611,0.000,0.000,0.000
Blake Griffin,Clippers,2011-2012,REG,66,0.98,29.26,16.83,52.35,0.20,0.10,0.29,0.200,0.361,0.372,0.723,0.000,0.000,0.000
Greg Stiemsma,Celtics,2011-2012,REG,55,0.00,41.32,10.74,47.93,0.00,0.00,0.00,0.000,0.480,0.385,0.638,0.000,0.000,0.000
Cartier Martin,Wizards,2011-2012,REG,17,34.59,25.56,5.26,13.53,10.53,10.53,0.00,0.348,0.382,0.571,0.722,0.286,0.571,0.000
Gary Forbes,Raptors,2011-2012,REG,48,18.82,32.84,11.44,25.09,4.06,7.38,0.37,0.294,0.427,0.290,0.529,0.455,0.450,0.000
Hamed Haddadi,Grizzlies,2011-2012,REG,34,0.00,10.42,16.67,70.83,0.00,0.00,2.08,0.000,0.400,0.250,0.647,0.000,0.000,0.000
Anthony Morrow,Nets,2011-2012,REG,62,24.16,40.88,9.57,6.08,8.66,10.49,0.15,0.365,0.435,0.429,0.550,0.368,0.391,0.000
Semih Erden,Cavaliers,2011-2012,REG,28,0.00,5.41,18.92,75.68,0.00,0.00,0.00,0.000,0.250,0.214,0.625,0.000,0.000,0.000
Henry Walker,Knicks,2011-2012,REG,32,50.29,10.53,9.36,14.04,4.09,11.70,0.00,0.349,0.389,0.438,0.750,0.286,0.200,0.000
Goran Dragic,Rockets,2011-2012,REG,66,27.50,18.83,12.33,35.17,3.17,3.00,0.00,0.345,0.398,0.338,0.659,0.263,0.333,0.000
Luc Mbah a Moute,Bucks,2011-2012,REG,43,0.77,25.29,6.90,66.28,0.38,0.38,0.00,0.000,0.197,0.333,0.653,0.000,1.000,0.000
Omer Asik,Bulls,2011-2012,REG,66,0.00,2.56,10.26,87.18,0.00,0.00,0.00,0.000,0.250,0.438,0.522,0.000,0.000,0.000
DeAndre Jordan,Clippers,2011-2012,REG,66,0.00,3.37,7.36,88.96,0.31,0.00,0.00,0.000,0.455,0.417,0.659,0.000,0.000,0.000
Mario Chalmers,Heat,2011-2012,REG,64,36.35,15.06,11.45,21.29,8.63,7.03,0.20,0.381,0.467,0.491,0.557,0.372,0.457,0.000
Nikola Pekovic,Timberwolves,2011-2012,REG,47,0.00,3.52,19.16,77.31,0.00,0.00,0.00,0.000,0.125,0.333,0.641,0.000,0.000,0.000
DJ White,Bobcats,2011-2012,REG,58,0.28,58.92,15.30,25.50,0.00,0.00,0.00,1.000,0.447,0.370,0.667,0.000,0.000,0.000
