Player,Team,Season,Season Type,Games,AbvBrk3_Usage,MR_Usage,Paint_Usage,RA_Usage,RC3_Usage,LC3_Usage,BC_Usage,AbvBrk3%,MR%,Paint%,RA%,RC3%,LC3%,BC3%
Nate Driggers,Celtics,1996-1997,REG,15,9.30,16.28,2.33,60.47,11.63,0.00,0.00,0.000,0.286,0.000,0.423,0.000,0.000,0.000
Stojko Vrankovic,Timberwolves,1996-1997,REG,53,0.00,15.11,26.62,58.27,0.00,0.00,0.00,0.000,0.333,0.405,0.691,0.000,0.000,0.000
Litterial Green,Pistons,1996-1997,REG,41,9.38,42.19,9.38,37.50,0.00,1.56,0.00,0.000,0.407,0.333,0.708,0.000,0.000,0.000
Shawnelle Scott,Cavaliers,1996-1997,REG,15,0.00,12.50,12.50,75.00,0.00,0.00,0.00,0.000,0.000,0.500,0.583,0.000,0.000,0.000
Darvin Ham,"Nuggets, Pacers",1996-1997,REG,34,0.00,16.13,6.45,77.42,0.00,0.00,0.00,0.000,0.400,0.250,0.583,0.000,0.000,0.000
Evric Gray,Nets,1996-1997,REG,5,13.33,26.67,13.33,40.00,6.67,0.00,0.00,0.000,0.500,0.000,0.333,0.000,0.000,0.000
Horacio Llamas,Suns,1996-1997,REG,17,0.00,39.29,28.57,32.14,0.00,0.00,0.00,0.000,0.455,0.500,0.667,0.000,0.000,0.000
Emanual Davis,Rockets,1996-1997,REG,13,12.96,35.19,3.70,35.19,7.41,5.56,0.00,0.286,0.368,0.000,0.526,1.000,0.333,0.000
Herb Williams,Knicks,1996-1997,REG,21,0.00,65.22,19.57,15.22,0.00,0.00,0.00,0.000,0.300,0.667,0.429,0.000,0.000,0.000
Reggie Geary,Cavaliers,1996-1997,REG,34,5.17,56.90,5.17,29.31,3.45,0.00,0.00,0.667,0.364,0.000,0.412,0.500,0.000,0.000
Walt Williams,Raptors,1996-1997,REG,73,9.06,46.03,7.43,27.19,5.30,4.68,0.31,0.315,0.405,0.397,0.528,0.327,0.457,0.000
Shandon Anderson,Jazz,1996-1997,REG,65,4.40,30.50,12.26,52.20,0.63,0.00,0.00,0.286,0.381,0.462,0.530,0.000,0.000,0.000
Chris Robinson,Grizzlies,1996-1997,REG,39,12.64,59.34,3.30,16.48,2.75,5.49,0.00,0.348,0.315,0.500,0.600,0.200,0.500,0.000
Jamie Feick,"Hornets, Spurs",1996-1997,REG,40,2.55,29.30,4.46,63.69,0.00,0.00,0.00,0.250,0.217,0.143,0.440,0.000,0.000,0.000
Marcus Brown,Trail Blazers,1996-1997,REG,21,20.00,35.71,11.43,31.43,1.43,0.00,0.00,0.357,0.280,0.875,0.364,1.000,0.000,0.000
Malik Rose,Hornets,1996-1997,REG,53,0.78,7.03,4.69,87.50,0.00,0.00,0.00,0.000,0.333,0.167,0.509,0.000,0.000,0.000
Ben Davis,Suns,1996-1997,REG,19,0.00,30.77,15.38,53.85,0.00,0.00,0.00,0.000,0.375,0.500,0.357,0.000,0.000,0.000
Randy Livingston,Rockets,1996-1997,REG,64,4.37,20.52,15.28,58.08,0.44,0.44,0.87,0.300,0.319,0.371,0.504,1.000,1.000,0.000
Jason Sasser,"Spurs, Mavericks",1996-1997,REG,8,4.35,34.78,13.04,47.83,0.00,0.00,0.00,0.000,0.375,0.000,0.545,0.000,0.000,0.000
Steve Hamer,Celtics,1996-1997,REG,34,1.75,15.79,21.05,61.40,0.00,0.00,0.00,0.000,0.222,0.667,0.571,0.000,0.000,0.000
Moochie Norris,Grizzlies,1996-1997,REG,8,13.64,50.00,9.09,22.73,4.55,0.00,0.00,0.000,0.182,0.000,0.400,0.000,0.000,0.000
Martin Muursepp,"Heat, Mavericks",1996-1997,REG,40,2.29,28.24,13.74,51.15,2.29,2.29,0.00,0.000,0.135,0.556,0.567,0.333,0.000,0.000
Jermaine O'Neal,Trail Blazers,1996-1997,REG,45,0.00,30.72,18.30,50.98,0.00,0.00,0.00,0.000,0.277,0.357,0.590,0.000,0.000,0.000
Kobe Bryant,Lakers,1996-1997,REG,71,15.88,34.60,9.24,38.15,0.95,1.18,0.00,0.343,0.397,0.436,0.466,0.000,0.600,0.000
Jeff McInnis,Nuggets,1996-1997,REG,13,28.57,40.82,12.24,18.37,0.00,0.00,0.00,0.500,0.350,0.667,0.556,0.000,0.000,0.000
Mark Hendrickson,76ers,1996-1997,REG,27,11.69,37.66,2.60,46.75,0.00,1.30,0.00,0.222,0.448,0.000,0.472,0.000,0.000,0.000
Othella Harrington,Rockets,1996-1997,REG,57,1.47,16.67,25.98,55.88,0.00,0.00,0.00,0.000,0.412,0.547,0.605,0.000,0.000,0.000
Travis Knight,Lakers,1996-1997,REG,70,0.00,27.27,4.73,68.00,0.00,0.00,0.00,0.000,0.373,0.462,0.567,0.000,0.000,0.000
Priest Lauderdale,Hawks,1996-1997,REG,34,0.00,21.35,22.47,56.18,0.00,0.00,0.00,0.000,0.316,0.500,0.660,0.000,0.000,0.000
Brian Evans,Magic,1996-1997,REG,14,0.00,68.18,0.00,13.64,0.00,18.18,0.00,0.000,0.267,0.000,0.667,0.000,0.500,0.000
Jerome Williams,Pistons,1996-1997,REG,28,0.00,25.49,13.73,60.78,0.00,0.00,0.00,0.000,0.154,0.143,0.548,0.000,0.000,0.000
Derek Fisher,Lakers,1996-1997,REG,80,14.50,30.15,12.98,40.46,0.38,1.15,0.38,0.368,0.392,0.441,0.406,1.000,0.000,0.000
Roy Rogers,Grizzlies,1996-1997,REG,82,0.21,35.20,30.64,33.95,0.00,0.00,0.00,1.000,0.388,0.500,0.628,0.000,0.000,0.000
Walter McCarty,Knicks,1996-1997,REG,31,10.29,38.24,13.24,29.41,5.88,2.94,0.00,0.286,0.385,0.111,0.550,0.500,0.000,0.000
John Wallace,Knicks,1996-1997,REG,68,0.42,22.88,18.22,57.63,0.42,0.00,0.42,0.000,0.500,0.302,0.596,1.000,0.000,0.000
Tony Delk,Hornets,1996-1997,REG,60,16.80,40.63,1.95,38.28,1.17,1.17,0.00,0.512,0.471,0.400,0.429,0.667,0.667,0.000
Steve Nash,Suns,1996-1997,REG,61,9.71,52.57,10.86,22.29,2.86,1.71,0.00,0.294,0.478,0.421,0.333,0.400,0.667,0.000
Vitaly Potapenko,Cavaliers,1996-1997,REG,80,0.24,30.50,29.79,39.48,0.00,0.00,0.00,0.000,0.419,0.405,0.485,0.000,0.000,0.000
Todd Fuller,Warriors,1996-1997,REG,75,0.00,28.79,21.21,50.00,0.00,0.00,0.00,0.000,0.316,0.429,0.485,0.000,0.000,0.000
Erick Dampier,Pacers,1996-1997,REG,72,0.30,21.43,26.79,51.49,0.00,0.00,0.00,1.000,0.292,0.344,0.451,0.000,0.000,0.000
Samaki Walker,Mavericks,1996-1997,REG,43,0.54,25.81,22.04,51.61,0.00,0.00,0.00,0.000,0.313,0.439,0.510,0.000,0.000,0.000
Kerry Kittles,Nets,1996-1997,REG,82,16.23,44.83,7.23,27.67,1.93,2.02,0.08,0.316,0.386,0.360,0.571,0.304,0.583,0.000
Lorenzen Wright,Clippers,1996-1997,REG,77,0.61,19.76,24.64,54.79,0.00,0.20,0.00,0.333,0.340,0.421,0.561,0.000,0.000,0.000
Antoine Walker,Celtics,1996-1997,REG,82,5.46,16.90,9.45,66.20,0.74,1.25,0.00,0.270,0.393,0.414,0.453,0.300,0.294,0.000
Ray Allen,Bucks,1996-1997,REG,82,16.96,38.22,11.56,26.87,3.41,2.64,0.33,0.351,0.424,0.457,0.467,0.484,0.458,0.333
Stephon Marbury,Timberwolves,1996-1997,REG,67,14.70,35.48,6.43,39.15,0.92,2.64,0.69,0.391,0.346,0.321,0.484,0.375,0.522,0.000
Shareef Abdur-Rahim,Grizzlies,1996-1997,REG,80,0.91,32.54,12.69,53.54,0.25,0.00,0.08,0.182,0.354,0.416,0.528,0.333,0.000,0.000
Marcus Camby,Raptors,1996-1997,REG,63,0.77,33.16,11.95,53.86,0.13,0.00,0.13,0.000,0.318,0.366,0.618,0.000,0.000,0.000
Ennis Whatley,Trail Blazers,1996-1997,REG,3,0.00,25.00,0.00,75.00,0.00,0.00,0.00,0.000,1.000,0.000,0.333,0.000,0.000,0.000
Allen Iverson,76ers,1996-1997,REG,76,18.35,28.92,6.45,43.35,0.73,1.93,0.27,0.286,0.372,0.505,0.482,0.455,0.552,0.000
Earl Cureton,Raptors,1996-1997,REG,9,0.00,12.50,12.50,75.00,0.00,0.00,0.00,0.000,0.000,0.000,0.500,0.000,0.000,0.000
Rony Seikaly,Magic,1996-1997,REG,74,0.22,15.66,18.52,65.49,0.11,0.00,0.00,0.000,0.359,0.375,0.582,0.000,0.000,0.000
Scottie Pippen,Bulls,1996-1997,REG,82,11.27,47.80,7.10,31.11,1.83,0.73,0.15,0.312,0.438,0.474,0.600,0.440,0.200,0.000
Bryon Russell,Jazz,1996-1997,REG,81,13.87,36.45,4.03,38.23,3.23,4.03,0.16,0.395,0.372,0.400,0.624,0.300,0.600,0.000
Derrick Coleman,76ers,1996-1997,REG,57,7.66,34.93,18.18,37.92,0.84,0.36,0.12,0.266,0.322,0.493,0.546,0.429,0.667,0.000
Oliver Miller,"Mavericks, Raptors",1996-1997,REG,60,0.42,10.92,15.97,72.69,0.00,0.00,0.00,0.000,0.308,0.289,0.601,0.000,0.000,0.000
Don MacLean,76ers,1996-1997,REG,37,5.48,48.22,12.88,31.51,1.37,0.55,0.00,0.350,0.403,0.468,0.530,0.200,0.500,0.000
Tracy Moore,Rockets,1996-1997,REG,27,16.47,45.88,2.35,29.41,0.00,5.88,0.00,0.214,0.333,0.500,0.560,0.000,0.400,0.000
Anthony Goldwire,"Hornets, Nuggets",1996-1997,REG,60,16.97,39.09,3.94,35.76,0.30,3.94,0.00,0.518,0.372,0.538,0.339,0.000,0.538,0.000
Donyell Marshall,Warriors,1996-1997,REG,61,7.84,36.82,12.83,36.58,2.38,3.56,0.00,0.273,0.348,0.333,0.552,0.300,0.333,0.000
Elden Campbell,Lakers,1996-1997,REG,77,0.21,24.52,26.96,48.20,0.00,0.11,0.00,0.500,0.381,0.457,0.522,0.000,0.000,0.000
A.C. Green,"Suns, Mavericks",1996-1997,REG,83,1.45,41.74,8.47,47.31,0.21,0.00,0.83,0.143,0.416,0.341,0.585,0.000,0.000,0.250
Loy Vaught,Clippers,1996-1997,REG,82,0.55,61.62,10.98,26.85,0.00,0.00,0.00,0.000,0.475,0.504,0.567,0.000,0.000,0.000
Jack Haley,Nets,1996-1997,REG,18,0.00,35.14,24.32,40.54,0.00,0.00,0.00,0.000,0.077,0.222,0.667,0.000,0.000,0.000
Corie Blount,Lakers,1996-1997,REG,58,1.12,20.67,9.50,68.16,0.56,0.00,0.00,0.000,0.324,0.353,0.598,1.000,0.000,0.000
Rodney Rogers,Clippers,1996-1997,REG,81,8.03,26.81,14.71,46.83,1.58,2.04,0.00,0.225,0.363,0.400,0.587,0.571,0.167,0.000
Stanley Roberts,Clippers,1996-1997,REG,18,0.00,30.41,20.95,48.65,0.00,0.00,0.00,0.000,0.422,0.290,0.486,0.000,0.000,0.000
Larry Johnson,Knicks,1996-1997,REG,76,5.03,28.44,8.44,56.60,1.09,0.27,0.14,0.297,0.411,0.597,0.575,0.375,0.000,0.000
Rafael Addison,Hornets,1996-1997,REG,41,6.56,54.92,7.38,31.15,0.00,0.00,0.00,0.250,0.478,0.333,0.316,0.000,0.000,0.000
Ervin Johnson,Nuggets,1996-1997,REG,82,0.21,22.48,13.92,63.38,0.00,0.00,0.00,0.000,0.324,0.492,0.598,0.000,0.000,0.000
Malik Sealy,Clippers,1996-1997,REG,80,6.16,53.82,7.11,28.98,1.70,2.23,0.00,0.293,0.355,0.507,0.458,0.625,0.333,0.000
Haywoode Workman,Pacers,1996-1997,REG,4,10.00,35.00,15.00,40.00,0.00,0.00,0.00,0.000,0.571,1.000,0.500,0.000,0.000,0.000
Dale Davis,Pacers,1996-1997,REG,80,0.00,22.38,15.84,61.77,0.00,0.00,0.00,0.000,0.351,0.422,0.635,0.000,0.000,0.000
Chris Mullin,Warriors,1996-1997,REG,79,8.96,56.19,3.28,28.54,2.15,0.88,0.00,0.380,0.497,0.538,0.726,0.471,0.571,0.000
Bimbo Coles,Warriors,1996-1997,REG,51,7.96,42.04,13.06,28.66,3.82,3.82,0.64,0.280,0.303,0.463,0.522,0.333,0.417,0.000
Otis Thorpe,Pistons,1996-1997,REG,79,0.25,24.14,17.79,57.81,0.00,0.00,0.00,0.000,0.416,0.393,0.626,0.000,0.000,0.000
Matt Fish,"Bullets, Heat",1996-1997,REG,6,0.00,33.33,0.00,66.67,0.00,0.00,0.00,0.000,0.000,0.000,0.500,0.000,0.000,0.000
Mark Price,Warriors,1996-1997,REG,70,18.00,56.37,10.02,12.90,1.02,1.70,0.00,0.330,0.443,0.492,0.553,0.833,0.500,0.000
Blue Edwards,Grizzlies,1996-1997,REG,60,8.73,57.86,3.93,25.98,1.75,1.09,0.66,0.275,0.381,0.389,0.521,0.000,0.200,0.000
Tim Hardaway,Heat,1996-1997,REG,81,17.56,43.93,13.73,21.89,1.45,1.08,0.36,0.374,0.385,0.395,0.528,0.450,0.333,0.200
Tyrone Corbin,Hawks,1996-1997,REG,70,14.67,54.00,2.50,24.33,1.17,3.33,0.00,0.341,0.429,0.467,0.493,0.000,0.250,0.000
Ricky Pierce,"Nuggets, Hornets",1996-1997,REG,60,7.44,54.33,11.67,23.34,1.61,1.61,0.00,0.459,0.452,0.603,0.483,0.500,0.625,0.000
Michael Jordan,Bulls,1996-1997,REG,82,5.87,63.53,9.83,19.61,0.48,0.69,0.00,0.324,0.489,0.511,0.518,0.444,0.385,0.000
Charles Oakley,Knicks,1996-1997,REG,80,1.73,53.31,3.46,41.21,0.14,0.14,0.00,0.250,0.443,0.333,0.570,1.000,0.000,0.000
Kevin Willis,Rockets,1996-1997,REG,75,1.10,27.88,31.46,39.01,0.00,0.41,0.14,0.125,0.355,0.450,0.609,0.000,0.333,0.000
Charles Barkley,Rockets,1996-1997,REG,53,9.54,28.32,8.24,47.40,1.01,5.06,0.43,0.212,0.367,0.333,0.649,0.286,0.400,0.333
Gerald Wilkins,Magic,1996-1997,REG,80,5.80,36.10,16.73,33.60,2.50,5.01,0.26,0.250,0.350,0.386,0.557,0.316,0.500,0.000
Eric Murdock,Nuggets,1996-1997,REG,12,18.18,39.39,15.15,24.24,3.03,0.00,0.00,0.500,0.385,0.600,0.500,0.000,0.000,0.000
Frank Brickowski,Celtics,1996-1997,REG,17,19.18,34.25,12.33,28.77,4.11,1.37,0.00,0.357,0.480,0.444,0.429,0.333,1.000,0.000
Mitch Richmond,Kings,1996-1997,REG,81,6.97,56.53,6.78,23.19,3.36,3.17,0.00,0.291,0.436,0.421,0.533,0.509,0.580,0.000
Will Perdue,Spurs,1996-1997,REG,65,0.00,8.54,8.78,82.68,0.00,0.00,0.00,0.000,0.314,0.639,0.587,0.000,0.000,0.000
Glen Rice,Hornets,1996-1997,REG,79,7.47,43.95,6.54,37.54,2.31,2.18,0.00,0.416,0.504,0.475,0.437,0.600,0.727,0.000
Rex Walters,76ers,1996-1997,REG,59,28.31,40.92,3.38,24.31,2.46,0.62,0.00,0.424,0.406,0.091,0.620,0.500,0.500,0.000
Elmore Spencer,SuperSonics,1996-1997,REG,1,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Mark West,Cavaliers,1996-1997,REG,68,0.00,6.67,28.89,64.44,0.00,0.00,0.00,0.000,0.333,0.462,0.621,0.000,0.000,0.000
B.J. Armstrong,Warriors,1996-1997,REG,49,7.95,56.88,9.79,21.10,3.06,1.22,0.00,0.115,0.419,0.438,0.696,0.400,0.250,0.000
Acie Earl,"Raptors, Bucks",1996-1997,REG,47,0.56,37.99,26.26,34.08,0.00,0.56,0.56,0.000,0.250,0.489,0.443,0.000,0.000,0.000
David Wingate,SuperSonics,1996-1997,REG,65,13.08,48.60,6.07,25.70,4.67,1.87,0.00,0.321,0.375,0.462,0.527,0.500,0.250,0.000
Hersey Hawkins,SuperSonics,1996-1997,REG,82,10.69,43.14,6.54,31.45,4.15,4.03,0.00,0.459,0.394,0.346,0.616,0.424,0.281,0.000
David Robinson,Spurs,1996-1997,REG,6,0.00,25.00,15.28,59.72,0.00,0.00,0.00,0.000,0.389,0.182,0.628,0.000,0.000,0.000
Tony Massenburg,Nets,1996-1997,REG,79,0.22,16.37,22.12,61.28,0.00,0.00,0.00,0.000,0.351,0.420,0.545,0.000,0.000,0.000
Shawn Bradley,"Nets, Mavericks",1996-1997,REG,73,0.44,44.97,23.20,31.05,0.00,0.22,0.11,0.000,0.408,0.400,0.555,0.000,0.000,0.000
Matt Geiger,Hornets,1996-1997,REG,49,1.71,22.86,7.43,67.71,0.29,0.00,0.00,0.167,0.438,0.577,0.502,1.000,0.000,0.000
Jerome Kersey,Lakers,1996-1997,REG,70,6.68,49.00,5.12,37.42,1.11,0.67,0.00,0.300,0.418,0.348,0.500,0.200,0.000,0.000
Damon Stoudamire,Raptors,1996-1997,REG,81,13.15,45.42,13.15,26.44,0.71,1.07,0.07,0.373,0.376,0.395,0.473,0.200,0.200,1.000
Jim Jackson,"Nets, Mavericks",1996-1997,REG,77,6.22,38.78,9.33,39.94,2.53,2.92,0.29,0.391,0.366,0.385,0.530,0.308,0.333,0.000
Randy Brown,Bulls,1996-1997,REG,72,2.10,54.65,4.20,37.84,0.60,0.60,0.00,0.000,0.368,0.571,0.516,0.000,0.000,0.000
Rasheed Wallace,Trail Blazers,1996-1997,REG,62,1.62,35.39,23.49,39.35,0.15,0.00,0.00,0.455,0.465,0.506,0.679,0.000,0.000,0.000
Bryant Reeves,Grizzlies,1996-1997,REG,75,0.49,40.00,19.61,39.61,0.20,0.10,0.00,0.200,0.398,0.502,0.574,0.000,0.000,0.000
Lawrence Moten,Grizzlies,1996-1997,REG,67,12.70,35.15,7.26,38.55,2.27,4.08,0.00,0.286,0.284,0.375,0.541,0.500,0.111,0.000
Cuonzo Martin,Bucks,1996-1997,REG,3,0.00,71.43,0.00,14.29,14.29,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Ashraf Amaya,Bullets,1996-1997,REG,30,0.00,15.00,20.00,65.00,0.00,0.00,0.00,0.000,0.167,0.250,0.346,0.000,0.000,0.000
Greg Ostertag,Jazz,1996-1997,REG,77,0.49,12.75,13.48,73.28,0.00,0.00,0.00,0.000,0.231,0.455,0.579,0.000,0.000,0.000
Martin Lewis,Raptors,1996-1997,REG,9,0.00,50.00,7.14,42.86,0.00,0.00,0.00,0.000,0.143,0.000,0.833,0.000,0.000,0.000
Jimmy King,Nuggets,1996-1997,REG,2,0.00,16.67,0.00,83.33,0.00,0.00,0.00,0.000,1.000,0.000,0.200,0.000,0.000,0.000
Eric Snow,SuperSonics,1996-1997,REG,64,5.49,39.02,10.37,43.90,0.61,0.61,0.00,0.222,0.422,0.471,0.500,1.000,0.000,0.000
Dell Demps,Magic,1996-1997,REG,1,0.00,33.33,33.33,33.33,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Cory Alexander,Spurs,1996-1997,REG,80,20.41,49.18,4.90,22.65,2.24,0.61,0.00,0.370,0.378,0.542,0.414,0.545,0.333,0.000
Corliss Williamson,Kings,1996-1997,REG,79,0.27,26.44,21.61,51.68,0.00,0.00,0.00,0.000,0.335,0.472,0.595,0.000,0.000,0.000
Tyus Edney,Kings,1996-1997,REG,70,2.05,36.32,19.69,40.92,0.51,0.00,0.51,0.000,0.331,0.377,0.463,0.000,0.000,0.000
Randolph Childress,"Trail Blazers, Pistons",1996-1997,REG,21,7.50,52.50,7.50,25.00,2.50,2.50,2.50,0.667,0.190,0.667,0.400,1.000,1.000,0.000
Gary Trent,Trail Blazers,1996-1997,REG,82,0.74,30.42,18.40,50.15,0.00,0.30,0.00,0.000,0.390,0.460,0.663,0.000,0.000,0.000
Arvydas Sabonis,Trail Blazers,1996-1997,REG,69,4.41,23.56,22.19,49.70,0.00,0.15,0.00,0.414,0.406,0.445,0.575,0.000,0.000,0.000
Rumeal Robinson,"Lakers, Suns, Trail Blazers",1996-1997,REG,50,10.37,46.34,5.49,31.10,2.44,4.27,0.00,0.353,0.368,0.222,0.549,0.000,0.286,0.000
Michael Finley,"Suns, Mavericks",1996-1997,REG,83,7.75,48.37,11.95,27.26,1.68,2.80,0.19,0.422,0.361,0.391,0.634,0.278,0.433,0.000
Chris Carr,Timberwolves,1996-1997,REG,54,7.04,42.96,12.22,27.78,5.19,4.81,0.00,0.158,0.414,0.515,0.627,0.500,0.231,0.000
Jerry Stackhouse,76ers,1996-1997,REG,81,14.07,30.20,6.12,46.02,2.29,1.22,0.08,0.255,0.322,0.363,0.518,0.333,0.500,0.000
David Vaughn,Magic,1996-1997,REG,35,0.00,33.33,16.67,50.00,0.00,0.00,0.00,0.000,0.208,0.333,0.611,0.000,0.000,0.000
Ed O'Bannon,"Nets, Mavericks",1996-1997,REG,63,10.75,41.94,12.19,30.47,1.08,3.23,0.36,0.300,0.282,0.235,0.482,0.000,0.222,0.000
Kevin Garnett,Timberwolves,1996-1997,REG,77,1.00,49.09,18.64,31.18,0.09,0.00,0.00,0.000,0.441,0.478,0.621,0.000,0.000,0.000
Mark Davis,76ers,1996-1997,REG,75,9.35,20.00,4.11,63.93,1.31,1.31,0.00,0.160,0.299,0.318,0.576,0.286,0.714,0.000
