APct,BPct,Box +-,DRB PCT,DWS,"Deff, Box +-",FG3A PerFGA,FTA PerFGA,GP,MP,ORB PCT,OWS,Off. Box +-,PER,SPct,TO Pct,TRB PCT,TS %,Teams,USG %,VORP,WS,WSPer48,age,name,position
8.1,1.5,-1.7,14.4,0.3,-0.6,.286,.324,51,984,4.4,1.1,-1.1,12.5,1.8,8.8,9.2,.558,David Nwaba,14.6,0.1,1.4,.069,26,David Nwaba,SG
10.0,1.1,0.1,16.7,2.5,2.1,.513,.122,82,1671,1.5,0.7,-2.0,9.0,1.5,16.2,9.2,.589,Royce O'Neale,11.0,0.9,3.3,.094,25,Royce O'Neale,SF
22.4,6.0,1.8,26.4,0.8,4.1,.088,.154,45,371,8.9,0.2,-2.4,16.8,1.2,17.6,17.8,.537,Kyle O'Quinn,20.8,0.4,1.0,.125,28,Kyle O'Quinn,C
5.1,0.6,-4.3,11.2,0.5,-1.7,.563,.247,56,594,4.3,0.2,-2.5,8.5,0.8,9.8,7.7,.531,Semi Ojeleye,14.1,-0.3,0.7,.057,24,Semi Ojeleye,PF
6.3,3.5,-2.3,21.4,0.8,-0.5,.014,.246,59,935,9.2,1.4,-1.7,17.9,0.7,11.5,15.4,.603,Jahlil Okafor,19.9,-0.1,2.2,.115,23,Jahlil Okafor,C
18.7,0.6,-5.9,10.1,0.2,-2.2,.455,.162,53,958,1.4,-0.7,-3.7,7.6,1.6,18.2,5.7,.489,Élie Okobo,17.0,-0.9,-0.5,-0.027,21,Élie Okobo,PG
6.9,1.6,-1.7,10.9,1.4,0.4,.423,.319,74,1757,2.5,-0.1,-2.0,9.4,2.4,9.8,6.6,.492,Josh Okogie,15.4,0.1,1.2,.034,20,Josh Okogie,SG
25.2,0.9,2.3,17.1,1.9,1.0,.367,.240,36,1147,2.1,0.4,1.3,17.6,2.6,11.2,9.8,.519,Victor Oladipo,27.9,1.3,2.3,.097,26,Victor Oladipo,SG
11.4,1.8,1.1,17.8,2.5,0.8,.566,.328,79,1812,4.2,2.3,0.3,14.4,1.4,15.0,11.0,.610,Kelly Olynyk,18.0,1.4,4.7,.126,27,Kelly Olynyk,PF
12.1,0.4,-2.1,14.8,0.2,-1.7,.443,.214,76,2444,2.0,1.2,-0.4,11.5,1.2,11.0,8.1,.536,Cedi Osman,18.6,-0.1,1.5,.029,23,Cedi Osman,SF
6.8,2.5,-2.2,14.6,1.3,-1.2,.401,.290,69,1935,4.0,0.9,-0.9,15.2,2.1,9.8,9.2,.551,Kelly Oubre,23.2,-0.1,2.2,.054,23,Kelly Oubre,SF
3.8,2.2,-3.6,15.3,0.5,-1.9,.433,.279,29,755,3.4,0.3,-1.7,13.3,1.7,8.1,9.3,.545,Kelly Oubre,20.9,-0.3,0.8,.053,23,Kelly Oubre,SF
8.7,2.8,-1.2,14.2,0.8,-0.8,.384,.296,40,1180,4.3,0.5,-0.4,16.4,2.3,10.7,9.2,.555,Kelly Oubre,24.7,0.2,1.3,.054,23,Kelly Oubre,SF
14.7,1.6,0.2,21.5,1.3,2.4,.021,.642,68,878,11.9,1.1,-2.1,13.7,1.7,18.7,16.5,.539,Zaza Pachulia,15.0,0.5,2.3,.128,34,Zaza Pachulia,C
14.1,1.5,-2.1,21.8,1.3,-0.5,.260,.246,64,1724,4.9,0.1,-1.5,15.5,1.3,15.4,13.3,.560,Jabari Parker,24.6,0.0,1.4,.039,23,Jabari Parker,PF
13.2,1.2,-3.0,21.1,0.7,-1.0,.246,.233,39,1042,4.2,-0.2,-2.0,14.6,1.1,14.1,12.6,.543,Jabari Parker,25.0,-0.3,0.5,.024,23,Jabari Parker,PF
15.4,2.0,-0.7,23.0,0.6,0.1,.284,.267,25,682,5.9,0.3,-0.8,17.0,1.6,17.4,14.3,.587,Jabari Parker,24.0,0.2,0.9,.063,23,Jabari Parker,PF
33.3,0.6,-5.3,7.6,0.3,-3.7,.110,.268,56,1003,1.5,0.6,-1.5,15.3,1.0,12.7,4.5,.512,Tony Parker,25.5,-0.8,0.9,.044,36,Tony Parker,PG
13.4,1.0,-4.3,15.2,0.6,-0.6,.516,.137,25,496,0.9,-0.6,-3.7,8.5,1.9,14.2,7.9,.484,Chandler Parsons,20.3,-0.3,0.0,-0.004,30,Chandler Parsons,SF
4.6,1.3,-3.7,13.0,0.9,-0.6,.626,.137,63,861,4.9,0.2,-3.0,8.1,0.9,8.7,8.8,.493,Patrick Patterson,12.0,-0.4,1.1,.064,29,Patrick Patterson,PF
18.7,0.0,-0.2,19.6,0.0,2.1,.286,.286,3,21,10.4,0.0,-2.3,10.5,4.5,0.0,15.1,.317,Justin Patton,15.7,0.0,0.0,.079,21,Justin Patton,C
39.3,0.8,3.0,13.9,2.2,0.2,.493,.282,58,1857,2.1,4.4,2.9,19.7,3.0,15.8,7.9,.560,Chris Paul,22.5,2.4,6.6,.172,33,Chris Paul,PG
21.8,1.1,-3.5,9.2,0.3,-1.6,.377,.184,40,712,2.0,0.1,-1.9,11.5,1.9,15.7,5.5,.519,Cameron Payne,17.6,-0.3,0.5,.031,24,Cameron Payne,PG
22.4,1.0,-4.3,8.8,0.3,-1.6,.351,.149,31,536,2.0,-0.1,-2.7,10.3,1.8,16.0,5.4,.492,Cameron Payne,17.4,-0.3,0.2,.014,24,Cameron Payne,PG
20.0,1.5,-1.1,10.6,0.1,-1.5,.455,.291,9,176,1.8,0.2,0.4,15.3,2.3,15.1,6.0,.596,Cameron Payne,18.1,0.0,0.3,.082,24,Cameron Payne,PG
,,,,,,,,,,,,,,,,,,,,,,,,,
33.5,1.1,-0.9,14.0,0.9,-0.1,.255,.180,42,1250,4.1,0.6,-0.7,14.0,1.6,20.1,9.1,.502,Elfrid Payton,18.3,0.4,1.5,.058,24,Elfrid Payton,PG
45.1,5.3,14.9,6.9,0.0,5.2,.250,.000,3,16,6.7,0.1,9.8,36.9,8.9,11.1,6.8,.688,Gary Payton,23.8,0.1,0.1,.358,26,Gary Payton,PG
14.1,0.0,-4.8,15.9,0.2,-1.0,.630,.301,18,211,2.0,-0.2,-3.7,8.1,1.4,17.9,9.0,.490,Theo Pinson,20.0,-0.1,0.0,.004,23,Theo Pinson,SG
19.5,3.9,3.8,22.5,2.9,3.9,.023,.448,82,1731,10.3,2.9,-0.1,17.8,1.9,19.2,16.4,.602,Mason Plumlee,16.2,2.6,5.8,.160,28,Mason Plumlee,C
14.7,2.0,-0.1,14.3,0.1,-0.3,.000,.625,18,173,9.5,0.4,0.2,18.9,1.6,14.0,11.8,.654,Miles Plumlee,16.7,0.1,0.5,.145,30,Miles Plumlee,C
10.0,4.5,4.2,19.7,1.6,2.7,.000,.317,77,1273,15.4,3.5,1.5,19.4,1.1,12.7,17.6,.640,Jakob Pöltl,13.1,2.0,5.1,.193,23,Jakob Pöltl,C
10.6,0.3,-1.4,14.1,0.3,-0.6,.310,.724,53,292,3.0,0.5,-0.8,13.2,1.8,14.5,8.6,.641,Quincy Pondexter,13.5,0.0,0.8,.128,30,Quincy Pondexter,SF
10.6,1.6,0.5,17.0,1.5,0.1,.398,.149,56,1683,3.4,1.8,0.4,15.9,2.3,8.7,10.1,.569,Otto Porter,19.1,1.0,3.2,.093,25,Otto Porter,SF
9.6,1.6,0.1,17.7,1.1,0.3,.398,.145,41,1191,3.6,1.0,-0.2,15.0,2.5,7.8,10.5,.551,Otto Porter,18.2,0.6,2.1,.085,25,Otto Porter,SF
13.0,1.6,1.3,15.4,0.4,-0.4,.398,.159,15,492,3.1,0.8,1.7,18.0,1.8,10.4,9.2,.609,Otto Porter,21.3,0.4,1.1,.112,25,Otto Porter,SF
8.8,1.3,-2.9,24.9,1.1,-1.7,.304,.154,50,1299,9.0,0.5,-1.2,16.1,1.3,9.9,16.8,.529,Bobby Portis,24.6,-0.3,1.6,.060,23,Bobby Portis,PF
9.2,1.3,-3.1,23.8,0.4,-2.2,.266,.185,22,531,9.3,0.3,-0.9,17.2,1.0,9.0,16.5,.529,Bobby Portis,26.5,-0.1,0.7,.062,23,Bobby Portis,PF
8.4,1.3,-2.8,25.7,0.7,-1.4,.333,.132,28,768,8.8,0.2,-1.4,15.3,1.5,10.6,17.1,.530,Bobby Portis,23.3,-0.2,0.9,.058,23,Bobby Portis,PF
10.7,2.6,4.0,17.3,1.9,1.2,.261,.523,77,1662,9.1,5.6,2.8,20.4,1.3,10.1,13.2,.682,Dwight Powell,17.2,2.5,7.5,.215,27,Dwight Powell,C
11.6,1.0,-0.7,11.5,1.4,-0.3,.425,.188,60,1126,1.6,1.0,-0.4,13.3,1.7,13.1,6.7,.596,Norman Powell,19.0,0.4,2.4,.102,25,Norman Powell,SG
7.7,2.8,-2.2,16.6,0.2,-0.7,.284,.358,21,305,9.8,0.4,-1.6,12.2,0.6,12.2,13.1,.571,Alex Poythress,14.2,0.0,0.5,.086,25,Alex Poythress,PF
0.0,0.0,9.5,0.0,0.0,-12.6,.000,.000,1,1,0.0,0.0,22.1,80.4,0.0,0.0,0.0,1.000,Zhou Qi,43.4,0.0,0.0,1.261,23,Zhou Qi,PF
12.0,1.8,-0.6,21.5,0.9,0.7,.071,.325,49,721,10.7,1.2,-1.3,16.1,1.2,12.6,16.0,.586,Ivan Rabb,17.2,0.2,2.1,.137,21,Ivan Rabb,PF
17.5,0.3,-4.4,6.8,0.2,-3.0,.530,.286,49,743,1.4,0.4,-1.4,9.9,1.6,15.0,4.1,.555,Chasson Randle,16.4,-0.4,0.6,.041,25,Chasson Randle,PG
15.8,1.6,1.4,21.6,1.9,-0.4,.179,.447,73,2232,7.6,4.2,1.8,21.0,1.1,13.8,14.7,.600,Julius Randle,27.8,1.9,6.1,.131,24,Julius Randle,PF
12.9,0.6,-0.7,7.2,1.2,-3.3,.589,.248,76,2379,0.9,4.6,2.7,15.1,0.6,8.1,4.1,.602,J.J. Redick,21.9,0.8,5.9,.118,34,J.J. Redick,SG
8.5,0.0,-4.2,9.2,0.0,-1.3,.333,.000,10,47,4.8,0.0,-2.9,8.1,1.0,7.7,7.1,.500,Davon Reed,12.1,0.0,0.1,.064,23,Davon Reed,SG
6.8,0.7,-2.3,11.3,0.1,-2.2,.654,.115,19,259,1.6,0.3,-0.1,10.4,1.1,5.7,6.4,.580,Cameron Reynolds,14.1,0.0,0.4,.078,23,Cameron Reynolds,SG
17.9,1.2,0.6,8.8,2.6,-0.4,.448,.225,73,2539,2.3,3.0,1.0,14.0,1.5,9.1,5.5,.536,Josh Richardson,20.9,1.7,5.6,.106,25,Josh Richardson,SG
,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,-10.8,11.2,0.1,-4.5,.862,.172,22,103,2.2,-0.2,-6.3,0.9,0.5,20.4,6.8,.481,Malachi Richardson,16.4,-0.2,-0.1,-0.060,23,Malachi Richardson,SG
11.5,1.0,-3.5,7.5,0.8,-1.5,.572,.166,76,2028,1.3,0.4,-2.0,7.7,1.1,10.0,4.4,.503,Austin Rivers,14.5,-0.7,1.2,.028,26,Austin Rivers,SG
11.2,1.2,-4.6,9.8,0.2,-1.5,.546,.237,29,683,1.6,-0.4,-3.0,6.8,1.2,14.4,5.6,.490,Austin Rivers,15.5,-0.4,-0.2,-0.014,26,Austin Rivers,SG
11.7,0.8,-2.9,6.4,0.6,-1.5,.585,.130,47,1345,1.2,0.8,-1.4,8.2,1.1,7.4,3.7,.511,Austin Rivers,13.9,-0.3,1.4,.050,26,Austin Rivers,SG
9.5,5.3,1.0,16.2,0.1,1.2,.063,.438,7,95,6.7,0.2,-0.2,20.6,2.0,5.0,11.4,.616,Devin Robinson,17.9,0.1,0.3,.175,23,Devin Robinson,SF
4.4,0.0,-4.2,11.2,0.2,-1.6,.761,.130,15,161,1.3,0.0,-2.6,7.6,1.5,7.6,6.3,.514,Duncan Robinson,14.0,-0.1,0.2,.051,24,Duncan Robinson,PF
5.1,1.1,-4.2,10.0,0.6,-0.8,.352,.227,47,610,2.9,0.1,-3.5,8.7,1.1,8.5,6.4,.511,Glenn Robinson,15.0,-0.3,0.7,.054,25,Glenn Robinson,SF
8.3,0.7,-4.3,12.2,0.3,-1.5,.518,.082,33,320,1.0,-0.2,-2.8,7.2,1.6,10.2,6.8,.491,Jerome Robinson,16.7,-0.2,0.1,.012,21,Jerome Robinson,SG
4.2,10.0,5.7,19.4,2.2,5.2,.000,.464,66,1360,13.3,4.0,0.5,22.0,1.8,9.1,16.3,.692,Mitchell Robinson,12.1,2.7,6.1,.217,20,Mitchell Robinson,C
35.5,0.4,-1.6,15.5,1.5,0.5,.329,.083,46,1369,2.6,-0.2,-2.0,12.1,1.9,22.1,9.2,.473,Rajon Rondo,17.4,0.1,1.3,.047,32,Rajon Rondo,PG
26.4,0.7,-0.6,8.3,0.3,-2.9,.194,.212,51,1392,2.5,2.6,2.3,19.5,1.1,9.1,5.4,.557,Derrick Rose,27.3,0.5,3.0,.102,30,Derrick Rose,PG
9.9,1.1,-0.3,12.8,2.6,-1.3,.551,.140,81,2150,1.3,1.7,1.0,15.4,1.6,7.6,7.0,.561,Terrence Ross,23.9,0.9,4.3,.095,27,Terrence Ross,SG
17.7,1.0,-0.7,16.4,2.3,0.2,.506,.140,79,1791,1.9,0.9,-1.0,12.9,1.8,8.8,9.1,.501,Terry Rozier,18.6,0.6,3.2,.086,24,Terry Rozier,PG
32.1,0.4,0.0,11.8,2.8,0.6,.348,.312,68,1899,1.9,0.9,-0.6,14.0,2.3,17.8,6.9,.520,Ricky Rubio,22.7,0.9,3.7,.095,28,Ricky Rubio,PG
41.3,0.6,3.4,11.2,2.6,-0.5,.419,.135,81,2448,2.3,2.4,3.9,19.4,1.9,13.6,6.8,.533,D'Angelo Russell,31.9,3.3,5.0,.097,22,D'Angelo Russell,PG
18.2,1.5,3.7,29.8,3.3,2.2,.024,.416,74,1838,11.5,4.3,1.5,21.9,1.3,16.2,20.8,.630,Domantas Sabonis,23.5,2.6,7.6,.197,22,Domantas Sabonis,C
6.8,1.2,-4.2,6.7,0.1,-1.4,.483,.100,14,214,1.5,-0.1,-2.8,8.5,1.8,16.1,4.1,.567,Brandon Sampson,15.2,-0.1,0.0,.010,21,Brandon Sampson,SG
5.3,2.0,-1.5,23.4,0.1,-2.0,.259,.389,4,127,4.2,0.3,0.6,22.5,1.5,5.9,13.7,.633,JaKarr Sampson,23.1,0.0,0.5,.173,25,JaKarr Sampson,SF
8.8,0.4,-1.1,17.5,1.2,-1.4,.464,.216,81,2023,6.6,2.3,0.3,13.1,1.1,11.3,12.1,.563,Dario Šarić,17.8,0.5,3.5,.084,24,Dario Šarić,PF
8.9,0.6,-3.9,16.9,0.3,-1.4,.530,.227,13,396,5.8,-0.1,-2.4,8.1,0.5,14.7,11.5,.496,Dario Šarić,18.0,-0.2,0.2,.023,24,Dario Šarić,PF
8.8,0.3,-0.4,17.7,0.9,-1.4,.449,.213,68,1627,6.8,2.4,1.0,14.3,1.2,10.5,12.2,.579,Dario Šarić,17.8,0.7,3.3,.099,24,Dario Šarić,PF
24.6,0.5,-0.6,10.0,0.9,-1.0,.306,.302,80,2164,4.0,3.8,0.4,14.1,1.8,16.7,7.0,.590,Tomáš Satoranský,14.1,0.8,4.7,.104,27,Tomáš Satoranský,PG
20.4,0.4,-3.1,11.3,2.4,-1.5,.330,.206,79,2314,1.6,0.4,-1.6,12.7,1.3,12.5,6.3,.508,Dennis Schröder,24.2,-0.6,2.9,.060,25,Dennis Schröder,PG
6.4,0.7,-2.7,17.2,1.2,-1.2,.600,.079,79,1395,3.4,0.4,-1.5,8.6,0.9,9.2,10.5,.528,Mike Scott,14.4,-0.2,1.6,.053,30,Mike Scott,PF
8.1,0.8,-2.3,20.6,0.7,-0.7,.578,.078,52,748,3.5,0.1,-1.6,9.4,1.1,10.2,12.3,.521,Mike Scott,14.9,-0.1,0.9,.055,30,Mike Scott,PF
4.6,0.6,-3.1,13.2,0.5,-1.7,.626,.079,27,647,3.2,0.2,-1.4,7.7,0.7,8.0,8.3,.537,Mike Scott,13.8,-0.2,0.7,.052,30,Mike Scott,PF
,,,,,,,,,,,,,,,,,,,,,,,,,
6.1,0.7,0.6,20.1,1.2,2.6,.523,.148,50,609,1.4,0.2,-2.0,12.1,3.4,13.6,10.9,.599,Thabo Sefolosha,12.9,0.4,1.5,.115,34,Thabo Sefolosha,SF
11.3,0.8,-5.1,11.0,0.8,-1.6,.360,.190,75,1439,2.8,-1.0,-3.5,8.3,1.1,13.1,6.9,.491,Wayne Selden,18.4,-1.1,-0.3,-0.009,24,Wayne Selden,SG
12.4,1.2,-5.2,7.0,0.3,-2.0,.391,.180,32,455,3.9,-0.2,-3.2,8.8,1.1,11.7,5.4,.495,Wayne Selden,19.3,-0.4,0.1,.014,24,Wayne Selden,SG
10.8,0.6,-5.1,12.8,0.4,-1.4,.345,.196,43,984,2.3,-0.8,-3.7,8.1,1.1,13.8,7.5,.489,Wayne Selden,18.0,-0.8,-0.4,-0.019,24,Wayne Selden,SG
15.3,0.2,-5.2,8.0,-0.5,-3.7,.245,.211,82,2605,2.3,-0.1,-1.5,12.0,0.8,12.3,5.0,.520,Collin Sexton,25.2,-2.1,-0.6,-0.011,20,Collin Sexton,PG
9.0,0.4,-1.0,6.4,0.9,-2.4,.711,.167,79,1802,1.3,2.7,1.4,11.0,1.0,7.0,3.9,.604,Landry Shamet,15.0,0.5,3.6,.095,21,Landry Shamet,SG
7.4,0.6,-1.5,5.9,0.6,-2.5,.706,.156,54,1108,1.4,1.6,1.0,10.7,1.0,6.6,3.7,.606,Landry Shamet,15.0,0.1,2.2,.096,21,Landry Shamet,SG
11.5,0.2,-0.2,7.3,0.3,-2.3,.719,.186,25,694,1.1,1.1,2.1,11.3,0.9,7.7,4.3,.601,Landry Shamet,15.0,0.3,1.4,.094,21,Landry Shamet,SG
9.9,1.4,-1.4,11.4,1.2,0.1,.612,.101,62,1481,1.9,0.1,-1.5,9.1,1.9,9.7,6.5,.499,Iman Shumpert,14.5,0.2,1.4,.045,28,Iman Shumpert,SG
10.7,1.6,-0.5,10.6,0.9,0.3,.580,.118,42,1099,1.7,0.3,-0.8,10.1,2.0,9.4,6.0,.511,Iman Shumpert,15.2,0.4,1.2,.054,28,Iman Shumpert,SG
7.6,0.9,-3.8,13.6,0.3,-0.5,.724,.041,20,382,2.3,-0.2,-3.4,6.3,1.5,10.7,7.8,.456,Iman Shumpert,12.7,-0.2,0.2,.019,28,Iman Shumpert,SG
14.6,1.7,3.4,17.5,3.6,1.4,.226,.320,80,2548,5.4,5.7,2.0,18.7,1.4,12.5,11.6,.628,Pascal Siakam,20.8,3.5,9.3,.175,24,Pascal Siakam,PF
0.0,0.0,6.3,0.0,0.0,-6.7,1.000,.000,1,4,0.0,0.0,13.0,29.7,0.0,0.0,0.0,1.500,Jordan Sibert,10.2,0.0,0.0,.183,26,Jordan Sibert,SG
34.2,1.8,4.1,20.0,3.6,2.6,.006,.446,79,2700,6.9,4.6,1.4,20.0,2.0,19.3,13.7,.582,Ben Simmons,22.1,4.1,8.2,.146,22,Ben Simmons,PG
16.7,1.2,-4.8,10.0,1.1,-0.6,.297,.277,56,1064,2.7,-0.8,-4.1,8.5,1.3,14.8,6.3,.466,Jonathon Simmons,18.7,-0.7,0.3,.013,29,Jonathon Simmons,SG-SF
15.7,1.4,-5.4,9.9,0.8,-0.6,.290,.252,41,845,2.9,-1.0,-4.9,7.4,1.0,15.0,6.3,.445,Jonathon Simmons,19.3,-0.7,-0.2,-0.010,29,Jonathon Simmons,SG
20.7,0.4,-2.1,10.3,0.2,-1.0,.328,.391,15,219,2.0,0.2,-1.1,12.9,2.4,13.8,6.3,.553,Jonathon Simmons,16.7,0.0,0.5,.101,29,Jonathon Simmons,SF
0.0,0.0,-7.3,0.0,0.0,-0.9,,,1,2,0.0,0.0,-6.3,0.0,0.0,,0.0,,Kobi Simmons,0.0,0.0,0.0,-0.033,21,Kobi Simmons,PG
13.7,0.0,-6.3,7.4,0.0,-4.7,.460,.254,20,141,2.3,0.0,-1.6,11.1,0.3,13.6,4.9,.535,Anfernee Simons,24.3,-0.2,0.1,.020,19,Anfernee Simons,SG
19.1,1.1,1.8,8.6,3.1,1.3,.610,.228,80,2200,2.8,2.2,0.6,13.1,3.1,16.5,5.7,.568,Marcus Smart,14.6,2.1,5.3,.116,24,Marcus Smart,SG
27.3,1.1,-2.5,8.7,1.2,-0.9,.320,.240,53,1508,2.2,-1.2,-1.7,12.3,2.1,17.6,5.5,.502,Dennis Smith,24.8,-0.2,0.0,.001,21,Dennis Smith,PG
24.1,1.0,-2.4,9.3,0.9,-0.3,.350,.230,32,908,2.1,-0.7,-2.2,11.5,2.1,20.3,5.7,.527,Dennis Smith,23.3,-0.1,0.2,.010,21,Dennis Smith,PG
32.2,1.3,-2.7,7.9,0.3,-1.8,.283,.253,21,600,2.4,-0.5,-0.9,13.5,2.2,14.2,5.1,.473,Dennis Smith,27.0,-0.1,-0.2,-0.014,21,Dennis Smith,PG
25.4,0.7,-2.8,11.1,1.1,-1.1,.276,.127,56,1251,1.9,0.5,-1.7,11.8,1.1,10.6,6.3,.485,Ish Smith,19.9,-0.2,1.7,.064,30,Ish Smith,PG
13.8,1.2,-5.2,9.4,0.1,-1.7,.494,.127,11,222,0.0,-0.3,-3.5,7.8,2.5,11.7,4.5,.444,J.R. Smith,18.6,-0.2,-0.2,-0.038,33,J.R. Smith,SG
9.7,3.1,-4.3,20.2,0.2,-0.6,.441,.271,20,190,9.0,0.0,-3.7,9.8,0.7,16.4,14.6,.492,Jason Smith,17.5,-0.1,0.2,.038,32,Jason Smith,PF-C
12.3,3.2,-3.2,22.1,0.1,-0.3,.270,.324,12,130,9.0,0.1,-2.9,11.7,0.4,14.2,15.4,.520,Jason Smith,16.1,0.0,0.2,.070,32,Jason Smith,C
3.1,4.2,-5.7,19.2,0.1,1.2,.692,.154,6,40,8.1,-0.1,-6.9,6.3,2.3,26.5,14.0,.468,Jason Smith,19.8,0.0,0.0,-0.020,32,Jason Smith,PF
6.2,0.0,-8.4,10.2,0.0,-5.8,.778,.222,2,20,10.5,0.0,-2.6,4.6,0.0,9.2,10.4,.405,Jason Smith,22.3,0.0,0.0,-0.049,32,Jason Smith,C
12.3,1.4,-4.0,9.3,0.1,-1.7,.471,.235,6,111,2.9,0.0,-2.3,9.5,0.9,13.8,6.2,.533,Zhaire Smith,16.4,-0.1,0.1,.048,19,Zhaire Smith,SG
6.7,1.2,-1.0,9.4,1.6,-0.4,.565,.116,74,1304,2.4,1.6,-0.7,10.7,0.9,5.7,6.1,.585,Tony Snell,12.9,0.3,3.2,.117,27,Tony Snell,SF
5.1,4.5,-3.4,25.1,0.2,1.4,.064,.255,14,148,11.1,0.0,-4.7,14.6,2.9,14.7,18.0,.516,Ray Spalding,17.8,-0.1,0.2,.051,21,Ray Spalding,PF
0.0,0.0,-6.1,0.0,0.0,0.5,,,1,1,0.0,0.0,-6.6,0.0,0.0,,0.0,,Ray Spalding,0.0,0.0,0.0,.000,21,Ray Spalding,PF
5.2,4.5,-3.4,25.3,0.2,1.4,.064,.255,13,147,11.1,0.0,-4.7,14.7,2.9,14.7,18.1,.516,Ray Spalding,17.9,-0.1,0.2,.051,21,Ray Spalding,PF
8.0,2.7,-1.0,16.3,0.5,0.0,.525,.184,46,805,9.2,0.6,-1.0,12.4,1.5,10.5,12.7,.516,Omari Spellman,14.9,0.2,1.2,.070,21,Omari Spellman,PF
,,,,,,,,,,,,,,,,,,,,,,,,,
11.1,0.6,-3.2,11.7,0.5,-2.2,.556,.189,68,1015,1.9,0.6,-0.9,10.9,1.0,12.2,6.8,.545,Nik Stauskas,17.6,-0.3,1.1,.052,25,Nik Stauskas,SG
12.6,0.5,-2.8,10.8,0.4,-1.9,.546,.157,44,673,1.6,0.3,-0.9,10.8,1.0,14.0,6.3,.545,Nik Stauskas,17.9,-0.1,0.8,.055,25,Nik Stauskas,SG
8.0,0.8,-4.0,13.2,0.0,-3.0,.578,.257,24,342,2.5,0.3,-1.0,11.3,1.0,8.3,7.6,.544,Nik Stauskas,16.9,-0.2,0.3,.046,25,Nik Stauskas,SG
0.0,0.0,-7.6,0.0,0.0,2.3,.000,.000,1,7,0.0,0.0,-9.9,5.5,7.1,33.3,0.0,.500,D.J. Stephens,19.1,0.0,0.0,-0.119,28,D.J. Stephens,SG
17.3,0.5,-2.1,16.5,1.2,-0.4,.456,.169,68,1123,3.0,-0.1,-1.7,11.8,1.7,15.6,9.9,.529,Lance Stephenson,20.3,0.0,1.1,.049,28,Lance Stephenson,SG
6.3,2.1,-3.6,7.8,0.3,0.5,.422,.375,23,210,4.9,-0.2,-4.1,7.6,2.8,11.8,6.3,.443,Edmond Sumner,17.6,-0.1,0.1,.020,23,Edmond Sumner,PG
8.0,0.5,-7.8,27.6,0.2,0.0,.132,.170,21,178,10.2,-0.5,-7.8,4.7,1.6,24.0,19.1,.377,Caleb Swanigan,17.7,-0.3,-0.2,-0.060,21,Caleb Swanigan,PF
6.2,0.0,-9.5,28.0,0.2,-0.7,.114,.159,18,145,9.8,-0.4,-8.8,3.1,1.3,25.4,19.1,.372,Caleb Swanigan,18.4,-0.3,-0.3,-0.086,21,Caleb Swanigan,PF
15.6,2.6,-0.2,25.6,0.1,3.1,.222,.222,3,33,12.2,0.0,-3.4,11.7,2.8,16.8,18.7,.405,Caleb Swanigan,14.9,0.0,0.0,.053,21,Caleb Swanigan,PF
10.0,2.1,-0.8,17.7,3.4,0.6,.300,.220,79,2455,3.0,1.6,-1.4,15.1,1.6,9.7,10.4,.547,Jayson Tatum,22.1,0.8,5.0,.097,20,Jayson Tatum,SF
37.6,1.2,-2.4,7.7,0.5,-2.4,.252,.368,42,1264,1.3,1.7,0.0,15.4,1.6,16.7,4.5,.528,Jeff Teague,19.3,-0.1,2.2,.085,30,Jeff Teague,PG
7.4,1.4,-1.2,10.2,2.0,0.6,.535,.217,75,2040,1.5,0.3,-1.7,8.5,1.8,11.5,5.8,.543,Garrett Temple,13.2,0.4,2.2,.052,32,Garrett Temple,SG
6.7,1.5,-1.4,10.0,1.5,0.5,.543,.196,49,1530,1.3,0.1,-1.9,8.6,1.6,11.4,5.6,.551,Garrett Temple,13.9,0.2,1.6,.050,32,Garrett Temple,SG
9.4,0.8,-0.4,10.9,0.5,0.8,.509,.292,26,510,2.1,0.2,-1.3,8.0,2.4,11.8,6.7,.514,Garrett Temple,11.2,0.2,0.6,.061,32,Garrett Temple,SG
28.8,0.5,-6.1,8.9,0.1,-3.2,.675,.175,15,150,2.2,-0.1,-2.9,6.5,0.9,32.8,5.7,.557,Miloš Teodosić,18.0,-0.2,-0.1,-0.019,31,Miloš Teodosić,PG
14.4,1.5,-10.4,4.9,0.0,-2.9,.436,.154,14,111,1.0,-0.4,-7.5,0.7,1.3,19.4,2.9,.372,Jared Terrell,19.6,-0.2,-0.3,-0.140,23,Jared Terrell,SG
12.2,0.0,1.6,19.6,0.0,2.3,.000,.571,3,23,14.1,0.0,-0.7,19.7,6.2,18.6,16.8,.571,Emanuel Terry,20.1,0.0,0.1,.117,22,Emanuel Terry,PF
8.0,0.0,1.6,22.5,0.0,2.9,.000,.333,2,20,10.9,0.0,-1.3,19.9,7.2,22.5,16.6,.654,Emanuel Terry,19.1,0.0,0.1,.127,22,Emanuel Terry,PF
40.5,0.0,1.5,0.0,0.0,-1.3,.000,2.000,1,3,35.4,0.0,2.8,18.4,0.0,0.0,17.7,.266,Emanuel Terry,26.8,0.0,0.0,.045,22,Emanuel Terry,PF
10.5,4.1,2.3,16.2,1.3,1.5,.252,.286,66,908,10.2,2.3,0.8,17.0,1.1,9.9,13.2,.624,Daniel Theis,15.8,1.0,3.5,.188,26,Daniel Theis,C
