name,position,age,Teams,GP,GS,MP,FG PP,FGA PP,FG %,FG3 PP,FG3A PP,FG3 %,FG2 PP,FG2A PP,FG2 %,FT PP,FTA PP,FT %,ORB PP,DRB PP,TRB PP,APP,SPP,BPP,TO PP,Fouls PP,PPP,Off. Ra
Brent Barry,SG,25,Brent Barry,59,0,1094,7.4,18.2,.409,2.7,8.3,.324,4.8,9.9,.481,3.7,4.5,.817,1.4,3.8,5.3,7.4,2.5,0.7,3.7,4.2,21.2,107
Jon Barry,SG,27,Jon Barry,58,8,965,5.7,14.1,.407,2.8,7.1,.387,3.0,7.0,.426,2.1,2.6,.804,1.5,4.2,5.7,6.6,3.2,0.2,3.4,3.2,16.3,108
Benoit Benjamin,C,32,Benoit Benjamin,4,3,44,6.0,14.5,.417,0.0,0.0,,6.0,14.5,.417,3.6,4.8,.750,3.6,7.2,10.8,1.2,1.2,0.0,2.4,6.0,15.7,99
Elmer Bennett,PG,26,Elmer Bennett,9,0,75,4.2,13.2,.316,2.1,6.2,.333,2.1,6.9,.300,4.9,6.9,.700,0.0,2.8,2.8,7.6,2.8,0.0,6.9,4.9,15.3,82
Elmer Bennett,PG,26,Elmer Bennett,4,0,16,6.5,19.6,.333,3.3,9.8,.333,3.3,9.8,.333,16.4,19.6,.833,0.0,3.3,3.3,13.1,6.5,0.0,0.0,3.3,32.7,144
Elmer Bennett,PG,26,Elmer Bennett,5,0,59,3.5,11.4,.308,1.8,5.3,.333,1.8,6.2,.286,1.8,3.5,.500,0.0,2.6,2.6,6.2,1.8,0.0,8.8,5.3,10.6,60
Travis Best,PG,24,Travis Best,76,46,2064,7.2,16.2,.442,1.5,4.1,.368,5.7,12.2,.467,3.9,5.1,.756,0.9,3.4,4.3,8.3,2.6,0.1,4.0,5.8,19.7,105
Mookie Blaylock,PG,29,Mookie Blaylock,78,78,3056,9.1,21.0,.432,4.0,10.9,.366,5.1,10.0,.505,2.4,3.1,.753,2.1,5.4,7.5,8.4,3.8,0.4,3.3,2.6,24.5,115
Corie Blount,PF,28,Corie Blount,58,18,1009,4.8,9.3,.514,0.1,0.2,.333,4.7,9.2,.517,2.9,4.3,.675,5.9,8.5,14.4,1.8,1.1,1.4,2.6,6.3,12.6,112
Muggsy Bogues,PG,32,Muggsy Bogues,65,65,1880,5.9,12.8,.460,1.7,4.2,.417,4.2,8.6,.482,1.6,1.8,.844,0.7,3.3,4.1,13.5,2.4,0.1,3.1,3.3,15.0,119
Dexter Boney,SG,26,Dexter Boney,8,0,48,6.4,20.4,.316,1.1,6.4,.167,5.4,13.9,.385,6.4,8.6,.750,3.2,3.2,6.4,0.0,2.1,1.1,1.1,3.2,20.4,95
Melvin Booker,PG,24,Melvin Booker,21,4,430,5.6,12.7,.438,1.5,4.5,.324,4.1,8.3,.500,2.2,2.4,.900,0.8,2.7,3.5,6.4,0.4,0.2,3.3,3.4,14.8,105
Melvin Booker,PG,24,Melvin Booker,5,0,21,4.9,9.9,.500,2.5,4.9,.500,2.5,4.9,.500,0.0,0.0,,0.0,2.5,2.5,7.4,0.0,0.0,17.3,0.0,12.4,51
Melvin Booker,PG,24,Melvin Booker,16,4,409,5.6,12.9,.436,1.4,4.5,.314,4.2,8.4,.500,2.3,2.6,.900,0.9,2.7,3.6,6.4,0.4,0.3,2.6,3.6,14.9,110
Bruce Bowen,SF,25,Bruce Bowen,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,54.4,0.0,0.0,0.0,
Donnie Boyce,SG,23,Donnie Boyce,22,2,154,7.5,22.6,.333,0.7,5.7,.125,6.8,16.9,.404,3.9,7.9,.500,2.5,2.9,5.4,4.7,3.6,1.4,5.7,6.1,19.7,77
Shawn Bradley,C,24,Shawn Bradley,73,70,2288,9.4,20.9,.449,0.0,0.2,.000,9.4,20.7,.453,3.4,5.3,.654,5.1,9.0,14.1,1.2,0.9,5.7,3.1,5.5,22.2,98
Shawn Bradley,C,24,Shawn Bradley,40,38,1228,8.4,19.3,.436,0.0,0.2,.000,8.4,19.1,.441,3.4,5.2,.664,5.0,8.8,13.8,0.8,1.0,6.8,2.7,5.2,20.3,99
Shawn Bradley,C,24,Shawn Bradley,33,32,1060,10.5,22.8,.461,0.0,0.2,.000,10.5,22.7,.464,3.5,5.4,.642,5.2,9.3,14.5,1.6,0.9,4.5,3.6,5.8,24.5,97
Mark Bradtke,C,28,Mark Bradtke,36,0,251,5.0,11.6,.431,0.0,0.0,,5.0,11.6,.431,1.8,2.6,.692,5.2,8.4,13.6,1.4,1.0,1.0,1.8,6.8,11.8,104
Terrell Brandon,PG,26,Terrell Brandon,78,78,2868,11.6,26.5,.438,2.0,5.5,.373,9.6,21.0,.455,5.4,6.0,.902,1.0,5.1,6.1,9.9,2.8,0.6,3.6,3.6,30.7,111
Frank Brickowski,PF,37,Frank Brickowski,17,2,255,6.3,14.3,.438,1.4,3.9,.350,4.9,10.4,.472,2.0,2.8,.714,1.2,5.5,6.7,2.9,1.0,0.8,3.7,8.3,15.9,92
Scott Brooks,PG,31,Scott Brooks,38,0,251,4.0,8.2,.487,1.1,2.5,.417,3.0,5.7,.519,3.0,3.2,.933,1.3,2.5,3.8,6.1,4.4,0.0,3.6,7.4,12.0,109
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chucky Brown,SF,28,Chucky Brown,70,1,757,5.5,10.9,.506,0.1,0.4,.167,5.4,10.4,.520,3.3,4.9,.671,2.9,7.5,10.4,2.0,0.6,1.6,1.3,7.0,14.4,116
Chucky Brown,SF,28,Chucky Brown,10,0,83,8.1,16.1,.500,0.0,0.0,,8.1,16.1,.500,5.0,6.8,.727,1.9,8.1,9.9,2.5,0.0,1.2,2.5,8.7,21.1,107
Chucky Brown,SF,28,Chucky Brown,60,1,674,5.2,10.2,.508,0.1,0.5,.167,5.1,9.7,.525,3.1,4.7,.661,3.0,7.5,10.5,1.9,0.7,1.6,1.2,6.8,13.5,118
Dee Brown,PG,28,Dee Brown,21,2,522,5.9,15.9,.367,1.9,6.2,.308,3.9,9.7,.406,1.7,2.1,.818,0.8,3.8,4.6,6.4,3.0,0.7,2.3,4.3,15.4,99
Marcus Brown,PG,22,Marcus Brown,21,0,184,8.0,20.1,.400,3.7,9.2,.406,4.3,10.9,.395,3.7,5.5,.684,1.1,3.2,4.3,5.7,2.3,0.6,3.7,7.5,23.5,105
Mike Brown,C,33,Mike Brown,6,1,83,3.1,7.4,.417,0.0,0.0,,3.1,7.4,.417,3.7,6.2,.600,5.6,9.9,15.5,3.1,0.6,0.6,1.2,5.6,9.9,118
P.J. Brown,PF,27,P.J. Brown,80,71,2592,6.3,13.8,.457,0.0,0.0,.000,6.3,13.7,.459,3.4,4.6,.732,5.0,9.0,14.1,1.9,1.8,2.1,2.4,5.9,16.0,107
Randy Brown,PG,28,Randy Brown,72,3,1057,7.1,16.8,.420,0.2,1.1,.182,6.9,15.7,.437,2.9,4.2,.679,1.7,3.9,5.6,6.7,4.1,0.9,2.9,5.9,17.2,102
Kobe Bryant,SG,18,Kobe Bryant,71,6,1103,8.4,20.2,.417,2.4,6.5,.375,6.0,13.7,.437,6.5,7.9,.819,2.2,4.1,6.3,4.3,2.3,1.1,5.3,4.9,25.7,101
Mark Bryant,PF,31,Mark Bryant,41,18,1018,7.7,13.9,.553,0.0,0.0,,7.7,13.9,.553,3.8,5.5,.704,3.4,7.3,10.7,2.4,1.1,0.3,2.3,6.9,19.2,114
Jud Buechler,SF,28,Jud Buechler,76,0,703,4.4,12.0,.367,1.4,4.1,.333,3.0,7.9,.385,0.4,1.1,.357,3.4,6.1,9.6,4.6,1.7,1.6,2.0,3.8,10.5,101
Matt Bullard,PF,29,Matt Bullard,71,12,1025,5.8,14.5,.401,3.4,9.4,.366,2.4,5.2,.465,1.3,1.7,.735,0.7,5.3,6.0,3.4,1.1,0.9,1.9,3.5,16.4,106
Scott Burrell,SF,26,Scott Burrell,57,2,939,5.6,15.4,.362,2.3,6.6,.353,3.2,8.8,.368,3.2,4.3,.750,2.8,6.2,9.0,4.2,1.6,1.1,3.0,6.8,16.7,101
Scott Burrell,SF,26,Scott Burrell,28,2,482,5.1,14.7,.344,2.1,6.2,.345,2.9,8.5,.342,4.7,6.0,.792,2.7,6.2,8.9,4.4,1.6,1.2,2.8,6.7,17.0,103
Scott Burrell,SF,26,Scott Burrell,29,0,457,6.1,16.0,.379,2.5,7.0,.361,3.5,9.0,.392,1.7,2.6,.652,2.9,6.2,9.0,4.0,1.6,0.9,3.2,6.9,16.3,98
Willie Burton,SF,28,Willie Burton,24,2,380,5.7,16.9,.336,1.9,6.7,.283,3.8,10.2,.371,8.3,9.9,.838,1.6,4.4,6.0,1.6,1.2,0.4,3.8,8.0,21.5,100
Mitchell Butler,SG,26,Mitchell Butler,49,1,465,5.9,14.2,.416,1.4,4.4,.308,4.5,9.8,.465,3.6,5.7,.640,2.2,3.9,6.0,3.4,1.5,0.2,3.1,6.2,16.8,101
Jason Caffey,PF,23,Jason Caffey,75,19,1405,7.8,14.6,.532,0.0,0.0,.000,7.8,14.6,.534,5.3,8.0,.659,5.1,6.3,11.4,3.4,0.9,0.3,3.7,5.7,20.8,112
Michael Cage,C,35,Michael Cage,82,24,1247,2.7,5.7,.468,0.0,0.0,,2.7,5.7,.468,0.8,1.7,.463,4.5,8.4,12.9,1.7,1.9,1.7,0.7,4.8,6.1,118
Adrian Caldwell,PF,30,Adrian Caldwell,45,0,569,3.6,8.2,.435,0.0,0.2,.000,3.6,8.1,.444,1.9,4.5,.420,5.2,9.8,14.9,1.1,1.4,0.7,2.5,7.8,9.0,92
Adrian Caldwell,PF,30,Adrian Caldwell,18,0,204,2.5,8.9,.286,0.0,0.5,.000,2.5,8.4,.303,2.3,4.3,.529,5.1,9.2,14.3,1.3,2.0,0.3,3.1,6.9,7.4,77
Adrian Caldwell,PF,30,Adrian Caldwell,27,0,365,4.1,7.9,.526,0.0,0.0,,4.1,7.9,.526,1.7,4.6,.364,5.2,10.1,15.3,1.0,1.1,1.0,2.2,8.3,9.9,101
Marcus Camby,C,22,Marcus Camby,63,38,1897,10.5,21.7,.482,0.1,0.4,.143,10.4,21.3,.488,5.1,7.4,.693,3.7,7.3,11.0,2.7,1.8,3.6,3.7,6.0,26.1,103
Elden Campbell,PF,28,Elden Campbell,77,77,2516,9.3,19.7,.469,0.0,0.1,.250,9.2,19.6,.470,5.5,7.7,.711,4.3,8.5,12.9,2.6,1.0,2.4,2.7,5.8,24.0,108
Antoine Carr,PF,35,Antoine Carr,82,0,1460,9.2,19.1,.483,0.0,0.1,.000,9.2,19.0,.486,3.6,4.6,.780,2.2,4.9,7.1,2.7,0.9,2.3,2.7,7.8,22.0,103
Chris Carr,SG,22,Chris Carr,55,10,830,8.0,17.3,.461,2.0,5.6,.352,6.0,11.7,.514,3.6,4.7,.767,2.0,5.2,7.2,3.1,1.5,0.6,2.4,5.9,21.5,110
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmy Carruth,PF,27,Jimmy Carruth,4,0,21,5.1,7.7,.667,0.0,0.0,,5.1,7.7,.667,2.6,2.6,1.000,0.0,10.2,10.2,0.0,0.0,5.1,2.6,10.2,12.8,110
Sam Cassell,PG,27,Sam Cassell,61,44,1714,10.3,23.9,.430,2.5,7.0,.351,7.8,16.8,.464,6.5,7.7,.845,1.4,4.1,5.5,9.3,2.3,0.6,5.1,6.1,29.5,108
Sam Cassell,PG,27,Sam Cassell,22,9,539,9.6,23.0,.415,1.8,5.9,.306,7.7,17.1,.453,10.1,11.8,.855,1.1,3.6,4.8,9.5,2.2,0.6,5.7,6.3,31.1,106
Sam Cassell,PG,27,Sam Cassell,16,13,398,9.5,22.4,.424,2.0,6.6,.306,7.5,15.7,.474,5.7,6.8,.840,1.9,4.9,6.8,7.7,2.3,0.8,5.6,6.5,26.7,101
Sam Cassell,PG,27,Sam Cassell,23,22,777,11.2,25.2,.443,3.1,8.0,.392,8.0,17.2,.467,4.3,5.1,.831,1.4,4.1,5.5,10.0,2.5,0.5,4.5,5.8,29.8,112
Duane Causwell,C,28,Duane Causwell,46,8,581,4.4,8.5,.511,0.2,0.3,.667,4.2,8.3,.505,1.8,3.4,.541,5.2,6.4,11.5,1.8,1.4,3.4,3.1,11.9,10.7,100
Cedric Ceballos,SF,27,Cedric Ceballos,50,40,1426,10.2,22.4,.457,0.9,3.7,.255,9.3,18.7,.497,5.0,6.7,.747,3.7,8.3,12.0,2.3,1.2,0.8,3.1,4.1,26.4,104
Cedric Ceballos,SF,27,Cedric Ceballos,8,8,279,6.4,15.7,.410,0.9,4.0,.238,5.5,11.7,.468,2.5,2.8,.867,2.1,7.9,10.0,2.8,0.9,1.1,3.2,3.6,16.2,95
Cedric Ceballos,SF,27,Cedric Ceballos,42,32,1147,11.1,24.0,.464,0.9,3.6,.259,10.2,20.3,.501,5.7,7.7,.737,4.1,8.4,12.4,2.2,1.3,0.8,3.1,4.2,28.9,105
Tom Chambers,PF,37,Tom Chambers,12,5,83,4.6,20.2,.226,1.3,2.0,.667,3.3,18.3,.179,2.0,2.6,.750,2.0,7.2,9.1,2.6,0.7,0.0,5.9,9.1,12.4,58
Rex Chapman,SG,29,Rex Chapman,65,33,1833,9.3,21.0,.443,3.1,8.8,.350,6.2,12.2,.510,3.5,4.2,.832,0.7,4.4,5.1,5.1,1.5,0.2,2.7,3.0,25.2,108
Calbert Cheaney,SG,25,Calbert Cheaney,79,79,2411,8.0,15.7,.505,0.1,0.6,.133,7.9,15.1,.521,2.0,3.0,.693,1.5,4.3,5.8,2.5,1.7,0.4,2.0,4.9,18.0,105
Pete Chilcutt,PF,28,Pete Chilcutt,54,1,662,5.9,13.5,.436,2.0,5.7,.362,3.9,7.9,.490,1.1,1.8,.591,5.5,7.3,12.8,3.9,2.1,1.4,2.3,4.3,14.9,110
Randolph Childress,PG,24,Randolph Childress,23,0,155,4.8,13.8,.350,1.7,6.6,.263,3.1,7.3,.429,2.1,2.8,.750,0.3,1.7,2.1,5.9,3.1,0.0,6.2,5.5,13.5,78
Randolph Childress,PG,24,Randolph Childress,19,0,125,4.2,12.7,.333,1.3,6.8,.188,3.0,5.9,.500,2.5,3.4,.750,0.4,1.7,2.1,6.3,3.0,0.0,5.5,4.6,12.2,80
Randolph Childress,PG,24,Randolph Childress,4,0,30,7.6,18.9,.400,3.8,5.7,.667,3.8,13.2,.286,0.0,0.0,,0.0,1.9,1.9,3.8,3.8,0.0,9.5,9.5,18.9,70
Chris Childs,PG,29,Chris Childs,65,61,2076,5.4,13.0,.414,1.8,4.6,.387,3.6,8.4,.429,2.9,3.8,.758,0.6,4.3,4.9,10.2,2.0,0.3,4.6,5.4,15.5,102
Doug Christie,SG,26,Doug Christie,81,81,3127,6.7,16.1,.417,2.5,6.5,.384,4.2,9.6,.440,4.0,5.2,.775,1.4,5.9,7.3,5.3,3.4,0.8,3.4,4.2,19.9,108
Derrick Coleman,PF,29,Derrick Coleman,57,54,2102,8.7,20.0,.435,0.8,2.9,.269,8.0,17.2,.463,6.5,8.7,.745,3.8,10.0,13.7,4.6,1.2,1.8,4.4,3.9,24.7,104
Bimbo Coles,PG,28,Bimbo Coles,51,13,1183,5.4,13.9,.389,1.3,4.5,.294,4.1,9.4,.434,1.6,2.2,.755,1.7,3.5,5.2,6.6,1.5,0.3,2.6,4.2,13.7,102
Marty Conlon,C,29,Marty Conlon,74,15,1614,6.6,14.1,.471,0.1,0.3,.200,6.6,13.8,.477,4.5,5.3,.842,4.0,6.1,10.0,3.2,1.4,0.6,3.4,4.8,17.8,106
Tyrone Corbin,SF,34,Tyrone Corbin,70,65,2305,6.1,14.4,.422,1.8,5.0,.356,4.3,9.4,.457,2.1,2.6,.796,1.8,5.2,7.1,3.0,2.2,0.2,2.0,4.2,16.0,107
Joe Courtney,PF,27,Joe Courtney,9,0,100,5.8,15.7,.367,0.0,0.0,,5.8,15.7,.367,1.6,2.6,.600,4.7,3.7,8.4,0.0,0.0,0.0,1.6,7.3,13.1,89
Joe Courtney,PF,27,Joe Courtney,4,0,52,5.8,13.6,.429,0.0,0.0,,5.8,13.6,.429,0.0,0.0,,4.8,3.9,8.7,0.0,0.0,0.0,1.0,7.8,11.6,100
Joe Courtney,PF,27,Joe Courtney,5,0,48,5.7,18.3,.313,0.0,0.0,,5.7,18.3,.313,3.4,5.7,.600,4.6,3.4,8.0,0.0,0.0,0.0,2.3,6.9,14.9,81
John Crotty,PG,27,John Crotty,48,0,659,6.5,12.7,.513,1.7,4.0,.408,4.9,8.7,.562,4.5,5.3,.844,1.2,2.6,3.9,8.4,1.5,0.0,3.5,6.5,19.1,122
Terry Cummings,PF,35,Terry Cummings,45,3,828,9.9,20.5,.486,0.2,0.3,.600,9.8,20.2,.484,3.7,5.3,.695,4.5,7.3,11.7,2.5,2.1,0.4,2.9,7.3,23.8,106
Earl Cureton,PF,39,Earl Cureton,9,0,46,3.5,9.2,.375,0.0,0.0,,3.5,9.2,.375,1.2,3.5,.333,4.6,5.8,10.4,4.6,0.0,0.0,1.2,11.5,8.1,102
Dell Curry,SG,32,Dell Curry,68,20,2078,10.0,21.8,.459,3.3,7.7,.426,6.7,14.1,.478,3.0,3.7,.803,1.0,4.5,5.5,3.1,1.6,0.4,2.4,3.8,26.3,109
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Curry,SG,28,Michael Curry,81,2,1217,4.6,10.3,.448,1.1,3.6,.299,3.5,6.7,.528,4.5,5.0,.898,1.1,4.5,5.6,2.0,1.4,0.6,1.3,6.0,14.8,121
Erick Dampier,C,21,Erick Dampier,72,21,1052,6.7,17.2,.390,0.1,0.1,1.000,6.7,17.2,.388,5.5,8.6,.637,4.9,10.2,15.1,2.2,1.0,3.7,4.3,7.8,19.0,91
Lloyd Daniels,SG,29,Lloyd Daniels,22,0,310,6.0,20.0,.303,3.5,11.7,.300,2.5,8.2,.306,0.8,1.0,.833,3.2,4.0,7.2,4.4,1.7,0.5,2.3,5.5,16.4,95
Lloyd Daniels,SG,29,Lloyd Daniels,5,0,28,3.8,30.1,.125,3.8,20.7,.182,0.0,9.4,.000,0.0,0.0,,1.9,5.6,7.5,1.9,1.9,0.0,5.6,7.5,11.3,43
Lloyd Daniels,SG,29,Lloyd Daniels,17,0,282,6.3,19.0,.330,3.5,10.9,.322,2.8,8.1,.341,0.9,1.1,.833,3.3,3.9,7.2,4.6,1.7,0.6,2.0,5.3,17.0,103
Sasha Danilović,SG,26,Sasha Danilović,56,42,1789,7.5,17.3,.435,2.6,7.2,.360,4.9,10.1,.488,3.7,4.6,.801,0.9,3.2,4.1,3.1,1.6,0.3,3.5,4.9,21.3,102
Sasha Danilović,SG,26,Sasha Danilović,43,33,1351,7.0,15.9,.442,2.5,7.1,.358,4.5,8.9,.509,2.9,3.8,.777,0.8,3.3,4.1,3.1,1.6,0.3,3.8,5.0,19.6,100
Sasha Danilović,SG,26,Sasha Danilović,13,9,438,9.0,21.4,.420,2.7,7.4,.367,6.3,14.0,.447,5.9,7.0,.842,1.0,3.2,4.2,3.1,1.8,0.1,2.7,4.6,26.6,108
Yinka Dare,C,24,Yinka Dare,41,2,313,3.2,9.0,.352,0.0,0.0,,3.2,9.0,.352,3.2,6.1,.514,5.8,7.8,13.6,0.5,0.7,4.6,3.5,8.5,9.5,83
Antonio Davis,PF,28,Antonio Davis,82,28,2335,7.1,14.8,.480,0.0,0.3,.071,7.1,14.5,.490,5.6,8.4,.666,4.4,9.4,13.8,1.5,1.0,1.9,3.3,6.0,19.8,105
Ben Davis,PF,24,Ben Davis,20,0,98,5.3,13.7,.385,0.0,0.0,,5.3,13.7,.385,4.7,10.5,.450,6.3,7.9,14.2,0.0,2.1,0.5,1.6,8.4,15.2,96
Dale Davis,PF,27,Dale Davis,80,76,2589,7.7,14.3,.538,0.0,0.0,,7.7,14.3,.538,1.9,4.5,.428,6.3,9.8,16.1,1.2,1.2,1.6,2.2,4.9,17.3,109
Emanual Davis,PG,28,Emanual Davis,13,0,230,5.5,12.3,.444,2.7,6.2,.444,2.7,6.2,.444,1.1,1.8,.625,0.5,4.6,5.0,5.9,2.1,0.5,3.9,4.6,14.8,100
Hubert Davis,SG,26,Hubert Davis,36,0,623,6.3,15.6,.402,1.4,6.0,.229,4.9,9.7,.509,1.4,2.0,.739,0.9,2.5,3.4,2.9,0.9,0.2,1.8,3.4,15.4,99
Mark Davis,SF,23,Mark Davis,75,17,1705,7.4,15.8,.469,0.7,2.7,.258,6.7,13.1,.514,3.3,5.0,.673,4.1,5.5,9.5,4.0,2.5,0.9,3.5,6.8,18.9,105
Todd Day,SG,27,Todd Day,81,27,2277,8.8,22.0,.398,2.8,7.7,.362,6.0,14.3,.418,5.6,7.3,.773,2.4,4.9,7.3,2.6,2.4,1.1,2.8,4.6,25.9,105
