name,position,age,Teams,GP,MP,PER,TS %,FG3A PerFGA%,Fta PerFGA%,VORP,Usg Pct,OWS,DWS,WS,WS Per 48,Off. Box +-,Deff. Box +-,Box +-,ORB Pct,DRB Pct,TRB Pct,As. Pct,Stl Pct,Blk Pct,TO Pct
D.J. Augustin,PG,26,D.J. Augustin,10,82,1.2,.394,.458,.250,-0.2,19.8,-0.2,0.0,-0.2,-0.112,-7.4,-3.7,-11.2,0.0,5.7,2.8,18.4,0.6,0.0,25.3
D.J. Augustin,PG,26,D.J. Augustin,61,1857,16.8,.574,.463,.318,1.4,22.5,4.0,2.4,6.4,.166,3.1,-2.1,1.0,0.9,6.7,3.9,29.3,1.5,0.1,12.8
Gustavo Ayón,C,28,Gustavo Ayón,26,429,12.9,.505,.000,.196,0.2,14.8,0.0,0.7,0.7,.078,-3.2,3.0,-0.2,11.4,22.3,16.9,10.0,3.0,1.8,20.7
Jeff Ayres,PF,26,Jeff Ayres,73,952,11.1,.605,.000,.316,0.6,12.4,1.0,1.4,2.4,.121,-1.6,2.1,0.5,11.0,19.2,15.3,8.6,0.7,1.9,24.1
Chris Babb,SG,23,Chris Babb,14,132,3.7,.367,.900,.000,-0.1,11.1,-0.1,0.1,0.0,-0.008,-3.7,-0.7,-4.4,3.3,11.5,7.3,3.3,2.3,0.0,9.1
Luke Babbitt,PF,24,Luke Babbitt,27,473,12.1,.525,.617,.117,0.1,17.0,0.5,0.2,0.7,.074,0.5,-1.9,-1.4,4.4,17.5,10.8,9.4,0.8,1.9,8.5
Leandro Barbosa,PG,31,Leandro Barbosa,20,368,11.5,.506,.191,.298,-0.2,20.0,0.2,0.2,0.4,.058,-2.2,-1.8,-3.9,1.5,9.7,5.6,13.4,1.0,0.8,11.4
J.J. Barea,PG,29,J.J. Barea,79,1471,11.6,.471,.352,.152,-0.6,23.9,-0.1,0.9,0.7,.024,-0.9,-2.7,-3.6,1.2,10.5,5.7,32.7,0.9,0.0,15.2
Andrea Bargnani,C,28,Andrea Bargnani,42,1257,14.5,.510,.215,.203,-0.1,22.4,0.8,0.7,1.5,.058,-1.4,-1.0,-2.4,6.3,14.7,10.4,6.1,0.6,3.7,9.6
Harrison Barnes,SF,21,Harrison Barnes,78,2204,9.8,.486,.280,.267,0.3,16.8,0.4,2.8,3.2,.070,-2.3,0.9,-1.4,3.3,11.9,7.7,7.6,1.5,0.7,10.0
Matt Barnes,SF,33,Matt Barnes,63,1735,12.0,.552,.537,.171,1.5,16.6,1.5,2.0,3.5,.097,0.7,0.8,1.5,4.0,14.4,9.3,10.6,1.6,1.2,13.0
Will Barton,SG,23,Will Barton,41,387,13.5,.488,.212,.205,-0.1,21.2,0.3,0.4,0.6,.078,-1.9,-0.7,-2.7,4.5,16.0,10.3,13.3,1.2,1.3,9.6
Brandon Bass,PF,28,Brandon Bass,82,2266,15.0,.549,.008,.330,0.5,18.2,3.2,1.9,5.1,.107,-1.3,0.2,-1.2,7.8,15.9,11.8,6.4,0.8,2.4,10.9
Shane Battier,SF,35,Shane Battier,73,1468,8.7,.523,.764,.084,1.1,10.0,1.0,1.4,2.4,.078,0.1,0.7,0.8,3.0,8.6,5.9,6.0,1.8,2.3,6.9
Nicolas Batum,SF,25,Nicolas Batum,82,2956,15.8,.589,.491,.248,4.6,16.5,4.8,3.1,7.9,.128,2.4,1.8,4.2,4.3,17.8,11.1,20.9,1.3,1.3,18.6
Jerryd Bayless,PG,25,Jerryd Bayless,72,1686,12.0,.498,.344,.191,0.1,20.1,1.1,1.3,2.4,.069,-0.4,-1.4,-1.8,1.5,8.6,5.0,18.5,1.9,0.4,10.9
Jerryd Bayless,PG,25,Jerryd Bayless,31,650,11.3,.473,.347,.238,0.0,20.3,0.4,0.6,1.0,.077,-0.6,-1.3,-2.0,1.5,9.3,5.4,15.6,1.6,0.6,7.7
Jerryd Bayless,PG,25,Jerryd Bayless,41,1036,12.5,.514,.341,.161,0.1,19.9,0.7,0.7,1.4,.064,-0.2,-1.5,-1.7,1.5,8.1,4.7,20.4,2.0,0.3,12.9
Aron Baynes,C,27,Aron Baynes,53,491,9.7,.467,.000,.129,-0.2,19.2,-0.1,0.6,0.6,.055,-3.7,-0.3,-4.0,13.6,19.4,16.6,9.9,0.2,0.7,17.3
,,,,,,,,,,,,,,,,,,,,,,,,,
Kent Bazemore,SG,24,Kent Bazemore,67,911,11.2,.515,.373,.318,-0.1,22.6,-0.6,0.8,0.2,.011,-2.1,-0.4,-2.5,1.2,12.6,6.9,15.7,2.3,1.0,16.8
Kent Bazemore,SG,24,Kent Bazemore,44,268,6.2,.448,.402,.371,-0.3,23.1,-0.6,0.4,-0.2,-0.034,-6.1,0.3,-5.7,2.1,14.0,8.1,10.9,2.2,1.7,19.9
Kent Bazemore,SG,24,Kent Bazemore,23,643,13.3,.543,.362,.297,0.1,22.3,0.0,0.4,0.4,.029,-0.5,-0.7,-1.2,0.8,12.0,6.4,17.7,2.3,0.8,15.5
Bradley Beal,SG,20,Bradley Beal,73,2530,14.3,.507,.299,.164,0.5,24.3,1.6,2.4,4.0,.076,0.2,-1.3,-1.1,2.4,10.2,6.3,16.0,1.4,0.6,9.4
Michael Beasley,SF,25,Michael Beasley,55,831,16.8,.559,.152,.223,-0.3,25.7,0.5,1.1,1.6,.092,-2.2,-1.2,-3.5,4.9,20.5,13.0,8.8,1.5,2.2,12.8
Marco Belinelli,SF,27,Marco Belinelli,80,2016,15.0,.605,.422,.188,1.9,19.0,3.5,2.4,5.9,.140,1.9,-0.3,1.7,1.0,11.2,6.3,13.2,1.3,0.3,11.2
Anthony Bennett,PF,20,Anthony Bennett,52,663,6.9,.425,.236,.307,-0.9,20.3,-1.1,0.7,-0.4,-0.028,-5.8,-1.5,-7.3,8.1,18.4,13.1,4.0,1.6,1.0,15.5
Patrick Beverley,PG,25,Patrick Beverley,56,1751,12.4,.545,.530,.212,2.0,14.8,2.7,1.6,4.2,.116,1.9,0.6,2.5,4.9,7.4,6.2,12.8,2.2,1.0,11.2
Andris Biedriņš,C,27,Andris Biedriņš,6,45,2.4,.412,.000,6.000,-0.1,5.7,-0.1,0.0,0.0,-0.033,-10.7,-4.3,-15.0,5.0,39.7,21.8,0.0,0.0,0.0,35.5
Chauncey Billups,SG,37,Chauncey Billups,19,309,5.3,.427,.608,.152,-0.3,15.1,-0.3,0.1,-0.3,-0.042,-3.8,-2.4,-6.3,1.3,8.9,4.9,18.7,1.3,0.3,22.9
Bismack Biyombo,C,21,Bismack Biyombo,77,1072,13.3,.606,.000,.618,-0.1,9.6,1.1,2.1,3.2,.144,-4.7,2.2,-2.5,11.0,27.6,19.3,1.1,0.3,6.3,17.9
DeJuan Blair,PF,24,DeJuan Blair,78,1214,17.3,.557,.005,.308,0.8,19.6,1.8,1.5,3.4,.133,-0.2,0.8,0.6,13.3,21.6,17.5,8.9,2.5,1.4,14.7
Steve Blake,PG,33,Steve Blake,55,1498,11.0,.508,.595,.122,0.2,13.8,0.7,1.1,1.8,.058,-0.9,-0.7,-1.6,0.9,10.4,5.7,28.8,1.8,0.4,21.5
Steve Blake,PG,33,Steve Blake,27,891,12.1,.515,.562,.150,0.1,15.7,0.4,0.3,0.8,.041,-0.3,-1.3,-1.6,1.0,11.4,6.2,33.0,1.9,0.2,22.2
Steve Blake,PG,33,Steve Blake,28,607,9.4,.494,.658,.067,0.1,11.2,0.3,0.7,1.1,.084,-1.8,0.2,-1.6,0.9,9.0,5.0,22.7,1.6,0.7,20.1
Andray Blatche,PF,27,Andray Blatche,73,1618,18.8,.532,.080,.328,0.8,25.6,1.6,2.1,3.7,.109,-0.6,0.7,0.1,8.9,19.9,14.4,12.8,2.4,2.0,12.5
Eric Bledsoe,PG,24,Eric Bledsoe,43,1416,19.6,.578,.252,.426,1.8,24.9,2.6,1.6,4.1,.140,2.3,0.6,2.9,2.1,13.8,8.0,27.0,2.4,0.8,17.8
Vander Blue,SG,21,Vander Blue,3,15,0.5,.403,.250,1.250,0.0,24.3,-0.1,0.0,-0.1,-0.214,-10.9,-3.1,-13.9,0.0,23.4,11.4,10.7,0.0,0.0,24.4
Keith Bogans,SG,33,Keith Bogans,6,55,9.9,.820,1.000,.500,0.0,6.7,0.1,0.0,0.1,.121,0.1,-2.2,-2.1,0.0,6.4,3.1,7.7,0.9,0.0,12.0
Andrew Bogut,C,29,Andrew Bogut,67,1769,17.0,.610,.000,.171,2.8,12.4,2.4,4.0,6.5,.176,-1.2,5.6,4.4,11.4,29.7,20.7,9.3,1.3,5.2,19.4
Matt Bonner,PF,33,Matt Bonner,61,690,11.2,.582,.598,.073,0.4,12.1,0.8,1.0,1.8,.123,-0.4,0.7,0.3,2.7,17.9,10.6,6.1,1.1,1.2,8.6
Trevor Booker,PF,26,Trevor Booker,72,1553,15.0,.563,.005,.189,0.8,14.4,2.3,2.0,4.3,.132,-1.1,1.3,0.2,10.9,17.5,14.1,6.3,1.4,2.4,11.7
Carlos Boozer,PF,32,Carlos Boozer,76,2141,14.4,.489,.002,.197,-0.7,26.3,-0.9,4.3,3.4,.076,-4.0,0.6,-3.4,7.4,25.9,16.8,10.9,1.3,0.8,12.6
Chris Bosh,C,29,Chris Bosh,79,2531,19.0,.597,.229,.285,1.6,22.6,4.6,3.4,8.0,.152,0.5,0.0,0.5,5.1,20.3,13.0,5.8,1.7,2.7,10.4
,,,,,,,,,,,,,,,,,,,,,,,,,
Avery Bradley,SG,23,Avery Bradley,60,1855,12.7,.510,.242,.136,-0.2,23.2,0.4,1.4,1.8,.046,-1.1,-1.4,-2.5,2.9,11.2,6.9,8.1,1.7,0.5,9.9
Elton Brand,C,34,Elton Brand,73,1414,14.0,.561,.006,.283,0.9,13.9,1.4,2.1,3.6,.121,-2.7,3.1,0.5,8.0,21.5,14.8,8.1,1.4,4.9,13.8
Corey Brewer,SF,27,Corey Brewer,81,2609,12.7,.550,.261,.281,2.4,16.5,2.4,2.7,5.2,.095,0.4,1.3,1.7,2.6,6.2,4.3,7.9,2.9,0.9,10.4
Ronnie Brewer,SF,28,Ronnie Brewer,24,160,3.4,.220,.533,.133,-0.1,4.9,-0.1,0.1,0.0,.004,-4.6,1.2,-3.4,1.5,7.9,4.9,8.1,1.9,0.5,11.2
Ronnie Brewer,SF,28,Ronnie Brewer,23,158,3.5,.220,.533,.133,-0.1,5.0,-0.1,0.1,0.0,.004,-4.6,1.2,-3.4,1.5,8.0,4.9,8.2,1.9,0.5,11.2
Ronnie Brewer,SF,28,Ronnie Brewer,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,.029,-7.3,1.0,-6.3,0.0,0.0,0.0,0.0,0.0,0.0,
Aaron Brooks,PG,29,Aaron Brooks,72,1557,12.5,.518,.427,.164,0.2,20.5,1.3,0.9,2.2,.067,0.4,-1.9,-1.5,3.1,6.7,4.9,23.3,1.6,0.6,15.8
Aaron Brooks,PG,29,Aaron Brooks,43,716,11.9,.529,.502,.167,0.0,20.4,0.6,0.5,1.1,.076,0.3,-2.1,-1.9,3.8,5.7,4.8,18.1,1.7,0.6,15.3
Aaron Brooks,PG,29,Aaron Brooks,29,841,12.9,.508,.365,.160,0.2,20.5,0.6,0.4,1.0,.058,0.4,-1.6,-1.2,2.6,7.5,5.0,27.7,1.6,0.6,16.2
MarShon Brooks,SG,25,MarShon Brooks,35,316,15.5,.551,.200,.352,-0.1,23.4,0.1,0.3,0.4,.060,-2.1,-1.6,-3.7,3.4,15.5,9.3,12.9,2.2,0.9,14.3
MarShon Brooks,SG,25,MarShon Brooks,10,73,10.7,.514,.167,.583,-0.1,22.6,-0.1,0.1,0.0,.017,-6.7,-1.6,-8.3,1.5,28.8,14.8,8.6,0.7,1.1,18.8
MarShon Brooks,SG,25,MarShon Brooks,7,15,24.3,.440,.154,.308,-0.1,43.3,0.0,0.0,0.0,.087,-7.8,-10.6,-18.4,7.4,28.6,18.2,0.0,3.3,0.0,0.0
MarShon Brooks,SG,25,MarShon Brooks,18,228,16.5,.578,.216,.295,0.0,22.3,0.2,0.1,0.3,.072,-0.2,-1.0,-1.3,3.7,10.3,7.0,15.2,2.6,0.9,14.6
Lorenzo Brown,PG,23,Lorenzo Brown,26,224,8.2,.349,.349,.151,-0.3,20.4,-0.5,0.2,-0.3,-0.068,-5.0,-1.8,-6.8,3.7,10.0,6.8,27.5,2.8,1.1,14.9
Shannon Brown,SG,28,Shannon Brown,29,251,4.7,.419,.030,.318,-0.3,17.1,-0.5,0.3,-0.3,-0.050,-6.8,-0.3,-7.0,3.2,9.5,6.4,5.0,2.7,0.0,19.3
Shannon Brown,SG,28,Shannon Brown,10,103,-0.5,.360,.071,.321,-0.2,17.5,-0.3,0.1,-0.2,-0.102,-9.2,-0.9,-10.1,1.1,12.6,7.1,6.4,0.5,0.0,20.0
Shannon Brown,SG,28,Shannon Brown,19,148,8.4,.462,.000,.316,-0.1,16.7,-0.2,0.2,0.0,-0.013,-5.0,0.2,-4.9,4.6,7.4,6.0,4.1,4.3,0.0,18.8
Kobe Bryant,SG,35,Kobe Bryant,6,177,10.7,.505,.219,.288,-0.2,28.7,-0.5,0.1,-0.4,-0.097,-4.7,-1.3,-5.9,1.2,14.5,7.8,34.6,1.9,0.4,29.2
Chase Budinger,SF,25,Chase Budinger,41,751,9.7,.505,.472,.154,-0.1,16.7,0.3,0.6,0.9,.059,-1.3,-1.3,-2.6,2.7,12.5,7.5,6.2,1.2,0.2,8.1
Reggie Bullock,SF,22,Reggie Bullock,43,395,6.7,.460,.603,.074,-0.3,15.4,-0.2,0.3,0.2,.019,-2.9,-1.8,-4.7,3.2,11.7,7.6,4.3,1.1,0.2,9.4
Trey Burke,PG,21,Trey Burke,70,2262,12.6,.473,.375,.126,-0.3,21.8,1.0,0.0,0.9,.020,0.5,-3.0,-2.5,1.8,9.0,5.3,29.4,1.0,0.2,12.2
Alec Burks,SG,22,Alec Burks,78,2193,15.8,.547,.172,.449,0.5,23.9,2.6,0.6,3.2,.070,0.5,-1.7,-1.2,3.0,10.7,6.8,16.9,1.7,0.5,13.0
Caron Butler,SF,33,Caron Butler,56,1419,12.2,.512,.461,.139,0.0,20.1,0.6,1.2,1.8,.062,-0.7,-1.4,-2.1,1.7,16.8,9.2,9.6,1.7,1.0,9.5
Caron Butler,SF,33,Caron Butler,34,821,12.4,.494,.415,.158,-0.4,23.7,-0.2,0.5,0.2,.014,-1.7,-2.1,-3.9,2.2,20.5,11.0,11.9,1.5,1.1,12.1
Caron Butler,SF,33,Caron Butler,22,598,11.9,.548,.548,.102,0.3,15.0,0.9,0.7,1.6,.127,0.6,-0.4,0.2,1.0,11.9,6.7,6.4,2.0,0.8,4.0
Jimmy Butler,SG,24,Jimmy Butler,67,2591,13.5,.522,.346,.488,2.9,16.8,2.4,4.6,7.1,.131,0.0,2.4,2.4,3.9,10.5,7.2,11.1,2.6,1.1,10.8
Rasual Butler,SG,34,Rasual Butler,50,378,12.2,.585,.564,.127,0.1,15.4,0.5,0.6,1.1,.138,-0.6,-0.3,-0.9,1.9,9.9,6.1,7.4,1.0,1.8,8.7
Dwight Buycks,PG,24,Dwight Buycks,14,146,7.2,.414,.354,.188,-0.1,19.3,-0.2,0.2,0.0,-0.009,-4.8,0.2,-4.5,3.2,15.2,9.2,10.6,2.9,0.0,16.1
Andrew Bynum,C,26,Andrew Bynum,26,516,15.2,.456,.000,.218,-0.2,24.3,-0.2,0.6,0.4,.038,-4.1,0.6,-3.4,11.4,20.3,15.8,9.7,0.6,4.7,12.1
Andrew Bynum,C,26,Andrew Bynum,24,480,14.8,.456,.000,.207,-0.1,23.4,-0.2,0.5,0.4,.036,-4.0,0.8,-3.1,10.7,18.9,14.7,9.6,0.6,4.9,11.9
Andrew Bynum,C,26,Andrew Bynum,2,36,19.9,.459,.000,.318,0.0,36.9,0.0,0.1,0.0,.063,-5.7,-1.7,-7.4,19.7,38.8,29.7,11.2,0.0,2.1,13.8
Will Bynum,PG,31,Will Bynum,56,1054,14.4,.502,.144,.281,-0.4,23.8,0.6,0.4,1.0,.047,-0.7,-2.8,-3.5,2.4,8.2,5.1,32.5,1.9,0.5,17.6
Nick Calathes,SG,24,Nick Calathes,71,1173,12.3,.506,.196,.232,0.3,17.5,-0.1,1.6,1.5,.062,-1.9,0.8,-1.1,2.3,11.5,6.9,26.5,3.0,0.6,22.8
,,,,,,,,,,,,,,,,,,,,,,,,,
José Calderón,PG,32,José Calderón,81,2468,15.2,.596,.568,.084,2.1,16.2,5.4,0.8,6.3,.122,3.3,-2.0,1.3,1.4,7.6,4.5,22.4,1.4,0.4,11.7
Kentavious Caldwell-Pope,SG,20,Kentavious Caldwell-Pope,80,1583,9.4,.483,.402,.133,0.0,13.9,1.0,0.8,1.8,.055,-1.2,-0.8,-2.1,2.5,8.6,5.4,5.0,2.4,0.6,5.4
Isaiah Canaan,PG,22,Isaiah Canaan,22,252,9.5,.506,.632,.333,-0.1,21.0,0.0,0.2,0.2,.031,-1.4,-2.1,-3.4,3.3,7.1,5.3,13.2,1.6,1.2,17.4
DeMarre Carroll,SF,27,DeMarre Carroll,73,2341,13.9,.575,.417,.220,2.4,15.2,3.2,2.6,5.8,.119,1.0,1.1,2.1,5.3,14.5,10.0,8.9,2.3,0.7,10.1
Vince Carter,SG,37,Vince Carter,81,1973,15.9,.539,.457,.242,1.6,23.1,3.0,1.3,4.3,.105,2.2,-1.0,1.1,4.0,12.6,8.3,16.5,1.6,1.5,10.7
Michael Carter-Williams,PG,22,Michael Carter-Williams,70,2414,15.5,.480,.197,.348,1.1,25.7,-0.8,2.1,1.3,.026,-0.6,0.4,-0.2,4.3,15.6,9.8,30.2,2.6,1.4,16.9
Omri Casspi,PF,25,Omri Casspi,71,1283,12.9,.528,.429,.298,0.4,18.3,1.0,1.4,2.4,.091,-0.6,-0.2,-0.8,5.1,16.8,11.3,10.5,1.7,0.8,13.4
Mario Chalmers,PG,27,Mario Chalmers,73,2178,14.0,.567,.404,.291,1.7,17.4,2.4,2.5,4.8,.106,1.0,0.2,1.2,2.5,9.6,6.2,24.3,2.9,0.6,20.4
Tyson Chandler,C,31,Tyson Chandler,55,1662,16.4,.615,.003,.481,1.4,12.9,3.1,1.9,4.9,.143,-0.6,1.8,1.3,10.9,27.0,18.7,5.5,1.2,3.4,15.4
Wilson Chandler,SF,26,Wilson Chandler,62,1927,12.4,.526,.476,.206,1.1,19.5,1.8,1.2,3.1,.076,0.7,-0.6,0.2,3.2,13.3,8.2,9.3,1.2,1.2,8.9
Josh Childress,SF,30,Josh Childress,4,24,3.9,,,,0.0,1.9,0.0,0.0,0.0,-0.003,-6.2,2.0,-4.3,0.0,14.7,7.3,10.7,2.2,0.0,100.0
Dionte Christmas,SF,27,Dionte Christmas,31,198,11.1,.489,.500,.387,-0.1,17.4,0.2,0.1,0.3,.083,-1.1,-2.5,-3.6,7.4,14.1,10.8,5.8,0.5,1.1,7.6
Earl Clark,PF,26,Earl Clark,54,768,9.1,.466,.467,.130,-0.5,17.9,-0.4,0.8,0.3,.020,-3.9,-0.9,-4.8,3.2,18.2,10.5,3.7,1.1,2.8,10.1
Earl Clark,PF,26,Earl Clark,45,698,8.6,.467,.483,.100,-0.5,17.9,-0.5,0.7,0.2,.014,-3.8,-1.0,-4.9,3.1,17.6,10.2,3.6,1.2,2.3,10.7
Earl Clark,PF,26,Earl Clark,9,70,13.5,.453,.286,.476,0.0,17.5,0.0,0.1,0.1,.080,-4.8,0.9,-3.9,3.3,24.2,13.4,4.3,0.8,7.6,3.8
Ian Clark,SG,22,Ian Clark,23,172,9.2,.485,.463,.104,-0.1,22.4,-0.2,0.1,-0.1,-0.025,-2.6,-2.1,-4.7,1.9,11.1,6.4,14.7,2.4,0.9,16.7
Victor Claver,SF,25,Victor Claver,21,184,8.8,.502,.429,.262,0.0,13.7,0.0,0.2,0.2,.047,-3.0,0.0,-3.0,5.3,17.4,11.4,9.1,0.8,1.1,19.0
Norris Cole,PG,25,Norris Cole,82,2014,8.8,.497,.348,.136,-0.5,15.6,-0.5,1.7,1.2,.029,-2.2,-0.8,-3.0,1.1,8.6,5.0,17.9,2.0,0.2,19.3
