name,position,age,Teams,GP,GS,MP,FG PP,FGA PP,FG %,FG3 PP,FG3A PP,FG3 %,FG2 PP,FG2A PP,FG2 %,FT PP,FTA PP,FT %,ORB PP,DRB PP,TRB PP,APP,SPP,BPP,TO PP,Fouls PP,PPP,Off. Ra
Nick Anderson,SG,33,Nick Anderson,21,0,169,4.2,17.2,.246,3.0,11.7,.256,1.2,5.4,.222,0.0,0.0,,0.9,6.6,7.5,3.9,3.0,1.2,2.1,3.9,11.4,76
Shandon Anderson,SG,27,Shandon Anderson,82,82,2396,5.8,13.1,.446,1.0,3.8,.271,4.8,9.3,.517,3.1,4.2,.734,1.6,5.8,7.4,4.2,1.8,0.9,2.9,4.5,15.7,103
Greg Anthony,PG,33,Greg Anthony,58,0,856,6.1,15.9,.383,4.1,10.0,.409,2.0,5.9,.340,1.4,2.2,.657,1.3,2.5,3.8,5.2,2.5,0.2,2.7,4.0,17.7,105
Darrell Armstrong,PG,32,Darrell Armstrong,75,75,2767,7.7,18.7,.412,2.7,7.5,.355,5.0,11.2,.451,4.1,4.6,.884,1.8,4.6,6.4,9.8,2.5,0.2,3.7,2.9,22.1,110
Chucky Atkins,PG,26,Chucky Atkins,81,75,2363,8.1,20.4,.399,2.6,7.3,.357,5.6,13.1,.423,1.9,2.8,.692,0.6,3.1,3.7,7.1,1.4,0.1,3.2,3.9,20.8,99
Stacey Augmon,SG,32,Stacey Augmon,66,23,1182,5.8,12.1,.477,0.0,0.2,.000,5.8,11.9,.485,2.6,4.0,.655,2.7,4.5,7.2,4.5,2.2,1.0,2.2,4.8,14.2,107
Isaac Austin,C,31,Isaac Austin,52,16,845,5.9,16.7,.356,0.4,1.5,.250,5.6,15.2,.366,1.7,2.5,.700,3.1,10.7,13.8,3.6,1.2,1.4,3.3,5.8,14.0,81
William Avery,PG,21,William Avery,55,0,463,6.2,16.3,.382,1.8,6.7,.271,4.4,9.6,.459,3.2,4.1,.778,0.6,2.7,3.3,8.5,1.5,0.5,5.1,5.4,17.4,91
Dalibor Bagarić,C,20,Dalibor Bagarić,35,0,259,3.5,13.5,.262,0.0,0.2,.000,3.5,13.3,.266,2.7,5.8,.464,4.6,7.1,11.6,2.1,1.9,3.3,4.4,9.1,9.8,65
Vin Baker,PF,29,Vin Baker,76,27,2129,8.5,20.2,.422,0.0,0.4,.063,8.5,19.8,.429,5.7,7.9,.723,4.4,6.2,10.6,2.2,0.9,1.8,3.9,6.5,22.8,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erick Barkley,PG,22,Erick Barkley,8,0,38,11.3,31.2,.364,4.3,11.3,.375,7.1,19.8,.357,0.0,0.0,,0.0,4.3,4.3,8.5,2.8,0.0,7.1,2.8,26.9,82
Dana Barros,PG,33,Dana Barros,60,0,1079,8.6,19.3,.444,2.1,4.9,.419,6.5,14.4,.453,3.2,3.8,.850,0.3,4.1,4.4,5.2,1.4,0.1,2.8,3.0,22.4,106
Brent Barry,SG,29,Brent Barry,67,20,1778,5.8,11.8,.494,3.2,6.8,.476,2.6,5.1,.517,2.5,3.0,.816,1.0,5.2,6.2,6.6,2.4,0.4,2.5,3.7,17.4,124
Jon Barry,SG,31,Jon Barry,62,2,1010,5.2,12.8,.404,2.3,6.6,.348,2.9,6.2,.463,3.2,3.7,.877,0.8,3.9,4.7,6.5,1.4,0.3,2.7,3.3,15.9,110
Tony Battie,C,24,Tony Battie,40,25,845,6.6,12.3,.537,0.0,0.2,.000,6.6,12.1,.545,2.7,4.2,.638,4.5,9.8,14.3,1.0,1.7,3.7,2.3,7.7,16.0,108
Raja Bell,SG,24,Raja Bell,5,0,30,3.5,12.4,.286,1.8,5.3,.333,1.8,7.1,.250,0.0,0.0,,0.0,1.8,1.8,0.0,1.8,0.0,3.5,1.8,8.8,59
Jonathan Bender,SF,20,Jonathan Bender,59,7,574,6.2,17.4,.355,1.0,3.8,.268,5.1,13.6,.379,4.7,6.4,.735,1.3,5.6,6.9,3.0,0.7,2.6,3.9,6.8,18.1,85
Corey Benjamin,PG,22,Corey Benjamin,65,5,857,7.2,18.9,.381,1.3,5.1,.259,5.9,13.9,.425,3.5,5.2,.675,2.4,3.9,6.3,4.3,1.8,1.0,4.0,8.0,19.3,88
David Benoit,SF,32,David Benoit,49,2,446,8.5,17.6,.483,0.6,1.6,.385,7.9,16.1,.493,3.7,4.7,.795,2.4,7.3,9.7,2.6,0.7,0.7,3.4,9.0,21.3,102
Travis Best,PG,28,Travis Best,77,21,2457,7.6,17.2,.440,0.8,2.1,.381,6.8,15.1,.449,4.1,4.9,.827,0.8,4.0,4.9,10.3,2.4,0.2,2.8,5.4,20.1,110
Mike Bibby,PG,22,Mike Bibby,82,82,3190,8.6,19.0,.454,1.8,4.7,.379,6.8,14.3,.478,2.3,3.1,.761,0.8,4.2,5.0,11.2,1.8,0.2,4.1,2.4,21.4,104
Chauncey Billups,SG,24,Chauncey Billups,77,33,1790,7.2,17.1,.422,2.1,5.7,.376,5.1,11.5,.445,4.2,5.0,.842,0.9,3.7,4.6,7.6,1.5,0.3,3.2,5.2,20.8,107
Mookie Blaylock,PG,33,Mookie Blaylock,69,59,2352,6.9,17.4,.396,1.6,4.9,.324,5.3,12.5,.424,1.1,1.6,.697,1.5,4.4,5.9,10.0,3.5,0.4,2.8,2.9,16.5,102
Corie Blount,PF,32,Corie Blount,68,6,1305,5.1,11.5,.442,0.1,0.3,.250,5.0,11.2,.448,2.0,3.3,.614,7.1,8.6,15.7,2.3,1.6,0.9,2.9,6.5,12.3,99
Corie Blount,PF,32,Corie Blount,30,6,387,3.1,6.3,.489,0.0,0.0,,3.1,6.3,.489,1.1,2.0,.533,4.7,6.7,11.3,1.1,1.7,0.7,2.4,10.0,7.2,96
Corie Blount,PF,32,Corie Blount,38,0,918,5.9,13.7,.433,0.1,0.4,.250,5.8,13.3,.439,2.4,3.8,.632,8.1,9.4,17.5,2.8,1.6,0.9,3.1,5.0,14.4,100
Mark Blount,C,25,Mark Blount,64,50,1098,4.8,9.4,.505,0.0,0.0,,4.8,9.4,.505,2.2,3.1,.697,4.6,6.3,10.9,1.5,1.8,3.6,2.9,8.6,11.7,101
Muggsy Bogues,PG,36,Muggsy Bogues,3,0,34,0.0,3.1,.000,0.0,1.6,.000,0.0,1.6,.000,0.0,0.0,,0.0,4.7,4.7,7.8,3.1,0.0,6.2,4.7,0.0,36
Etdrick Bohannon,PF,27,Etdrick Bohannon,6,0,19,5.5,11.1,.500,0.0,0.0,,5.5,11.1,.500,11.1,11.1,1.000,8.3,11.1,19.4,0.0,0.0,5.5,2.8,11.1,22.2,136
Calvin Booth,C,24,Calvin Booth,55,29,933,6.6,14.0,.476,0.0,0.0,,6.6,14.0,.476,2.9,4.3,.679,4.3,9.4,13.6,2.3,1.6,6.2,2.9,8.1,16.2,101
Calvin Booth,C,24,Calvin Booth,40,22,640,6.0,13.6,.440,0.0,0.0,,6.0,13.6,.440,2.7,3.6,.733,4.3,9.8,14.1,1.9,1.4,6.6,2.9,7.4,14.6,97
Calvin Booth,C,24,Calvin Booth,15,7,293,8.1,14.8,.548,0.0,0.0,,8.1,14.8,.548,3.5,5.8,.606,4.2,8.4,12.7,3.3,2.1,5.3,3.0,9.7,19.7,110
Cal Bowdler,SF,23,Cal Bowdler,44,0,375,7.4,15.9,.465,0.1,0.7,.200,7.2,15.2,.477,4.6,5.6,.825,4.2,6.5,10.7,0.6,1.4,2.9,1.5,6.3,19.5,112
Bruce Bowen,SF,29,Bruce Bowen,82,72,2685,4.3,11.9,.363,2.1,6.3,.336,2.2,5.6,.394,2.0,3.3,.609,0.9,4.1,5.0,2.7,1.7,1.1,1.5,5.5,12.8,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Bowen,SF,25,Ryan Bowen,57,0,696,6.0,10.7,.556,0.3,0.8,.364,5.7,9.9,.571,2.0,3.3,.614,4.6,3.8,8.4,2.2,2.8,0.9,1.8,7.1,14.2,117
Ira Bowman,PG,27,Ira Bowman,3,0,19,0.0,5.5,.000,0.0,0.0,,0.0,5.5,.000,0.0,0.0,,2.7,2.7,5.5,19.2,0.0,0.0,2.7,0.0,0.0,89
Earl Boykins,PG,24,Earl Boykins,10,0,149,9.0,22.6,.397,0.4,2.9,.125,8.6,19.8,.436,5.0,6.1,.824,1.4,2.5,4.0,11.5,1.8,0.0,3.2,3.2,23.4,104
Shawn Bradley,C,28,Shawn Bradley,82,35,2001,5.6,11.5,.490,0.0,0.2,.167,5.6,11.3,.494,3.6,4.6,.787,4.1,11.5,15.6,1.0,0.9,5.9,2.3,6.6,14.9,109
Elton Brand,PF,21,Elton Brand,74,74,2906,10.7,22.5,.476,0.0,0.0,.000,10.7,22.4,.477,6.2,8.7,.708,5.3,8.5,13.8,4.4,1.3,2.2,4.0,4.5,27.6,103
Terrell Brandon,PG,30,Terrell Brandon,78,78,2821,9.5,21.0,.451,0.6,1.7,.363,8.9,19.3,.458,3.6,4.2,.871,1.1,4.4,5.5,10.8,3.0,0.4,2.9,2.6,23.2,109
Chucky Brown,SF,32,Chucky Brown,26,2,339,6.2,14.6,.421,0.0,0.5,.000,6.2,14.2,.435,3.4,5.2,.647,1.2,7.1,8.3,1.7,1.4,1.1,1.2,5.7,15.7,99
Chucky Brown,SF,32,Chucky Brown,6,0,74,6.2,13.8,.450,0.0,1.4,.000,6.2,12.4,.500,4.1,6.9,.600,2.1,10.3,12.4,3.4,2.1,0.7,1.4,6.9,16.5,107
Chucky Brown,SF,32,Chucky Brown,20,2,265,6.2,14.9,.413,0.0,0.2,.000,6.2,14.7,.419,3.2,4.8,.667,1.0,6.2,7.1,1.2,1.2,1.2,1.2,5.4,15.5,96
Dee Brown,PG,32,Dee Brown,7,0,155,5.3,14.6,.364,4.0,10.6,.375,1.3,4.0,.333,1.3,1.7,.800,0.0,3.7,3.7,4.0,1.3,0.0,2.3,3.3,16.0,102
P.J. Brown,C,31,P.J. Brown,80,79,2811,4.8,10.7,.444,0.0,0.1,.000,4.8,10.6,.447,3.4,4.0,.852,4.9,9.3,14.2,2.4,1.5,1.8,2.1,5.0,12.9,109
Randy Brown,PG,32,Randy Brown,54,35,1238,4.2,9.9,.422,0.0,0.1,.000,4.2,9.8,.427,1.0,1.7,.575,1.0,3.2,4.1,6.4,2.6,0.4,2.3,5.5,9.3,94
Rick Brunson,PG,28,Rick Brunson,22,0,208,4.6,13.7,.333,0.5,3.6,.143,4.1,10.2,.400,2.0,3.8,.533,1.3,4.1,5.3,7.9,2.0,0.3,4.3,5.3,11.7,80
Rick Brunson,PG,28,Rick Brunson,7,0,142,3.7,12.8,.286,0.7,4.0,.182,2.9,8.8,.333,1.5,3.3,.444,0.7,2.6,3.3,8.8,2.6,0.4,3.3,5.8,9.5,79
Rick Brunson,PG,28,Rick Brunson,15,0,66,6.7,15.9,.421,0.0,2.5,.000,6.7,13.4,.500,3.4,5.0,.667,2.5,7.6,10.1,5.9,0.8,0.0,6.7,4.2,16.8,81
Kobe Bryant,SG,22,Kobe Bryant,68,68,2783,13.2,28.4,.464,1.1,3.8,.305,12.0,24.6,.489,8.9,10.5,.853,2.0,5.5,7.5,6.4,2.1,0.8,4.1,4.2,36.4,112
Mark Bryant,PF,35,Mark Bryant,18,1,101,4.1,10.2,.400,0.0,0.0,,4.1,10.2,.400,1.5,2.5,.600,2.0,8.7,10.7,1.5,0.5,1.0,2.5,14.8,9.7,83
Greg Buckner,SG,24,Greg Buckner,37,9,820,5.3,12.1,.438,0.1,0.4,.286,5.1,11.6,.443,3.7,5.1,.728,3.8,6.1,9.9,3.1,2.1,0.6,1.7,7.4,14.4,110
Jud Buechler,SF,32,Jud Buechler,57,3,737,5.2,11.3,.463,2.2,5.3,.416,3.0,6.0,.506,0.6,0.8,.750,1.4,5.1,6.5,2.7,1.4,0.7,1.7,5.7,13.3,110
Rodney Buford,SF,23,Rodney Buford,47,0,573,9.6,22.3,.432,1.5,3.5,.421,8.1,18.8,.433,2.2,2.7,.828,1.5,5.4,6.8,1.6,1.6,0.6,2.7,6.3,22.9,96
Matt Bullard,PF,33,Matt Bullard,61,5,1000,6.8,16.2,.423,4.6,11.3,.404,2.3,4.9,.467,0.5,0.7,.714,1.2,5.7,6.9,2.2,0.5,0.5,0.6,4.0,18.8,120
Scott Burrell,SF,30,Scott Burrell,4,0,41,9.2,19.6,.467,2.6,7.9,.333,6.5,11.8,.556,1.3,5.2,.250,1.3,2.6,3.9,1.3,3.9,0.0,0.0,10.5,22.3,107
Jason Caffey,PF,27,Jason Caffey,70,33,1460,6.4,13.1,.488,0.0,0.0,,6.4,13.1,.488,5.1,7.5,.673,4.8,7.8,12.6,1.9,1.4,0.9,2.7,6.6,17.8,109
Marcus Camby,C,26,Marcus Camby,63,63,2127,7.9,15.1,.524,0.0,0.2,.125,7.9,14.9,.530,3.9,5.9,.667,5.1,13.7,18.8,1.4,1.7,3.5,1.6,5.3,19.8,116
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elden Campbell,PF,32,Elden Campbell,78,78,2337,8.4,19.2,.440,0.0,0.1,.000,8.4,19.0,.443,6.6,9.3,.709,3.6,10.4,14.0,2.4,1.4,3.2,3.3,6.4,23.5,101
Brian Cardinal,PF,23,Brian Cardinal,15,0,126,4.0,12.5,.323,0.0,2.0,.000,4.0,10.5,.385,4.4,7.2,.611,3.2,6.0,9.2,1.2,2.8,0.8,3.6,10.9,12.5,79
Chris Carr,SG,26,Chris Carr,35,0,309,8.9,18.8,.473,2.9,6.2,.459,6.0,12.6,.480,7.7,10.1,.767,1.8,5.5,7.4,1.8,0.7,0.5,3.2,7.6,28.4,113
Anthony Carter,PG,25,Anthony Carter,72,6,1630,6.6,16.2,.406,0.2,1.4,.150,6.4,14.9,.430,2.2,3.5,.631,1.6,4.5,6.1,9.1,2.5,0.3,4.0,5.2,15.6,91
Vince Carter,SF,24,Vince Carter,75,75,2979,13.5,29.3,.460,2.9,7.0,.408,10.6,22.3,.477,6.8,8.9,.765,3.1,4.3,7.4,5.2,2.0,1.5,3.0,3.6,36.7,114
Sam Cassell,PG,31,Sam Cassell,76,75,2709,10.3,21.8,.474,0.6,1.9,.306,9.7,19.9,.490,5.3,6.2,.858,0.9,4.7,5.6,11.2,1.7,0.2,4.2,4.1,26.6,111
Kelvin Cato,C,26,Kelvin Cato,35,13,624,5.4,9.4,.577,0.0,0.0,,5.4,9.4,.577,3.1,4.9,.649,4.0,8.0,12.0,0.9,1.1,2.6,2.1,7.6,14.0,115
Duane Causwell,C,32,Duane Causwell,31,14,384,4.6,12.2,.376,0.0,0.0,,4.6,12.2,.376,1.7,3.6,.480,3.3,8.6,11.9,0.7,1.1,2.6,3.3,9.6,10.9,76
Cedric Ceballos,SF,31,Cedric Ceballos,40,0,559,9.7,22.0,.441,2.1,7.0,.301,7.6,15.0,.506,3.6,4.1,.860,3.3,6.9,10.2,1.9,1.5,0.7,3.1,5.9,25.1,102
Cedric Ceballos,SF,31,Cedric Ceballos,13,0,166,8.5,21.7,.394,3.4,12.2,.275,5.2,9.5,.548,2.4,3.1,.800,2.1,5.8,7.9,2.1,1.8,0.9,2.7,5.8,22.9,99
Cedric Ceballos,SF,31,Cedric Ceballos,27,0,393,10.2,22.2,.462,1.5,4.6,.333,8.7,17.5,.496,4.1,4.6,.879,3.8,7.4,11.2,1.8,1.4,0.6,3.2,5.9,26.1,103
Calbert Cheaney,SG,29,Calbert Cheaney,9,5,153,3.4,10.2,.333,0.0,0.0,,3.4,10.2,.333,0.3,0.7,.500,1.7,5.1,6.8,3.0,1.4,0.7,1.7,4.7,7.1,79
Chris Childs,PG,33,Chris Childs,77,5,1859,4.0,9.8,.403,0.9,3.1,.302,3.0,6.7,.450,1.8,2.1,.845,0.7,5.2,5.9,10.4,1.7,0.4,4.6,7.1,10.6,94
Chris Childs,PG,33,Chris Childs,51,5,1309,3.9,9.4,.419,0.8,2.7,.313,3.1,6.7,.462,1.6,1.9,.848,0.6,5.2,5.8,10.0,1.6,0.3,4.1,6.8,10.4,96
Chris Childs,PG,33,Chris Childs,26,0,550,4.0,10.8,.372,1.2,4.0,.286,2.9,6.8,.423,2.0,2.4,.840,1.0,5.2,6.1,11.4,2.1,0.8,5.6,7.9,11.2,90
Doug Christie,SG,30,Doug Christie,81,81,2939,5.4,13.6,.395,1.6,4.3,.376,3.8,9.3,.403,4.8,5.4,.897,1.6,4.5,6.1,5.0,3.2,0.8,2.7,3.9,17.2,109
Keon Clark,PF,25,Keon Clark,81,3,1720,7.6,15.8,.480,0.0,0.0,.000,7.6,15.8,.481,4.3,7.3,.592,4.1,9.1,13.2,2.2,1.0,4.7,2.7,7.4,19.5,102
Keon Clark,PF,25,Keon Clark,35,3,752,5.6,13.7,.412,0.0,0.0,,5.6,13.7,.412,4.3,7.2,.600,4.0,8.8,12.8,2.3,1.1,3.0,3.3,7.0,15.6,92
Keon Clark,PF,25,Keon Clark,46,0,968,9.1,17.4,.522,0.0,0.1,.000,9.1,17.4,.524,4.3,7.4,.585,4.3,9.3,13.5,2.1,0.9,6.0,2.3,7.8,22.5,110
Mateen Cleaves,PG,23,Mateen Cleaves,78,8,1268,6.4,16.0,.400,0.2,0.7,.294,6.2,15.3,.405,3.9,5.5,.708,1.0,4.2,5.3,8.3,2.0,0.0,5.6,6.1,16.9,87
John Coker,C,29,John Coker,6,0,32,1.6,12.8,.125,0.0,0.0,,1.6,12.8,.125,0.0,0.0,,4.8,3.2,8.0,3.2,1.6,0.0,3.2,6.4,3.2,47
Derrick Coleman,PF,33,Derrick Coleman,34,3,683,7.6,20.0,.380,1.6,4.0,.392,6.1,16.0,.377,5.0,7.2,.685,3.6,10.8,14.5,3.1,0.8,1.7,3.3,4.2,21.8,96
Bimbo Coles,PG,32,Bimbo Coles,47,0,804,6.0,15.6,.381,0.1,1.0,.125,5.8,14.6,.399,3.1,3.7,.857,0.6,2.6,3.1,9.0,1.8,0.4,3.9,5.7,15.2,92
Jason Collier,C,23,Jason Collier,23,0,222,6.5,17.0,.380,0.0,0.2,.000,6.5,16.7,.386,4.1,5.7,.708,2.9,6.0,8.8,1.4,0.5,0.7,2.6,6.5,17.0,90
Sean Colson,PG,25,Sean Colson,13,0,44,7.2,28.8,.250,1.2,6.0,.200,6.0,22.8,.263,2.4,4.8,.500,2.4,4.8,7.2,12.0,1.2,0.0,2.4,7.2,18.0,80
Sean Colson,PG,25,Sean Colson,3,0,14,0.0,18.6,.000,0.0,3.7,.000,0.0,14.9,.000,0.0,0.0,,0.0,11.2,11.2,11.2,0.0,0.0,7.5,0.0,0.0,22
Sean Colson,PG,25,Sean Colson,10,0,30,10.6,33.6,.316,1.8,7.1,.250,8.8,26.5,.333,3.5,7.1,.500,3.5,1.8,5.3,12.4,1.8,0.0,0.0,10.6,26.5,99
Tyrone Corbin,SF,38,Tyrone Corbin,15,1,117,4.1,17.1,.237,0.0,2.3,.000,4.1,14.9,.273,0.9,1.8,.500,1.4,4.5,5.9,1.8,0.9,0.0,1.4,8.1,9.0,62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Crawford,PF,25,Chris Crawford,47,22,901,7.1,15.6,.452,0.3,1.3,.273,6.7,14.4,.468,3.9,4.8,.819,1.6,4.8,6.4,2.1,1.2,0.9,3.6,6.8,18.4,96
Jamal Crawford,PG,20,Jamal Crawford,61,8,1050,5.5,15.6,.352,2.1,6.0,.350,3.4,9.6,.353,1.4,1.7,.794,0.5,4.1,4.6,7.2,2.2,0.7,4.4,3.5,14.4,84
Austin Croshere,PF,25,Austin Croshere,81,23,1874,7.9,20.1,.394,2.0,5.9,.338,5.9,14.2,.417,5.7,6.6,.866,3.5,7.6,11.1,2.6,1.0,1.4,3.9,5.2,23.6,99
John Crotty,PG,31,John Crotty,31,0,264,4.5,13.2,.338,0.8,1.4,.571,3.6,11.7,.310,3.4,3.8,.895,2.6,3.0,5.7,6.9,1.2,0.0,3.8,6.5,13.2,94
Vonteego Cummings,PG,24,Vonteego Cummings,66,11,1495,6.1,17.6,.344,1.6,4.9,.336,4.4,12.8,.348,2.7,4.0,.681,1.6,3.1,4.7,7.7,2.3,0.5,3.1,5.5,16.5,94
Bill Curley,PF,28,Bill Curley,20,2,192,6.6,12.5,.532,0.3,0.5,.500,6.4,12.0,.533,3.2,5.1,.632,5.6,4.3,9.8,0.8,1.9,2.4,4.3,12.0,16.7,97
Bill Curley,PF,28,Bill Curley,5,0,15,3.4,13.7,.250,0.0,3.4,.000,3.4,10.3,.333,3.4,13.7,.250,0.0,0.0,0.0,0.0,3.4,3.4,6.9,13.7,10.3,40
Bill Curley,PF,28,Bill Curley,15,2,177,6.9,12.4,.558,0.3,0.3,1.000,6.6,12.1,.548,3.2,4.3,.733,6.1,4.6,10.7,0.9,1.7,2.3,4.0,11.8,17.3,104
Dell Curry,SG,36,Dell Curry,71,1,956,8.9,21.1,.424,3.4,8.0,.428,5.5,13.1,.422,2.4,2.8,.843,0.9,3.8,4.7,4.1,1.5,0.4,2.2,3.6,23.7,108
Michael Curry,SG,32,Michael Curry,68,58,1485,4.9,10.9,.455,0.1,0.3,.444,4.8,10.6,.455,2.1,2.5,.849,0.7,3.4,4.1,4.5,0.9,0.1,2.1,5.9,12.1,102
Erick Dampier,C,25,Erick Dampier,43,26,1038,6.2,15.4,.401,0.0,0.1,.000,6.2,15.3,.404,3.3,6.2,.532,4.8,7.5,12.3,2.9,0.8,2.9,4.0,6.0,15.7,86
Antonio Daniels,PG,25,Antonio Daniels,79,23,2060,7.2,15.3,.468,1.9,4.8,.404,5.2,10.5,.496,3.1,4.1,.776,0.7,3.6,4.2,7.9,1.6,0.4,2.8,3.1,19.4,113
Kornél Dávid,SF,29,Kornél Dávid,27,0,209,6.2,12.7,.490,0.0,0.0,,6.2,12.7,.490,3.0,3.2,.923,3.7,9.2,13.0,1.7,1.5,1.0,2.7,7.0,15.4,105
Kornél Dávid,SF,29,Kornél Dávid,17,0,140,5.7,10.9,.517,0.0,0.0,,5.7,10.9,.517,4.5,4.9,.923,3.4,9.0,12.4,1.5,0.8,1.1,2.6,7.5,15.8,113
Kornél Dávid,SF,29,Kornél Dávid,10,0,69,7.3,16.2,.455,0.0,0.0,,7.3,16.2,.455,0.0,0.0,,4.4,9.5,14.0,2.2,2.9,0.7,2.9,5.9,14.7,92
Antonio Davis,C,32,Antonio Davis,78,77,2729,7.3,16.7,.433,0.0,0.0,.000,7.3,16.7,.434,6.2,8.2,.754,5.3,9.9,15.2,2.1,0.4,2.9,2.6,4.4,20.7,107
Baron Davis,PG,21,Baron Davis,82,82,3192,6.9,16.1,.427,1.4,4.6,.310,5.4,11.5,.474,3.8,5.7,.677,2.2,4.7,6.9,10.1,2.9,0.6,3.8,4.5,19.0,105
Dale Davis,C,31,Dale Davis,81,43,2162,6.0,12.1,.497,0.0,0.1,.000,6.0,12.0,.501,2.4,3.8,.632,5.8,9.3,15.1,2.6,1.1,1.9,1.7,5.0,14.4,115
Emanual Davis,SG,32,Emanual Davis,62,39,1290,5.4,12.9,.418,2.0,5.2,.394,3.4,7.8,.435,1.8,2.2,.818,1.1,5.1,6.3,5.6,2.6,0.5,3.1,4.1,14.7,102
Hubert Davis,PG,30,Hubert Davis,66,18,1692,6.0,13.2,.453,2.4,5.2,.456,3.6,8.0,.450,1.6,1.9,.871,0.9,3.4,4.2,3.4,1.1,0.0,2.5,3.7,16.0,106
Hubert Davis,PG,30,Hubert Davis,51,7,1261,5.7,12.8,.443,2.4,5.4,.436,3.3,7.4,.448,1.4,1.7,.854,0.7,3.7,4.5,2.5,1.2,0.0,2.3,3.8,15.2,103
Hubert Davis,PG,30,Hubert Davis,15,11,431,6.8,14.3,.479,2.4,4.6,.526,4.4,9.7,.457,2.3,2.5,.905,1.2,2.4,3.6,5.9,0.7,0.0,3.0,3.5,18.4,113
Ricky Davis,SG,21,Ricky Davis,7,0,70,9.5,22.8,.414,0.8,0.8,1.000,8.7,22.1,.393,5.5,6.3,.875,0.8,4.7,5.5,8.7,3.9,1.6,3.9,5.5,25.2,100
Terry Davis,PF,33,Terry Davis,19,1,228,2.7,5.7,.480,0.0,0.0,,2.7,5.7,.480,2.0,5.0,.409,5.5,6.6,12.0,1.6,0.2,0.2,1.1,7.7,7.5,111
Todd Day,SG,31,Todd Day,31,0,345,6.7,17.9,.373,3.9,10.5,.377,2.7,7.4,.367,2.7,3.5,.783,1.5,4.1,5.6,4.2,1.5,1.1,3.6,7.9,20.0,98
Andrew DeClercq,C,27,Andrew DeClercq,67,51,903,6.1,11.0,.554,0.0,0.0,,6.1,11.0,.554,2.7,4.7,.573,5.2,8.3,13.5,1.8,2.3,1.9,2.9,11.3,14.9,107
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
