Player,Team,Season,Season Type,Games,AbvBrk3_Usage,MR_Usage,Paint_Usage,RA_Usage,RC3_Usage,LC3_Usage,BC_Usage,AbvBrk3%,MR%,Paint%,RA%,RC3%,LC3%,BC3%
Player,Team,Season,Season Type,Games,Above the Break 3-Usage,Mid-Range-Usage,In The Paint (Non-RA)-Usage,Restricted Area-Usage,Right Corner 3-Usage,Left Corner 3-Usage,Backcourt-Usage,Above the Break 3 %,Mid-Range %,In The Paint (Non-RA) %,Restricted Area %,Right Corner 3 %,Left Corner 3 %,Backcourt %
Ruben Boumtje-Boumtje,Trail Blazers,2001-2002,REG,32,0.00,6.25,21.88,71.88,0.00,0.00,0.00,0.000,0.000,0.000,0.565,0.000,0.000,0.000
Loren Woods,Timberwolves,2001-2002,REG,59,1.04,35.42,17.71,44.79,1.04,0.00,0.00,0.000,0.176,0.412,0.465,0.000,0.000,0.000
Bobby Simmons,Wizards,2001-2002,REG,28,11.58,33.68,8.42,43.16,1.05,2.11,0.00,0.182,0.406,0.625,0.512,0.000,1.000,0.000
Jamison Brewer,Pacers,2001-2002,REG,12,0.00,0.00,40.00,40.00,0.00,0.00,20.00,0.000,0.000,0.500,0.500,0.000,0.000,0.000
Earl Watson,SuperSonics,2001-2002,REG,63,13.68,22.64,19.34,37.26,1.89,4.72,0.47,0.483,0.396,0.317,0.608,0.250,0.100,0.000
Damone Brown,76ers,2001-2002,REG,17,4.76,47.62,19.05,28.57,0.00,0.00,0.00,0.000,0.300,0.500,0.500,0.000,0.000,0.000
Jeff Trepagnier,Cavaliers,2001-2002,REG,11,4.35,47.83,8.70,39.13,0.00,0.00,0.00,0.000,0.364,0.000,0.333,0.000,0.000,0.000
Brian Scalabrine,Nets,2001-2002,REG,28,10.45,41.79,7.46,35.82,1.49,1.49,1.49,0.429,0.286,0.200,0.458,0.000,0.000,0.000
Terence Morris,Rockets,2001-2002,REG,68,14.53,33.22,8.65,31.14,4.84,7.61,0.00,0.214,0.344,0.360,0.600,0.214,0.136,0.000
Gilbert Arenas,Warriors,2001-2002,REG,47,26.56,27.86,6.77,35.94,1.56,1.04,0.26,0.353,0.430,0.231,0.601,0.500,0.000,0.000
Trenton Hassell,Bulls,2001-2002,REG,78,20.22,43.15,6.53,24.20,1.59,3.82,0.48,0.402,0.365,0.390,0.605,0.300,0.250,0.000
Antonis Fotsis,Grizzlies,2001-2002,REG,27,17.31,30.77,9.62,37.50,3.85,0.96,0.00,0.278,0.313,0.300,0.564,0.500,0.000,0.000
Ratko Varda,Pistons,2001-2002,REG,1,0.00,33.33,0.00,66.67,0.00,0.00,0.00,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Maurice Evans,Timberwolves,2001-2002,REG,9,10.53,15.79,21.05,47.37,0.00,5.26,0.00,0.000,0.333,0.250,0.778,0.000,0.000,0.000
Mike James,Heat,2001-2002,REG,15,37.21,30.23,11.63,9.30,4.65,4.65,2.33,0.375,0.308,0.000,0.750,0.500,0.500,0.000
Alton Ford,Suns,2001-2002,REG,53,0.00,26.27,15.25,58.47,0.00,0.00,0.00,0.000,0.452,0.333,0.594,0.000,0.000,0.000
Will Solomon,Grizzlies,2001-2002,REG,60,37.16,27.19,9.97,13.90,5.74,5.44,0.60,0.268,0.378,0.212,0.565,0.368,0.333,0.000
Tony Parker,Spurs,2001-2002,REG,77,24.57,24.26,7.82,38.65,2.50,2.03,0.16,0.318,0.368,0.220,0.563,0.438,0.308,0.000
Jamaal Tinsley,Pacers,2001-2002,REG,80,19.47,29.74,18.68,28.55,1.58,1.71,0.26,0.236,0.398,0.366,0.484,0.333,0.231,0.000
Samuel Dalembert,76ers,2001-2002,REG,32,0.00,14.00,14.00,72.00,0.00,0.00,0.00,0.000,0.286,0.143,0.528,0.000,0.000,0.000
Gerald Wallace,Kings,2001-2002,REG,54,2.86,24.57,9.71,61.71,0.57,0.57,0.00,0.000,0.302,0.176,0.546,0.000,0.000,0.000
Brandon Armstrong,Nets,2001-2002,REG,34,11.76,57.65,9.41,12.94,7.06,1.18,0.00,0.300,0.327,0.375,0.273,0.167,1.000,0.000
Jeryl Sasser,Magic,2001-2002,REG,6,0.00,42.86,7.14,50.00,0.00,0.00,0.00,0.000,0.000,0.000,0.429,0.000,0.000,0.000
Joseph Forte,Celtics,2001-2002,REG,8,25.00,58.33,8.33,8.33,0.00,0.00,0.00,0.000,0.143,0.000,0.000,0.000,0.000,0.000
Brendan Haywood,Wizards,2001-2002,REG,62,0.00,21.27,18.10,60.63,0.00,0.00,0.00,0.000,0.213,0.150,0.694,0.000,0.000,0.000
Zach Randolph,Trail Blazers,2001-2002,REG,40,0.00,22.43,33.64,43.93,0.00,0.00,0.00,0.000,0.292,0.278,0.660,0.000,0.000,0.000
Jason Collins,Nets,2001-2002,REG,77,0.72,34.17,17.27,47.84,0.00,0.00,0.00,0.500,0.316,0.333,0.526,0.000,0.000,0.000
Michael Bradley,Raptors,2001-2002,REG,26,4.00,28.00,8.00,56.00,0.00,0.00,4.00,0.000,0.571,0.000,0.643,0.000,0.000,0.000
Kirk Haston,Hornets,2001-2002,REG,15,5.13,61.54,15.38,15.38,2.56,0.00,0.00,0.000,0.375,0.167,0.167,0.000,0.000,0.000
Steven Hunter,Magic,2001-2002,REG,49,0.00,17.69,21.09,61.22,0.00,0.00,0.00,0.000,0.231,0.194,0.611,0.000,0.000,0.000
Troy Murphy,Warriors,2001-2002,REG,82,1.18,62.88,12.06,22.93,0.24,0.47,0.24,0.200,0.376,0.373,0.577,0.000,1.000,0.000
Richard Jefferson,Nets,2001-2002,REG,79,5.25,38.58,9.48,42.47,2.71,1.52,0.00,0.194,0.382,0.429,0.582,0.313,0.222,0.000
Vladimir Radmanovic,SuperSonics,2001-2002,REG,61,32.77,24.01,9.89,22.03,7.34,3.95,0.00,0.405,0.353,0.257,0.526,0.500,0.429,0.000
Kedrick Brown,Celtics,2001-2002,REG,29,14.29,22.86,8.57,30.00,11.43,12.86,0.00,0.300,0.250,0.167,0.619,0.000,0.222,0.000
Joe Johnson,"Celtics, Suns",2001-2002,REG,77,10.27,36.64,16.95,24.14,8.39,3.60,0.00,0.350,0.416,0.424,0.582,0.245,0.238,0.000
DeSagana Diop,Cavaliers,2001-2002,REG,18,0.00,27.59,34.48,37.93,0.00,0.00,0.00,0.000,0.375,0.400,0.455,0.000,0.000,0.000
Rodney White,Pistons,2001-2002,REG,16,10.00,43.33,18.33,23.33,1.67,3.33,0.00,0.333,0.269,0.364,0.571,0.000,0.000,0.000
Eddie Griffin,Rockets,2001-2002,REG,73,36.64,36.19,5.56,17.27,2.25,2.10,0.00,0.336,0.307,0.351,0.583,0.467,0.071,0.000
Shane Battier,Grizzlies,2001-2002,REG,78,16.86,34.03,11.34,26.12,4.47,6.97,0.21,0.383,0.401,0.358,0.554,0.279,0.433,0.000
Jason Richardson,Warriors,2001-2002,REG,80,18.90,32.84,15.23,29.45,1.56,1.65,0.37,0.335,0.341,0.337,0.636,0.353,0.333,0.250
Eddy Curry,Bulls,2001-2002,REG,72,0.00,18.04,16.18,65.78,0.00,0.00,0.00,0.000,0.353,0.262,0.601,0.000,0.000,0.000
Pau Gasol,Grizzlies,2001-2002,REG,82,0.47,19.45,29.04,51.03,0.00,0.00,0.00,0.200,0.324,0.369,0.680,0.000,0.000,0.000
Tyson Chandler,Bulls,2001-2002,REG,71,0.00,18.42,14.14,67.43,0.00,0.00,0.00,0.000,0.375,0.302,0.571,0.000,0.000,0.000
Kwame Brown,Wizards,2001-2002,REG,57,0.41,34.16,33.33,32.10,0.00,0.00,0.00,0.000,0.313,0.272,0.590,0.000,0.000,0.000
Mike Penberthy,Lakers,2001-2002,REG,3,0.00,50.00,0.00,50.00,0.00,0.00,0.00,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Malik Allen,Heat,2001-2002,REG,12,1.96,54.90,19.61,23.53,0.00,0.00,0.00,0.000,0.321,0.600,0.583,0.000,0.000,0.000
Eddie Gill,Grizzlies,2001-2002,REG,23,16.30,52.17,9.78,15.22,1.09,5.43,0.00,0.333,0.417,0.556,0.571,1.000,0.000,0.000
Slava Medvedenko,Lakers,2001-2002,REG,70,0.99,36.84,21.38,40.46,0.00,0.00,0.33,0.000,0.384,0.492,0.569,0.000,0.000,0.000
Daniel Santiago,Suns,2001-2002,REG,3,0.00,50.00,12.50,37.50,0.00,0.00,0.00,0.000,0.500,1.000,0.333,0.000,0.000,0.000
Ernest Brown,Heat,2001-2002,REG,2,0.00,50.00,33.33,16.67,0.00,0.00,0.00,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Jason Hart,Spurs,2001-2002,REG,10,0.00,63.16,5.26,26.32,0.00,0.00,5.26,0.000,0.500,0.000,0.800,0.000,0.000,0.000
Jabari Smith,"Kings, 76ers",2001-2002,REG,22,4.76,49.21,11.11,34.92,0.00,0.00,0.00,0.000,0.194,0.857,0.636,0.000,0.000,0.000
Brian Cardinal,Pistons,2001-2002,REG,8,15.38,46.15,0.00,0.00,38.46,0.00,0.00,0.000,0.500,0.000,0.000,0.600,0.000,0.000
Michael Redd,Bucks,2001-2002,REG,67,18.39,30.05,11.82,25.62,6.73,7.22,0.16,0.429,0.404,0.431,0.647,0.463,0.477,0.000
Olumide Oyedeji,SuperSonics,2001-2002,REG,36,0.00,2.44,19.51,78.05,0.00,0.00,0.00,0.000,0.000,0.625,0.531,0.000,0.000,0.000
Hanno Mottola,Hawks,2001-2002,REG,82,2.34,47.14,14.06,35.42,0.00,1.04,0.00,0.111,0.436,0.333,0.522,0.000,0.000,0.000
Lavor Postell,Knicks,2001-2002,REG,23,20.24,44.05,7.14,17.86,3.57,7.14,0.00,0.235,0.351,0.333,0.467,0.000,0.333,0.000
Eddie House,Heat,2001-2002,REG,64,19.66,55.15,6.68,8.21,4.20,4.96,1.15,0.291,0.415,0.486,0.419,0.500,0.500,0.000
Jake Voskuhl,Suns,2001-2002,REG,59,0.00,11.40,13.47,75.13,0.00,0.00,0.00,0.000,0.318,0.346,0.628,0.000,0.000,0.000
A.J. Guyton,Bulls,2001-2002,REG,44,39.92,32.51,6.17,11.11,7.00,2.88,0.41,0.402,0.278,0.333,0.556,0.235,0.286,0.000
Dan Langhi,Rockets,2001-2002,REG,33,2.40,69.60,10.40,16.80,0.00,0.80,0.00,0.000,0.391,0.231,0.524,0.000,1.000,0.000
Eduardo Najera,Mavericks,2001-2002,REG,62,0.67,20.00,12.33,67.00,0.00,0.00,0.00,0.000,0.400,0.351,0.562,0.000,0.000,0.000
Mark Madsen,Lakers,2001-2002,REG,58,0.68,15.07,19.18,64.38,0.00,0.00,0.68,0.000,0.227,0.321,0.553,0.000,0.000,0.000
Erick Barkley,Trail Blazers,2001-2002,REG,19,8.82,48.53,7.35,33.82,1.47,0.00,0.00,0.000,0.242,0.400,0.565,1.000,0.000,0.000
Primoz Brezec,Pacers,2001-2002,REG,21,0.00,24.14,17.24,58.62,0.00,0.00,0.00,0.000,0.429,0.400,0.529,0.000,0.000,0.000
Mamadou N'diaye,Raptors,2001-2002,REG,5,0.00,30.00,20.00,50.00,0.00,0.00,0.00,0.000,0.667,0.500,0.600,0.000,0.000,0.000
Jake Tsakalidis,Suns,2001-2002,REG,67,0.25,12.75,30.25,56.75,0.00,0.00,0.00,0.000,0.255,0.347,0.595,0.000,0.000,0.000
DeShawn Stevenson,Jazz,2001-2002,REG,67,4.31,54.18,8.89,30.19,1.08,0.81,0.54,0.125,0.378,0.242,0.509,0.000,0.000,0.000
Dalibor Bagaric,Bulls,2001-2002,REG,50,0.56,32.58,23.03,43.82,0.00,0.00,0.00,0.000,0.276,0.268,0.577,0.000,0.000,0.000
Donnell Harvey,"Mavericks, Nuggets",2001-2002,REG,47,0.00,23.04,19.35,57.60,0.00,0.00,0.00,0.000,0.300,0.405,0.608,0.000,0.000,0.000
Morris Peterson,Raptors,2001-2002,REG,63,20.57,32.29,9.11,28.52,3.91,5.21,0.39,0.348,0.391,0.386,0.584,0.333,0.475,0.000
Speedy Claxton,76ers,2001-2002,REG,67,4.42,42.70,11.73,38.27,1.11,1.55,0.22,0.100,0.383,0.226,0.526,0.000,0.286,0.000
Jamaal Magloire,Hornets,2001-2002,REG,82,0.24,9.69,16.95,73.12,0.00,0.00,0.00,0.000,0.350,0.329,0.629,0.000,0.000,0.000
Quentin Richardson,Clippers,2001-2002,REG,81,33.98,18.77,12.73,30.85,2.48,0.86,0.32,0.375,0.276,0.322,0.636,0.478,0.500,0.000
Desmond Mason,SuperSonics,2001-2002,REG,75,4.68,54.75,14.17,23.41,1.30,1.56,0.13,0.250,0.466,0.284,0.633,0.400,0.250,0.000
Hedo Turkoglu,Kings,2001-2002,REG,80,19.65,40.76,12.08,22.27,3.06,2.04,0.15,0.363,0.411,0.373,0.529,0.476,0.286,0.000
Jason Collier,Rockets,2001-2002,REG,24,1.05,36.84,15.79,46.32,0.00,0.00,0.00,0.000,0.400,0.333,0.500,0.000,0.000,0.000
Mateen Cleaves,Kings,2001-2002,REG,32,10.29,38.24,14.71,35.29,0.00,1.47,0.00,0.286,0.346,0.400,0.625,0.000,0.000,0.000
Courtney Alexander,Wizards,2001-2002,REG,56,2.95,59.49,14.56,22.15,0.21,0.63,0.00,0.286,0.468,0.304,0.619,1.000,0.000,0.000
Etan Thomas,Wizards,2001-2002,REG,47,0.00,17.22,29.14,53.64,0.00,0.00,0.00,0.000,0.423,0.409,0.642,0.000,0.000,0.000
Jerome Moiso,Hornets,2001-2002,REG,14,0.00,50.00,20.00,30.00,0.00,0.00,0.00,0.000,0.400,0.000,0.667,0.000,0.000,0.000
Keyon Dooling,Clippers,2001-2002,REG,14,19.30,35.09,22.81,17.54,1.75,3.51,0.00,0.273,0.450,0.308,0.500,0.000,0.500,0.000
Joel Przybilla,Bucks,2001-2002,REG,71,0.70,9.86,10.56,78.87,0.00,0.00,0.00,0.000,0.286,0.267,0.607,0.000,0.000,0.000
Jamal Crawford,Bulls,2001-2002,REG,23,26.20,50.27,11.23,7.49,1.60,2.67,0.53,0.429,0.447,0.619,0.571,0.333,0.800,0.000
Chris Mihm,Cavaliers,2001-2002,REG,74,1.14,38.40,23.57,36.69,0.00,0.19,0.00,0.500,0.356,0.427,0.482,0.000,0.000,0.000
DerMarr Johnson,Hawks,2001-2002,REG,72,30.00,21.48,7.59,25.56,11.85,3.52,0.00,0.358,0.353,0.244,0.543,0.438,0.105,0.000
Mike Miller,Magic,2001-2002,REG,63,32.17,26.81,8.48,26.93,3.74,1.87,0.00,0.360,0.340,0.338,0.644,0.533,0.467,0.000
Marcus Fizer,Bulls,2001-2002,REG,76,3.54,43.63,14.86,36.67,0.47,0.59,0.24,0.167,0.411,0.381,0.527,0.250,0.200,0.000
Darius Miles,Clippers,2001-2002,REG,82,2.34,34.01,16.07,46.96,0.16,0.16,0.31,0.133,0.339,0.388,0.635,0.000,1.000,0.000
Stromile Swift,Grizzlies,2001-2002,REG,68,0.49,21.28,26.19,52.05,0.00,0.00,0.00,0.000,0.323,0.350,0.613,0.000,0.000,0.000
Kenyon Martin,Nets,2001-2002,REG,73,5.61,38.67,20.06,34.30,0.73,0.52,0.10,0.148,0.328,0.399,0.700,0.571,0.600,0.000
Zendon Hamilton,Nuggets,2001-2002,REG,53,0.00,22.45,13.47,64.08,0.00,0.00,0.00,0.000,0.291,0.212,0.510,0.000,0.000,0.000
Jermaine Jackson,Raptors,2001-2002,REG,24,4.76,40.48,4.76,50.00,0.00,0.00,0.00,0.500,0.294,0.500,0.619,0.000,0.000,0.000
Milt Palacio,"Celtics, Suns",2001-2002,REG,67,8.41,33.64,5.61,41.59,8.41,1.87,0.47,0.222,0.333,0.167,0.483,0.500,0.000,0.000
Ira Newble,Hawks,2001-2002,REG,42,1.90,31.56,7.60,58.17,0.76,0.00,0.00,0.000,0.289,0.350,0.647,0.500,0.000,0.000
Raja Bell,76ers,2001-2002,REG,71,10.00,42.50,12.50,26.67,4.17,4.17,0.00,0.250,0.382,0.467,0.594,0.500,0.100,0.000
Eddie Robinson,Bulls,2001-2002,REG,29,1.62,62.75,12.15,23.08,0.00,0.40,0.00,0.250,0.355,0.500,0.702,0.000,1.000,0.000
Harold Jamison,Clippers,2001-2002,REG,25,0.00,0.00,18.60,81.40,0.00,0.00,0.00,0.000,0.000,0.125,0.600,0.000,0.000,0.000
Rodney Buford,Grizzlies,2001-2002,REG,63,9.11,48.23,17.54,22.43,1.52,1.01,0.17,0.259,0.420,0.375,0.617,0.222,0.167,0.000
Todd MacCulloch,Nets,2001-2002,REG,62,0.00,10.75,23.44,65.81,0.00,0.00,0.00,0.000,0.260,0.431,0.611,0.000,0.000,0.000
Lee Nailon,Hornets,2001-2002,REG,79,0.13,49.48,21.20,29.06,0.00,0.13,0.00,0.000,0.410,0.438,0.640,0.000,1.000,0.000
Obinna Ekezie,Clippers,2001-2002,REG,27,0.00,43.59,23.08,33.33,0.00,0.00,0.00,0.000,0.294,0.333,0.385,0.000,0.000,0.000
Wang Zhi-zhi,Mavericks,2001-2002,REG,55,43.55,22.18,10.89,20.16,0.81,2.42,0.00,0.398,0.364,0.407,0.600,0.000,0.833,0.000
Calvin Booth,SuperSonics,2001-2002,REG,15,0.00,57.32,21.95,20.73,0.00,0.00,0.00,0.000,0.447,0.278,0.529,0.000,0.000,0.000
Evan Eschmeyer,Mavericks,2001-2002,REG,30,0.00,10.00,8.00,82.00,0.00,0.00,0.00,0.000,0.000,0.000,0.512,0.000,0.000,0.000
Michael Ruffin,76ers,2001-2002,REG,14,0.00,3.85,19.23,76.92,0.00,0.00,0.00,0.000,0.000,0.000,0.350,0.000,0.000,0.000
Leon Smith,Hawks,2001-2002,REG,14,0.00,11.54,26.92,61.54,0.00,0.00,0.00,0.000,0.333,0.286,0.438,0.000,0.000,0.000
Scott Padgett,Jazz,2001-2002,REG,75,25.06,20.25,8.10,43.29,1.77,1.52,0.00,0.404,0.438,0.281,0.561,0.429,0.833,0.000
Jumaine Jones,Cavaliers,2001-2002,REG,81,22.50,42.50,7.34,23.75,2.66,1.09,0.16,0.299,0.449,0.362,0.632,0.412,0.143,1.000
Vonteego Cummings,76ers,2001-2002,REG,55,19.25,39.04,14.44,21.93,1.60,3.74,0.00,0.222,0.397,0.519,0.561,0.333,0.429,0.000
Tim James,76ers,2001-2002,REG,9,0.00,46.15,7.69,46.15,0.00,0.00,0.00,0.000,0.167,0.000,0.667,0.000,0.000,0.000
Andrei Kirilenko,Jazz,2001-2002,REG,82,11.69,16.90,7.74,59.72,2.37,1.58,0.00,0.270,0.243,0.224,0.593,0.067,0.300,0.000
Devean George,Lakers,2001-2002,REG,82,20.27,31.74,9.75,24.67,6.69,5.93,0.96,0.340,0.355,0.333,0.574,0.543,0.323,0.000
Kenny Thomas,Rockets,2001-2002,REG,72,1.33,37.76,17.73,42.58,0.00,0.48,0.12,0.000,0.371,0.395,0.629,0.000,0.000,0.000
Jeff Foster,Pacers,2001-2002,REG,82,2.28,34.52,11.42,50.25,0.76,0.51,0.25,0.111,0.338,0.244,0.596,0.000,0.500,0.000
Dion Glover,Hawks,2001-2002,REG,55,16.01,29.17,10.31,40.57,1.97,1.75,0.22,0.329,0.383,0.213,0.546,0.222,0.500,0.000
Quincy Lewis,Jazz,2001-2002,REG,35,6.99,48.95,11.19,27.27,2.10,3.50,0.00,0.100,0.357,0.375,0.769,0.000,0.400,0.000
James Posey,Nuggets,2001-2002,REG,73,13.86,31.66,6.93,29.08,6.39,11.68,0.41,0.225,0.313,0.412,0.542,0.340,0.326,0.000
Cal Bowdler,Hawks,2001-2002,REG,52,2.87,66.09,8.05,22.99,0.00,0.00,0.00,0.200,0.322,0.429,0.425,0.000,0.000,0.000
Metta World Peace,"Bulls, Pacers",2001-2002,REG,55,21.07,31.76,11.95,29.56,2.99,2.67,0.00,0.358,0.416,0.421,0.532,0.105,0.176,0.000
William Avery,Timberwolves,2001-2002,REG,28,33.33,32.22,5.56,23.33,2.22,2.22,1.11,0.167,0.207,0.400,0.571,0.500,0.000,0.000
Corey Maggette,Clippers,2001-2002,REG,63,19.25,29.25,10.38,34.15,2.83,4.15,0.00,0.314,0.419,0.291,0.597,0.200,0.500,0.000
Trajan Langdon,Cavaliers,2001-2002,REG,44,36.93,34.66,8.52,14.77,1.70,2.84,0.57,0.385,0.344,0.467,0.577,0.333,0.200,0.000
Jason Terry,Hawks,2001-2002,REG,78,29.37,34.13,9.02,20.43,3.20,3.86,0.00,0.399,0.411,0.418,0.542,0.385,0.298,0.000
Shawn Marion,Suns,2001-2002,REG,81,5.02,50.54,17.78,22.94,2.01,1.58,0.14,0.371,0.414,0.419,0.656,0.500,0.364,0.000
Andre Miller,Cavaliers,2001-2002,REG,81,6.60,43.83,21.05,26.79,0.48,0.29,0.96,0.290,0.434,0.441,0.557,0.000,0.667,0.000
Richard Hamilton,Wizards,2001-2002,REG,63,3.14,50.60,25.39,20.22,0.28,0.37,0.00,0.353,0.385,0.429,0.580,0.667,0.500,0.000
Wally Szczerbiak,Timberwolves,2001-2002,REG,82,10.58,43.58,18.67,22.00,2.42,2.67,0.08,0.417,0.461,0.460,0.682,0.517,0.531,0.000
Jonathan Bender,Pacers,2001-2002,REG,78,19.57,27.83,14.13,30.87,3.04,4.57,0.00,0.344,0.359,0.308,0.613,0.357,0.429,0.000
Lamar Odom,Clippers,2001-2002,REG,29,22.78,24.72,22.78,29.17,0.28,0.28,0.00,0.195,0.404,0.415,0.619,0.000,0.000,0.000
Baron Davis,Hornets,2001-2002,REG,82,31.32,25.06,6.49,32.96,1.79,1.86,0.52,0.355,0.354,0.345,0.548,0.417,0.360,0.000
Steve Francis,Rockets,2001-2002,REG,57,16.48,35.85,8.84,34.46,1.29,2.48,0.60,0.349,0.391,0.371,0.513,0.077,0.360,0.000
Elton Brand,Clippers,2001-2002,REG,80,0.00,25.15,33.27,41.58,0.00,0.00,0.00,0.000,0.425,0.393,0.695,0.000,0.000,0.000
Steve Goodrich,Nets,2001-2002,REG,9,0.00,40.00,20.00,40.00,0.00,0.00,0.00,0.000,0.250,0.000,0.250,0.000,0.000,0.000
Earl Boykins,Clippers,2001-2002,REG,68,13.45,42.55,25.45,16.73,1.82,0.00,0.00,0.351,0.410,0.414,0.435,0.000,0.000,0.000
Anthony Carter,Heat,2001-2002,REG,46,5.00,58.08,14.62,20.00,0.38,0.38,1.54,0.077,0.338,0.184,0.577,0.000,0.000,0.000
Tyrone Nesby,Wizards,2001-2002,REG,70,7.86,48.33,9.76,30.71,2.14,1.19,0.00,0.212,0.365,0.415,0.612,0.556,0.200,0.000
Ike Fontaine,Grizzlies,2001-2002,REG,6,21.43,28.57,7.14,28.57,7.14,7.14,0.00,0.333,0.000,0.000,0.500,0.000,0.000,0.000
Brad Miller,"Bulls, Pacers",2001-2002,REG,76,0.95,32.20,17.19,49.66,0.00,0.00,0.00,0.429,0.415,0.357,0.604,0.000,0.000,0.000
Damon Jones,Pistons,2001-2002,REG,67,34.86,15.85,2.46,15.85,16.90,14.08,0.00,0.354,0.356,0.286,0.600,0.396,0.375,0.000
Ryan Bowen,Nuggets,2001-2002,REG,75,1.63,25.08,6.19,64.82,0.00,1.30,0.98,0.200,0.273,0.263,0.603,0.000,0.000,0.000
Tremaine Fowlkes,Clippers,2001-2002,REG,22,0.00,42.19,14.06,43.75,0.00,0.00,0.00,0.000,0.259,0.222,0.571,0.000,0.000,0.000
Greg Buckner,Mavericks,2001-2002,REG,44,4.55,26.26,11.62,54.04,2.53,0.51,0.51,0.333,0.327,0.304,0.701,0.400,0.000,0.000
Derrick Dial,"Nets, Raptors",2001-2002,REG,32,7.50,60.83,7.50,22.50,0.00,1.67,0.00,0.111,0.342,0.333,0.444,0.000,0.000,0.000
