name,position,age,Teams,GP,GS,MP,FG PP,FGA PP,FG %,FG3 PP,FG3A PP,FG3 %,FG2 PP,FG2A PP,FG2 %,FT PP,FTA PP,FT %,ORB PP,DRB PP,TRB PP,APP,SPP,BPP,TO PP,Fouls PP,PPP,Off. Ra
Hilton Armstrong,PF,25,Hilton Armstrong,18,0,239,4.1,10.8,.380,0.0,0.0,,4.1,10.8,.380,2.8,6.1,.464,3.7,9.5,13.2,3.5,1.7,1.7,2.8,9.5,11.1,89
Hilton Armstrong,C,25,Hilton Armstrong,6,0,56,3.6,10.9,.333,0.0,0.0,,3.6,10.9,.333,1.8,1.8,1.000,4.6,8.2,12.8,1.8,1.8,3.6,3.6,4.6,9.1,81
Hilton Armstrong,C,25,Hilton Armstrong,9,0,40,6.4,21.7,.294,0.0,1.3,.000,6.4,20.4,.313,0.0,2.6,.000,6.4,1.3,7.7,3.8,6.4,0.0,6.4,12.8,12.8,64
Carlos Arroyo,PG,30,Carlos Arroyo,72,35,1585,6.0,12.7,.475,0.2,0.8,.280,5.8,11.8,.489,2.6,3.0,.844,0.9,3.5,4.4,7.6,1.2,0.2,1.8,3.4,14.8,115
Darrell Arthur,PF,21,Darrell Arthur,32,1,457,7.1,16.4,.432,0.0,0.1,.000,7.1,16.3,.434,1.9,3.4,.567,4.2,8.2,12.3,1.7,1.6,1.6,2.5,6.7,16.1,96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chucky Atkins,PG,35,Chucky Atkins,40,11,644,4.8,13.2,.363,1.9,6.1,.301,2.9,7.1,.417,2.1,2.3,.926,0.4,2.0,2.4,7.7,1.4,0.0,2.7,4.5,13.6,102
D.J. Augustin,PG,22,D.J. Augustin,80,2,1472,6.1,15.7,.386,2.5,6.4,.393,3.5,9.3,.381,3.7,4.7,.779,0.4,3.1,3.5,7.0,1.6,0.2,2.7,4.6,18.3,106
Jeff Ayres,C,22,Jeff Ayres,39,4,405,5.8,8.8,.662,0.0,0.0,,5.8,8.8,.662,2.4,2.7,.900,3.4,9.9,13.2,0.1,0.9,2.2,1.6,10.3,14.0,130
Kelenna Azubuike,SF,26,Kelenna Azubuike,9,7,231,9.9,18.2,.545,2.1,5.6,.370,7.9,12.6,.623,3.9,5.8,.679,2.5,6.0,8.5,2.1,1.0,1.9,1.4,3.3,25.9,122
Renaldo Balkman,SF,25,Renaldo Balkman,13,1,91,3.3,10.0,.333,0.0,3.9,.000,3.3,6.1,.545,1.1,3.3,.333,2.2,10.6,12.8,3.9,4.5,1.1,3.3,8.9,7.8,74
Marcus Banks,PG,28,Marcus Banks,22,0,244,8.2,15.4,.534,1.5,5.1,.292,6.8,10.4,.653,5.1,6.1,.828,0.6,4.2,4.9,5.5,2.5,0.4,4.2,6.3,23.0,112
Leandro Barbosa,PG,27,Leandro Barbosa,44,5,786,9.9,23.4,.425,2.8,8.7,.324,7.1,14.7,.485,4.1,4.7,.877,0.7,3.7,4.4,4.1,1.5,0.8,2.9,4.5,26.8,105
J.J. Barea,PG,25,J.J. Barea,78,18,1546,7.8,17.7,.440,1.9,5.3,.357,5.9,12.4,.476,2.6,3.0,.844,0.6,4.3,4.9,8.7,1.2,0.2,3.4,4.0,20.0,104
Andrea Bargnani,PF,24,Andrea Bargnani,80,80,2799,9.9,21.1,.470,2.2,6.0,.372,7.7,15.1,.509,3.3,4.3,.774,1.9,7.2,9.1,1.7,0.5,2.0,2.2,4.0,25.4,108
Matt Barnes,SF,29,Matt Barnes,81,58,2097,6.7,13.9,.487,1.6,5.1,.319,5.1,8.7,.586,2.7,3.6,.740,2.6,8.4,11.1,3.3,1.5,0.7,2.8,4.6,17.8,111
Earl Barron,C,28,Earl Barron,7,6,232,6.6,15.0,.441,0.0,0.0,,6.6,15.0,.441,4.8,6.4,.759,6.8,10.1,17.0,1.8,0.9,0.9,2.4,5.3,18.1,110
Brandon Bass,PF,24,Brandon Bass,50,3,648,9.6,18.8,.511,0.0,0.0,,9.6,18.8,.511,4.2,5.1,.825,4.3,5.9,10.2,1.5,1.0,2.2,2.5,5.6,23.3,112
Tony Battie,C,33,Tony Battie,15,0,134,5.5,15.7,.350,0.4,1.6,.250,5.1,14.1,.361,2.7,3.9,.700,1.6,7.5,9.0,1.2,1.6,0.8,1.2,7.5,14.1,88
Shane Battier,SG,31,Shane Battier,67,62,2168,4.2,10.5,.398,2.4,6.6,.362,1.8,4.0,.458,1.8,2.5,.726,1.7,5.6,7.3,3.9,1.2,1.8,1.5,3.3,12.6,114
Nicolas Batum,SF,21,Nicolas Batum,37,25,918,8.3,16.0,.519,3.2,7.9,.409,5.1,8.1,.625,2.6,3.0,.843,1.9,6.5,8.4,2.6,1.4,1.5,1.6,4.9,22.3,127
Jerryd Bayless,SG,21,Jerryd Bayless,74,11,1304,8.4,20.3,.414,1.2,3.9,.315,7.2,16.4,.437,8.4,10.2,.831,0.8,4.3,5.0,7.2,1.1,0.2,3.9,6.4,26.4,108
Michael Beasley,PF,21,Michael Beasley,78,78,2328,10.8,23.9,.450,0.6,2.3,.275,10.1,21.6,.469,4.4,5.5,.800,2.8,8.6,11.5,2.3,1.8,1.1,3.0,5.1,26.6,101
Rodrigue Beaubois,PG,21,Rodrigue Beaubois,56,16,700,11.5,22.2,.518,3.3,8.2,.409,8.2,14.0,.582,3.1,3.9,.808,0.9,4.9,5.8,5.5,2.1,0.9,4.0,6.2,29.4,111
Marco Belinelli,SG,23,Marco Belinelli,66,1,1121,7.1,17.4,.406,2.8,7.3,.380,4.3,10.2,.425,4.6,5.6,.835,0.6,3.7,4.4,4.1,1.9,0.2,2.8,3.7,21.6,106
Charlie Bell,SG,30,Charlie Bell,71,39,1611,5.5,14.4,.381,2.4,6.5,.365,3.1,7.9,.395,1.6,2.2,.716,1.0,3.3,4.3,3.4,1.3,0.4,1.8,4.4,14.9,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raja Bell,SG,33,Raja Bell,6,5,180,8.1,17.8,.459,3.5,7.9,.444,4.7,9.9,.471,0.9,0.9,1.000,1.5,5.2,6.7,3.8,1.2,0.6,1.5,4.4,20.7,116
Raja Bell,SG,33,Raja Bell,5,5,157,8.1,18.6,.436,3.0,8.1,.375,5.1,10.5,.484,1.0,1.0,1.000,1.7,5.4,7.1,3.4,1.4,0.7,1.7,4.4,20.3,109
Raja Bell,SG,33,Raja Bell,1,0,23,8.3,12.5,.667,6.2,6.2,1.000,2.1,6.2,.333,0.0,0.0,,0.0,4.2,4.2,6.2,0.0,0.0,0.0,4.2,22.9,184
Jonathan Bender,SF,29,Jonathan Bender,25,1,292,7.0,17.5,.400,2.4,6.8,.359,4.5,10.7,.426,4.2,4.5,.923,2.6,6.5,9.1,2.8,0.3,3.0,4.9,5.8,20.6,94
Mike Bibby,PG,31,Mike Bibby,80,80,2195,6.5,15.6,.416,3.1,7.9,.389,3.4,7.8,.444,1.7,1.9,.861,0.5,4.0,4.5,7.5,1.6,0.1,2.2,3.8,17.7,113
Andris Biedriņš,C,23,Andris Biedriņš,33,29,763,5.1,8.6,.591,0.0,0.0,,5.1,8.6,.591,0.3,1.6,.160,3.9,12.3,16.2,3.6,1.3,2.8,2.0,7.3,10.4,113
Chauncey Billups,PG,33,Chauncey Billups,73,73,2490,8.2,19.6,.418,3.2,8.3,.386,5.0,11.3,.441,9.5,10.4,.910,0.5,4.1,4.6,8.3,1.7,0.2,3.6,3.1,29.0,120
DeJuan Blair,PF,20,DeJuan Blair,82,23,1494,9.6,17.3,.556,0.0,0.1,.000,9.6,17.3,.558,3.1,5.6,.547,7.0,11.4,18.4,2.3,1.8,1.4,3.9,7.9,22.4,108
Steve Blake,PG,29,Steve Blake,80,38,2159,5.4,13.0,.416,2.9,7.3,.395,2.5,5.7,.443,0.9,1.2,.750,0.5,4.1,4.6,9.4,1.4,0.1,3.2,3.1,14.6,108
Steve Blake,PG,29,Steve Blake,51,28,1397,5.6,13.9,.403,3.1,8.1,.377,2.5,5.8,.439,0.9,1.3,.750,0.6,4.0,4.6,8.0,1.4,0.1,2.5,3.3,15.2,109
Steve Blake,PG,29,Steve Blake,29,10,762,5.0,11.4,.443,2.6,5.9,.437,2.4,5.4,.450,0.8,1.1,.750,0.4,4.3,4.7,12.0,1.4,0.3,4.3,2.7,13.5,107
Andray Blatche,PF,23,Andray Blatche,81,36,2256,11.1,23.2,.478,0.3,1.0,.295,10.8,22.2,.487,4.0,5.4,.744,3.7,8.1,11.8,3.9,2.0,1.6,4.2,5.1,26.5,101
Keith Bogans,SF,29,Keith Bogans,79,50,1559,4.0,10.0,.403,2.4,6.6,.357,1.7,3.4,.490,1.2,1.7,.740,0.8,5.1,5.9,3.2,1.5,0.4,1.8,5.2,11.7,106
Andrew Bogut,C,25,Andrew Bogut,69,69,2229,11.1,21.4,.520,0.0,0.0,.000,11.1,21.3,.521,3.5,5.6,.629,4.9,11.6,16.5,3.0,0.9,4.1,3.1,5.2,25.7,107
Matt Bonner,PF,29,Matt Bonner,65,8,1161,7.5,16.8,.446,4.1,10.4,.390,3.4,6.4,.539,1.6,2.2,.729,2.3,7.3,9.7,3.1,1.4,1.1,1.8,4.9,20.6,117
Josh Boone,PF,25,Josh Boone,63,28,1045,5.9,11.2,.525,0.0,0.0,,5.9,11.2,.525,1.0,2.9,.328,6.2,9.6,15.8,1.5,1.5,2.4,1.9,5.6,12.7,107
Carlos Boozer,PF,28,Carlos Boozer,78,78,2673,11.8,21.0,.562,0.0,0.0,,11.8,21.0,.562,5.5,7.4,.742,3.5,13.3,16.7,4.7,1.6,0.7,4.1,5.2,29.1,112
Chris Bosh,C,25,Chris Bosh,70,70,2526,12.3,23.6,.518,0.2,0.4,.364,12.1,23.2,.521,9.6,12.0,.797,4.2,11.3,15.5,3.4,0.9,1.4,3.5,3.5,34.3,117
Ryan Bowen,SF,34,Ryan Bowen,1,0,8,6.4,6.4,1.000,0.0,0.0,,6.4,6.4,1.000,12.9,12.9,1.000,6.4,6.4,12.9,0.0,6.4,0.0,0.0,12.9,25.8,224
Earl Boykins,PG,33,Earl Boykins,67,1,1117,8.1,18.9,.427,0.9,2.8,.317,7.2,16.1,.446,3.6,4.2,.865,0.8,2.7,3.5,8.0,1.1,0.1,3.2,2.3,20.6,103
Elton Brand,PF,30,Elton Brand,76,57,2297,9.4,19.6,.480,0.0,0.0,.000,9.4,19.6,.481,3.9,5.3,.738,4.1,6.4,10.5,2.5,1.9,1.8,3.0,5.3,22.7,104
Corey Brewer,SG,23,Corey Brewer,82,82,2482,8.2,19.1,.431,1.7,4.8,.346,6.6,14.3,.459,3.3,5.2,.648,1.4,4.2,5.6,3.9,2.4,0.6,3.3,4.5,21.5,98
Ronnie Brewer,SG,24,Ronnie Brewer,58,53,1742,6.1,12.6,.487,0.2,0.9,.258,5.9,11.7,.505,2.5,3.9,.639,1.3,4.2,5.5,4.5,2.7,0.4,1.6,2.4,15.0,110
Ronnie Brewer,SG,24,Ronnie Brewer,53,53,1662,6.3,12.8,.495,0.2,1.0,.258,6.1,11.9,.514,2.5,3.9,.633,1.4,4.2,5.5,4.6,2.6,0.5,1.6,2.5,15.4,111
Ronnie Brewer,SG,24,Ronnie Brewer,5,0,80,1.9,8.3,.231,0.0,0.0,,1.9,8.3,.231,2.6,3.2,.800,0.6,3.8,4.5,1.9,3.8,0.0,1.3,0.0,6.4,78
Primož Brezec,C,30,Primož Brezec,21,0,95,5.0,14.3,.346,0.0,0.0,,5.0,14.3,.346,0.6,3.3,.167,6.6,7.2,13.8,0.6,0.6,1.7,1.1,10.5,10.5,85
Primož Brezec,C,30,Primož Brezec,7,0,36,2.9,18.9,.154,0.0,0.0,,2.9,18.9,.154,1.5,2.9,.500,8.7,8.7,17.5,0.0,1.5,1.5,0.0,13.1,7.3,68
Primož Brezec,C,30,Primož Brezec,14,0,59,6.2,11.5,.538,0.0,0.0,,6.2,11.5,.538,0.0,3.5,.000,5.3,6.2,11.5,0.9,0.0,1.8,1.8,8.9,12.4,98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Brockman,PF,22,Jon Brockman,52,4,654,4.3,8.0,.534,0.0,0.0,,4.3,8.0,.534,2.9,4.8,.597,8.2,8.4,16.6,1.7,1.2,0.4,1.8,9.0,11.5,124
Aaron Brooks,PG,25,Aaron Brooks,82,82,2919,10.1,23.3,.432,3.7,9.2,.398,6.4,14.1,.454,4.3,5.2,.822,0.9,2.8,3.8,7.6,1.2,0.2,4.1,3.5,28.0,108
Bobby Brown,PG,25,Bobby Brown,45,0,519,8.8,23.7,.371,2.6,9.8,.265,6.2,13.9,.446,1.3,1.5,.867,0.9,2.9,3.8,8.8,1.5,0.1,4.6,4.2,21.5,90
Bobby Brown,PG,25,Bobby Brown,22,0,328,9.5,24.0,.395,2.7,10.4,.258,6.8,13.6,.500,1.3,1.3,1.000,0.2,2.7,2.8,7.3,1.4,0.2,3.8,4.4,22.9,93
Bobby Brown,PG,25,Bobby Brown,23,0,191,7.6,23.1,.329,2.4,8.7,.281,5.2,14.4,.358,1.4,1.9,.714,2.2,3.3,5.4,11.4,1.6,0.0,6.0,3.8,19.0,85
Derrick Brown,SF,22,Derrick Brown,57,0,535,6.8,14.6,.463,0.2,0.7,.286,6.6,13.9,.471,4.8,7.1,.667,3.1,4.7,7.7,1.9,2.1,1.0,1.9,5.3,18.5,107
Devin Brown,SG,31,Devin Brown,50,37,1060,6.6,17.6,.377,2.8,8.0,.354,3.8,9.6,.396,3.4,4.2,.802,1.4,4.6,6.1,3.2,1.6,0.3,3.0,3.5,19.5,97
Devin Brown,SG,31,Devin Brown,39,37,967,6.9,17.4,.394,2.9,7.9,.367,4.0,9.5,.416,3.7,4.6,.802,1.4,4.4,5.8,3.1,1.6,0.3,3.1,3.3,20.3,100
Devin Brown,SG,31,Devin Brown,11,0,93,4.4,20.0,.222,2.2,9.4,.235,2.2,10.5,.211,0.0,0.0,,1.1,7.2,8.3,3.9,1.7,0.6,2.8,5.5,11.1,64
Kwame Brown,C,27,Kwame Brown,48,1,660,5.1,10.2,.500,0.0,0.1,.000,5.1,10.1,.504,2.7,8.0,.337,4.4,10.2,14.5,1.8,1.2,1.0,3.5,7.6,12.9,89
Shannon Brown,SG,24,Shannon Brown,82,7,1700,7.7,18.0,.427,1.9,5.8,.328,5.8,12.3,.474,3.0,3.7,.818,0.9,4.7,5.6,3.3,1.7,0.9,2.0,3.9,20.3,105
Kobe Bryant,SG,31,Kobe Bryant,73,73,2835,13.1,28.6,.456,1.8,5.5,.329,11.3,23.1,.487,8.0,9.9,.811,1.4,5.7,7.1,6.7,2.1,0.4,4.3,3.4,35.9,109
Chase Budinger,SF,21,Chase Budinger,74,4,1488,8.5,19.4,.441,3.2,8.5,.369,5.4,10.8,.497,2.3,3.0,.770,1.3,6.2,7.5,3.0,1.2,0.4,1.6,2.9,22.5,111
Caron Butler,SF-SG,29,Caron Butler,74,74,2783,8.4,19.7,.428,0.8,2.7,.290,7.7,17.0,.450,5.0,5.9,.838,2.0,6.7,8.6,2.9,2.2,0.5,3.0,3.6,22.6,101
Caron Butler,SF,29,Caron Butler,47,47,1853,8.3,19.6,.422,0.7,2.7,.263,7.6,16.9,.447,5.2,6.0,.877,1.9,7.0,8.9,3.0,1.9,0.4,3.2,3.6,22.5,101
Caron Butler,SG,29,Caron Butler,27,27,930,8.8,19.9,.440,0.9,2.8,.340,7.8,17.1,.456,4.4,5.8,.760,2.0,6.1,8.1,2.7,2.7,0.5,2.6,3.7,22.9,101
Rasual Butler,SF,30,Rasual Butler,82,64,2702,6.8,16.7,.409,2.8,8.3,.336,4.0,8.4,.482,2.3,2.8,.841,0.7,3.9,4.6,2.2,0.7,1.3,1.5,2.3,18.8,106
Andrew Bynum,C,22,Andrew Bynum,65,65,1977,10.3,18.0,.570,0.0,0.0,.000,10.3,18.0,.571,5.0,6.8,.739,4.6,9.5,14.2,1.8,0.9,2.5,3.0,5.0,25.6,117
Will Bynum,PG,27,Will Bynum,63,20,1667,7.7,17.4,.444,0.4,1.8,.218,7.3,15.6,.470,4.6,5.8,.798,0.8,3.8,4.6,9.2,1.8,0.2,3.7,4.7,20.4,105
José Calderón,PG,28,José Calderón,68,39,1817,7.8,16.1,.482,1.9,4.9,.398,5.8,11.3,.519,2.4,3.0,.798,0.7,3.4,4.0,11.5,1.3,0.2,2.8,3.8,19.8,119
Marcus Camby,PF-C,35,Marcus Camby,74,74,2314,5.4,11.4,.475,0.0,0.2,.286,5.4,11.3,.478,1.8,2.8,.639,5.7,14.2,19.8,4.2,2.2,3.3,2.1,3.7,12.7,112
Marcus Camby,PF,35,Marcus Camby,51,51,1596,5.4,11.6,.466,0.1,0.2,.333,5.3,11.4,.469,1.9,3.0,.659,5.4,14.6,20.0,4.9,2.2,3.2,2.1,3.4,12.8,111
Marcus Camby,C,35,Marcus Camby,23,23,718,5.5,11.0,.497,0.0,0.1,.000,5.5,11.0,.500,1.4,2.4,.581,6.3,13.1,19.4,2.7,2.0,3.6,2.1,4.3,12.3,113
Brian Cardinal,PF,32,Brian Cardinal,29,0,267,2.6,6.7,.389,0.6,1.7,.333,2.1,5.1,.407,3.2,3.4,.944,1.3,4.1,5.4,4.5,1.7,0.6,1.3,10.5,9.0,118
Rodney Carney,SG,25,Rodney Carney,68,0,857,6.9,17.2,.401,2.5,8.3,.304,4.4,9.0,.490,3.2,3.9,.825,1.6,6.8,8.4,2.3,1.5,1.2,1.3,4.8,19.5,109
DeMarre Carroll,SF,23,DeMarre Carroll,71,1,795,5.7,14.3,.396,0.0,0.4,.000,5.7,13.9,.407,2.1,3.4,.623,3.4,6.3,9.7,2.1,1.8,0.6,1.5,6.9,13.5,98
Matt Carroll,SG,29,Matt Carroll,25,0,121,7.7,21.4,.360,1.7,8.1,.211,6.0,13.3,.452,2.6,2.6,1.000,1.7,3.4,5.1,2.6,2.1,0.0,3.0,5.6,19.7,87
Anthony Carter,PG,34,Anthony Carter,54,7,859,4.5,10.7,.420,1.0,3.7,.270,3.5,7.0,.500,0.6,0.8,.846,1.0,4.2,5.2,9.4,2.3,0.8,3.4,4.2,10.6,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vince Carter,SG,33,Vince Carter,75,74,2310,9.8,22.9,.428,2.7,7.3,.367,7.1,15.6,.456,5.8,6.9,.840,0.7,5.9,6.6,5.3,1.2,0.4,2.4,4.3,28.1,112
Omri Casspi,SF,21,Omri Casspi,77,31,1931,7.9,17.8,.446,2.0,5.4,.369,6.0,12.4,.480,3.1,4.6,.672,2.0,7.2,9.2,2.5,1.4,0.4,2.6,3.3,20.9,104
Mario Chalmers,PG,23,Mario Chalmers,73,22,1807,5.4,13.5,.401,2.2,7.0,.318,3.2,6.5,.491,2.4,3.3,.745,0.7,3.3,4.0,7.3,2.7,0.4,3.6,5.2,15.4,100
Tyson Chandler,C,27,Tyson Chandler,51,27,1163,5.0,8.7,.574,0.0,0.0,,5.0,8.7,.574,5.3,7.2,.732,5.2,9.4,14.6,0.7,0.8,2.5,4.2,6.3,15.2,107
Wilson Chandler,SG,22,Wilson Chandler,65,64,2320,9.1,18.9,.479,0.9,3.3,.267,8.2,15.6,.524,2.8,3.5,.806,2.0,5.6,7.7,3.0,1.0,1.1,2.4,4.1,21.9,106
Earl Clark,PF,22,Earl Clark,51,0,383,7.4,19.9,.371,0.3,0.7,.400,7.1,19.2,.370,3.4,4.7,.722,2.4,5.8,8.2,2.8,0.9,1.7,3.0,3.3,18.4,89
Jarron Collins,C,31,Jarron Collins,34,10,261,2.3,6.0,.387,0.0,0.0,,2.3,6.0,.387,1.9,4.8,.400,4.2,7.7,12.0,1.2,0.4,0.6,1.9,8.1,6.6,93
Jason Collins,C,31,Jason Collins,24,0,115,3.7,10.7,.348,0.0,0.5,.000,3.7,10.2,.364,0.0,0.9,.000,2.3,4.2,6.5,1.9,1.4,0.9,2.3,9.7,7.4,73
Mardy Collins,SG,25,Mardy Collins,43,0,470,5.2,14.1,.367,0.4,1.9,.235,4.7,12.2,.387,1.4,2.3,.619,1.4,4.1,5.5,4.9,2.5,0.1,3.5,5.0,12.2,82
Darren Collison,PG,22,Darren Collison,76,37,2109,9.2,19.4,.477,1.1,2.8,.400,8.1,16.6,.490,3.6,4.3,.851,1.0,3.7,4.7,10.6,1.9,0.1,5.0,2.3,23.2,105
Nick Collison,C,29,Nick Collison,75,5,1557,6.0,10.2,.589,0.0,0.1,.250,6.0,10.1,.593,2.5,3.5,.692,5.0,7.7,12.7,1.3,1.2,1.6,2.1,7.6,14.5,120
Mike Conley,PG,22,Mike Conley,80,80,2569,7.4,16.6,.445,1.6,4.2,.387,5.7,12.3,.464,2.8,3.7,.743,0.6,3.2,3.8,8.5,2.2,0.2,3.4,3.6,19.2,108
Will Conroy,PG,27,Will Conroy,5,0,36,4.3,14.2,.300,0.0,4.3,.000,4.3,9.9,.429,0.0,2.8,.000,0.0,4.3,4.3,9.9,0.0,0.0,5.7,7.1,8.5,63
Brian Cook,PF,29,Brian Cook,15,0,44,8.1,26.7,.304,2.3,10.4,.222,5.8,16.2,.357,5.8,8.1,.714,1.2,9.3,10.4,1.2,0.0,2.3,7.0,5.8,24.4,72
Daequan Cook,SG,22,Daequan Cook,45,3,691,6.3,19.6,.320,3.1,9.8,.317,3.2,9.8,.323,1.6,1.9,.840,0.7,5.7,6.4,3.3,1.1,0.8,1.9,3.9,17.3,90
Jamal Crawford,SG,29,Jamal Crawford,79,0,2460,10.7,23.9,.449,3.5,9.2,.382,7.2,14.7,.491,5.8,6.8,.857,0.7,3.6,4.4,5.2,1.3,0.3,3.0,2.9,30.9,114
Dante Cunningham,PF,22,Dante Cunningham,63,2,707,8.2,16.6,.495,0.0,0.2,.000,8.2,16.4,.500,2.4,3.7,.646,4.2,8.2,12.4,1.1,1.9,1.7,1.2,7.5,18.8,112
Eddy Curry,C,27,Eddy Curry,7,0,62,6.6,17.3,.381,0.0,0.0,,6.6,17.3,.381,8.2,14.0,.588,3.3,7.4,10.7,0.0,0.0,0.8,10.7,10.7,21.4,68
JamesOn Curry,PG,24,JamesOn Curry,1,0,0,,,,,,,,,,,,,,,,,,,,,,
Stephen Curry,PG,21,Stephen Curry,80,77,2896,8.7,18.9,.462,2.7,6.3,.437,6.0,12.6,.474,2.9,3.3,.885,0.8,5.1,5.9,7.8,2.5,0.3,4.0,4.2,23.1,107
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Dalembert,C,28,Samuel Dalembert,82,80,2124,7.0,12.9,.545,0.0,0.0,,7.0,12.9,.545,2.4,3.3,.729,5.9,13.5,19.3,1.6,1.0,3.7,3.0,6.2,16.5,110
Erick Dampier,C,34,Erick Dampier,55,47,1280,5.4,8.6,.624,0.0,0.1,.333,5.4,8.5,.629,2.5,4.1,.604,5.2,11.0,16.2,1.3,0.6,3.1,2.5,6.2,13.3,118
Marquis Daniels,SF,29,Marquis Daniels,51,4,937,6.9,13.9,.498,0.3,1.6,.214,6.6,12.4,.534,1.9,3.1,.607,1.5,3.8,5.3,3.7,1.5,0.3,2.3,5.1,16.1,102
