APP,BPP,DRB PP,FG %,FG PP,FG2 %,FG2 PP,FG2A PP,FG3 %,FG3 PP,FG3A PP,FGA PP,FT %,FT PP,FTA PP,Fouls PP,GP,GS,MP,ORB PP,Off. Ra,PPP,SPP,TO PP,TRB PP,Teams,age,name,position
0.0,1.2,3.5,.571,4.7,.250,1.2,4.7,1.000,3.5,3.5,8.1,1.000,2.3,2.3,14.0,4,0,42,1.2,90,15.1,1.2,5.8,4.7,Antonius Cleveland,23,Antonius Cleveland,SG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7,2.2,10.0,.576,8.6,.598,8.2,13.6,.340,0.4,1.3,14.9,.715,3.6,5.1,5.9,74,26,1785,4.8,117,21.3,1.3,2.9,14.8,John Collins,20,John Collins,PF
2.5,1.5,8.4,.398,5.5,.455,3.8,8.4,.310,1.7,5.4,13.8,.643,1.3,2.0,6.3,66,1,1045,2.1,93,13.9,0.8,2.8,10.5,Zach Collins,20,Zach Collins,C
5.9,0.9,7.8,.384,4.0,.415,3.6,8.6,.235,0.4,1.8,10.4,.525,2.2,4.2,4.6,32,2,480,3.3,98,10.6,1.8,2.5,11.2,Kyle Collinsworth,26,Kyle Collinsworth,SF
9.1,0.4,3.5,.495,7.8,.508,5.4,10.7,.468,2.4,5.1,15.8,.882,3.1,3.6,3.0,69,64,2018,0.9,126,21.2,2.3,2.1,4.4,Darren Collison,30,Darren Collison,PG
2.6,0.0,8.6,.684,8.6,.684,8.6,12.6,,0.0,0.0,12.6,.385,3.3,8.6,4.6,15,0,75,4.6,106,20.5,0.0,4.6,13.2,Nick Collison,37,Nick Collison,PF
6.6,0.4,3.7,.381,8.7,.440,5.4,12.3,.312,3.3,10.4,22.8,.803,7.2,8.9,3.3,12,12,373,0.0,108,27.8,1.6,2.4,3.7,Mike Conley,30,Mike Conley,PG
3.0,0.7,4.2,.423,5.5,.506,3.0,6.0,.352,2.5,7.0,13.0,.841,1.2,1.5,4.0,82,5,1488,1.2,110,14.7,0.8,1.4,5.4,Pat Connaughton,25,Pat Connaughton,SG
5.8,0.1,4.7,.484,7.9,.514,4.9,9.6,.442,3.0,6.8,16.4,.880,1.4,1.6,3.8,33,18,740,0.7,115,20.3,0.8,2.1,5.3,Quinn Cook,24,Quinn Cook,PG
1.3,0.0,2.5,.143,2.5,.167,1.3,7.5,.125,1.3,10.1,17.6,.500,1.3,2.5,0.0,13,0,38,0.0,45,7.5,1.3,1.3,2.5,Charles Cooke,23,Charles Cooke,SG
3.5,0.0,9.3,.481,7.6,.481,7.6,15.7,,0.0,0.0,15.7,.737,8.1,11.0,7.6,7,0,87,8.1,126,23.3,0.6,1.7,17.4,Jack Cooley,26,Jack Cooley,PF
3.2,3.2,12.6,.500,3.2,.500,3.2,6.3,,0.0,0.0,6.3,,0.0,0.0,11.1,4,0,32,1.6,101,6.3,3.2,1.6,14.2,Matt Costello,24,Matt Costello,C
7.1,2.1,14.1,.470,11.2,.530,8.3,15.7,.354,2.9,8.1,23.7,.746,8.1,10.8,5.0,48,48,1737,2.9,104,33.3,2.2,6.7,17.0,DeMarcus Cousins,27,DeMarcus Cousins,C
3.0,1.4,7.2,.413,6.6,.497,2.7,5.4,.369,3.9,10.4,15.9,.853,2.2,2.6,4.5,80,80,2532,1.0,107,19.2,2.6,2.4,8.2,Robert Covington,27,Robert Covington,SF
2.6,0.8,6.5,.407,7.4,.461,3.0,6.5,.378,4.4,11.8,18.3,.852,2.5,3.0,3.7,75,68,2197,0.6,108,21.9,1.0,1.7,7.2,Allen Crabbe,25,Allen Crabbe,SG
2.0,1.2,6.9,.453,4.9,.570,3.5,6.2,.293,1.3,4.6,10.8,.629,1.7,2.8,5.0,39,5,629,3.2,111,12.8,0.9,1.6,10.0,Torrey Craig,27,Torrey Craig,SF
5.6,0.3,2.4,.415,9.3,.477,6.2,12.9,.331,3.1,9.5,22.4,.903,3.1,3.4,2.6,80,0,1653,0.6,104,24.9,1.2,2.9,3.0,Jamal Crawford,37,Jamal Crawford,SG
11.7,0.9,1.8,.444,10.8,.308,3.6,11.7,.571,7.2,12.6,24.3,1.000,0.9,0.9,6.3,5,0,53,1.8,116,29.7,0.9,4.5,3.6,Jordan Crawford,29,Jordan Crawford,SG
2.3,0.5,5.1,.404,6.4,.488,3.8,7.8,.323,2.6,8.1,15.9,.818,2.9,3.5,4.4,80,47,2090,1.4,105,18.3,1.5,1.7,6.5,Jae Crowder,27,Jae Crowder,SF
2.1,0.4,4.8,.418,5.7,.508,3.5,6.8,.328,2.3,6.9,13.7,.848,2.8,3.3,4.5,53,47,1346,1.5,109,16.5,1.5,1.5,6.3,Jae Crowder,27,Jae Crowder,SF
2.8,0.6,5.7,.386,7.7,.462,4.4,9.6,.316,3.2,10.2,19.9,.768,2.9,3.8,4.2,27,0,744,1.2,99,21.5,1.6,2.2,6.9,Jae Crowder,27,Jae Crowder,SF
1.5,0.9,6.8,.451,5.0,.541,3.3,6.0,.345,1.8,5.2,11.2,.596,1.0,1.6,3.4,73,25,1562,2.4,110,12.8,1.2,1.0,9.2,Dante Cunningham,30,Dante Cunningham,SF
1.1,0.7,6.1,.440,4.2,.547,2.7,5.0,.324,1.5,4.6,9.6,.556,0.9,1.5,3.2,51,24,1115,2.1,110,10.8,1.2,0.7,8.3,Dante Cunningham,30,Dante Cunningham,SF
2.4,1.5,8.4,.468,7.1,.532,4.6,8.6,.383,2.5,6.5,15.1,.688,1.2,1.7,3.9,22,1,447,3.0,110,17.8,1.3,1.8,11.4,Dante Cunningham,30,Dante Cunningham,SF
9.2,0.2,6.6,.495,12.6,.595,6.4,10.7,.423,6.3,14.8,25.5,.921,8.2,8.9,3.4,51,51,1631,1.1,125,39.8,2.4,4.5,7.7,Stephen Curry,29,Stephen Curry,PG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,0.1,3.4,.403,6.8,.419,1.4,3.5,.400,5.4,13.5,17.0,.875,1.7,1.9,4.0,79,15,1622,0.4,109,20.7,0.8,1.7,3.7,Troy Daniels,26,Troy Daniels,SG
3.0,3.4,11.3,.534,13.7,.558,12.7,22.8,.340,1.0,2.8,25.6,.828,8.7,10.5,2.8,75,75,2727,3.3,119,36.9,2.0,2.8,14.6,Anthony Davis,24,Anthony Davis,PF
2.1,2.1,9.4,.608,8.6,.608,8.6,14.2,,0.0,0.0,14.2,.667,2.0,3.1,6.7,62,6,943,4.0,122,19.3,0.8,1.7,13.4,Deyonta Davis,21,Deyonta Davis,C
1.4,1.8,13.3,.582,5.7,.584,5.7,9.8,.000,0.0,0.0,9.9,.667,2.5,3.8,6.4,78,0,1471,6.2,121,14.0,1.1,2.2,19.4,Ed Davis,28,Ed Davis,C
2.9,1.6,12.3,.524,7.9,.595,6.3,10.6,.355,1.6,4.5,15.1,.779,2.1,2.7,5.1,62,46,1542,3.2,111,19.5,1.3,2.7,15.5,Dewayne Dedmon,28,Dewayne Dedmon,C
2.1,0.5,7.2,.494,7.0,.593,6.5,11.0,.167,0.6,3.3,14.3,.661,2.0,3.1,3.9,73,1,883,2.4,107,16.7,1.3,1.8,9.6,Sam Dekker,23,Sam Dekker,PF
7.9,0.3,4.4,.382,5.3,.391,3.0,7.8,.371,2.2,6.0,13.7,.804,3.6,4.4,4.0,54,3,1014,0.4,104,16.3,1.7,3.2,4.8,Malcolm Delaney,28,Malcolm Delaney,PG
10.2,0.0,3.5,.362,3.9,.351,1.8,5.2,.372,2.0,5.5,10.6,.926,1.8,1.9,4.7,38,3,712,1.0,104,11.5,1.0,3.4,4.5,Matthew Dellavedova,27,Matthew Dellavedova,PG
3.7,0.0,0.0,.500,3.7,.500,3.7,7.4,,0.0,0.0,7.4,,0.0,0.0,0.0,1,1,13,0.0,77,7.4,3.7,3.7,0.0,Luol Deng,32,Luol Deng,SF
7.6,0.4,4.7,.456,11.7,.494,10.1,20.5,.310,1.6,5.2,25.7,.825,8.4,10.2,2.7,80,80,2711,1.1,114,33.5,1.5,3.2,5.7,DeMar DeRozan,28,DeMar DeRozan,SG
1.6,1.7,13.5,.580,8.4,.580,8.4,14.5,,0.0,0.0,14.5,.758,4.1,5.4,6.7,52,0,581,3.9,118,20.9,0.9,2.3,17.3,Cheick Diallo,21,Cheick Diallo,PF
2.7,1.5,9.5,.479,7.0,.511,6.3,12.3,.311,0.7,2.3,14.6,.775,3.0,3.8,5.5,79,0,1333,4.0,112,17.6,1.7,2.2,13.5,Gorgui Dieng,28,Gorgui Dieng,C
11.0,0.5,4.6,.387,6.8,.452,3.9,8.5,.326,3.0,9.1,17.6,.813,4.6,5.6,3.9,80,58,2306,0.8,114,21.2,1.4,2.7,5.5,Spencer Dinwiddie,24,Spencer Dinwiddie,PG
4.0,0.3,5.7,.377,7.2,.393,3.6,9.2,.362,3.6,10.0,19.2,.714,2.3,3.2,3.2,56,5,974,0.9,100,20.3,0.9,1.9,6.5,Tyler Dorsey,21,Tyler Dorsey,SG
3.2,0.2,7.8,.447,7.5,.538,5.2,9.7,.324,2.3,7.1,16.8,.696,1.7,2.4,3.6,44,2,474,0.9,106,19.0,1.3,1.8,8.8,Damyean Dotson,23,Damyean Dotson,SG
3.9,0.8,5.8,.277,5.0,.375,3.5,9.3,.174,1.6,8.9,18.3,.500,1.6,3.1,5.0,10,0,125,1.2,81,13.2,2.3,0.8,7.0,Milton Doyle,24,Milton Doyle,SG
0.0,0.0,16.5,.500,16.5,.500,16.5,33.1,,0.0,0.0,33.1,,0.0,0.0,16.5,2,0,3,0.0,59,33.1,0.0,16.5,16.5,PJ Dozier,21,PJ Dozier,PG
7.6,0.3,5.3,.450,10.2,.481,7.9,16.4,.370,2.3,6.3,22.7,.801,4.6,5.7,3.8,75,75,2378,1.1,108,27.4,1.3,3.5,6.5,Goran Dragić,31,Goran Dragić,PG
6.8,0.0,0.0,.292,4.8,.267,2.7,10.2,.333,2.0,6.1,16.4,,0.0,0.0,4.1,10,0,70,2.0,87,11.6,0.0,2.0,2.0,Larry Drew,27,Larry Drew,PG
6.4,0.0,0.0,.143,3.2,.250,3.2,12.8,.000,0.0,9.6,22.4,,0.0,0.0,6.4,3,0,15,3.2,51,6.4,0.0,3.2,3.2,Larry Drew,27,Larry Drew,PG
6.9,0.0,0.0,.353,5.2,.273,2.6,9.5,.500,2.6,5.2,14.8,,0.0,0.0,3.5,7,0,55,1.7,101,13.0,0.0,1.7,1.7,Larry Drew,27,Larry Drew,PG
4.5,2.4,16.1,.529,8.9,.536,8.9,16.5,.000,0.0,0.2,16.7,.605,4.5,7.5,4.8,78,78,2625,7.6,113,22.3,2.2,3.8,23.7,Andre Drummond,24,Andre Drummond,C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4,0.8,6.0,.393,3.3,.452,1.3,2.9,.363,2.0,5.6,8.5,.771,1.9,2.4,5.9,48,0,686,0.6,110,10.6,1.7,2.0,6.6,Jared Dudley,32,Jared Dudley,PF
9.9,0.9,6.3,.429,9.2,.457,7.8,17.0,.321,1.4,4.3,21.3,.737,2.7,3.6,5.6,52,43,1525,0.8,96,22.4,3.3,4.8,7.1,Kris Dunn,23,Kris Dunn,PG
7.6,2.5,9.0,.516,13.1,.565,9.5,16.8,.419,3.6,8.6,25.3,.889,7.4,8.4,2.8,68,68,2325,0.6,119,37.1,1.0,4.3,9.6,Kevin Durant,29,Kevin Durant,SF
0.0,0.0,5.5,.000,0.0,,0.0,0.0,.000,0.0,11.0,11.0,,0.0,0.0,0.0,3,0,9,0.0,0,0.0,5.5,0.0,5.5,Jarell Eddie,26,Jarell Eddie,SF
0.0,0.0,8.3,.000,0.0,,0.0,0.0,.000,0.0,8.3,8.3,,0.0,0.0,0.0,2,0,6,0.0,0,0.0,8.3,0.0,8.3,Jarell Eddie,26,Jarell Eddie,SF
0.0,0.0,0.0,.000,0.0,,0.0,0.0,.000,0.0,16.3,16.3,,0.0,0.0,0.0,1,0,3,0.0,0,0.0,0.0,0.0,0.0,Jarell Eddie,26,Jarell Eddie,SF
3.0,0.0,10.8,.363,8.0,.384,5.0,13.0,.333,3.0,9.1,22.1,.862,3.8,4.4,3.3,38,0,329,1.5,95,22.9,0.8,2.7,12.3,Henry Ellenson,21,Henry Ellenson,PF
1.9,0.2,4.8,.407,7.0,.479,1.4,3.0,.392,5.6,14.2,17.2,.859,1.6,1.9,2.3,77,2,2041,0.6,113,21.3,1.3,1.3,5.4,Wayne Ellington,30,Wayne Ellington,SG
5.0,2.8,13.8,.483,12.8,.527,11.2,21.2,.308,1.7,5.4,26.6,.769,9.0,11.7,5.3,63,63,1912,3.6,106,36.3,1.0,5.9,17.4,Joel Embiid,23,Joel Embiid,C
2.2,0.6,4.7,.474,5.7,.567,4.1,7.2,.333,1.6,4.8,12.0,.836,3.0,3.6,4.2,72,22,1604,2.3,115,16.1,1.5,1.8,7.0,James Ennis,27,James Ennis,SF
2.4,0.6,5.0,.486,5.2,.565,3.7,6.6,.357,1.4,4.0,10.7,.877,3.1,3.5,3.9,45,14,1053,2.5,118,14.9,1.5,1.8,7.5,James Ennis,27,James Ennis,SF
2.0,0.5,4.3,.457,6.7,.570,4.8,8.4,.304,1.9,6.2,14.7,.767,3.0,3.9,4.8,27,8,551,1.8,111,18.3,1.4,1.6,6.1,James Ennis,27,James Ennis,SF
7.4,0.7,5.3,.420,6.6,.476,5.6,11.8,.250,1.0,3.9,15.7,.759,1.5,2.0,5.3,54,11,683,1.3,101,15.7,2.1,2.7,6.7,Tyler Ennis,23,Tyler Ennis,PG
6.3,0.4,4.7,.352,5.6,.372,4.6,12.4,.278,0.9,3.4,15.8,.776,2.4,3.1,6.1,48,4,778,0.6,90,14.4,2.3,2.8,5.3,Jawun Evans,21,Jawun Evans,PG
0.0,0.0,0.0,1.000,9.8,1.000,9.8,9.8,,0.0,0.0,9.8,,0.0,0.0,9.8,1,0,5,9.8,96,19.5,0.0,9.8,9.8,Jeremy Evans,30,Jeremy Evans,SF
8.5,0.5,7.0,.452,11.5,.482,7.9,16.5,.399,3.6,9.0,25.5,.785,5.2,6.6,3.0,52,32,1607,1.4,111,31.8,1.8,3.7,8.3,Tyreke Evans,28,Tyreke Evans,PG
9.2,0.6,4.7,.483,9.0,.536,7.9,14.7,.278,1.1,3.8,18.6,.806,5.3,6.6,4.3,14,0,235,0.9,110,24.3,1.7,4.3,5.5,Dante Exum,22,Dante Exum,PG
1.9,1.4,9.1,.514,8.2,.517,8.2,15.8,.000,0.0,0.1,15.9,.706,3.9,5.5,5.5,32,7,461,7.3,116,20.2,1.3,2.5,16.5,Kenneth Faried,28,Kenneth Faried,PF
2.4,1.9,8.2,.563,9.2,.596,8.9,14.9,.222,0.3,1.5,16.4,.651,3.3,5.0,3.8,77,77,2153,4.6,119,22.0,1.3,2.0,12.9,Derrick Favors,26,Derrick Favors,C
7.0,0.3,5.2,.300,7.3,.333,5.9,17.8,.211,1.4,6.6,24.4,.917,3.8,4.2,3.8,16,0,140,1.0,76,19.9,1.0,5.6,6.3,Kay Felder,22,Kay Felder,PG
7.3,0.4,4.7,.303,7.3,.333,5.8,17.5,.222,1.5,6.6,24.0,.917,4.0,4.4,4.0,14,0,134,0.4,77,20.0,1.1,5.5,5.1,Kay Felder,22,Kay Felder,PG
0.0,0.0,16.6,.250,8.3,.333,8.3,24.9,.000,0.0,8.3,33.3,,0.0,0.0,0.0,2,0,6,16.6,65,16.6,0.0,8.3,33.3,Kay Felder,22,Kay Felder,PG
2.7,0.5,7.5,.591,6.3,.596,6.3,10.6,.000,0.0,0.1,10.7,.667,2.7,4.0,5.2,55,16,977,4.1,114,15.4,0.8,2.7,11.6,Cristiano Felício,25,Cristiano Felício,C
7.4,0.6,4.8,.406,8.1,.444,5.2,11.7,.352,2.9,8.4,20.1,.818,1.3,1.6,3.3,82,2,1365,0.9,105,20.5,1.8,2.8,5.7,Raymond Felton,33,Raymond Felton,PG
1.2,0.7,1.8,.414,4.6,.612,2.0,3.2,.333,2.6,7.8,11.0,.900,0.6,0.7,5.4,61,12,763,1.2,115,12.3,1.6,0.7,3.1,Terrance Ferguson,19,Terrance Ferguson,SG
4.4,0.2,4.9,.426,6.8,.477,3.9,8.2,.373,2.9,7.9,16.1,.796,1.8,2.3,3.4,82,21,2282,0.6,107,18.4,1.4,1.7,5.5,Yogi Ferrell,24,Yogi Ferrell,SG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9,0.4,5.9,.380,5.2,.481,2.9,6.1,.299,2.2,7.5,13.6,.733,1.2,1.7,4.8,21,13,448,2.5,96,13.8,1.1,2.4,8.4,Dorian Finney-Smith,24,Dorian Finney-Smith,PF
2.7,0.1,3.3,.421,7.0,.446,4.0,9.0,.390,3.0,7.6,16.6,.667,1.6,2.4,3.6,80,12,1517,0.4,106,18.5,0.9,1.2,3.7,Bryn Forbes,24,Bryn Forbes,SG
4.4,0.4,4.2,.459,9.8,.516,6.4,12.4,.379,3.4,8.9,21.4,.867,4.0,4.6,3.7,57,57,1837,0.6,110,27.0,1.3,2.5,4.8,Evan Fournier,25,Evan Fournier,SF
8.0,0.5,4.3,.412,8.2,.436,7.0,16.1,.307,1.2,3.8,19.9,.723,3.5,4.9,4.1,73,60,2026,0.8,94,21.1,1.7,4.3,5.1,De'Aaron Fox,20,De'Aaron Fox,PG
11.5,0.4,5.7,.395,4.0,.440,3.0,6.9,.304,1.0,3.3,10.2,.767,1.4,1.8,5.7,59,11,838,1.1,105,10.4,2.8,3.4,6.8,Tim Frazier,27,Tim Frazier,PG
2.7,0.9,8.6,.491,7.3,.670,4.6,6.8,.339,2.7,8.1,14.9,.895,1.2,1.3,4.8,53,1,695,0.8,115,18.5,1.3,1.5,9.5,Channing Frye,34,Channing Frye,C
2.5,1.1,9.0,.497,7.6,.684,4.9,7.1,.333,2.7,8.1,15.2,.933,1.3,1.3,4.9,44,1,545,0.9,115,19.1,1.5,1.5,9.9,Channing Frye,34,Channing Frye,C
3.2,0.3,7.3,.465,6.4,.611,3.5,5.7,.360,2.9,8.0,13.7,.750,1.0,1.3,4.8,9,0,150,0.6,115,16.6,0.3,1.3,8.0,Channing Frye,34,Channing Frye,C
10.1,0.8,6.1,.405,8.6,.409,8.6,20.9,.000,0.0,0.2,21.1,.476,1.9,4.0,4.2,14,0,253,2.1,96,19.0,2.3,3.2,8.2,Markelle Fultz,19,Markelle Fultz,SG
3.0,0.7,6.7,.398,7.4,.455,4.8,10.5,.324,2.6,8.0,18.6,.931,5.9,6.3,2.2,21,21,671,0.7,111,23.3,0.9,1.9,7.3,Danilo Gallinari,29,Danilo Gallinari,SF
3.4,0.3,4.6,.371,7.3,.418,2.9,7.1,.344,4.3,12.6,19.7,.805,1.9,2.4,2.3,58,2,863,0.8,106,20.8,2.0,1.0,5.3,Langston Galloway,26,Langston Galloway,SG
6.4,2.1,10.8,.420,9.1,.456,6.8,15.0,.341,2.3,6.7,21.7,.834,5.9,7.1,3.9,73,73,2408,1.6,104,26.4,1.1,4.1,12.4,Marc Gasol,33,Marc Gasol,C
6.6,2.2,13.7,.458,8.0,.481,6.8,14.1,.358,1.2,3.3,17.5,.756,4.4,5.8,3.4,77,63,1812,3.6,112,21.6,0.7,3.0,17.3,Pau Gasol,37,Pau Gasol,C
3.0,1.6,8.8,.471,10.4,.516,8.9,17.2,.314,1.5,4.8,22.0,.772,4.6,6.0,4.0,57,6,1231,3.1,106,26.9,1.9,3.2,11.9,Rudy Gay,31,Rudy Gay,PF
4.5,0.7,6.4,.430,9.9,.454,5.7,12.5,.401,4.2,10.5,23.0,.822,5.8,7.1,4.0,79,79,2891,1.2,112,29.8,2.8,3.6,7.7,Paul George,27,Paul George,SF
1.6,0.0,2.0,.438,4.7,.515,3.8,7.4,.267,0.9,3.3,10.7,.619,2.9,4.7,7.1,42,0,224,1.6,112,13.2,1.3,0.7,3.6,Marcus Georges-Hunt,23,Marcus Georges-Hunt,SG
5.0,0.0,3.7,.609,17.5,.727,10.0,13.7,.500,7.5,15.0,28.7,,0.0,0.0,6.2,4,0,40,0.0,122,42.5,0.0,3.7,3.7,Jonathan Gibson,30,Jonathan Gibson,PG
1.8,1.1,7.2,.577,7.8,.595,7.7,12.9,.200,0.1,0.6,13.5,.768,2.6,3.4,4.0,82,82,2726,3.6,123,18.3,1.1,1.6,10.7,Taj Gibson,32,Taj Gibson,PF
6.3,0.6,4.8,.434,7.8,.506,5.3,10.5,.333,2.5,7.5,18.0,.840,4.3,5.1,4.9,65,0,1299,0.7,103,22.4,1.7,4.1,5.5,Manu Ginóbili,40,Manu Ginóbili,SG
2.2,3.6,12.0,.622,7.6,.622,7.6,12.3,,0.0,0.0,12.3,.682,5.6,8.3,4.2,56,56,1816,4.6,122,20.9,1.2,3.0,16.6,Rudy Gobert,25,Rudy Gobert,C
3.5,1.2,9.5,.434,9.6,.497,6.7,13.4,.336,2.9,8.8,22.2,.698,4.0,5.8,2.8,58,57,1909,2.2,103,26.2,1.5,2.7,11.7,Aaron Gordon,22,Aaron Gordon,PF
3.5,0.6,3.3,.428,9.5,.544,4.5,8.3,.359,5.0,13.9,22.2,.809,4.5,5.5,2.6,69,30,2154,0.6,110,28.4,1.0,3.0,3.9,Eric Gordon,29,Eric Gordon,SG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6,1.5,10.6,.518,6.9,.518,6.9,13.4,,0.0,0.0,13.4,.675,2.6,3.9,4.2,82,82,2075,4.3,112,16.5,1.0,2.4,14.9,Marcin Gortat,33,Marcin Gortat,C
2.7,0.1,3.7,.434,4.5,.452,2.6,5.8,.412,1.9,4.5,10.3,.695,1.9,2.7,5.1,63,2,1050,2.0,114,12.7,1.5,1.3,5.6,Treveon Graham,24,Treveon Graham,SG
1.7,2.3,7.0,.535,7.4,.613,6.4,10.4,.291,1.0,3.3,13.7,.675,4.9,7.2,4.7,81,1,1647,2.6,122,20.6,0.9,1.6,9.6,Jerami Grant,23,Jerami Grant,PF
9.9,0.2,4.1,.416,6.1,.468,4.3,9.1,.326,1.8,5.4,14.6,.745,4.1,5.4,3.8,74,26,1686,0.9,112,17.9,1.8,2.6,5.0,Jerian Grant,25,Jerian Grant,PG
6.7,1.1,4.5,.268,6.1,.286,4.5,15.6,.231,1.7,7.2,22.8,.636,3.9,6.1,4.5,5,0,86,1.1,76,17.8,4.5,3.9,5.6,Josh Gray,24,Josh Gray,PG
3.1,2.3,5.9,.387,6.1,.419,2.8,6.8,.363,3.3,9.0,15.8,.769,1.4,1.8,3.4,70,60,1791,1.2,100,16.9,1.8,2.1,7.0,Danny Green,30,Danny Green,SG
10.7,1.9,9.7,.454,5.9,.562,4.3,7.6,.301,1.6,5.4,13.0,.775,2.8,3.6,3.9,70,70,2287,1.6,110,16.3,2.0,4.3,11.3,Draymond Green,27,Draymond Green,PF
1.3,0.8,6.2,.407,8.9,.504,3.1,6.1,.369,5.8,15.8,21.9,.850,2.7,3.2,4.6,41,2,929,0.8,109,26.3,1.3,1.6,7.0,Gerald Green,32,Gerald Green,SG
2.6,0.8,10.4,.457,7.3,.499,5.9,11.8,.339,1.4,4.2,16.0,.721,2.6,3.6,5.0,55,54,1542,4.8,108,18.7,1.0,2.5,15.2,JaMychal Green,27,JaMychal Green,PF
2.7,0.9,5.0,.477,7.9,.540,6.5,12.0,.312,1.4,4.6,16.6,.868,5.4,6.3,4.0,78,13,1828,1.6,115,22.7,1.1,2.0,6.6,Jeff Green,31,Jeff Green,PF
8.3,0.4,8.9,.438,10.9,.482,8.1,16.8,.345,2.8,8.0,24.8,.785,6.5,8.2,3.5,58,58,1970,1.8,109,31.0,1.0,4.1,10.7,Blake Griffin,28,Blake Griffin,PF
7.6,0.4,9.2,.441,10.9,.488,8.2,16.7,.342,2.7,8.0,24.7,.785,7.3,9.3,3.3,33,33,1139,2.0,110,31.8,1.3,4.2,11.2,Blake Griffin,28,Blake Griffin,PF
9.3,0.5,8.3,.433,10.9,.473,8.0,17.0,.348,2.8,8.1,25.1,.784,5.2,6.7,3.7,25,25,831,1.6,108,29.8,0.7,4.0,10.0,Blake Griffin,28,Blake Griffin,PF
14.2,0.0,8.9,.455,8.9,.500,5.3,10.6,.400,3.5,8.9,19.5,,0.0,0.0,3.5,6,0,28,0.0,118,21.3,1.8,3.5,8.9,Daniel Hamilton,22,Daniel Hamilton,SG
4.1,0.3,5.0,.421,9.5,.516,6.0,11.7,.317,3.4,10.8,22.5,.816,3.8,4.7,3.2,57,54,1885,0.8,106,26.2,1.6,2.4,5.9,Tim Hardaway,25,Tim Hardaway,SG
12.2,1.0,6.7,.449,12.6,.531,7.4,14.0,.367,5.1,13.9,27.9,.858,12.0,14.0,3.3,72,72,2551,0.8,120,42.3,2.4,6.1,7.5,James Harden,28,James Harden,SG
2.1,1.7,4.6,.495,5.8,.547,3.9,7.0,.415,1.9,4.6,11.7,.712,1.7,2.3,4.1,59,36,1264,1.8,117,15.2,1.9,1.6,6.4,Maurice Harkless,24,Maurice Harkless,SF
2.8,2.0,7.6,.635,13.1,.641,13.0,20.3,.143,0.0,0.3,20.6,.626,5.2,8.3,5.4,76,3,1293,3.9,124,31.4,1.4,2.6,11.5,Montrezl Harrell,24,Montrezl Harrell,C
5.7,0.4,4.3,.412,7.0,.476,4.0,8.5,.348,2.9,8.5,16.9,.835,5.3,6.3,5.9,71,1,1340,0.4,110,22.2,1.8,2.8,4.7,Devin Harris,34,Devin Harris,PG
5.3,0.5,4.7,.415,7.3,.465,4.6,9.9,.352,2.7,7.8,17.7,.830,5.8,7.0,6.4,44,1,807,0.6,107,23.2,2.1,3.0,5.3,Devin Harris,34,Devin Harris,PG
6.2,0.4,3.6,.406,6.4,.500,3.2,6.3,.343,3.3,9.5,15.8,.845,4.6,5.4,5.1,27,0,533,0.3,115,20.6,1.3,2.5,3.9,Devin Harris,34,Devin Harris,PG
4.2,0.3,3.0,.485,9.5,.553,6.1,11.1,.396,3.4,8.5,19.5,.827,2.9,3.5,2.6,67,65,2304,0.8,115,25.2,2.6,2.6,3.8,Gary Harris,23,Gary Harris,SG
3.1,0.5,5.1,.491,7.5,.589,3.8,6.5,.419,3.7,8.8,15.3,.827,2.1,2.6,3.8,78,14,1975,1.3,116,20.8,0.9,2.2,6.4,Joe Harris,26,Joe Harris,SG
3.6,0.6,7.0,.460,10.4,.488,7.0,14.4,.411,3.4,8.2,22.6,.829,3.3,4.0,3.0,80,80,2668,1.1,112,27.5,1.3,1.9,8.1,Tobias Harris,25,Tobias Harris,PF
3.0,0.5,6.6,.451,10.2,.478,6.6,13.8,.409,3.6,8.8,22.6,.846,3.7,4.3,2.9,48,48,1563,1.1,113,27.7,1.1,1.6,7.8,Tobias Harris,25,Tobias Harris,PF
4.3,0.9,7.5,.473,10.6,.501,7.6,15.1,.414,3.1,7.4,22.5,.800,2.8,3.5,3.2,32,32,1105,1.0,111,27.2,1.6,2.4,8.5,Tobias Harris,25,Tobias Harris,PF
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4,0.4,4.3,.275,4.1,.385,2.2,5.6,.209,1.9,9.3,14.9,.765,2.8,3.7,5.8,9,3,233,0.9,87,12.9,1.9,0.6,5.2,Aaron Harrison,23,Aaron Harrison,SG
6.7,1.0,4.1,.422,6.9,.467,5.1,10.9,.331,1.8,5.4,16.4,.780,4.7,6.1,5.3,56,46,1326,0.9,106,20.3,1.4,3.1,5.0,Andrew Harrison,23,Andrew Harrison,PG
6.9,0.9,6.5,.476,7.4,.541,6.6,12.2,.231,0.7,3.2,15.5,.737,3.5,4.7,5.2,23,2,384,1.1,109,18.9,3.2,2.7,7.6,Shaquille Harrison,24,Shaquille Harrison,PG
