name,position,age,Teams,GP,MP,PER,TS %,FG3A PerFGA%,Fta PerFGA%,VORP,Usg Pct,OWS,DWS,WS,WS Per 48,Off. Box +-,Deff. Box +-,Box +-,ORB Pct,DRB Pct,TRB Pct,As. Pct,Stl Pct,Blk Pct,TO Pct
Carmelo Anthony,SF,19,Carmelo Anthony,82,2995,17.6,.509,.146,.358,1.6,28.5,3.7,2.4,6.1,.098,1.2,-1.2,0.1,6.8,12.1,9.4,13.8,1.7,1.0,12.7
Robert Archibald,C-PF,23,Robert Archibald,32,256,5.6,.343,.000,.939,-0.1,10.7,-0.2,0.4,0.2,.039,-5.5,2.4,-3.1,9.4,14.0,11.7,7.9,3.0,0.9,17.7
Robert Archibald,PF,23,Robert Archibald,1,6,-5.1,.266,.000,2.000,0.0,21.7,0.0,0.0,0.0,-0.285,-14.0,-2.7,-16.7,0.0,19.1,9.5,22.2,0.0,0.0,34.7
Robert Archibald,PF,23,Robert Archibald,1,4,20.6,.347,.000,1.000,0.0,32.6,0.0,0.0,0.0,-0.080,-8.6,-0.4,-9.0,0.0,29.0,14.2,0.0,13.2,0.0,0.0
Robert Archibald,C,23,Robert Archibald,30,246,5.6,.346,.000,.900,0.0,10.0,-0.2,0.4,0.2,.049,-5.3,2.6,-2.7,9.8,13.6,11.7,7.7,2.9,0.9,17.7
Gilbert Arenas,PG,22,Gilbert Arenas,55,2066,16.0,.512,.364,.347,1.6,27.4,1.1,1.5,2.6,.061,2.1,-1.1,1.1,2.9,11.1,6.9,25.5,2.6,0.4,17.7
Brandon Armstrong,SG,23,Brandon Armstrong,56,434,5.5,.427,.297,.023,-0.7,21.7,-0.8,0.5,-0.3,-0.030,-5.6,-2.7,-8.4,3.3,8.4,5.8,5.7,1.5,0.4,12.0
Darrell Armstrong,PG,35,Darrell Armstrong,79,2247,15.6,.525,.583,.196,2.2,19.4,2.8,2.5,5.3,.114,2.3,-0.3,1.9,3.1,8.5,5.7,24.3,3.2,0.5,16.2
Carlos Arroyo,PG,24,Carlos Arroyo,71,2008,16.8,.517,.152,.293,0.9,23.7,3.5,1.2,4.7,.112,2.2,-2.5,-0.3,2.5,9.0,5.7,34.6,1.7,0.2,15.2
Chucky Atkins,PG,29,Chucky Atkins,64,1544,12.1,.511,.498,.200,-0.2,18.5,1.5,1.3,2.7,.085,0.2,-2.7,-2.5,0.7,6.2,3.5,24.7,1.5,0.1,14.9
Chucky Atkins,PG,29,Chucky Atkins,40,751,10.1,.490,.553,.183,-0.1,18.8,0.3,1.0,1.2,.079,-0.5,-2.1,-2.7,0.9,6.4,3.7,21.9,1.4,0.1,15.9
Chucky Atkins,PG,29,Chucky Atkins,24,793,14.0,.530,.446,.217,-0.1,18.2,1.2,0.3,1.5,.091,0.9,-3.2,-2.3,0.4,5.9,3.2,27.3,1.7,0.1,13.9
Stacey Augmon,SF,35,Stacey Augmon,69,1416,10.0,.486,.020,.401,-0.5,15.6,0.4,1.3,1.6,.056,-3.5,0.2,-3.3,4.1,10.1,7.0,10.0,2.1,0.8,15.7
Vin Baker,PF,32,Vin Baker,54,1313,14.8,.530,.007,.363,0.2,20.1,1.7,1.1,2.8,.101,-1.0,-0.4,-1.5,10.0,14.4,12.2,9.0,1.1,1.9,13.3
Vin Baker,PF,32,Vin Baker,37,1000,16.1,.547,.003,.336,0.3,19.7,1.7,0.8,2.5,.119,-0.5,-0.4,-0.9,8.9,15.0,12.0,9.8,1.1,1.8,12.0
Vin Baker,PF,32,Vin Baker,17,313,10.5,.476,.020,.455,-0.1,21.3,0.0,0.3,0.3,.043,-2.6,-0.6,-3.2,13.5,12.4,12.9,6.4,1.2,2.2,17.4
Marcus Banks,PG,22,Marcus Banks,81,1385,11.0,.480,.195,.296,-0.5,20.5,-0.6,1.4,0.7,.026,-2.8,-0.5,-3.3,2.5,8.4,5.5,21.3,3.3,0.7,20.0
Leandro Barbosa,PG,21,Leandro Barbosa,70,1500,12.7,.553,.447,.130,0.5,18.6,0.9,1.0,1.9,.061,0.4,-1.0,-0.6,1.7,7.6,4.7,18.0,3.2,0.3,19.5
Matt Barnes,SF,23,Matt Barnes,38,724,10.6,.519,.094,.442,0.1,12.8,0.4,0.3,0.7,.045,-1.4,-0.2,-1.6,8.3,15.5,11.9,10.6,2.0,0.3,21.1
,,,,,,,,,,,,,,,,,,,,,,,,,
Dana Barros,SG,36,Dana Barros,1,11,17.8,.773,.000,.667,0.0,16.0,0.1,0.0,0.1,.256,1.8,-6.0,-4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brent Barry,SG,32,Brent Barry,59,1803,18.3,.668,.590,.258,2.3,15.8,4.9,0.7,5.7,.151,3.9,-1.0,2.9,1.4,11.9,6.7,30.5,2.5,0.7,22.6
Jon Barry,SG,34,Jon Barry,57,1101,14.6,.535,.465,.239,0.7,15.2,1.7,1.1,2.8,.122,1.2,-0.5,0.7,2.5,10.2,6.3,20.6,2.7,0.5,13.9
Mengke Bateer,C,28,Mengke Bateer,7,40,7.2,.571,.000,.000,0.0,10.9,0.0,0.0,0.1,.090,-2.7,-0.5,-3.2,14.3,8.7,11.5,4.4,1.4,0.0,22.2
Tony Battie,C,27,Tony Battie,73,1478,11.9,.482,.023,.232,-0.1,14.8,0.8,1.4,2.3,.074,-2.9,0.5,-2.4,9.0,18.1,13.6,6.4,0.9,3.3,13.0
Tony Battie,C,27,Tony Battie,23,501,11.7,.517,.009,.282,0.0,14.1,0.4,0.5,0.8,.081,-2.9,0.7,-2.2,9.1,17.7,13.5,6.9,0.8,3.1,15.4
Tony Battie,C,27,Tony Battie,50,977,12.0,.466,.030,.210,-0.1,15.2,0.4,1.0,1.4,.070,-2.9,0.4,-2.5,8.9,18.3,13.6,6.1,1.0,3.4,11.8
Shane Battier,SF,25,Shane Battier,79,1947,15.3,.544,.343,.302,2.6,15.5,3.5,2.3,5.9,.145,1.7,1.6,3.3,5.9,11.8,8.8,8.4,2.7,2.2,8.3
Lonny Baxter,C-PF,25,Lonny Baxter,62,766,12.6,.518,.014,.364,-0.4,17.2,0.5,1.0,1.5,.094,-3.8,-0.1,-3.9,9.4,18.5,13.9,4.8,1.2,2.8,13.6
Lonny Baxter,PF,25,Lonny Baxter,14,147,12.4,.571,.020,.163,-0.1,19.3,0.1,0.1,0.2,.070,-3.5,-1.0,-4.5,8.0,18.3,13.0,6.5,0.4,3.0,17.3
Lonny Baxter,C,25,Lonny Baxter,36,487,12.6,.491,.008,.438,-0.2,17.4,0.2,0.8,1.0,.095,-4.4,0.4,-3.9,9.9,18.8,14.3,3.8,1.6,2.7,12.6
Lonny Baxter,PF,25,Lonny Baxter,12,132,12.9,.550,.031,.375,0.0,14.2,0.2,0.1,0.3,.116,-2.1,-0.7,-2.9,9.1,17.5,13.2,6.6,0.8,2.7,11.8
Jerome Beasley,PF,23,Jerome Beasley,2,5,5.9,.333,.000,.000,0.0,28.2,0.0,0.0,0.0,-0.117,-13.2,-9.3,-22.4,0.0,23.6,11.7,0.0,0.0,0.0,0.0
Raja Bell,SG,27,Raja Bell,82,2020,12.7,.500,.206,.308,-0.3,23.6,2.2,1.5,3.7,.088,-0.3,-2.2,-2.5,3.6,11.3,7.4,10.2,1.7,0.5,10.8
Troy Bell,PG,23,Troy Bell,6,34,-4.5,.285,.222,.167,-0.1,33.5,-0.2,0.0,-0.2,-0.326,-10.4,-3.9,-14.4,9.9,3.4,6.6,18.7,1.5,0.0,23.7
Jonathan Bender,SF,23,Jonathan Bender,21,271,15.7,.584,.208,.443,-0.1,27.8,0.1,0.4,0.5,.087,-2.9,-1.0,-3.8,3.9,13.7,8.7,6.5,1.0,3.1,20.7
Travis Best,PG,31,Travis Best,61,762,10.1,.445,.116,.267,-0.3,12.9,0.5,0.2,0.7,.044,-1.8,-1.6,-3.4,2.4,7.5,4.9,19.5,2.1,0.4,14.7
Mike Bibby,PG,25,Mike Bibby,82,2980,19.3,.564,.323,.319,3.1,22.9,8.0,1.3,9.3,.151,4.0,-1.9,2.1,2.6,7.8,5.3,24.5,1.9,0.4,11.6
Chauncey Billups,PG,27,Chauncey Billups,78,2758,18.6,.550,.336,.462,3.7,23.5,7.1,4.2,11.3,.198,3.9,-0.5,3.4,1.5,10.0,5.8,29.3,1.7,0.2,13.6
Steve Blake,PG,23,Steve Blake,75,1392,10.9,.509,.496,.165,-0.7,17.9,0.1,0.7,0.7,.026,-1.4,-2.6,-4.0,1.4,8.2,4.7,25.8,2.1,0.4,22.7
Corie Blount,PF-C,35,Corie Blount,62,1050,11.9,.462,.012,.107,0.3,13.3,0.3,1.6,1.9,.085,-3.0,2.2,-0.8,10.1,19.1,14.5,9.0,2.5,1.7,14.0
Corie Blount,PF,35,Corie Blount,46,756,13.9,.478,.015,.117,0.4,14.9,0.3,1.1,1.4,.091,-2.3,2.1,-0.1,10.7,19.3,14.9,10.3,2.6,1.9,13.9
Corie Blount,C,35,Corie Blount,16,294,6.9,.393,.000,.064,0.0,9.3,-0.1,0.5,0.4,.069,-5.0,2.4,-2.6,8.6,18.5,13.5,5.6,2.1,1.2,14.2
Mark Blount,C,28,Mark Blount,82,2402,16.0,.601,.000,.366,1.7,16.1,3.7,2.9,6.5,.131,-0.7,1.6,0.8,10.1,17.9,14.0,5.4,1.7,3.4,17.6
Keith Bogans,SF,23,Keith Bogans,73,1787,11.0,.499,.412,.227,0.0,14.5,1.3,0.0,1.3,.034,-0.3,-1.7,-1.9,6.6,13.7,10.1,8.7,1.4,0.4,13.1
Calvin Booth,C,27,Calvin Booth,71,1206,13.6,.521,.007,.324,0.1,14.4,1.3,0.9,2.2,.088,-2.9,1.3,-1.6,8.5,18.8,13.7,3.7,0.8,6.3,12.0
Carlos Boozer,PF,22,Carlos Boozer,75,2592,20.8,.567,.007,.317,2.8,20.0,6.1,3.4,9.4,.174,1.6,0.7,2.3,9.8,26.8,18.3,10.3,1.5,1.5,11.6
,,,,,,,,,,,,,,,,,,,,,,,,,
Curtis Borchardt,C,23,Curtis Borchardt,16,258,7.9,.454,.018,.321,-0.1,14.8,-0.2,0.3,0.1,.026,-5.0,1.8,-3.2,6.2,20.0,13.0,9.8,0.9,4.6,22.0
Chris Bosh,C,19,Chris Bosh,75,2510,15.1,.513,.020,.404,1.1,18.3,2.5,3.8,6.2,.119,-2.0,1.7,-0.3,8.7,16.9,12.8,5.8,1.3,3.1,11.3
Ruben Boumtje-Boumtje,C,25,Ruben Boumtje-Boumtje,9,26,3.4,.340,.000,.400,0.0,10.7,0.0,0.0,0.0,-0.014,-6.7,-2.1,-8.8,0.0,4.5,2.3,5.6,0.0,2.9,0.0
Bruce Bowen,SF,32,Bruce Bowen,82,2624,8.2,.512,.422,.227,2.0,11.3,0.8,4.6,5.4,.098,-1.5,2.5,1.0,1.9,8.8,5.4,6.7,1.7,0.9,14.0
Ryan Bowen,PF,28,Ryan Bowen,52,392,9.9,.395,.000,.226,0.2,7.2,0.3,0.5,0.8,.097,-2.3,2.6,0.3,11.1,14.0,12.5,6.4,2.4,2.9,9.3
Earl Boykins,SG,27,Earl Boykins,82,1849,16.2,.501,.223,.211,0.0,22.2,3.3,0.8,4.1,.105,1.4,-3.4,-2.0,2.5,6.3,4.4,27.3,1.4,0.1,10.7
Michael Bradley,C-PF,24,Michael Bradley,16,98,4.1,.472,.000,.133,-0.2,10.8,-0.1,0.1,0.0,-0.015,-7.9,-1.9,-9.8,7.0,19.8,13.4,1.6,1.6,0.0,30.6
Michael Bradley,PF,24,Michael Bradley,5,38,1.3,.387,.000,.667,-0.1,8.8,-0.1,0.1,0.0,-0.020,-10.7,1.5,-9.2,3.0,30.5,16.7,4.1,1.5,0.0,43.6
Michael Bradley,C,24,Michael Bradley,11,60,5.8,.500,.000,.000,-0.1,12.1,0.0,0.0,0.0,-0.012,-6.2,-4.0,-10.2,9.5,13.1,11.3,0.0,1.8,0.0,25.0
Shawn Bradley,C,31,Shawn Bradley,66,773,15.6,.523,.005,.261,0.8,12.8,1.5,0.9,2.3,.145,-0.6,2.7,2.2,9.9,14.6,12.2,3.6,2.2,7.1,7.5
Torraye Braggs,PF,27,Torraye Braggs,15,154,9.5,.522,.000,.364,0.0,15.8,0.0,0.2,0.2,.070,-3.2,0.4,-2.7,14.3,15.3,14.9,7.8,1.4,1.0,25.4
Torraye Braggs,PF,27,Torraye Braggs,11,132,9.8,.511,.000,.429,0.0,16.4,0.0,0.2,0.2,.066,-3.6,1.0,-2.6,14.2,16.1,15.2,7.7,1.7,1.2,26.5
Torraye Braggs,PF,27,Torraye Braggs,4,22,7.7,.600,.000,.000,0.0,12.1,0.0,0.0,0.0,.094,-0.5,-3.0,-3.5,14.9,10.5,12.7,8.1,0.0,0.0,16.7
Elton Brand,PF,24,Elton Brand,69,2670,23.2,.567,.001,.542,4.8,23.4,7.9,1.8,9.7,.174,3.6,1.5,5.1,11.4,19.1,15.2,16.0,1.3,4.2,13.7
J.R. Bremer,PG,23,J.R. Bremer,36,443,6.2,.354,.468,.127,-0.4,19.4,-0.7,0.3,-0.5,-0.053,-3.4,-2.5,-5.9,2.3,6.7,4.5,18.1,2.1,0.6,12.6
J.R. Bremer,PG,23,J.R. Bremer,31,403,7.1,.377,.482,.146,-0.3,18.3,-0.5,0.3,-0.2,-0.025,-2.9,-2.1,-5.0,1.9,7.1,4.5,15.1,2.4,0.7,11.5
J.R. Bremer,PG,23,J.R. Bremer,5,40,-3.5,.190,.381,.000,-0.1,30.0,-0.3,0.0,-0.3,-0.340,-8.3,-6.4,-14.7,5.6,2.8,4.2,48.1,0.0,0.0,19.2
Jamison Brewer,PG,23,Jamison Brewer,13,160,6.6,.425,.400,.171,-0.1,14.1,-0.2,0.2,0.0,.014,-3.9,-0.2,-4.1,1.5,6.7,4.1,17.3,2.4,0.0,21.0
Primož Brezec,C,24,Primož Brezec,18,72,9.7,.489,.000,.231,-0.1,22.7,0.0,0.1,0.1,.040,-5.4,-0.8,-6.1,8.1,16.6,12.3,7.9,0.0,3.2,17.3
Damone Brown,PF,24,Damone Brown,3,17,-4.3,.138,.000,.200,-0.1,32.8,-0.2,0.0,-0.1,-0.345,-17.6,-5.2,-22.7,20.9,13.9,17.4,0.0,6.3,0.0,8.4
Devin Brown,SG,25,Devin Brown,58,627,13.1,.512,.071,.378,-0.1,19.7,0.5,1.2,1.7,.133,-2.7,0.3,-2.4,6.9,16.2,11.6,9.0,1.3,0.5,14.3
Kedrick Brown,SF,22,Kedrick Brown,55,969,12.5,.543,.390,.106,0.3,13.7,1.4,0.6,2.0,.100,0.2,-1.1,-0.9,4.8,12.1,8.5,10.8,1.6,0.5,9.8
Kedrick Brown,SF,22,Kedrick Brown,21,408,11.7,.525,.323,.131,0.1,13.0,0.5,0.4,0.8,.097,-0.8,-0.1,-0.8,5.2,13.8,9.5,10.0,2.1,0.4,10.3
Kedrick Brown,SF,22,Kedrick Brown,34,561,13.0,.555,.432,.090,0.2,14.2,0.9,0.3,1.2,.103,0.9,-1.8,-0.9,4.5,10.8,7.7,11.4,1.2,0.6,9.5
Kwame Brown,PF,21,Kwame Brown,74,2239,15.7,.547,.003,.567,0.8,17.3,2.9,2.0,4.9,.105,-1.0,0.5,-0.5,8.7,19.2,13.8,8.8,1.5,1.7,16.0
P.J. Brown,PF,34,P.J. Brown,80,2753,15.7,.527,.001,.260,2.5,14.8,4.7,3.4,8.1,.142,-0.4,1.9,1.6,9.6,19.3,14.3,9.8,1.5,2.0,11.3
Tierre Brown,PG,24,Tierre Brown,3,17,-9.2,.521,.000,1.000,-0.1,34.3,-0.2,0.0,-0.2,-0.497,-19.6,-4.7,-24.3,0.0,6.9,3.4,20.2,0.0,0.0,54.9
Rick Brunson,PG,31,Rick Brunson,40,412,13.1,.497,.219,.295,-0.2,16.5,0.2,0.4,0.6,.075,-2.3,-1.6,-3.9,2.3,7.6,4.9,32.8,3.2,0.5,21.8
Rick Brunson,PG,31,Rick Brunson,3,10,18.3,.500,.000,.000,0.0,19.4,0.0,0.0,0.0,.148,-1.8,-11.8,-13.6,0.0,0.0,0.0,43.1,0.0,0.0,0.0
Rick Brunson,PG,31,Rick Brunson,37,402,12.9,.497,.228,.307,-0.2,16.4,0.2,0.4,0.6,.073,-2.3,-1.3,-3.6,2.4,7.8,5.0,32.6,3.2,0.6,22.4
,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,SG,25,Kobe Bryant,65,2447,23.7,.551,.184,.452,4.7,29.1,7.8,3.0,10.7,.210,5.5,0.2,5.7,4.7,12.0,8.3,24.4,2.4,0.8,10.8
Greg Buckner,SG,27,Greg Buckner,53,703,7.4,.439,.251,.154,-0.3,14.8,-0.3,0.7,0.3,.024,-3.5,-0.3,-3.8,4.7,12.4,8.6,11.0,1.6,0.4,15.4
Rodney Buford,SF,26,Rodney Buford,22,141,6.2,.350,.036,.107,-0.2,20.1,-0.3,0.1,-0.2,-0.063,-6.2,-2.5,-8.8,4.9,7.1,6.0,7.6,2.2,0.5,6.4
Caron Butler,SF,23,Caron Butler,68,2030,10.7,.440,.067,.279,-0.1,18.5,-0.2,2.4,2.1,.050,-2.8,0.7,-2.1,5.2,13.6,9.4,10.8,2.0,0.5,11.4
Mitchell Butler,SG,33,Mitchell Butler,41,552,9.3,.498,.242,.194,-0.1,12.7,0.2,0.3,0.5,.048,-2.3,-0.7,-3.0,4.7,9.8,7.2,9.7,2.1,0.5,15.1
Rasual Butler,SF,24,Rasual Butler,45,675,14.0,.586,.432,.084,0.0,20.0,1.0,0.5,1.6,.113,0.2,-2.5,-2.2,0.7,10.0,5.3,6.6,0.8,1.5,9.7
Žarko Čabarkapa,PF,22,Žarko Čabarkapa,49,570,8.4,.461,.162,.269,-0.7,21.7,-0.7,0.3,-0.4,-0.037,-4.8,-1.7,-6.5,5.2,14.7,9.9,11.6,0.9,1.7,19.7
Marcus Camby,C,29,Marcus Camby,72,2162,17.8,.511,.004,.248,3.3,14.3,2.6,4.3,6.9,.154,-0.9,4.9,4.1,10.9,27.4,19.0,9.6,2.0,6.1,13.9
Elden Campbell,C,35,Elden Campbell,65,892,13.8,.490,.000,.395,0.0,22.6,0.1,2.0,2.1,.115,-3.9,1.9,-1.9,6.8,20.1,13.6,9.3,1.3,4.3,14.6
Brian Cardinal,PF,26,Brian Cardinal,76,1634,19.4,.626,.266,.582,2.2,18.9,5.5,1.7,7.2,.212,3.2,0.2,3.4,6.9,15.0,10.9,10.7,2.2,0.9,12.6
Matt Carroll,SG,23,Matt Carroll,16,70,3.8,.510,.188,.375,-0.1,16.5,-0.1,0.0,0.0,-0.033,-6.2,-2.7,-8.9,1.6,8.2,4.9,4.6,0.8,0.0,24.4
Matt Carroll,SG,23,Matt Carroll,13,48,6.2,.547,.273,.182,-0.1,13.7,0.0,0.0,0.0,.011,-4.2,-4.2,-8.4,0.0,7.4,3.7,3.4,0.0,0.0,14.4
Matt Carroll,SG,23,Matt Carroll,3,22,-1.5,.444,.000,.800,0.0,22.6,-0.1,0.0,-0.1,-0.129,-10.6,0.7,-9.8,5.1,10.0,7.6,7.2,2.4,0.0,37.2
Anthony Carter,PG,28,Anthony Carter,5,87,0.3,.297,.081,.000,-0.2,26.0,-0.5,0.2,-0.3,-0.176,-10.1,0.6,-9.5,2.6,11.4,7.1,23.3,2.5,0.0,24.5
Maurice Carter,SG,27,Maurice Carter,10,110,5.8,.479,.314,.571,-0.2,21.7,-0.1,0.0,0.0,-0.014,-5.4,-4.6,-10.0,2.0,9.5,5.7,5.8,0.0,0.0,17.0
Maurice Carter,SG,27,Maurice Carter,4,50,7.1,.571,.214,.857,-0.1,22.7,0.0,0.0,0.0,.010,-5.3,-4.4,-9.7,0.0,6.9,3.4,6.0,0.0,0.0,23.7
Maurice Carter,SG,27,Maurice Carter,6,60,4.8,.408,.381,.381,-0.1,20.9,-0.1,0.0,0.0,-0.035,-5.6,-4.7,-10.3,3.7,11.7,7.6,5.6,0.0,0.0,10.9
Vince Carter,SG,27,Vince Carter,73,2785,20.0,.501,.167,.286,3.4,32.5,2.6,3.4,6.0,.103,2.9,0.1,2.9,3.9,10.6,7.2,28.0,1.7,1.7,12.0
Sam Cassell,PG,34,Sam Cassell,81,2838,22.8,.566,.146,.261,4.5,27.2,8.8,3.3,12.1,.205,5.3,-1.0,4.3,1.9,8.7,5.5,38.0,1.9,0.5,13.5
Kelvin Cato,PF,29,Kelvin Cato,69,1743,13.2,.495,.000,.394,1.4,13.9,1.1,3.5,4.6,.127,-2.6,3.8,1.2,10.9,20.5,16.0,6.9,1.6,4.2,16.6
Tyson Chandler,PF,21,Tyson Chandler,35,782,14.2,.507,.006,.747,0.0,14.2,0.7,1.2,1.9,.116,-3.9,1.7,-2.1,11.1,27.0,18.9,4.7,1.1,4.1,15.3
Calbert Cheaney,SF,32,Calbert Cheaney,79,2067,10.6,.493,.017,.133,0.2,15.5,1.0,1.3,2.3,.054,-1.7,0.1,-1.6,4.2,10.0,7.1,11.2,1.6,0.4,12.2
Doug Christie,SG,33,Doug Christie,82,2780,14.0,.544,.206,.250,2.5,14.9,3.4,2.4,5.7,.099,0.5,1.0,1.5,2.9,10.4,6.7,18.6,2.8,1.0,16.9
Keon Clark,PF,28,Keon Clark,2,27,8.8,.333,.000,.000,0.0,10.3,0.0,0.0,0.0,.058,-5.6,0.0,-5.5,4.5,28.0,16.1,6.1,2.1,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
Speedy Claxton,PG,25,Speedy Claxton,60,1595,17.3,.509,.042,.427,1.2,20.9,2.6,1.6,4.2,.127,0.8,0.1,0.9,2.7,8.4,5.5,28.7,3.3,0.4,14.1
Mateen Cleaves,PG,26,Mateen Cleaves,4,92,6.8,.314,.043,.087,-0.1,14.1,-0.1,0.1,0.0,-0.024,-5.3,-1.9,-7.2,1.2,7.2,4.2,31.3,2.3,1.5,17.3
Derrick Coleman,C,36,Derrick Coleman,34,843,11.6,.471,.139,.251,0.0,19.2,-0.4,1.2,0.8,.047,-3.3,1.3,-2.0,6.3,20.3,13.4,9.9,1.5,2.4,16.5
Bimbo Coles,PG,35,Bimbo Coles,22,170,1.8,.382,.000,.176,-0.3,12.6,-0.2,0.1,-0.1,-0.036,-6.8,-1.9,-8.7,1.4,5.5,3.4,14.2,1.0,0.0,19.7
Jason Collier,C,26,Jason Collier,20,545,14.6,.558,.024,.515,-0.1,19.5,0.9,0.3,1.2,.105,-1.2,-1.8,-3.0,7.6,15.4,11.5,5.5,1.1,1.5,13.3
Jarron Collins,C,25,Jarron Collins,81,1732,11.1,.587,.003,.888,0.4,13.1,3.1,1.1,4.2,.117,-0.5,-0.6,-1.1,8.3,14.5,11.3,7.5,0.8,0.9,16.1
Jason Collins,C,25,Jason Collins,78,2220,10.0,.497,.005,.479,1.1,11.9,1.4,3.5,4.9,.105,-2.6,2.6,0.0,7.6,13.6,10.6,10.8,1.6,1.9,17.3
Brian Cook,C,23,Brian Cook,35,442,14.0,.505,.035,.199,0.1,17.3,0.5,0.7,1.1,.122,-2.0,0.9,-1.1,7.8,18.2,12.9,7.4,1.9,2.7,10.0
Omar Cook,PG,22,Omar Cook,17,139,4.7,.259,.037,.000,-0.2,12.6,-0.3,0.1,-0.2,-0.068,-6.8,-1.5,-8.3,2.6,2.5,2.6,25.6,4.0,0.0,27.0
Chris Crawford,PF,28,Chris Crawford,56,1207,15.8,.544,.240,.253,0.0,21.8,2.2,0.5,2.7,.107,0.6,-2.6,-2.0,5.5,10.9,8.2,7.0,1.6,1.2,9.5
Jamal Crawford,SG,23,Jamal Crawford,80,2811,15.9,.486,.395,.182,2.2,25.7,1.9,2.1,4.1,.069,2.4,-1.3,1.1,1.7,9.5,5.5,27.5,2.1,0.8,11.9
Austin Croshere,PF,28,Austin Croshere,77,1051,14.4,.549,.469,.339,0.5,18.3,1.6,1.8,3.4,.156,0.0,0.0,0.1,6.7,20.8,13.7,8.5,1.3,1.0,13.5
Eddy Curry,PF,21,Eddy Curry,73,2154,14.8,.538,.001,.417,-0.7,24.3,1.1,1.8,3.0,.066,-2.4,-0.9,-3.3,7.1,16.1,11.4,6.2,0.6,2.8,15.1
Michael Curry,SF,35,Michael Curry,70,1229,3.6,.460,.077,.296,-1.1,10.6,-0.6,0.9,0.3,.013,-5.5,-0.1,-5.6,2.0,6.1,4.1,7.2,1.0,0.3,17.8
Samuel Dalembert,C,22,Samuel Dalembert,82,2197,16.1,.566,.002,.349,1.2,14.1,3.0,4.0,6.9,.151,-2.4,2.5,0.1,10.5,22.9,16.8,1.7,1.1,6.8,13.0
Erick Dampier,C,28,Erick Dampier,74,2403,20.1,.573,.003,.511,2.1,17.8,5.5,3.4,8.9,.178,0.4,1.1,1.4,16.1,25.5,20.8,4.3,0.7,4.1,14.1
Antonio Daniels,PG,28,Antonio Daniels,71,1512,19.7,.596,.291,.462,0.9,16.5,5.8,0.0,5.8,.184,3.3,-3.0,0.3,1.8,9.2,5.5,31.9,1.6,0.3,11.3
Marquis Daniels,SG,23,Marquis Daniels,56,1039,20.1,.536,.088,.190,1.0,20.6,2.7,0.4,3.2,.146,2.9,-1.1,1.8,6.7,8.6,7.6,17.4,2.6,0.9,9.0
Antonio Davis,C,35,Antonio Davis,80,2570,11.8,.465,.000,.348,0.0,15.5,1.0,2.8,3.8,.071,-3.2,1.1,-2.1,8.7,20.4,14.4,9.0,0.8,1.9,13.0
