name,position,age,Teams,GP,GS,MP,FG PP,FGA PP,FG %,FG3 PP,FG3A PP,FG3 %,FG2 PP,FG2A PP,FG2 %,FT PP,FTA PP,FT %,ORB PP,DRB PP,TRB PP,APP,SPP,BPP,TO PP,Fouls PP,PPP,Off. Ra
Raja Bell,SG,30,Raja Bell,78,78,2917,7.1,16.3,.432,3.5,8.5,.413,3.5,7.8,.452,2.0,2.6,.776,0.8,3.5,4.3,3.4,0.9,0.4,1.4,4.0,19.7,113
Mike Bibby,PG,28,Mike Bibby,82,82,2784,8.6,21.2,.404,3.1,8.7,.360,5.4,12.5,.435,5.2,6.3,.830,0.7,4.1,4.8,7.1,1.6,0.1,3.6,2.5,25.5,105
Andris Biedriņš,C,20,Andris Biedriņš,82,63,2382,7.1,11.8,.599,0.0,0.0,,7.1,11.8,.599,1.8,3.4,.521,5.1,10.4,15.5,1.8,1.4,2.8,2.4,6.2,15.9,115
Chauncey Billups,PG,30,Chauncey Billups,70,70,2533,7.6,17.7,.427,2.4,6.9,.345,5.2,10.8,.479,8.4,9.5,.883,0.5,4.6,5.1,10.9,1.8,0.4,3.0,3.5,25.9,123
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Blake,PG,26,Steve Blake,82,42,2225,4.7,11.4,.411,1.5,4.7,.322,3.2,6.8,.472,1.0,1.4,.672,0.5,3.3,3.8,9.2,1.4,0.2,2.9,2.7,11.9,103
Steve Blake,PG,26,Steve Blake,33,2,583,4.0,11.5,.349,1.7,6.1,.279,2.3,5.4,.426,1.0,1.8,.550,0.6,3.4,4.0,7.5,0.9,0.3,2.5,4.4,10.7,96
Steve Blake,PG,26,Steve Blake,49,40,1642,4.9,11.4,.432,1.4,4.2,.343,3.5,7.2,.483,1.0,1.3,.727,0.4,3.3,3.7,9.7,1.5,0.1,3.0,2.2,12.2,106
Will Blalock,PG,23,Will Blalock,14,0,166,3.0,9.9,.300,0.3,1.7,.200,2.7,8.3,.320,2.0,2.0,1.000,2.0,3.0,5.0,5.6,1.7,0.0,4.0,3.0,8.3,80
Andray Blatche,PF,20,Andray Blatche,56,13,682,6.4,14.7,.437,0.3,2.0,.148,6.1,12.7,.482,2.2,3.7,.612,5.8,8.5,14.3,2.9,1.3,2.4,3.7,7.0,15.4,97
Mark Blount,C,31,Mark Blount,82,81,2544,8.9,17.4,.509,0.2,0.6,.290,8.7,16.8,.517,3.0,4.0,.754,2.8,7.7,10.5,1.4,0.9,1.2,3.3,5.0,21.0,100
Keith Bogans,SG,26,Keith Bogans,59,18,990,5.3,13.2,.404,2.9,7.4,.387,2.5,5.8,.426,2.5,3.4,.746,0.9,4.2,5.0,3.2,1.5,0.1,2.5,5.3,16.1,106
Andrew Bogut,C,22,Andrew Bogut,66,66,2258,8.0,14.5,.553,0.0,0.1,.200,8.0,14.4,.556,2.6,4.5,.577,3.9,9.6,13.4,4.6,1.1,0.8,3.5,5.0,18.6,108
Matt Bonner,PF,26,Matt Bonner,56,0,653,8.7,19.4,.447,2.9,7.7,.383,5.7,11.7,.490,2.2,3.1,.711,5.2,7.5,12.8,1.8,1.4,0.9,2.0,5.5,22.5,111
Josh Boone,PF,22,Josh Boone,61,0,669,7.8,13.4,.579,0.0,0.0,,7.8,13.4,.579,4.4,8.1,.544,5.0,8.8,13.8,0.8,0.9,1.6,2.6,7.4,19.9,111
Calvin Booth,C,30,Calvin Booth,44,1,380,4.2,8.9,.470,0.1,0.3,.500,4.0,8.6,.469,0.8,1.3,.600,3.6,7.3,10.9,2.4,0.5,3.9,1.2,9.5,9.3,111
Carlos Boozer,PF,25,Carlos Boozer,74,74,2557,13.3,23.6,.561,0.0,0.0,,13.3,23.6,.561,5.2,7.6,.685,4.8,13.0,17.8,4.5,1.4,0.4,4.0,4.4,31.7,114
Chris Bosh,C,22,Chris Bosh,69,69,2658,10.6,21.3,.496,0.2,0.7,.343,10.4,20.7,.501,9.0,11.5,.785,3.6,10.8,14.5,3.4,0.8,1.8,3.5,3.2,30.5,112
Bruce Bowen,SF,35,Bruce Bowen,82,82,2464,4.1,10.1,.405,1.9,5.0,.384,2.2,5.1,.426,0.9,1.6,.589,0.5,4.3,4.8,2.5,1.3,0.5,1.4,3.8,11.1,101
Earl Boykins,PG,30,Earl Boykins,66,23,2031,8.1,19.2,.420,2.4,6.0,.397,5.7,13.2,.430,5.5,6.1,.898,1.2,2.2,3.5,7.3,1.4,0.0,3.0,2.3,24.0,113
Earl Boykins,PG,30,Earl Boykins,31,4,877,8.8,21.2,.413,2.3,6.2,.373,6.5,15.1,.429,6.7,7.4,.908,1.3,2.2,3.5,7.4,1.4,0.1,2.9,1.7,26.5,114
Earl Boykins,PG,30,Earl Boykins,35,19,1154,7.5,17.6,.427,2.4,5.8,.419,5.1,11.8,.431,4.5,5.1,.886,1.2,2.3,3.4,7.2,1.4,0.0,3.1,2.7,22.0,113
Cedric Bozeman,SG,23,Cedric Bozeman,23,5,199,2.9,10.5,.282,0.5,3.5,.154,2.4,7.0,.346,0.5,1.6,.333,0.8,5.4,6.2,2.4,1.3,0.5,2.4,8.6,7.0,66
Elton Brand,PF,27,Elton Brand,80,80,3077,11.1,20.8,.533,0.0,0.0,1.000,11.1,20.8,.532,6.0,7.9,.761,4.6,8.2,12.8,4.0,1.3,3.1,3.5,4.1,28.2,114
Ronnie Brewer,SG,21,Ronnie Brewer,56,14,675,7.9,15.0,.528,0.0,0.7,.000,7.9,14.3,.554,4.3,6.4,.675,2.9,3.0,5.8,1.9,2.9,0.5,1.9,3.4,20.2,115
Primož Brezec,C,27,Primož Brezec,58,40,838,7.6,17.1,.445,0.1,0.2,.333,7.5,16.9,.446,2.7,4.2,.632,5.0,6.5,11.5,1.4,0.7,1.4,2.4,10.0,17.9,98
Andre Brown,PF,25,Andre Brown,38,0,271,8.1,14.3,.568,0.0,0.2,.000,8.1,14.1,.575,1.7,2.9,.600,5.0,9.3,14.3,0.4,1.2,0.8,5.6,5.0,17.9,92
Dee Brown,PG,22,Dee Brown,49,0,450,3.7,11.4,.327,0.7,3.3,.214,3.0,8.2,.371,2.8,4.3,.649,0.9,3.7,4.7,9.7,2.6,0.8,3.6,5.9,10.9,93
Devin Brown,SG,28,Devin Brown,58,49,1662,7.5,17.8,.420,2.6,7.3,.357,4.9,10.5,.463,3.9,5.0,.794,1.8,6.3,8.0,4.8,1.4,0.3,2.9,4.4,21.4,109
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwame Brown,C,24,Kwame Brown,41,28,1132,6.5,11.0,.591,0.0,0.0,.000,6.5,10.9,.593,2.7,6.1,.440,3.7,7.4,11.1,3.4,1.8,2.2,3.4,5.6,15.6,104
P.J. Brown,PF,37,P.J. Brown,72,49,1456,6.0,14.7,.407,0.0,0.1,.000,6.0,14.6,.409,3.4,4.3,.787,4.5,7.7,12.2,1.7,0.8,1.8,3.0,6.6,15.3,95
Shannon Brown,SG,21,Shannon Brown,23,5,202,7.3,19.4,.378,1.8,6.5,.280,5.5,12.8,.429,2.6,3.7,.714,1.6,3.9,5.5,2.6,1.8,0.8,3.7,6.3,19.1,88
Kobe Bryant,SG,28,Kobe Bryant,77,77,3140,13.3,28.7,.463,2.2,6.5,.344,11.0,22.2,.497,10.9,12.6,.868,1.2,5.9,7.2,6.7,1.8,0.6,4.2,3.4,39.7,115
Greg Buckner,SG,30,Greg Buckner,76,11,1372,4.8,11.7,.411,1.3,4.0,.311,3.6,7.7,.464,1.1,1.3,.794,1.4,4.8,6.2,2.7,1.8,0.3,1.6,5.9,11.9,102
Pat Burke,C,33,Pat Burke,23,0,164,7.0,19.9,.354,1.8,6.7,.273,5.2,13.2,.395,2.4,4.0,.615,3.7,10.7,14.4,1.5,0.9,0.6,2.1,5.8,18.4,91
Caron Butler,SF,26,Caron Butler,63,63,2474,9.3,20.1,.463,0.4,1.5,.250,8.9,18.6,.480,5.8,6.8,.863,3.0,6.6,9.6,4.8,2.8,0.4,3.7,3.9,24.8,108
Jackie Butler,C,21,Jackie Butler,11,2,103,8.3,18.2,.457,0.0,0.0,,8.3,18.2,.457,4.7,5.2,.900,3.1,8.3,11.4,2.6,1.0,0.0,5.2,8.3,21.3,93
Rasual Butler,SF,27,Rasual Butler,81,38,2223,7.5,18.9,.398,3.2,8.7,.369,4.3,10.2,.424,1.3,2.1,.644,1.0,5.1,6.1,1.5,1.0,1.3,1.6,3.5,19.6,102
Andrew Bynum,C,19,Andrew Bynum,82,53,1793,7.1,12.7,.558,0.0,0.1,.000,7.1,12.6,.561,4.1,6.1,.668,4.0,9.9,13.9,2.7,0.3,3.7,3.3,7.1,18.2,110
José Calderón,PG,25,José Calderón,77,11,1614,8.4,16.2,.521,0.8,2.4,.333,7.6,13.8,.553,3.8,4.6,.818,0.7,3.6,4.3,12.4,2.0,0.2,3.5,4.4,21.5,117
Marcus Camby,C,32,Marcus Camby,70,70,2369,6.5,13.7,.473,0.0,0.0,.000,6.5,13.7,.475,3.3,4.6,.729,3.4,13.6,17.0,4.6,1.8,4.8,2.5,3.8,16.3,109
Brian Cardinal,PF,29,Brian Cardinal,28,1,313,6.9,13.9,.494,2.9,7.2,.409,3.9,6.7,.585,4.1,4.4,.926,2.1,7.5,9.7,5.1,3.6,0.2,3.8,6.9,20.8,118
Rodney Carney,SF,22,Rodney Carney,67,35,1169,8.2,17.7,.464,1.1,3.3,.347,7.1,14.5,.491,2.4,3.9,.609,1.8,4.0,5.8,1.2,1.7,1.0,1.9,5.3,20.0,101
Matt Carroll,SG,26,Matt Carroll,72,47,1878,7.9,18.3,.433,3.1,7.4,.416,4.8,10.9,.445,5.2,5.8,.904,1.0,4.8,5.7,2.5,1.5,0.2,2.0,4.9,24.1,114
Anthony Carter,PG,31,Anthony Carter,2,0,37,4.0,10.7,.375,0.0,2.7,.000,4.0,8.0,.500,0.0,0.0,,0.0,4.0,4.0,14.6,0.0,1.3,8.0,5.3,8.0,74
Vince Carter,SG,30,Vince Carter,82,82,3126,12.2,26.9,.454,2.6,7.3,.357,9.6,19.5,.491,7.8,9.7,.802,1.9,6.4,8.3,6.6,1.4,0.5,3.6,4.5,34.8,111
Sam Cassell,PG,37,Sam Cassell,58,30,1407,9.8,23.5,.418,1.2,4.1,.294,8.6,19.4,.444,6.0,6.8,.879,1.0,5.3,6.3,10.1,1.1,0.3,3.8,4.7,26.8,106
Kelvin Cato,C,32,Kelvin Cato,18,0,95,3.9,12.2,.318,0.0,0.0,,3.9,12.2,.318,4.5,6.7,.667,6.7,10.6,17.3,0.0,1.7,5.6,3.3,5.6,12.2,88
Tyson Chandler,C,24,Tyson Chandler,73,73,2525,6.2,9.9,.624,0.0,0.0,.000,6.2,9.8,.625,2.2,4.2,.527,6.7,12.3,19.0,1.4,0.8,2.7,2.7,5.1,14.5,117
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Childress,SG,23,Josh Childress,55,13,2024,6.9,13.6,.504,0.7,2.0,.338,6.2,11.6,.533,4.4,5.5,.795,3.2,5.7,9.0,3.3,1.5,0.9,2.1,3.1,18.8,119
Doug Christie,SG,36,Doug Christie,7,0,82,3.2,11.0,.294,0.6,3.9,.167,2.6,7.1,.364,1.3,1.9,.667,1.9,5.2,7.1,5.2,1.9,0.6,3.2,7.1,8.4,78
Speedy Claxton,PG,28,Speedy Claxton,42,31,1054,4.6,14.1,.327,0.3,1.4,.214,4.3,12.7,.340,1.7,3.0,.550,0.6,3.5,4.1,9.4,3.6,0.2,3.8,6.6,11.2,82
Jarron Collins,C,28,Jarron Collins,82,9,913,4.3,9.8,.441,0.0,0.0,,4.3,9.8,.441,3.1,4.8,.651,4.1,5.7,9.8,3.4,0.7,0.5,2.1,8.4,11.7,107
Jason Collins,PF,28,Jason Collins,80,78,1844,1.6,4.3,.364,0.0,0.1,.000,1.6,4.2,.369,1.7,3.6,.465,2.6,6.4,9.0,1.3,1.1,1.1,2.1,7.8,4.8,83
Mardy Collins,SF,22,Mardy Collins,52,9,777,5.9,15.5,.382,0.9,3.2,.277,5.0,12.3,.409,3.3,5.6,.585,1.9,5.2,7.1,5.6,2.2,0.2,3.9,5.1,16.0,92
Nick Collison,C,26,Nick Collison,82,56,2378,7.0,14.0,.500,0.0,0.0,.000,7.0,13.9,.502,3.4,4.4,.774,5.0,9.6,14.6,1.8,1.1,1.5,2.7,6.4,17.4,110
Will Conroy,PG-SG,24,Will Conroy,7,0,52,0.0,3.0,.000,0.0,0.0,,0.0,3.0,.000,0.0,4.0,.000,3.0,4.0,7.0,9.1,0.0,0.0,2.0,7.0,0.0,72
Will Conroy,SG,24,Will Conroy,3,0,17,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.0,3.0,6.0,3.0,0.0,0.0,0.0,3.0,0.0,215
Will Conroy,PG,24,Will Conroy,4,0,35,0.0,4.5,.000,0.0,0.0,,0.0,4.5,.000,0.0,6.0,.000,3.0,4.5,7.6,12.1,0.0,0.0,3.0,9.1,0.0,62
Brian Cook,PF,26,Brian Cook,65,24,1018,9.3,20.6,.453,2.3,5.8,.400,7.0,14.8,.474,1.7,2.4,.723,3.1,7.8,10.8,3.3,1.3,1.4,2.6,6.8,22.7,105
Jamal Crawford,SG,26,Jamal Crawford,59,36,2198,8.5,21.3,.400,2.5,7.7,.320,6.0,13.6,.445,5.5,6.5,.838,1.1,3.5,4.5,6.2,1.4,0.2,3.9,2.7,25.0,105
Austin Croshere,PF,31,Austin Croshere,61,2,727,5.8,16.4,.351,1.9,6.7,.286,3.8,9.7,.397,3.3,3.8,.865,2.4,11.3,13.7,3.2,1.0,0.4,2.4,5.0,16.7,100
Eddy Curry,C,24,Eddy Curry,81,81,2849,10.9,18.9,.576,0.0,0.0,1.000,10.8,18.8,.575,7.5,12.2,.615,3.6,7.0,10.6,1.3,0.6,0.7,5.5,4.9,29.3,105
Samuel Dalembert,C,25,Samuel Dalembert,82,82,2535,7.4,13.7,.541,0.0,0.0,.000,7.4,13.7,.543,3.5,4.7,.746,5.0,10.3,15.3,1.3,1.0,3.3,3.4,6.0,18.4,108
Erick Dampier,C,31,Erick Dampier,76,73,1915,5.9,9.4,.626,0.0,0.0,,5.9,9.4,.626,3.3,5.3,.623,6.1,9.8,15.8,1.2,0.7,2.3,3.0,6.7,15.0,118
Antonio Daniels,SG,31,Antonio Daniels,80,8,1761,5.0,11.3,.442,0.6,1.8,.302,4.4,9.4,.469,6.0,7.2,.832,0.5,3.9,4.4,8.4,1.1,0.3,2.0,2.3,16.5,123
Marquis Daniels,SG,26,Marquis Daniels,45,4,800,8.4,18.2,.459,0.4,1.7,.231,8.0,16.5,.482,3.6,5.2,.700,1.7,3.6,5.3,3.7,1.8,0.5,3.6,3.6,20.8,97
Baron Davis,PG,27,Baron Davis,63,62,2221,9.9,22.4,.439,1.9,6.1,.304,8.0,16.3,.489,6.0,8.0,.745,1.1,4.9,6.0,11.1,2.9,0.6,4.2,3.9,27.5,109
Dale Davis,C,37,Dale Davis,46,6,464,3.9,8.8,.446,0.0,0.0,,3.9,8.8,.446,2.0,3.1,.654,7.0,9.2,16.2,1.4,1.2,4.0,1.8,7.0,9.8,112
Paul Davis,C,22,Paul Davis,31,0,180,6.5,15.3,.423,0.0,0.0,,6.5,15.3,.423,2.1,2.9,.700,6.2,6.8,12.9,2.1,1.8,1.5,2.4,8.2,15.0,99
Ricky Davis,SF,27,Ricky Davis,81,81,3021,8.8,19.0,.465,2.1,5.4,.397,6.7,13.6,.492,4.2,5.0,.839,0.9,4.6,5.5,6.7,1.4,0.4,3.7,3.3,24.0,108
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Delfino,SG,24,Carlos Delfino,82,1,1372,6.3,15.1,.415,1.8,5.5,.333,4.4,9.5,.462,2.8,3.6,.787,2.7,8.0,10.7,3.5,1.8,0.3,2.4,3.9,17.2,105
Luol Deng,SF,21,Luol Deng,82,82,3071,10.5,20.3,.517,0.0,0.1,.143,10.5,20.2,.519,4.7,6.0,.777,2.5,7.2,9.7,3.4,1.6,0.8,2.6,2.8,25.7,112
Boris Diaw,PF,24,Boris Diaw,73,59,2268,6.8,12.6,.538,0.3,1.0,.333,6.4,11.6,.555,1.8,2.7,.683,2.0,5.0,7.0,7.8,0.6,0.8,3.4,3.9,15.7,111
Yakhouba Diawara,SG,24,Yakhouba Diawara,64,19,1177,4.2,12.2,.342,2.1,7.1,.288,2.1,5.1,.418,1.5,2.2,.660,1.1,3.5,4.6,2.3,1.3,0.3,1.5,5.5,11.9,95
Dan Dickau,PG,28,Dan Dickau,50,3,444,6.6,18.5,.358,2.0,7.5,.262,4.7,11.0,.422,5.1,6.5,.792,0.9,4.4,5.3,8.6,1.7,0.1,3.3,6.7,20.3,103
Travis Diener,PG,24,Travis Diener,26,0,288,6.3,14.8,.425,3.3,9.3,.360,3.0,5.6,.533,2.2,2.8,.800,0.6,2.8,3.3,6.5,0.7,0.0,2.4,5.0,18.2,115
Ike Diogu,PF,23,Ike Diogu,59,2,760,8.5,17.8,.477,0.0,0.0,,8.5,17.8,.477,7.5,9.4,.800,5.0,8.6,13.6,1.7,0.5,1.7,4.5,8.2,24.5,105
Ike Diogu,PF,23,Ike Diogu,17,0,222,9.6,18.1,.530,0.0,0.0,,9.6,18.1,.530,7.6,9.6,.795,4.6,9.2,13.7,1.1,0.7,2.4,3.9,7.6,26.8,111
Ike Diogu,PF,23,Ike Diogu,42,2,538,8.0,17.7,.454,0.0,0.0,,8.0,17.7,.454,7.4,9.3,.802,5.2,8.3,13.5,1.9,0.5,1.4,4.7,8.4,23.5,102
DeSagana Diop,C,25,DeSagana Diop,81,9,1480,2.6,5.5,.470,0.0,0.0,.000,2.6,5.4,.473,1.7,3.1,.558,6.0,9.9,15.9,1.1,1.4,4.1,2.3,8.8,6.9,107
Juan Dixon,SG,28,Juan Dixon,81,6,1926,8.3,19.5,.425,2.2,6.3,.350,6.1,13.2,.461,2.8,3.2,.871,0.7,3.6,4.4,3.4,2.1,0.2,2.8,4.9,21.6,100
Juan Dixon,SG,28,Juan Dixon,55,1,1243,8.3,19.4,.426,2.3,6.3,.364,6.0,13.2,.455,2.6,3.1,.833,0.7,3.0,3.7,3.6,2.1,0.3,3.4,4.9,21.4,99
Juan Dixon,SG,28,Juan Dixon,26,5,683,8.4,19.7,.425,2.0,6.3,.325,6.3,13.4,.472,3.1,3.3,.932,0.8,4.7,5.5,3.1,2.0,0.2,1.8,4.9,21.9,103
Michael Doleac,C,29,Michael Doleac,56,0,698,6.3,13.4,.469,0.0,0.1,.000,6.3,13.3,.471,2.8,3.1,.878,3.4,8.5,11.9,1.7,1.4,1.1,2.3,7.3,15.3,103
Keyon Dooling,SG,26,Keyon Dooling,66,2,1435,7.0,17.0,.410,1.2,3.6,.323,5.8,13.5,.434,4.2,5.2,.809,0.8,2.4,3.2,4.2,1.9,0.6,2.7,4.7,19.4,102
Quincy Douby,PG,22,Quincy Douby,42,0,359,6.8,17.8,.381,1.7,7.1,.240,5.1,10.7,.474,1.6,2.1,.733,1.6,3.7,5.2,2.1,2.1,0.6,2.1,3.0,16.8,90
