Player,Team,Season,Season Type,Games,AbvBrk3_Usage,MR_Usage,Paint_Usage,RA_Usage,RC3_Usage,LC3_Usage,BC_Usage,AbvBrk3%,MR%,Paint%,RA%,RC3%,LC3%,BC3%
Duncan Robinson,Heat,2018-2019,REG,15,58.70,8.70,0.00,15.22,10.87,6.52,0.00,0.259,0.500,0.000,0.857,0.600,0.000,0.000
Deng Adel,Cavaliers,2018-2019,REG,19,47.22,11.11,8.33,16.67,5.56,11.11,0.00,0.235,0.500,0.333,0.333,0.500,0.250,0.000
Rodions Kurucs,Nets,2018-2019,REG,63,30.07,3.56,8.02,47.66,4.23,5.57,0.89,0.304,0.375,0.250,0.607,0.316,0.400,0.000
Isaac Bonga,Lakers,2018-2019,REG,21,18.18,12.12,21.21,42.42,3.03,3.03,0.00,0.000,0.000,0.143,0.286,0.000,0.000,0.000
Tyler Davis,Thunder,2018-2019,REG,1,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Marcus Derrickson,Warriors,2018-2019,REG,11,45.45,24.24,6.06,9.09,12.12,3.03,0.00,0.533,0.500,0.000,0.667,0.250,1.000,0.000
Brandon Sampson,Bulls,2018-2019,REG,14,33.33,3.33,16.67,31.67,3.33,11.67,0.00,0.350,0.000,0.500,0.632,1.000,0.286,0.000
Gary Clark,Rockets,2018-2019,REG,51,64.24,0.00,1.99,6.62,15.23,11.92,0.00,0.351,0.000,0.333,0.800,0.174,0.167,0.000
Robert Williams III,Celtics,2018-2019,REG,31,0.00,7.84,1.96,90.20,0.00,0.00,0.00,0.000,0.250,0.000,0.761,0.000,0.000,0.000
Dzanan Musa,Nets,2018-2019,REG,9,36.36,9.09,22.73,22.73,4.55,4.55,0.00,0.125,0.500,0.600,0.800,0.000,0.000,0.000
Elie Okobo,Suns,2018-2019,REG,53,40.00,11.72,14.83,27.93,2.41,2.76,0.34,0.302,0.353,0.326,0.605,0.286,0.250,0.000
Donte Grantham,Thunder,2018-2019,REG,3,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Vincent Edwards,Rockets,2018-2019,REG,2,25.00,0.00,0.00,0.00,25.00,50.00,0.00,0.000,0.000,0.000,0.000,0.000,0.500,0.000
Theo Pinson,Nets,2018-2019,REG,18,57.53,5.48,8.22,23.29,1.37,2.74,1.37,0.262,0.250,0.000,0.706,1.000,0.000,0.000
Ray Spalding,"Mavericks, Suns",2018-2019,REG,14,4.26,4.26,25.53,63.83,2.13,0.00,0.00,0.000,0.500,0.500,0.600,0.000,0.000,0.000
Bonzie Colson,Bucks,2018-2019,REG,8,30.77,7.69,5.13,33.33,7.69,12.82,2.56,0.250,0.333,0.500,0.462,0.667,0.000,0.000
Kenrich Williams,Pelicans,2018-2019,REG,45,40.22,6.64,8.12,29.89,8.12,6.27,0.74,0.349,0.167,0.273,0.556,0.273,0.353,0.000
Trae Young,Hawks,2018-2019,REG,80,36.64,11.29,20.31,30.30,0.81,0.57,0.08,0.322,0.345,0.468,0.528,0.300,0.429,0.000
Deandre Ayton,Suns,2018-2019,REG,71,0.34,26.21,21.95,51.38,0.00,0.11,0.00,0.000,0.399,0.487,0.727,0.000,0.000,0.000
Luka Doncic,Mavericks,2018-2019,REG,71,39.16,11.14,20.31,25.28,1.11,1.71,1.29,0.328,0.369,0.422,0.614,0.538,0.500,0.067
Lonnie Walker IV,Spurs,2018-2019,REG,17,26.09,30.43,10.87,30.43,2.17,0.00,0.00,0.333,0.214,0.200,0.500,1.000,0.000,0.000
Allonzo Trier,Knicks,2018-2019,REG,64,21.24,24.13,9.46,40.93,2.12,2.12,0.00,0.400,0.376,0.306,0.557,0.455,0.273,0.000
Jarred Vanderbilt,Nuggets,2018-2019,REG,16,0.00,5.26,15.79,73.68,5.26,0.00,0.00,0.000,0.000,0.333,0.571,0.000,0.000,0.000
Moritz Wagner,Lakers,2018-2019,REG,42,43.37,3.61,11.45,39.16,0.60,1.81,0.00,0.306,0.333,0.421,0.538,0.000,0.000,0.000
Anfernee Simons,Trail Blazers,2018-2019,REG,20,38.10,19.05,15.87,19.05,0.00,7.94,0.00,0.333,0.500,0.300,0.750,0.000,0.400,0.000
Zhaire Smith,76ers,2018-2019,REG,6,35.29,14.71,2.94,35.29,5.88,5.88,0.00,0.500,0.200,1.000,0.500,0.000,0.000,0.000
Omari Spellman,Hawks,2018-2019,REG,46,33.20,4.10,6.56,36.89,10.66,8.61,0.00,0.296,0.400,0.188,0.522,0.500,0.333,0.000
Khyri Thomas,Pistons,2018-2019,REG,26,26.09,17.39,11.59,20.29,11.59,13.04,0.00,0.222,0.250,0.250,0.500,0.375,0.333,0.000
Gary Trent Jr.,Trail Blazers,2018-2019,REG,15,34.00,30.00,16.00,12.00,4.00,4.00,0.00,0.176,0.467,0.125,0.500,0.000,1.000,0.000
Collin Sexton,Cavaliers,2018-2019,REG,82,21.38,30.65,15.08,29.91,1.08,1.82,0.08,0.419,0.392,0.335,0.537,0.154,0.409,0.000
Landry Shamet,"76ers, Clippers",2018-2019,REG,79,56.19,9.34,4.31,15.26,7.00,7.90,0.00,0.409,0.327,0.458,0.529,0.436,0.500,0.000
Josh Okogie,Timberwolves,2018-2019,REG,73,27.15,13.77,9.78,33.93,9.18,5.99,0.20,0.272,0.348,0.204,0.582,0.261,0.367,0.000
Jerome Robinson,Clippers,2018-2019,REG,32,40.37,17.43,12.84,18.35,0.92,8.26,1.83,0.318,0.421,0.357,0.650,0.000,0.444,0.000
Mitchell Robinson,Knicks,2018-2019,REG,66,0.00,1.03,3.44,95.53,0.00,0.00,0.00,0.000,0.333,0.400,0.709,0.000,0.000,0.000
Shake Milton,76ers,2018-2019,REG,20,33.33,12.64,13.79,22.99,6.90,10.34,0.00,0.310,0.455,0.250,0.600,0.167,0.444,0.000
Svi Mykhailiuk,"Lakers, Pistons",2018-2019,REG,42,44.60,15.11,4.32,16.55,6.47,12.95,0.00,0.306,0.286,0.167,0.435,0.556,0.278,0.000
De'Anthony Melton,Suns,2018-2019,REG,50,26.56,12.11,20.70,30.08,4.69,5.86,0.00,0.279,0.226,0.396,0.558,0.583,0.200,0.000
Chimezie Metu,Spurs,2018-2019,REG,29,3.45,32.76,34.48,29.31,0.00,0.00,0.00,0.000,0.105,0.500,0.412,0.000,0.000,0.000
George King,Suns,2018-2019,REG,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Kevin Knox,Knicks,2018-2019,REG,75,30.85,18.93,17.07,24.40,5.25,3.50,0.00,0.333,0.243,0.417,0.480,0.417,0.313,0.000
Yante Maten,Heat,2018-2019,REG,2,25.00,0.00,25.00,50.00,0.00,0.00,0.00,0.000,0.000,1.000,0.000,0.000,0.000,0.000
Alize Johnson,Pacers,2018-2019,REG,14,6.25,31.25,18.75,37.50,0.00,6.25,0.00,0.000,0.000,0.333,0.333,0.000,1.000,0.000
Jaren Jackson Jr.,Grizzlies,2018-2019,REG,58,18.17,4.58,32.60,38.71,3.06,2.89,0.00,0.411,0.296,0.422,0.693,0.167,0.235,0.000
Chandler Hutchison,Bulls,2018-2019,REG,44,11.00,9.09,19.14,48.33,4.31,6.70,1.44,0.261,0.421,0.375,0.594,0.222,0.357,0.000
Aaron Holiday,Pacers,2018-2019,REG,50,41.98,17.94,13.74,19.85,3.82,2.29,0.38,0.345,0.404,0.361,0.577,0.300,0.333,0.000
Kevin Huerter,Hawks,2018-2019,REG,74,41.55,5.74,18.45,22.17,6.82,4.96,0.31,0.373,0.351,0.387,0.559,0.409,0.469,0.000
Devonte' Graham,Hornets,2018-2019,REG,46,44.44,13.43,7.41,23.15,6.02,3.24,2.31,0.260,0.345,0.250,0.520,0.538,0.286,0.000
Jacob Evans,Warriors,2018-2019,REG,30,20.75,37.74,13.21,20.75,5.66,1.89,0.00,0.273,0.350,0.571,0.273,0.333,0.000,0.000
Melvin Frazier Jr.,Magic,2018-2019,REG,10,14.29,14.29,23.81,33.33,4.76,9.52,0.00,0.000,0.333,0.200,0.714,0.000,0.000,0.000
Shai Gilgeous-Alexander,Clippers,2018-2019,REG,81,9.92,21.95,23.94,34.70,4.82,4.53,0.14,0.357,0.465,0.373,0.608,0.412,0.375,0.000
Donte DiVincenzo,Bucks,2018-2019,REG,27,53.23,2.42,4.03,26.61,6.45,7.26,0.00,0.258,0.333,0.200,0.788,0.250,0.333,0.000
Trevon Duval,Bucks,2018-2019,REG,3,0.00,33.33,0.00,33.33,0.00,33.33,0.00,0.000,0.000,0.000,1.000,0.000,1.000,0.000
Troy Brown Jr.,Wizards,2018-2019,REG,51,22.32,17.41,21.43,30.80,3.57,4.02,0.45,0.300,0.359,0.271,0.652,0.500,0.333,0.000
Jalen Brunson,Mavericks,2018-2019,REG,72,21.72,16.88,25.67,25.85,4.13,5.75,0.00,0.355,0.372,0.483,0.653,0.348,0.281,0.000
Jevon Carter,Grizzlies,2018-2019,REG,39,36.22,20.54,9.73,14.59,10.81,7.03,1.08,0.343,0.237,0.278,0.296,0.400,0.231,0.000
Wendell Carter Jr.,Bulls,2018-2019,REG,44,4.85,24.53,22.91,43.94,1.08,2.70,0.00,0.222,0.352,0.400,0.663,0.000,0.200,0.000
Hamidou Diallo,Thunder,2018-2019,REG,51,2.42,4.85,13.94,66.67,6.06,6.06,0.00,0.000,0.375,0.261,0.564,0.200,0.200,0.000
Mikal Bridges,Suns,2018-2019,REG,82,30.37,5.33,8.53,30.91,14.39,10.30,0.18,0.357,0.333,0.333,0.638,0.259,0.397,0.000
Miles Bridges,Hornets,2018-2019,REG,80,22.11,6.26,10.18,44.62,8.41,6.85,1.57,0.310,0.250,0.346,0.640,0.395,0.371,0.000
Bruce Brown,Pistons,2018-2019,REG,73,14.65,2.23,19.43,48.73,6.69,7.32,0.96,0.174,0.286,0.279,0.536,0.429,0.304,0.000
Keita Bates-Diop,Timberwolves,2018-2019,REG,29,22.96,14.81,14.07,34.07,6.67,6.67,0.74,0.290,0.200,0.368,0.717,0.333,0.111,0.000
Dusty Hannahs,Grizzlies,2018-2019,REG,2,33.33,0.00,16.67,41.67,8.33,0.00,0.00,0.000,0.000,0.000,0.600,0.000,0.000,0.000
Billy Garrett,Knicks,2018-2019,REG,4,29.63,25.93,22.22,22.22,0.00,0.00,0.00,0.000,0.429,0.500,0.833,0.000,0.000,0.000
Tahjere McCall,Nets,2018-2019,REG,1,0.00,0.00,0.00,66.67,33.33,0.00,0.00,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Rawle Alkins,Bulls,2018-2019,REG,10,20.51,0.00,20.51,48.72,5.13,5.13,0.00,0.125,0.000,0.250,0.421,0.500,0.500,0.000
Grayson Allen,Jazz,2018-2019,REG,38,37.64,10.67,11.80,21.91,7.30,10.11,0.56,0.284,0.421,0.381,0.487,0.538,0.333,0.000
Kostas Antetokounmpo,Mavericks,2018-2019,REG,2,0.00,0.00,66.67,33.33,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Marvin Bagley III,Kings,2018-2019,REG,61,10.59,16.88,28.76,40.63,1.72,1.29,0.14,0.351,0.373,0.448,0.658,0.250,0.111,0.000
Mo Bamba,Magic,2018-2019,REG,47,20.58,20.99,12.35,37.86,2.88,4.94,0.41,0.300,0.373,0.300,0.739,0.143,0.417,0.000
Amile Jefferson,Magic,2018-2019,REG,12,0.00,0.00,25.00,75.00,0.00,0.00,0.00,0.000,0.000,0.250,0.750,0.000,0.000,0.000
Jaylen Morris,Bucks,2018-2019,REG,4,30.00,0.00,10.00,60.00,0.00,0.00,0.00,0.333,0.000,0.000,0.500,0.000,0.000,0.000
Troy Caupain,Magic,2018-2019,REG,4,37.50,37.50,12.50,12.50,0.00,0.00,0.00,0.667,0.333,1.000,0.000,0.000,0.000,0.000
Naz Mitrou-Long,Jazz,2018-2019,REG,14,45.00,0.00,0.00,45.00,5.00,5.00,0.00,0.222,0.000,0.000,0.444,0.000,0.000,0.000
Isaiah Briscoe,Magic,2018-2019,REG,39,15.94,26.81,13.77,34.78,3.62,5.07,0.00,0.364,0.270,0.211,0.625,0.000,0.429,0.000
Daniel Theis,Celtics,2018-2019,REG,66,23.31,13.91,12.03,48.87,1.50,0.38,0.00,0.419,0.297,0.344,0.754,0.000,0.000,0.000
Maxi Kleber,Mavericks,2018-2019,REG,70,38.03,7.98,8.78,27.39,8.78,9.04,0.00,0.364,0.400,0.485,0.660,0.182,0.441,0.000
Antonio Blakeney,Bulls,2018-2019,REG,57,12.63,31.06,29.55,16.67,2.02,7.83,0.25,0.300,0.333,0.419,0.621,0.500,0.516,0.000
Torrey Craig,Nuggets,2018-2019,REG,74,28.89,5.28,7.50,35.83,11.39,11.11,0.00,0.308,0.316,0.333,0.651,0.366,0.350,0.000
Tyler Cavanaugh,Jazz,2018-2019,REG,11,20.00,0.00,20.00,30.00,10.00,20.00,0.00,0.500,0.000,0.000,0.667,0.000,0.000,0.000
Milos Teodosic,Clippers,2018-2019,REG,15,55.00,12.50,10.00,10.00,5.00,5.00,2.50,0.364,0.600,0.250,0.750,0.500,0.500,0.000
Luke Kornet,Knicks,2018-2019,REG,46,58.30,9.89,7.42,14.84,4.59,4.95,0.00,0.345,0.250,0.286,0.571,0.462,0.500,0.000
Isaiah Hicks,Knicks,2018-2019,REG,3,0.00,37.50,12.50,50.00,0.00,0.00,0.00,0.000,0.667,0.000,0.500,0.000,0.000,0.000
Kadeem Allen,Knicks,2018-2019,REG,19,21.43,18.57,22.86,32.86,3.57,0.71,0.00,0.500,0.346,0.344,0.609,0.200,1.000,0.000
Chris Boucher,Raptors,2018-2019,REG,28,38.16,1.32,3.95,46.05,6.58,3.95,0.00,0.310,0.000,0.000,0.629,0.400,0.333,0.000
Davon Reed,Pacers,2018-2019,REG,10,33.33,25.00,8.33,33.33,0.00,0.00,0.00,0.500,0.000,0.000,0.750,0.000,0.000,0.000
Sterling Brown,Bucks,2018-2019,REG,58,27.88,5.45,6.41,41.35,9.94,8.33,0.64,0.276,0.412,0.400,0.597,0.484,0.538,0.000
Kobi Simmons,Cavaliers,2018-2019,REG,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Damyean Dotson,Knicks,2018-2019,REG,73,39.97,25.93,6.88,18.34,4.01,4.73,0.14,0.351,0.448,0.208,0.570,0.393,0.515,0.000
Devin Robinson,Wizards,2018-2019,REG,7,6.25,21.88,25.00,46.88,0.00,0.00,0.00,0.000,0.429,0.625,0.733,0.000,0.000,0.000
Thomas Bryant,Wizards,2018-2019,REG,71,16.97,13.94,12.12,54.75,1.21,1.01,0.00,0.357,0.449,0.450,0.797,0.167,0.200,0.000
Monte Morris,Nuggets,2018-2019,REG,81,22.30,19.57,26.19,22.16,4.03,5.61,0.14,0.406,0.456,0.533,0.597,0.500,0.385,0.000
Jaron Blossomgame,Cavaliers,2018-2019,REG,27,20.75,8.49,13.21,41.51,5.66,10.38,0.00,0.273,0.444,0.143,0.705,0.167,0.273,0.000
Tyler Dorsey,"Hawks, Grizzlies",2018-2019,REG,48,39.02,13.26,10.23,26.52,5.68,5.30,0.00,0.340,0.343,0.407,0.571,0.200,0.429,0.000
Dillon Brooks,Grizzlies,2018-2019,REG,18,27.05,16.39,13.93,36.89,3.28,1.64,0.82,0.394,0.350,0.353,0.467,0.250,0.500,0.000
Sindarius Thornwell,Clippers,2018-2019,REG,63,16.33,0.00,28.57,40.82,6.12,8.16,0.00,0.250,0.000,0.357,0.450,0.333,0.000,0.000
Jonah Bolden,76ers,2018-2019,REG,44,44.44,3.70,3.70,33.95,8.02,6.17,0.00,0.361,0.167,0.333,0.782,0.462,0.200,0.000
Edmond Sumner,Pacers,2018-2019,REG,23,29.69,10.94,6.25,40.63,3.13,9.38,0.00,0.211,0.286,0.750,0.385,0.500,0.333,0.000
Wes Iwundu,Magic,2018-2019,REG,68,16.79,20.80,12.77,37.96,4.74,6.57,0.36,0.413,0.351,0.286,0.529,0.385,0.222,0.000
Frank Mason,Kings,2018-2019,REG,38,34.32,14.79,17.75,29.59,2.37,1.18,0.00,0.224,0.480,0.467,0.620,0.250,0.000,0.000
PJ Dozier,Celtics,2018-2019,REG,6,28.57,9.52,19.05,33.33,9.52,0.00,0.00,0.167,0.000,0.000,0.857,0.500,0.000,0.000
Dwayne Bacon,Hornets,2018-2019,REG,43,22.18,10.89,22.18,33.07,2.72,8.95,0.00,0.421,0.250,0.316,0.694,0.571,0.435,0.000
Johnathan Motley,Clippers,2018-2019,REG,21,2.74,1.37,32.88,61.64,0.00,1.37,0.00,0.000,0.000,0.333,0.689,0.000,0.000,0.000
Josh Hart,Lakers,2018-2019,REG,67,43.97,4.74,7.76,28.45,7.33,7.76,0.00,0.324,0.273,0.194,0.636,0.382,0.361,0.000
Derrick White,Spurs,2018-2019,REG,67,21.73,20.07,23.02,30.76,3.31,1.10,0.00,0.331,0.477,0.472,0.605,0.444,0.167,0.000
Frank Jackson,Pelicans,2018-2019,REG,60,21.51,12.13,13.96,36.16,7.78,8.47,0.00,0.309,0.302,0.377,0.627,0.382,0.243,0.000
Caleb Swanigan,"Trail Blazers, Kings",2018-2019,REG,21,5.66,15.09,32.08,39.62,1.89,5.66,0.00,0.000,0.125,0.235,0.571,0.000,0.333,0.000
Jawun Evans,"Suns, Thunder",2018-2019,REG,8,21.43,28.57,42.86,7.14,0.00,0.00,0.00,0.000,0.250,0.167,1.000,0.000,0.000,0.000
Jordan Bell,Warriors,2018-2019,REG,68,0.52,33.85,16.15,48.96,0.00,0.00,0.52,0.000,0.338,0.419,0.681,0.000,0.000,0.000
Tony Bradley,Jazz,2018-2019,REG,3,0.00,6.25,6.25,87.50,0.00,0.00,0.00,0.000,0.000,0.000,0.571,0.000,0.000,0.000
Ivan Rabb,Grizzlies,2018-2019,REG,49,4.25,21.23,21.23,50.47,1.42,1.42,0.00,0.333,0.289,0.622,0.673,0.000,0.000,0.000
Kyle Kuzma,Lakers,2018-2019,REG,69,30.22,9.24,17.44,34.51,3.92,4.57,0.09,0.299,0.394,0.449,0.651,0.310,0.347,0.000
Tyler Lydon,Nuggets,2018-2019,REG,25,33.33,0.00,5.56,38.89,11.11,11.11,0.00,0.333,0.000,0.000,0.714,0.500,0.500,0.000
Semi Ojeleye,Celtics,2018-2019,REG,56,34.18,8.86,6.96,27.85,10.76,10.76,0.63,0.296,0.214,0.364,0.727,0.235,0.471,0.000
Isaiah Hartenstein,Rockets,2018-2019,REG,28,9.76,0.00,7.32,78.05,0.00,4.88,0.00,0.250,0.000,0.000,0.563,0.000,0.500,0.000
D.J. Wilson,Bucks,2018-2019,REG,48,29.08,10.76,12.35,26.29,12.75,8.76,0.00,0.370,0.333,0.387,0.561,0.375,0.318,0.000
Terrance Ferguson,Thunder,2018-2019,REG,74,30.63,7.89,3.94,21.58,15.55,20.42,0.00,0.333,0.265,0.176,0.720,0.493,0.330,0.000
Bam Adebayo,Heat,2018-2019,REG,82,1.85,9.26,23.66,63.99,0.21,0.62,0.41,0.333,0.356,0.409,0.688,0.000,0.000,0.000
TJ Leaf,Pacers,2018-2019,REG,58,12.02,8.74,26.78,47.54,2.19,2.73,0.00,0.273,0.313,0.449,0.736,0.250,0.200,0.000
OG Anunoby,Raptors,2018-2019,REG,67,25.25,4.21,6.19,39.60,12.62,12.13,0.00,0.382,0.412,0.240,0.644,0.255,0.306,0.000
Harry Giles III,Kings,2018-2019,REG,58,0.86,16.95,35.63,45.69,0.00,0.57,0.29,0.000,0.339,0.427,0.642,0.000,0.000,0.000
Jarrett Allen,Nets,2018-2019,REG,80,0.53,1.23,16.02,75.00,2.99,4.23,0.00,0.000,0.286,0.341,0.695,0.118,0.167,0.000
Ike Anigbogu,Pacers,2018-2019,REG,3,0.00,66.67,0.00,33.33,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
John Collins,Hawks,2018-2019,REG,60,12.21,5.98,15.51,59.58,3.17,3.30,0.24,0.290,0.306,0.378,0.701,0.423,0.556,0.000
Justin Jackson,"Kings, Mavericks",2018-2019,REG,80,31.67,13.33,18.96,17.29,9.38,8.96,0.42,0.342,0.359,0.462,0.771,0.378,0.419,0.000
Justin Patton,"Timberwolves, 76ers",2018-2019,REG,3,28.57,0.00,14.29,57.14,0.00,0.00,0.00,0.000,0.000,0.000,0.500,0.000,0.000,0.000
Zach Collins,Trail Blazers,2018-2019,REG,77,27.50,11.00,12.00,46.75,1.00,1.75,0.00,0.336,0.227,0.458,0.626,0.000,0.429,0.000
Luke Kennard,Pistons,2018-2019,REG,62,41.29,23.48,12.72,12.13,5.09,4.89,0.39,0.384,0.433,0.446,0.645,0.423,0.480,0.000
Donovan Mitchell,Jazz,2018-2019,REG,77,29.08,13.66,25.56,26.80,2.22,2.35,0.33,0.360,0.402,0.376,0.590,0.382,0.389,0.200
Lauri Markkanen,Bulls,2018-2019,REG,52,36.60,13.08,20.25,25.03,2.39,2.39,0.25,0.364,0.337,0.416,0.603,0.368,0.368,0.000
Frank Ntilikina,Knicks,2018-2019,REG,43,31.56,22.34,20.57,16.67,4.61,3.90,0.35,0.292,0.333,0.345,0.468,0.154,0.364,0.000
Dennis Smith Jr.,"Mavericks, Knicks",2018-2019,REG,53,28.62,16.46,10.46,41.08,2.00,1.23,0.15,0.317,0.355,0.324,0.566,0.385,0.375,0.000
Jonathan Isaac,Magic,2018-2019,REG,75,26.35,16.04,6.87,33.72,6.87,9.98,0.16,0.311,0.378,0.310,0.617,0.381,0.311,0.000
Malik Monk,Hornets,2018-2019,REG,73,43.17,12.80,9.39,21.50,6.31,5.80,1.02,0.348,0.360,0.255,0.611,0.378,0.206,0.000
Jayson Tatum,Celtics,2018-2019,REG,79,21.43,26.64,13.03,30.31,4.63,3.96,0.00,0.378,0.366,0.378,0.631,0.292,0.439,0.000
De'Aaron Fox,Kings,2018-2019,REG,80,18.14,19.61,25.23,33.89,1.57,1.57,0.00,0.386,0.376,0.372,0.628,0.353,0.235,0.000
Josh Jackson,Suns,2018-2019,REG,79,18.19,15.46,21.28,36.50,3.69,4.64,0.24,0.359,0.385,0.374,0.511,0.323,0.205,0.000
Lonzo Ball,Lakers,2018-2019,REG,47,40.35,6.80,9.21,33.99,4.82,4.39,0.44,0.359,0.355,0.214,0.581,0.227,0.200,0.000
Markelle Fultz,76ers,2018-2019,REG,19,3.87,26.45,25.81,38.71,1.29,2.58,1.29,0.333,0.244,0.375,0.600,0.500,0.250,0.000
Mitchell Creek,"Nets, Timberwolves",2018-2019,REG,5,6.25,6.25,6.25,75.00,0.00,6.25,0.00,0.000,0.000,1.000,0.583,0.000,0.000,0.000
Jordan Loyd,Raptors,2018-2019,REG,12,44.44,22.22,5.56,27.78,0.00,0.00,0.00,0.500,0.250,1.000,0.400,0.000,0.000,0.000
David Nwaba,Cavaliers,2018-2019,REG,51,12.98,2.29,24.43,44.66,9.16,6.11,0.38,0.294,0.167,0.453,0.615,0.333,0.375,0.000
Alfonzo McKinnie,Warriors,2018-2019,REG,72,19.93,6.88,6.88,43.48,9.42,13.41,0.00,0.364,0.316,0.368,0.658,0.231,0.432,0.000
Shaquille Harrison,Bulls,2018-2019,REG,73,12.68,3.52,17.14,58.45,2.82,4.69,0.70,0.278,0.133,0.288,0.550,0.250,0.300,0.000
