name,position,age,Teams,GP,GS,MP,FG PP,FGA PP,FG %,FG3 PP,FG3A PP,FG3 %,FG2 PP,FG2A PP,FG2 %,FT PP,FTA PP,FT %,ORB PP,DRB PP,TRB PP,APP,SPP,BPP,TO PP,Fouls PP,PPP,Off. Ra
Anthony Davis,C,23,Anthony Davis,75,75,2708,13.9,27.6,.505,0.7,2.4,.299,13.2,25.2,.524,9.4,11.7,.802,3.1,12.9,16.0,2.8,1.7,3.0,3.3,3.0,38.0,112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deyonta Davis,C,20,Deyonta Davis,36,0,238,5.2,10.3,.511,0.0,0.0,,5.2,10.3,.511,2.2,3.9,.556,4.4,8.7,13.1,0.4,0.7,3.7,1.7,8.7,12.7,107
Ed Davis,PF,27,Ed Davis,46,12,789,4.7,8.9,.528,0.0,0.0,,4.7,8.9,.528,3.1,5.1,.617,6.0,9.3,15.4,1.6,0.9,1.4,2.3,8.6,12.6,116
Dewayne Dedmon,C,27,Dewayne Dedmon,76,37,1330,6.2,9.9,.622,0.0,0.0,,6.2,9.9,.622,2.5,3.6,.699,4.9,14.1,19.0,1.7,1.4,2.3,2.3,6.9,14.8,122
Sam Dekker,PF,22,Sam Dekker,77,2,1419,6.9,14.5,.473,2.0,6.3,.321,4.8,8.2,.591,1.3,2.3,.559,3.2,6.4,9.6,2.6,1.3,0.7,1.4,2.8,17.0,115
Malcolm Delaney,PG,27,Malcolm Delaney,73,2,1248,5.7,15.3,.374,1.0,4.3,.236,4.7,11.0,.428,3.0,3.7,.806,0.4,4.5,4.9,7.6,1.5,0.0,3.8,4.4,15.4,92
Matthew Dellavedova,PG,26,Matthew Dellavedova,76,54,1986,5.3,13.7,.390,2.0,5.5,.367,3.3,8.2,.404,2.1,2.5,.854,0.6,3.1,3.8,9.1,1.4,0.0,3.4,3.9,14.8,102
Luol Deng,SF,31,Luol Deng,56,49,1486,5.4,13.9,.387,1.7,5.4,.309,3.7,8.5,.436,1.5,2.1,.730,2.1,7.6,9.7,2.4,1.6,0.7,1.4,2.0,13.9,101
DeMar DeRozan,SG,27,DeMar DeRozan,74,74,2620,13.9,29.9,.467,0.6,2.4,.266,13.3,27.5,.484,10.5,12.5,.842,1.4,6.1,7.5,5.6,1.5,0.3,3.5,2.6,39.1,113
Cheick Diallo,PF,20,Cheick Diallo,17,0,199,8.9,18.7,.474,0.0,0.0,,8.9,18.7,.474,3.7,5.2,.714,5.7,12.3,18.0,1.0,1.0,1.7,1.7,4.2,21.4,107
Boris Diaw,PF,34,Boris Diaw,73,33,1283,6.0,13.4,.446,0.8,3.3,.247,5.1,10.1,.512,1.1,1.4,.743,1.9,4.6,6.5,6.9,0.7,0.4,3.6,3.4,13.8,99
Gorgui Dieng,PF,27,Gorgui Dieng,82,82,2653,6.3,12.6,.502,0.3,0.8,.372,6.0,11.8,.511,2.6,3.2,.814,3.6,8.8,12.4,3.0,1.7,1.8,2.0,4.9,15.6,114
Spencer Dinwiddie,PG,23,Spencer Dinwiddie,59,18,1334,4.8,10.7,.444,1.4,3.6,.376,3.4,7.1,.478,4.5,5.7,.792,1.0,4.9,5.8,6.6,1.6,0.8,2.3,4.2,15.4,116
Toney Douglas,PG,30,Toney Douglas,24,0,394,5.7,15.4,.368,0.9,5.5,.167,4.8,9.9,.480,3.2,3.8,.828,1.7,6.3,8.1,7.4,2.4,0.7,2.8,6.6,15.4,99
Goran Dragic,PG,30,Goran Dragic,73,73,2459,10.9,23.0,.475,2.4,5.9,.405,8.5,17.1,.499,6.1,7.7,.790,1.3,4.4,5.7,8.7,1.8,0.3,4.3,4.1,30.4,112
Andre Drummond,C,23,Andre Drummond,81,81,2409,10.1,19.1,.530,0.0,0.1,.286,10.1,19.0,.532,2.9,7.4,.386,7.2,16.1,23.4,1.9,2.6,1.9,3.2,5.0,23.2,104
Jared Dudley,PF,31,Jared Dudley,64,7,1362,5.5,12.2,.454,2.7,7.1,.379,2.8,5.0,.559,1.5,2.3,.662,1.1,6.8,7.9,4.3,1.5,0.6,2.6,5.4,15.3,109
Mike Dunleavy,SF,36,Mike Dunleavy,53,2,841,5.5,13.0,.423,3.1,7.9,.396,2.4,5.1,.465,2.1,2.7,.800,1.1,5.7,6.8,2.9,0.9,0.4,1.6,3.9,16.2,112
Mike Dunleavy,SF,36,Mike Dunleavy,23,2,366,4.9,12.3,.400,2.7,7.8,.351,2.2,4.5,.485,1.9,2.6,.737,0.7,5.7,6.4,2.7,0.8,0.3,1.9,4.4,14.5,104
Mike Dunleavy,SF,36,Mike Dunleavy,30,0,475,5.9,13.5,.438,3.4,8.0,.429,2.5,5.5,.453,2.3,2.7,.846,1.3,5.7,7.1,3.1,0.9,0.5,1.5,3.6,17.5,118
Kris Dunn,PG,22,Kris Dunn,78,7,1333,4.5,11.9,.377,0.8,2.8,.288,3.7,9.1,.404,1.4,2.2,.610,0.9,5.4,6.3,7.2,3.0,1.4,3.4,6.8,11.1,90
Kevin Durant,PF,28,Kevin Durant,62,62,2070,12.8,23.8,.537,2.7,7.3,.375,10.1,16.6,.608,7.8,8.9,.875,0.9,11.0,11.9,7.0,1.5,2.3,3.2,2.7,36.1,125
Jarell Eddie,SF,25,Jarell Eddie,5,0,62,4.6,14.7,.316,3.1,12.4,.250,1.5,2.3,.667,6.2,6.9,.889,0.8,4.6,5.4,0.0,0.8,0.0,0.8,0.8,18.5,112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Ellenson,PF,20,Henry Ellenson,19,2,146,8.0,22.1,.359,3.5,12.1,.286,4.5,10.0,.448,1.4,2.8,.500,2.8,11.4,14.2,2.4,0.3,0.3,4.8,2.1,20.8,82
Wayne Ellington,SG,29,Wayne Ellington,62,13,1500,7.8,18.7,.416,5.0,13.2,.378,2.8,5.4,.509,1.2,1.4,.860,0.6,3.8,4.4,2.4,1.2,0.1,1.0,2.4,21.8,114
Monta Ellis,SG,31,Monta Ellis,74,33,1998,6.2,14.0,.443,1.1,3.4,.319,5.1,10.6,.483,2.3,3.2,.727,0.5,4.6,5.1,5.9,2.0,0.7,3.4,3.7,15.8,97
Joel Embiid,C,22,Joel Embiid,31,31,786,12.4,26.6,.466,2.2,6.1,.367,10.2,20.5,.495,11.8,15.1,.783,3.8,11.3,15.1,4.1,1.7,4.7,7.3,6.9,38.9,103
James Ennis,SF,26,James Ennis,64,28,1501,5.1,11.1,.455,1.8,4.7,.372,3.3,6.4,.516,3.0,3.8,.782,2.4,6.6,9.0,2.2,1.6,0.7,2.0,5.7,14.9,113
Tyler Ennis,PG,22,Tyler Ennis,53,2,588,7.4,17.1,.433,2.2,5.8,.386,5.2,11.4,.457,1.7,2.1,.840,0.7,3.0,3.7,7.1,2.1,0.2,3.7,4.8,18.8,102
Tyler Ennis,PG,22,Tyler Ennis,31,0,196,6.1,15.7,.391,1.5,3.9,.375,4.7,11.8,.396,0.5,0.7,.667,1.0,3.7,4.7,8.3,1.5,0.0,5.9,7.1,14.2,85
Tyler Ennis,PG,22,Tyler Ennis,22,2,392,8.1,17.9,.451,2.6,6.7,.389,5.5,11.2,.489,2.4,2.7,.864,0.6,2.6,3.2,6.5,2.4,0.2,2.6,3.6,21.1,111
Tyreke Evans,SF,27,Tyreke Evans,40,6,788,9.4,23.3,.405,2.6,7.4,.356,6.8,15.9,.429,4.3,5.8,.750,0.8,7.8,8.6,7.8,2.2,0.6,3.8,3.8,25.9,99
Tyreke Evans,SF,27,Tyreke Evans,26,0,474,9.4,23.4,.401,2.2,7.2,.300,7.2,16.2,.446,4.6,6.0,.776,0.6,8.3,8.9,9.4,2.4,0.4,4.0,4.2,25.6,98
Tyreke Evans,SF,27,Tyreke Evans,14,6,314,9.5,23.0,.413,3.4,7.7,.438,6.1,15.3,.400,3.9,5.5,.706,1.1,7.1,8.2,5.3,1.9,0.8,3.5,3.1,26.3,99
Dante Exum,PG,21,Dante Exum,66,26,1228,6.6,15.5,.427,1.9,6.4,.295,4.7,9.1,.519,2.5,3.1,.795,1.3,4.4,5.6,4.7,0.9,0.5,3.4,6.2,17.6,100
Kenneth Faried,PF,27,Kenneth Faried,61,34,1296,8.6,15.7,.548,0.0,0.2,.000,8.6,15.4,.556,4.9,7.1,.693,6.9,10.5,17.4,2.1,1.6,1.5,2.2,4.7,22.1,123
Jordan Farmar,PG,30,Jordan Farmar,2,0,35,5.8,17.3,.333,5.8,13.0,.444,0.0,4.3,.000,0.0,0.0,,1.4,2.9,4.3,13.0,2.9,0.0,4.3,1.4,17.3,105
Derrick Favors,PF,25,Derrick Favors,50,39,1186,9.0,18.4,.487,0.1,0.4,.300,8.8,18.0,.491,3.0,4.8,.615,4.1,9.4,13.5,2.5,2.0,1.8,2.7,4.6,21.0,104
Kay Felder,PG,21,Kay Felder,42,0,386,8.0,20.4,.392,0.9,2.8,.318,7.1,17.6,.404,4.5,6.3,.714,0.4,4.9,5.3,7.5,2.3,0.9,3.9,4.9,21.5,95
Cristiano Felicio,C,24,Cristiano Felicio,66,0,1040,6.2,10.7,.579,0.0,0.0,,6.2,10.7,.579,2.9,4.5,.645,6.0,9.1,15.1,1.9,1.2,0.8,1.6,5.3,15.3,126
Raymond Felton,PG,32,Raymond Felton,80,11,1700,6.5,15.1,.430,1.4,4.2,.319,5.1,10.9,.473,1.5,1.9,.781,1.0,5.4,6.4,5.6,1.9,0.6,2.4,3.7,15.8,101
Yogi Ferrell,PG,23,Yogi Ferrell,46,29,1197,6.9,16.9,.406,2.9,7.6,.386,4.0,9.4,.422,3.2,3.8,.831,0.9,3.9,4.8,7.4,1.8,0.4,3.0,3.9,19.8,106
Yogi Ferrell,PG,23,Yogi Ferrell,10,0,151,5.7,15.4,.367,2.5,8.5,.296,3.1,6.9,.455,3.1,5.0,.625,1.3,2.5,3.8,5.3,0.6,0.6,4.4,3.5,17.0,90
Yogi Ferrell,PG,23,Yogi Ferrell,36,29,1046,7.1,17.2,.412,3.0,7.4,.403,4.1,9.8,.418,3.2,3.6,.877,0.8,4.1,4.9,7.7,2.0,0.3,2.8,3.9,20.3,108
Dorian Finney-Smith,PF,23,Dorian Finney-Smith,81,35,1642,3.9,10.6,.372,1.8,6.1,.293,2.2,4.5,.479,1.5,1.9,.754,1.7,5.3,7.0,2.1,1.6,0.8,1.4,4.0,11.1,99
Bryn Forbes,SG,23,Bryn Forbes,36,0,285,6.4,17.7,.364,3.0,9.5,.321,3.4,8.2,.413,0.9,1.1,.833,0.4,3.8,4.1,4.1,0.2,0.0,2.0,3.6,16.8,95
Evan Fournier,SG,24,Evan Fournier,68,66,2234,9.1,20.6,.439,2.8,8.0,.356,6.2,12.6,.491,4.9,6.1,.805,1.0,3.7,4.6,4.5,1.5,0.1,3.1,4.0,25.9,106
Randy Foye,SG,33,Randy Foye,69,40,1284,4.4,12.0,.363,2.5,7.5,.330,1.9,4.5,.418,2.0,2.3,.857,0.3,5.4,5.7,5.0,1.3,0.3,3.0,3.7,13.2,95
Tim Frazier,PG,26,Tim Frazier,65,35,1525,5.2,13.0,.403,1.3,4.1,.313,3.9,8.9,.446,3.1,4.1,.760,1.1,4.5,5.6,10.8,1.8,0.2,3.2,4.3,14.9,106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channing Frye,C,33,Channing Frye,74,15,1398,8.5,18.6,.458,4.9,12.0,.409,3.6,6.6,.546,2.2,2.6,.851,1.3,9.0,10.4,1.6,1.2,1.3,1.9,4.9,24.1,115
Danilo Gallinari,SF,28,Danilo Gallinari,63,63,2134,7.7,17.2,.447,2.9,7.4,.389,4.8,9.7,.491,8.0,8.9,.902,0.9,6.5,7.4,3.1,0.9,0.3,1.9,2.1,26.2,126
Langston Galloway,PG,25,Langston Galloway,74,2,1495,6.8,18.0,.380,4.0,10.2,.390,2.9,7.8,.367,1.7,2.1,.797,0.9,4.3,5.2,3.1,1.5,0.2,1.5,3.2,19.3,101
Langston Galloway,PG,25,Langston Galloway,55,0,1120,7.2,19.3,.374,4.4,11.7,.377,2.8,7.6,.370,1.7,2.3,.769,0.9,4.4,5.3,2.8,1.7,0.2,1.2,3.3,20.6,102
Langston Galloway,PG,25,Langston Galloway,19,2,375,5.7,14.0,.404,2.6,5.4,.475,3.1,8.6,.359,1.5,1.6,.917,0.9,3.8,4.7,3.8,0.8,0.1,2.4,2.7,15.4,100
Patricio Garino,SG,23,Patricio Garino,5,0,43,0.0,8.1,.000,0.0,5.8,.000,0.0,2.3,.000,0.0,0.0,,1.2,6.9,8.1,0.0,0.0,0.0,3.5,4.6,0.0,8
Marc Gasol,C,32,Marc Gasol,74,74,2531,10.9,23.8,.459,2.1,5.5,.388,8.8,18.3,.480,5.7,6.8,.837,1.2,8.3,9.5,6.9,1.4,2.0,3.4,3.5,29.7,111
Pau Gasol,C,36,Pau Gasol,64,39,1627,9.5,18.9,.502,1.8,3.3,.538,7.7,15.7,.494,4.1,5.8,.707,3.4,12.3,15.7,4.7,0.8,2.2,2.5,3.4,24.8,116
Rudy Gay,SF,30,Rudy Gay,30,30,1013,10.0,22.1,.455,2.1,5.6,.372,7.9,16.4,.483,5.9,6.9,.855,1.7,7.7,9.5,4.1,2.2,1.3,3.7,3.9,28.1,105
Michael Gbinije,SG,24,Michael Gbinije,9,0,32,1.6,15.8,.100,0.0,6.3,.000,1.6,9.5,.167,3.2,3.2,1.000,3.2,1.6,4.7,3.2,0.0,0.0,0.0,3.2,6.3,64
Alonzo Gee,SF,29,Alonzo Gee,13,0,89,1.6,7.7,.214,0.0,1.6,.000,1.6,6.0,.273,2.7,4.9,.556,2.2,6.0,8.2,3.3,2.7,0.5,2.2,7.7,6.0,78
Paul George,SF,26,Paul George,75,75,2689,11.6,25.1,.461,3.6,9.2,.393,7.9,15.9,.501,6.3,7.0,.898,1.1,8.1,9.2,4.7,2.2,0.5,4.1,3.8,33.0,109
Marcus Georges-Hunt,SG,22,Marcus Georges-Hunt,5,0,48,2.1,7.2,.286,1.0,2.1,.500,1.0,5.2,.200,9.3,10.3,.900,1.0,8.3,9.3,3.1,1.0,0.0,2.1,5.2,14.5,121
Jonathan Gibson,PG,29,Jonathan Gibson,17,0,231,7.9,21.4,.368,3.4,10.1,.333,4.5,11.3,.400,4.7,6.5,.724,0.2,4.7,5.0,5.9,1.8,0.0,4.7,4.7,23.9,91
Taj Gibson,PF,31,Taj Gibson,78,71,1989,9.2,17.8,.515,0.1,0.3,.231,9.1,17.5,.520,2.8,4.0,.715,4.0,8.2,12.2,1.8,1.0,1.6,2.6,4.1,21.3,107
Taj Gibson,PF,31,Taj Gibson,55,55,1502,9.3,17.8,.521,0.1,0.4,.167,9.2,17.4,.529,2.9,4.0,.714,4.0,8.8,12.8,2.0,0.9,1.7,2.6,4.1,21.4,108
Taj Gibson,PF,31,Taj Gibson,23,16,487,9.0,18.0,.497,0.1,0.1,1.000,8.9,17.9,.494,2.8,3.9,.718,3.8,6.5,10.4,1.3,1.4,1.5,2.8,4.0,20.9,104
Manu Ginobili,SG,39,Manu Ginobili,69,0,1291,6.7,17.3,.390,3.5,9.0,.392,3.2,8.4,.387,3.4,4.2,.804,1.1,5.1,6.2,7.2,3.2,0.6,3.8,4.7,20.4,104
Rudy Gobert,C,24,Rudy Gobert,81,81,2744,7.9,11.9,.661,0.0,0.0,.000,7.9,11.9,.662,5.9,9.1,.653,6.0,13.8,19.8,1.9,0.9,4.1,2.8,4.7,21.7,129
Archie Goodwin,SG,22,Archie Goodwin,15,0,214,8.0,14.7,.545,1.1,3.3,.333,6.9,11.3,.608,7.3,9.3,.786,1.6,4.7,6.2,5.3,0.9,1.1,3.1,1.8,24.5,122
Archie Goodwin,SG,22,Archie Goodwin,3,0,30,3.3,8.2,.400,1.6,3.3,.500,1.6,4.9,.333,16.3,16.3,1.000,0.0,0.0,0.0,1.6,0.0,1.6,0.0,1.6,24.5,174
Archie Goodwin,SG,22,Archie Goodwin,12,0,184,8.8,15.7,.557,1.0,3.3,.308,7.7,12.4,.625,5.9,8.2,.719,1.8,5.4,7.2,5.9,1.0,1.0,3.6,1.8,24.5,117
Aaron Gordon,SF,21,Aaron Gordon,80,72,2298,8.5,18.7,.454,1.7,5.8,.288,6.8,12.9,.528,3.4,4.7,.719,2.5,6.2,8.7,3.2,1.4,0.9,1.9,3.7,22.0,107
Eric Gordon,SG,28,Eric Gordon,75,15,2323,8.5,21.0,.406,5.1,13.7,.372,3.4,7.3,.468,3.0,3.6,.840,0.6,3.6,4.2,3.9,1.0,0.8,2.5,3.1,25.1,109
Marcin Gortat,C,32,Marcin Gortat,82,82,2556,7.5,13.0,.579,0.0,0.0,.000,7.5,13.0,.580,2.0,3.1,.648,4.6,11.8,16.4,2.3,0.8,1.2,2.3,4.1,17.0,117
Treveon Graham,SG,23,Treveon Graham,27,1,189,5.0,10.6,.475,2.4,4.0,.600,2.7,6.6,.400,2.7,4.0,.667,1.3,4.5,5.8,1.6,1.6,0.3,0.8,4.8,15.1,122
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerami Grant,PF,22,Jerami Grant,80,4,1531,4.9,10.5,.463,1.4,3.7,.371,3.5,6.8,.514,2.9,4.7,.612,1.2,5.4,6.6,1.5,1.1,2.5,1.4,4.8,14.0,111
Jerami Grant,PF,22,Jerami Grant,2,0,41,7.1,20.2,.353,0.0,2.4,.000,7.1,17.8,.400,4.8,9.5,.500,0.0,7.1,7.1,0.0,0.0,4.8,3.6,5.9,19.0,70
Jerami Grant,PF,22,Jerami Grant,78,4,1490,4.8,10.2,.469,1.4,3.8,.377,3.4,6.5,.523,2.8,4.6,.619,1.3,5.3,6.6,1.5,1.1,2.5,1.4,4.7,13.9,113
Jerian Grant,PG,24,Jerian Grant,63,28,1028,6.3,14.7,.425,2.4,6.6,.366,3.9,8.2,.473,3.2,3.6,.890,0.8,4.6,5.4,5.9,2.3,0.4,2.2,4.6,18.1,114
Danny Green,SG,29,Danny Green,68,68,1807,5.0,12.7,.392,3.3,8.8,.379,1.6,3.9,.420,0.8,0.9,.844,0.9,5.4,6.3,3.5,2.0,1.6,2.1,3.4,14.0,103
Draymond Green,PF,26,Draymond Green,76,76,2471,5.3,12.7,.418,1.6,5.1,.308,3.7,7.5,.494,2.9,4.1,.709,1.9,9.8,11.7,10.4,3.0,2.1,3.6,4.2,15.1,111
Gerald Green,SF,31,Gerald Green,47,0,538,8.8,21.4,.409,3.6,10.2,.351,5.2,11.2,.463,3.0,3.8,.805,1.5,6.3,7.7,3.0,0.8,0.6,2.3,4.4,24.1,102
JaMychal Green,PF,26,JaMychal Green,77,75,2101,6.2,12.4,.500,1.4,3.6,.379,4.8,8.8,.549,3.3,4.1,.802,4.1,9.3,13.5,2.1,1.2,0.8,2.3,6.1,17.1,117
Jeff Green,PF,30,Jeff Green,69,11,1534,7.1,18.0,.394,1.7,6.2,.275,5.4,11.8,.458,4.7,5.4,.863,1.3,5.7,6.9,2.6,1.2,0.4,2.4,3.3,20.6,99
Blake Griffin,PF,27,Blake Griffin,61,61,2076,11.5,23.4,.493,0.9,2.7,.336,10.6,20.7,.514,7.7,10.1,.760,2.7,9.3,12.0,7.2,1.4,0.5,3.4,3.8,31.7,115
Justin Hamilton,C,26,Justin Hamilton,64,7,1177,7.0,15.3,.459,2.2,7.2,.306,4.8,8.0,.598,1.6,2.1,.750,2.9,7.7,10.6,2.2,1.2,1.7,1.7,3.7,17.8,109
A.J. Hammons,C,24,A.J. Hammons,22,0,163,5.4,13.4,.405,1.6,3.2,.500,3.8,10.2,.375,2.9,6.4,.450,2.6,8.9,11.5,1.3,0.3,4.2,3.2,6.7,15.3,87
Tim Hardaway,SG,24,Tim Hardaway,79,30,2154,9.5,20.9,.455,3.4,9.5,.357,6.1,11.3,.537,3.8,4.9,.766,0.8,4.3,5.1,4.2,1.3,0.3,2.4,2.4,26.2,110
James Harden,PG,27,James Harden,81,81,2947,11.0,25.0,.440,4.3,12.3,.347,6.7,12.7,.530,12.1,14.3,.847,1.5,9.2,10.7,14.8,2.0,0.6,7.6,3.5,38.4,118
Maurice Harkless,SF,23,Maurice Harkless,77,69,2223,7.0,13.9,.503,1.5,4.3,.351,5.5,9.6,.572,1.7,2.8,.621,2.8,4.8,7.6,2.0,1.9,1.6,1.9,4.8,17.3,112
Justin Harper,PF,27,Justin Harper,3,0,31,7.9,18.9,.417,3.1,11.0,.286,4.7,7.9,.600,0.0,0.0,,3.1,4.7,7.9,3.1,0.0,0.0,6.3,3.1,18.9,82
Montrezl Harrell,C,23,Montrezl Harrell,58,14,1064,10.1,15.6,.652,0.0,0.3,.143,10.1,15.2,.663,3.4,5.5,.628,3.7,6.2,9.9,2.9,0.9,1.9,2.0,5.7,23.8,129
Devin Harris,PG,33,Devin Harris,65,0,1087,6.5,16.3,.399,2.8,8.5,.328,3.7,7.9,.476,5.1,6.2,.829,0.5,5.6,6.1,6.5,2.1,0.3,2.7,4.8,20.9,108
Gary Harris,SG,22,Gary Harris,57,56,1782,8.8,17.5,.502,2.9,7.0,.420,5.8,10.5,.558,2.8,3.7,.776,1.3,3.6,4.9,4.5,1.9,0.2,2.1,2.5,23.3,121
Joe Harris,SG,25,Joe Harris,52,11,1138,6.4,15.1,.425,3.5,9.2,.385,2.9,5.9,.489,1.5,2.0,.714,0.7,5.5,6.1,2.2,1.2,0.3,2.3,5.0,17.8,101
Manny Harris,SG,27,Manny Harris,4,0,25,6.2,31.2,.200,0.0,4.2,.000,6.2,27.1,.231,4.2,8.3,.500,6.2,12.5,18.7,4.2,0.0,0.0,4.2,2.1,16.7,61
Tobias Harris,PF,24,Tobias Harris,82,48,2567,10.1,20.9,.481,2.1,6.2,.347,7.9,14.7,.537,3.7,4.4,.841,1.2,6.9,8.2,2.8,1.2,0.8,1.9,2.6,26.0,113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Harrison,SG,22,Aaron Harrison,5,0,17,0.0,11.8,.000,0.0,5.9,.000,0.0,5.9,.000,3.0,5.9,.500,0.0,8.9,8.9,8.9,0.0,0.0,0.0,5.9,3.0,55
Andrew Harrison,PG,22,Andrew Harrison,72,18,1474,4.1,12.7,.325,1.5,5.5,.276,2.6,7.2,.363,5.2,6.8,.763,0.8,4.0,4.8,7.0,1.9,0.7,3.0,6.8,15.0,100
Udonis Haslem,C,36,Udonis Haslem,16,0,130,4.3,8.9,.478,0.0,1.2,.000,4.3,7.8,.550,3.5,5.8,.600,3.1,10.9,14.0,2.3,2.3,0.4,3.1,8.5,12.0,98
Spencer Hawes,PF,28,Spencer Hawes,54,1,797,8.5,17.5,.484,1.6,5.1,.309,6.9,12.4,.556,2.8,3.3,.846,2.4,9.7,12.1,5.1,0.9,1.9,3.1,4.9,21.3,108
Spencer Hawes,PF,28,Spencer Hawes,35,1,626,8.3,17.5,.477,1.3,4.4,.291,7.1,13.1,.540,2.4,2.7,.882,2.6,9.1,11.7,5.0,1.0,2.1,3.2,4.9,20.4,105
Spencer Hawes,PF,28,Spencer Hawes,19,0,171,8.9,17.5,.508,2.7,7.7,.346,6.2,9.8,.636,4.2,5.3,.778,1.8,11.6,13.4,5.6,0.6,1.2,2.7,4.8,24.7,119
Gordon Hayward,SF,26,Gordon Hayward,73,73,2516,11.4,24.1,.471,3.1,7.8,.398,8.3,16.3,.506,7.5,8.9,.844,1.0,7.2,8.2,5.3,1.5,0.4,2.9,2.4,33.4,118
Gerald Henderson,SG,29,Gerald Henderson,72,41,1667,6.8,16.2,.423,1.8,5.1,.353,5.1,11.1,.455,3.9,4.8,.806,1.0,4.4,5.4,3.3,1.2,0.4,1.8,3.8,19.3,106
John Henson,C,26,John Henson,58,39,1123,7.2,14.0,.515,0.0,0.0,.000,7.2,13.9,.516,3.3,4.8,.692,4.2,9.2,13.3,2.6,1.3,3.5,2.4,6.8,17.7,110
Juan Hernangomez,PF,21,Juan Hernangomez,62,9,842,5.9,13.0,.451,2.7,6.6,.407,3.2,6.4,.495,3.3,4.4,.750,2.5,8.4,10.8,1.7,1.7,0.7,1.8,3.6,17.7,117
Willy Hernangomez,C,22,Willy Hernangomez,72,22,1324,9.3,17.6,.529,0.2,0.6,.267,9.1,17.0,.538,3.4,4.7,.728,6.4,12.5,19.0,3.6,1.5,1.4,3.8,5.7,22.2,111
Mario Hezonja,SF,21,Mario Hezonja,65,2,960,6.0,17.0,.355,2.2,7.4,.299,3.8,9.6,.398,2.1,2.6,.800,1.0,6.5,7.5,3.2,1.5,0.8,3.0,3.8,16.4,87
Roy Hibbert,C,30,Roy Hibbert,48,13,682,5.9,10.8,.544,0.0,0.0,,5.9,10.8,.544,4.5,5.5,.813,4.0,7.2,11.2,1.5,0.6,3.4,2.4,7.4,16.2,117
Roy Hibbert,C,30,Roy Hibbert,42,13,671,5.8,10.8,.542,0.0,0.0,,5.8,10.8,.542,4.6,5.6,.813,4.0,7.3,11.2,1.5,0.6,3.3,2.3,7.3,16.2,117
Roy Hibbert,C,30,Roy Hibbert,6,0,11,8.9,13.3,.667,0.0,0.0,,8.9,13.3,.667,0.0,0.0,,4.4,4.4,8.9,4.4,0.0,8.9,4.4,13.3,17.8,112
Buddy Hield,SG,24,Buddy Hield,82,55,1888,8.6,20.1,.426,3.9,10.0,.391,4.7,10.2,.461,1.7,2.0,.842,0.9,6.1,7.1,3.2,1.0,0.2,2.7,3.0,22.7,100
Buddy Hield,SG,24,Buddy Hield,57,37,1161,7.8,19.9,.393,3.8,10.2,.369,4.0,9.7,.417,1.2,1.4,.879,0.8,6.2,7.0,3.2,0.8,0.3,2.0,3.4,20.6,97
Buddy Hield,SG,24,Buddy Hield,25,18,727,9.9,20.6,.480,4.1,9.6,.428,5.8,11.0,.525,2.4,3.0,.814,1.1,6.1,7.2,3.1,1.4,0.1,3.7,2.4,26.3,105
Nene Hilario,C,34,Nene Hilario,67,8,1198,9.8,15.9,.617,0.1,0.4,.333,9.7,15.5,.624,4.6,7.9,.589,3.8,7.5,11.3,2.6,2.2,1.6,2.9,6.5,24.4,118
George Hill,PG,30,George Hill,49,49,1544,9.8,20.6,.477,3.2,7.9,.403,6.6,12.7,.523,5.3,6.7,.801,0.8,4.9,5.7,6.9,1.7,0.4,2.9,3.9,28.1,119
Jordan Hill,C,29,Jordan Hill,7,0,47,5.4,14.0,.385,0.0,0.0,,5.4,14.0,.385,2.2,2.2,1.000,8.6,6.5,15.1,0.0,1.1,0.0,4.3,9.7,12.9,90
Solomon Hill,SF,25,Solomon Hill,80,71,2374,3.8,9.9,.383,1.9,5.6,.348,1.8,4.3,.428,2.1,2.6,.805,1.1,5.3,6.3,2.9,1.5,0.7,1.7,3.8,11.6,103
Darrun Hilliard,SG,23,Darrun Hilliard,39,1,381,6.2,16.7,.373,1.6,6.1,.261,4.6,10.6,.438,2.8,3.7,.750,0.3,4.1,4.4,4.4,1.5,0.3,3.7,5.2,16.8,87
Jrue Holiday,PG,26,Jrue Holiday,67,61,2190,9.1,20.0,.454,2.2,6.3,.356,6.8,13.7,.498,2.7,3.8,.708,1.0,4.9,5.9,10.9,2.2,1.0,4.3,3.0,23.0,104
Justin Holiday,SG,27,Justin Holiday,82,4,1639,7.1,16.4,.433,3.0,8.3,.355,4.1,8.1,.513,2.0,2.4,.825,0.8,6.0,6.9,3.1,2.0,0.9,2.0,3.3,19.2,108
Rondae Hollis-Jefferson,SF,22,Rondae Hollis-Jefferson,78,50,1761,6.3,14.6,.434,0.4,1.8,.224,5.9,12.8,.463,5.1,6.8,.751,2.6,9.6,12.2,4.1,2.2,1.2,3.1,4.8,18.2,102
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richaun Holmes,C,23,Richaun Holmes,57,17,1193,9.4,16.8,.558,1.1,3.1,.351,8.3,13.7,.606,2.9,4.2,.699,3.8,8.9,12.7,2.4,1.7,2.2,2.2,5.6,22.8,117
