Player,Team,Season,Season Type,Games,AbvBrk3_Usage,MR_Usage,Paint_Usage,RA_Usage,RC3_Usage,LC3_Usage,BC_Usage,AbvBrk3%,MR%,Paint%,RA%,RC3%,LC3%,BC3%
Player,Team,Season,Season Type,Games,Above the Break 3-Usage,Mid-Range-Usage,In The Paint (Non-RA)-Usage,Restricted Area-Usage,Right Corner 3-Usage,Left Corner 3-Usage,Backcourt-Usage,Above the Break 3 %,Mid-Range %,In The Paint (Non-RA) %,Restricted Area %,Right Corner 3 %,Left Corner 3 %,Backcourt %
Solomon Alabi,Raptors,2010-2011,REG,12,0.00,46.67,26.67,26.67,0.00,0.00,0.00,0.000,0.000,0.250,0.500,0.000,0.000,0.000
Gani Lawal,Suns,2010-2011,REG,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Devin Ebanks,Lakers,2010-2011,REG,20,3.92,27.45,13.73,49.02,3.92,1.96,0.00,0.000,0.214,0.143,0.600,1.000,0.000,0.000
Lance Stephenson,Pacers,2010-2011,REG,12,7.69,41.03,5.13,41.03,2.56,0.00,2.56,0.000,0.375,0.000,0.438,0.000,0.000,0.000
Landry Fields,Knicks,2010-2011,REG,82,22.26,14.12,9.63,39.87,5.81,7.81,0.50,0.373,0.400,0.259,0.683,0.543,0.362,0.000
Andy Rautins,Knicks,2010-2011,REG,5,57.14,28.57,0.00,14.29,0.00,0.00,0.00,0.250,1.000,0.000,0.000,0.000,0.000,0.000
Armon Johnson,Trail Blazers,2010-2011,REG,38,7.92,25.74,29.70,32.67,0.99,1.98,0.99,0.375,0.385,0.533,0.455,1.000,0.500,0.000
Hassan Whiteside,Kings,2010-2011,REG,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Dexter Pittman,Heat,2010-2011,REG,2,0.00,33.33,0.00,66.67,0.00,0.00,0.00,0.000,0.000,0.000,0.500,0.000,0.000,0.000
Lazar Hayward,Timberwolves,2010-2011,REG,42,29.87,17.53,17.53,25.97,4.55,3.25,1.30,0.304,0.333,0.333,0.500,0.143,0.400,0.000
