name,position,age,Teams,GP,MP,PER,TS %,FG3A PerFGA%,Fta PerFGA%,VORP,Usg Pct,OWS,DWS,WS,WS Per 48,Off. Box +-,Deff. Box +-,Box +-,ORB Pct,DRB Pct,TRB Pct,As. Pct,Stl Pct,Blk Pct,TO Pct
Shareef Abdur-Rahim,C,30,Shareef Abdur-Rahim,80,2015,13.1,.524,.031,.358,-0.1,19.5,1.1,1.7,2.8,.067,-2.1,0.0,-2.1,7.0,16.4,11.6,9.2,1.3,1.5,13.3
Hassan Adams,SG,22,Hassan Adams,61,495,13.0,.577,.007,.267,-0.2,16.3,0.5,0.5,1.0,.095,-2.4,-1.2,-3.6,8.4,9.9,9.2,4.5,1.8,0.6,12.7
Maurice Ager,SG,22,Maurice Ager,32,214,2.9,.408,.214,.471,-0.4,21.7,-0.5,0.2,-0.3,-0.060,-7.5,-1.8,-9.3,0.6,11.0,5.9,5.0,1.0,1.1,15.1
LaMarcus Aldridge,C,21,LaMarcus Aldridge,63,1392,17.1,.533,.004,.240,0.4,19.3,2.5,1.0,3.4,.118,-0.3,-0.6,-0.9,12.6,15.3,13.9,3.2,0.9,4.2,7.5
Malik Allen,PF,28,Malik Allen,60,638,10.4,.443,.004,.132,-0.5,20.5,-0.2,1.1,1.0,.073,-4.9,-0.3,-5.2,7.6,13.7,10.6,4.2,1.4,2.0,7.1
Ray Allen,SG,31,Ray Allen,55,2219,21.6,.564,.384,.268,3.0,29.5,5.4,0.9,6.3,.136,5.4,-2.1,3.4,3.1,10.4,6.7,19.0,1.9,0.4,10.7
Tony Allen,SG,25,Tony Allen,33,805,17.0,.596,.127,.517,0.6,22.1,0.8,1.1,1.9,.111,0.0,1.1,1.1,5.1,13.6,9.2,12.5,3.2,1.2,19.1
Rafer Alston,PG,30,Rafer Alston,82,3040,12.9,.496,.519,.174,2.5,19.4,1.7,4.9,6.6,.104,0.4,0.9,1.3,1.1,9.5,5.3,24.1,2.2,0.3,13.4
Lou Amundson,PF,24,Lou Amundson,11,89,9.6,.412,.000,.667,0.0,12.7,-0.1,0.1,0.1,.039,-5.5,1.4,-4.1,17.6,20.2,18.9,1.7,0.6,6.9,20.5
Lou Amundson,PF,24,Lou Amundson,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,-0.004,-5.3,0.2,-5.1,0.0,0.0,0.0,0.0,0.0,0.0,
Lou Amundson,PF,24,Lou Amundson,10,87,9.8,.412,.000,.667,0.0,13.0,-0.1,0.1,0.1,.040,-5.5,1.4,-4.1,18.0,20.6,19.3,1.7,0.6,7.1,20.5
Alan Anderson,SG,24,Alan Anderson,17,256,10.1,.538,.247,.284,-0.1,20.1,0.0,0.1,0.1,.024,-2.2,-1.8,-4.0,4.9,10.0,7.4,13.8,1.4,0.0,19.4
Derek Anderson,SF,32,Derek Anderson,50,1190,13.7,.586,.517,.361,0.9,15.1,2.0,0.9,2.9,.117,1.5,-0.4,1.0,2.8,8.6,5.6,17.6,2.3,0.5,14.1
Carmelo Anthony,SF,22,Carmelo Anthony,65,2486,22.1,.552,.103,.391,2.5,33.4,5.2,2.1,7.3,.140,3.1,-1.1,2.0,6.6,11.1,8.9,19.2,1.5,0.7,12.1
Rafael Araújo,C,26,Rafael Araújo,28,248,8.3,.463,.000,.446,-0.2,17.1,-0.1,0.3,0.1,.027,-4.5,-0.7,-5.2,10.8,21.5,16.2,6.1,1.3,0.7,17.9
Gilbert Arenas,PG,25,Gilbert Arenas,74,2942,24.0,.565,.377,.464,5.2,31.4,9.3,1.5,10.8,.177,7.0,-2.0,5.0,2.3,11.1,6.6,27.2,2.4,0.3,11.2
Trevor Ariza,SG,21,Trevor Ariza,57,1278,16.2,.567,.019,.461,1.1,19.2,1.5,1.9,3.4,.128,0.2,1.2,1.5,9.7,14.2,12.0,8.9,2.5,1.2,15.8
Darrell Armstrong,PG,38,Darrell Armstrong,81,1275,15.1,.547,.568,.247,1.0,17.4,1.7,1.5,3.2,.121,1.7,-0.6,1.1,3.0,9.3,6.1,24.8,2.9,0.4,15.4
Hilton Armstrong,C,22,Hilton Armstrong,56,634,12.2,.570,.000,.536,-0.1,13.6,0.5,0.7,1.2,.091,-3.1,0.5,-2.6,10.3,17.0,13.6,2.5,1.0,3.3,18.5
Carlos Arroyo,PG,27,Carlos Arroyo,72,1304,14.4,.501,.107,.347,0.0,22.8,1.2,1.3,2.5,.094,-0.4,-1.6,-2.0,3.0,9.5,6.3,27.1,1.6,0.1,14.0
Chucky Atkins,PG,32,Chucky Atkins,75,2064,17.4,.580,.428,.435,0.7,21.4,5.1,-0.2,4.9,.114,3.5,-4.1,-0.6,1.0,7.0,4.0,27.9,1.2,0.1,13.0
James Augustine,PF,22,James Augustine,2,7,16.6,.333,.000,.000,0.0,19.9,0.0,0.0,0.0,.168,3.3,1.8,5.0,18.0,34.4,26.4,48.9,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,
Kelenna Azubuike,SG,23,Kelenna Azubuike,41,669,13.4,.572,.359,.355,-0.1,18.7,0.7,0.5,1.2,.083,-1.1,-1.6,-2.7,4.2,11.4,7.7,6.2,1.6,1.1,13.3
Renaldo Balkman,SF,22,Renaldo Balkman,68,1064,16.1,.531,.098,.327,0.9,15.5,1.1,1.7,2.8,.125,-1.0,2.4,1.4,11.0,21.8,16.4,7.0,2.8,3.3,13.5
