name,position,age,Teams,GP,MP,PER,TS %,FG3A PerFGA%,Fta PerFGA%,VORP,Usg Pct,OWS,DWS,WS,WS Per 48,Off. Box +-,Deff. Box +-,Box +-,ORB Pct,DRB Pct,TRB Pct,As. Pct,Stl Pct,Blk Pct,TO Pct
Mahmoud Abdul-Rauf,PG,26,Mahmoud Abdul-Rauf,57,2029,18.6,.535,.324,.164,1.6,25.1,4.4,1.1,5.5,.131,4.3,-3.1,1.1,1.5,6.4,3.9,34.7,1.6,0.1,10.1
Michael Adams,PG,33,Michael Adams,21,329,16.1,.579,.494,.422,0.1,17.0,0.6,0.2,0.8,.117,1.2,-1.9,-0.8,1.8,6.4,4.1,30.4,3.3,0.9,20.3
Rafael Addison,SF,31,Rafael Addison,53,516,9.6,.489,.055,.133,-0.4,17.7,0.0,0.2,0.2,.019,-3.8,-1.5,-5.2,5.8,15.6,10.6,9.2,0.9,1.3,13.4
Cory Alexander,PG,22,Cory Alexander,60,560,8.7,.506,.426,.161,-0.4,18.8,-0.5,0.7,0.2,.021,-3.1,-1.6,-4.7,1.9,6.3,4.2,31.6,2.5,0.3,29.1
Jerome Allen,SG,23,Jerome Allen,41,362,7.8,.447,.314,.343,-0.4,19.0,-0.5,0.3,-0.3,-0.033,-4.4,-1.6,-6.1,1.7,6.6,4.1,20.8,3.0,1.1,22.0
Derrick Alston,C,23,Derrick Alston,73,1614,11.8,.518,.008,.289,0.1,13.7,1.0,0.8,1.7,.052,-2.2,0.5,-1.8,8.8,12.9,10.8,6.5,1.8,2.4,11.9
John Amaechi,PF,25,John Amaechi,28,357,3.1,.456,.000,.471,-0.6,16.8,-0.9,0.4,-0.6,-0.075,-9.1,0.1,-9.0,4.8,14.8,9.7,4.1,1.0,2.7,28.7
Ashraf Amaya,PF,24,Ashraf Amaya,54,1104,11.8,.534,.004,.591,-0.5,15.5,0.7,1.1,1.8,.078,-3.4,-0.5,-3.9,11.7,20.8,16.1,5.1,1.1,0.7,15.2
Greg Anderson,PF,31,Greg Anderson,46,344,7.7,.466,.021,.532,0.0,10.5,-0.3,0.7,0.4,.056,-5.6,3.8,-1.8,9.8,22.1,16.2,4.0,1.3,5.0,27.5
Kenny Anderson,PG,25,Kenny Anderson,69,2344,19.5,.534,.307,.405,2.6,21.4,6.1,1.6,7.7,.158,4.2,-1.9,2.3,3.0,7.1,5.0,40.4,2.5,0.5,12.9
Kenny Anderson,PG,25,Kenny Anderson,31,1042,19.8,.511,.261,.495,1.4,21.8,2.7,1.0,3.7,.172,4.3,-1.0,3.2,3.8,6.9,5.3,40.4,2.6,0.6,11.1
Kenny Anderson,PG,25,Kenny Anderson,38,1302,19.2,.555,.346,.330,1.2,21.1,3.4,0.6,4.0,.148,4.1,-2.5,1.6,2.4,7.2,4.8,40.4,2.4,0.3,14.5
Nick Anderson,SG,28,Nick Anderson,77,2717,16.5,.562,.476,.265,3.5,19.1,4.2,3.3,7.4,.131,2.4,0.7,3.1,4.0,13.5,8.9,15.6,2.3,1.2,12.3
Willie Anderson,SG,29,Willie Anderson,76,2060,11.3,.507,.182,.247,-0.3,18.9,0.0,1.5,1.4,.033,-2.4,-0.1,-2.5,2.8,11.4,7.1,15.1,1.9,2.2,16.3
Willie Anderson,SG,29,Willie Anderson,49,1564,11.9,.518,.180,.250,-0.2,19.8,0.1,0.8,0.9,.027,-2.1,-0.4,-2.5,2.7,11.6,7.1,15.1,1.9,2.5,16.9
Willie Anderson,SG,29,Willie Anderson,27,496,9.2,.464,.188,.233,-0.1,16.0,-0.2,0.7,0.5,.052,-3.4,0.8,-2.6,3.2,10.9,7.2,15.0,1.8,1.2,14.1
Greg Anthony,PG,28,Greg Anthony,69,2096,18.6,.530,.347,.380,1.7,23.3,2.9,1.9,4.8,.111,2.9,-1.6,1.3,1.6,8.4,4.9,41.9,2.9,0.4,14.9
B.J. Armstrong,PG,28,B.J. Armstrong,82,2262,17.3,.595,.285,.384,1.2,18.8,6.2,0.8,7.0,.149,2.8,-2.7,0.1,1.1,8.3,4.7,28.4,1.5,0.2,13.1
Darrell Armstrong,PG,27,Darrell Armstrong,13,41,32.4,.622,.375,.125,0.1,43.8,0.0,0.1,0.1,.158,8.0,-1.4,6.6,0.0,5.6,2.8,29.3,7.7,0.0,15.1
Vincent Askew,SG,29,Vincent Askew,69,1725,11.9,.574,.197,.369,0.8,15.6,2.2,2.2,4.3,.120,-0.5,0.3,-0.2,4.7,10.0,7.5,14.6,1.4,0.7,15.9
Keith Askins,SF,28,Keith Askins,75,1897,10.0,.550,.606,.146,2.2,11.9,1.6,2.8,4.4,.111,0.0,2.5,2.5,7.1,12.7,9.9,9.8,1.3,2.5,16.5
Stacey Augmon,SF,27,Stacey Augmon,77,2294,15.9,.556,.005,.430,1.2,19.9,3.5,2.1,5.6,.117,-0.1,0.2,0.1,6.8,9.0,7.8,10.0,2.5,1.0,13.6
Anthony Avent,PF,26,Anthony Avent,71,1586,6.9,.415,.000,.165,-1.7,17.5,-2.8,1.6,-1.2,-0.037,-7.0,0.6,-6.4,7.7,18.9,13.1,7.4,1.0,2.0,17.6
Vin Baker,PF,24,Vin Baker,82,3319,18.4,.527,.034,.335,2.1,25.6,3.7,2.4,6.2,.089,0.4,0.1,0.4,9.5,20.5,14.9,11.4,1.1,2.1,11.6
