Player,Team,Season,Season Type,Games,AbvBrk3_Usage,MR_Usage,Paint_Usage,RA_Usage,RC3_Usage,LC3_Usage,BC_Usage,AbvBrk3%,MR%,Paint%,RA%,RC3%,LC3%,BC3%
Player,Team,Season,Season Type,Games,Above the Break 3-Usage,Mid-Range-Usage,In The Paint (Non-RA)-Usage,Restricted Area-Usage,Right Corner 3-Usage,Left Corner 3-Usage,Backcourt-Usage,Above the Break 3 %,Mid-Range %,In The Paint (Non-RA) %,Restricted Area %,Right Corner 3 %,Left Corner 3 %,Backcourt %
Sean Colson,"Hawks, Rockets",2000-2001,REG,13,20.83,66.67,4.17,8.33,0.00,0.00,0.00,0.200,0.250,0.000,0.500,0.000,0.000,0.000
Juan Sanchez,"76ers, Hawks",2000-2001,REG,28,3.57,57.14,25.00,14.29,0.00,0.00,0.00,0.000,0.375,0.000,0.750,0.000,0.000,0.000
Mike Penberthy,Lakers,2000-2001,REG,53,59.46,20.27,4.95,12.16,1.80,1.35,0.00,0.417,0.400,0.273,0.593,0.000,0.000,0.000
David Vanterpool,Wizards,2000-2001,REG,22,2.73,40.00,15.45,39.09,0.00,1.82,0.91,0.000,0.341,0.412,0.558,0.000,0.000,0.000
Garth Joseph,"Raptors, Nuggets",2000-2001,REG,3,0.00,20.00,80.00,0.00,0.00,0.00,0.00,0.000,0.000,0.250,0.000,0.000,0.000,0.000
Eddie Gill,Nets,2000-2001,REG,8,19.51,56.10,7.32,14.63,2.44,0.00,0.00,0.375,0.348,0.333,0.667,0.000,0.000,0.000
Terrance Roberson,Hornets,2000-2001,REG,3,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Ruben Wolkowyski,SuperSonics,2000-2001,REG,30,2.53,31.65,26.58,39.24,0.00,0.00,0.00,0.000,0.320,0.333,0.323,0.000,0.000,0.000
Paul McPherson,"Suns, Warriors",2000-2001,REG,54,3.24,35.65,16.67,42.13,1.39,0.46,0.46,0.286,0.416,0.333,0.692,0.000,0.000,0.000
Slava Medvedenko,Lakers,2000-2001,REG,7,4.00,40.00,16.00,40.00,0.00,0.00,0.00,1.000,0.300,0.250,0.700,0.000,0.000,0.000
Ruben Garces,"Suns, Warriors",2000-2001,REG,13,0.00,18.18,18.18,63.64,0.00,0.00,0.00,0.000,0.000,0.000,0.500,0.000,0.000,0.000
Daniel Santiago,Suns,2000-2001,REG,54,0.00,24.63,26.12,49.25,0.00,0.00,0.00,0.000,0.303,0.257,0.682,0.000,0.000,0.000
Chris Porter,Warriors,2000-2001,REG,51,1.12,46.74,21.35,30.79,0.00,0.00,0.00,0.000,0.327,0.242,0.599,0.000,0.000,0.000
Dan McClintock,Nuggets,2000-2001,REG,6,0.00,38.89,22.22,38.89,0.00,0.00,0.00,0.000,0.571,0.000,0.714,0.000,0.000,0.000
Jason Hart,Bucks,2000-2001,REG,1,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Jabari Smith,Kings,2000-2001,REG,9,0.00,72.73,9.09,18.18,0.00,0.00,0.00,0.000,0.375,1.000,0.750,0.000,0.000,0.000
Brian Cardinal,Pistons,2000-2001,REG,15,6.45,38.71,3.23,41.94,6.45,3.23,0.00,0.000,0.333,0.000,0.462,0.000,0.000,0.000
Michael Redd,Bucks,2000-2001,REG,6,10.53,36.84,10.53,36.84,5.26,0.00,0.00,0.000,0.286,0.000,0.429,0.000,0.000,0.000
Olumide Oyedeji,SuperSonics,2000-2001,REG,30,0.00,2.70,24.32,72.97,0.00,0.00,0.00,0.000,0.000,0.222,0.593,0.000,0.000,0.000
Hanno Mottola,Hawks,2000-2001,REG,73,1.08,48.38,22.02,28.52,0.00,0.00,0.00,0.000,0.418,0.328,0.595,0.000,0.000,0.000
Lavor Postell,Knicks,2000-2001,REG,26,11.11,38.89,14.81,25.93,7.41,1.85,0.00,0.500,0.190,0.125,0.643,0.000,0.000,0.000
Eddie House,Heat,2000-2001,REG,50,14.98,57.49,10.53,9.72,2.83,4.45,0.00,0.351,0.423,0.500,0.500,0.429,0.273,0.000
Soumaila Samake,Nets,2000-2001,REG,34,0.00,22.92,20.83,56.25,0.00,0.00,0.00,0.000,0.273,0.200,0.481,0.000,0.000,0.000
Mike Smith,Wizards,2000-2001,REG,17,20.34,23.73,13.56,32.20,3.39,6.78,0.00,0.250,0.357,0.250,0.474,0.000,0.000,0.000
Khalid El-Amin,Bulls,2000-2001,REG,50,23.15,35.69,11.25,26.37,0.64,2.89,0.00,0.333,0.432,0.314,0.354,0.500,0.222,0.000
Jake Voskuhl,Bulls,2000-2001,REG,16,0.00,12.00,36.00,52.00,0.00,0.00,0.00,0.000,0.333,0.222,0.615,0.000,0.000,0.000
A.J. Guyton,Bulls,2000-2001,REG,33,26.04,51.56,4.69,7.81,4.17,5.73,0.00,0.400,0.374,0.556,0.600,0.375,0.364,0.000
Dan Langhi,Rockets,2000-2001,REG,32,1.01,57.58,15.15,26.26,0.00,0.00,0.00,0.000,0.404,0.333,0.346,0.000,0.000,0.000
Eduardo Najera,Mavericks,2000-2001,REG,40,1.80,18.02,19.82,59.46,0.00,0.90,0.00,0.500,0.400,0.364,0.621,0.000,0.000,0.000
