name,position,age,Teams,GP,MP,PER,TS %,FG3A PerFGA%,Fta PerFGA%,VORP,Usg Pct,OWS,DWS,WS,WS Per 48,Off. Box +-,Deff. Box +-,Box +-,ORB Pct,DRB Pct,TRB Pct,As. Pct,Stl Pct,Blk Pct,TO Pct
Tariq Abdul-Wahad,SG,24,Tariq Abdul-Wahad,49,1205,11.8,.486,.052,.334,-0.2,19.0,0.5,0.9,1.4,.058,-2.4,-0.4,-2.8,6.3,9.9,8.1,6.5,2.1,0.8,13.0
Shareef Abdur-Rahim,SF,22,Shareef Abdur-Rahim,50,2021,20.7,.530,.040,.492,1.8,28.9,3.7,0.9,4.6,.108,1.9,-0.3,1.6,6.5,15.4,10.9,17.6,1.8,2.0,14.6
Cory Alexander,PG,25,Cory Alexander,36,778,11.0,.467,.404,.169,-0.3,20.3,-0.2,0.0,-0.3,-0.016,-1.3,-2.3,-3.6,1.0,10.3,5.5,26.6,2.4,0.5,19.8
Ray Allen,SG,23,Ray Allen,50,1719,18.9,.564,.309,.290,2.1,24.5,4.2,1.1,5.2,.146,4.2,-1.3,2.9,4.1,10.7,7.4,18.8,1.7,0.3,13.9
Peter Aluma,C,25,Peter Aluma,2,5,3.1,.500,.000,.000,0.0,34.1,0.0,0.0,0.0,-0.206,-15.2,8.2,-7.1,21.2,21.0,21.1,0.0,10.0,12.7,50.0
Derek Anderson,SG,24,Derek Anderson,38,978,16.5,.529,.220,.525,0.7,23.4,1.1,1.0,2.1,.105,1.2,-0.4,0.8,2.6,11.5,7.1,28.5,2.7,0.3,17.5
Kenny Anderson,PG,28,Kenny Anderson,34,1010,16.7,.513,.067,.283,0.2,20.9,1.8,0.6,2.4,.116,0.9,-2.2,-1.3,2.6,9.1,5.7,32.5,1.7,0.1,15.0
Nick Anderson,SF,31,Nick Anderson,47,1581,15.3,.493,.433,.253,1.3,22.8,1.3,2.6,3.9,.118,1.0,0.3,1.3,3.7,16.9,10.2,10.7,2.2,0.7,10.4
Shandon Anderson,SG,25,Shandon Anderson,50,1072,12.8,.511,.113,.344,0.2,21.6,0.7,1.3,2.0,.088,-1.1,-0.2,-1.4,6.0,8.8,7.5,9.7,2.0,0.7,13.6
Chris Anstey,C,24,Chris Anstey,41,470,9.2,.418,.050,.345,-0.1,18.2,-0.2,0.4,0.3,.027,-3.3,0.3,-3.1,8.3,14.9,11.6,9.3,2.1,2.0,14.0
Greg Anthony,PG,31,Greg Anthony,50,806,16.6,.550,.498,.355,1.0,19.6,1.3,1.5,2.8,.165,2.4,0.7,3.0,2.1,6.8,4.5,21.1,4.4,0.3,15.9
B.J. Armstrong,PG,31,B.J. Armstrong,32,358,12.9,.540,.170,.239,-0.1,15.8,0.4,0.4,0.7,.100,-1.8,-1.6,-3.4,0.7,12.0,6.4,29.2,1.8,0.0,20.5
B.J. Armstrong,PG,31,B.J. Armstrong,10,178,13.3,.601,.186,.233,-0.1,15.3,0.3,0.1,0.4,.114,-0.3,-3.1,-3.4,0.7,9.5,5.3,26.6,0.9,0.0,17.4
B.J. Armstrong,PG,31,B.J. Armstrong,22,180,12.4,.482,.156,.244,-0.1,16.3,0.0,0.3,0.3,.087,-3.3,-0.2,-3.5,0.6,14.4,7.4,31.8,2.7,0.0,23.1
Darrell Armstrong,PG,30,Darrell Armstrong,50,1502,22.2,.575,.362,.341,3.0,22.9,3.8,2.7,6.4,.205,5.1,0.8,5.9,4.0,10.0,7.0,40.8,3.9,0.2,20.8
Keith Askins,SF,31,Keith Askins,33,415,3.5,.404,.468,.129,0.0,9.4,-0.3,0.5,0.2,.029,-3.5,1.2,-2.2,3.1,9.2,6.4,3.9,2.3,0.5,16.6
Stacey Augmon,SF,30,Stacey Augmon,48,874,13.0,.501,.011,.437,1.0,12.4,1.0,1.6,2.6,.142,-0.7,3.4,2.7,6.4,9.9,8.3,10.6,3.5,1.5,12.6
Isaac Austin,C,29,Isaac Austin,49,1259,12.0,.457,.015,.347,0.1,22.9,-0.9,2.1,1.2,.045,-3.4,1.6,-1.8,7.5,14.5,10.9,12.8,2.0,2.1,17.9
Anthony Avent,PF,29,Anthony Avent,5,44,1.3,.324,.000,.154,-0.1,22.7,-0.2,0.1,-0.1,-0.153,-8.1,-0.9,-9.0,23.9,10.3,16.6,3.8,2.5,0.0,33.5
Thurl Bailey,PF,37,Thurl Bailey,43,543,11.5,.476,.011,.194,0.0,19.1,0.2,0.7,0.9,.083,-2.8,1.0,-1.8,8.7,12.1,10.6,8.7,0.9,3.9,12.4
Toby Bailey,SG,23,Toby Bailey,27,249,11.3,.425,.058,.151,-0.2,19.0,0.0,0.2,0.2,.041,-3.1,-1.4,-4.5,11.0,14.3,12.6,8.6,1.9,0.6,10.7
LaMark Baker,PG,29,LaMark Baker,1,2,-46.6,.000,.000,.000,0.0,45.4,-0.1,0.0,-0.1,-1.289,-41.2,-7.7,-48.9,0.0,0.0,0.0,0.0,0.0,0.0,50.0
,,,,,,,,,,,,,,,,,,,,,,,,,
Vin Baker,PF,27,Vin Baker,34,1162,12.5,.461,.007,.366,-0.3,22.8,-0.2,0.6,0.4,.016,-2.6,-0.6,-3.2,8.4,12.6,10.5,8.7,1.5,2.2,13.0
Charles Barkley,PF,35,Charles Barkley,42,1526,23.1,.546,.050,.532,2.9,22.2,4.8,2.0,6.8,.215,3.7,1.8,5.5,13.7,25.1,19.8,22.1,1.5,0.6,13.9
Dana Barros,PG,31,Dana Barros,50,1156,17.7,.576,.431,.197,0.7,19.0,2.5,0.9,3.4,.139,2.4,-2.2,0.3,1.5,8.9,5.1,29.9,2.4,0.3,17.9
Brent Barry,SG,27,Brent Barry,37,1181,12.9,.514,.483,.284,0.6,18.8,0.7,0.9,1.6,.065,0.5,-0.6,-0.1,3.7,11.0,7.2,19.0,1.9,0.7,15.2
Drew Barry,SG,25,Drew Barry,17,183,9.0,.490,.750,.406,-0.1,12.3,0.1,0.1,0.2,.048,-1.9,-2.1,-3.9,1.9,10.8,6.3,23.6,2.0,0.4,24.1
Jon Barry,SG,29,Jon Barry,43,736,15.9,.609,.572,.609,0.8,12.9,1.6,0.8,2.4,.156,1.4,0.7,2.1,3.6,10.1,6.9,21.6,3.6,0.4,21.2
Tony Battie,C,22,Tony Battie,50,1121,15.5,.541,.011,.216,0.9,14.1,1.7,1.6,3.3,.139,-1.2,2.3,1.1,9.4,21.1,15.0,7.7,1.4,4.6,12.7
Corey Beck,PG,27,Corey Beck,24,180,10.1,.493,.026,.385,-0.1,15.4,0.0,0.2,0.2,.051,-3.6,0.1,-3.5,4.1,13.9,9.2,18.7,2.7,0.8,22.2
