Player,Team,Season,Season Type,Games,AbvBrk3_Usage,MR_Usage,Paint_Usage,RA_Usage,RC3_Usage,LC3_Usage,BC_Usage,AbvBrk3%,MR%,Paint%,RA%,RC3%,LC3%,BC3%
Malik Monk,Hornets,2017-2018,REG,63,45.65,20.71,10.12,12.00,6.35,4.24,0.94,0.351,0.284,0.349,0.588,0.370,0.278,0.000
Jonathan Isaac,Magic,2017-2018,REG,27,18.62,32.41,9.66,26.21,8.97,4.14,0.00,0.407,0.128,0.357,0.737,0.231,0.333,0.000
Alfonzo McKinnie,Raptors,2017-2018,REG,14,26.67,6.67,20.00,13.33,6.67,26.67,0.00,0.250,1.000,0.667,1.000,0.000,0.500,0.000
Markelle Fultz,76ers,2017-2018,REG,14,0.90,18.02,36.04,45.05,0.00,0.00,0.00,0.000,0.250,0.250,0.600,0.000,0.000,0.000
Lonzo Ball,Lakers,2017-2018,REG,52,45.02,7.47,10.68,29.72,2.85,3.74,0.53,0.316,0.333,0.333,0.479,0.313,0.190,0.000
Marcus Georges-Hunt,Timberwolves,2017-2018,REG,42,22.92,16.67,8.33,43.75,2.08,6.25,0.00,0.182,0.250,0.750,0.571,1.000,0.333,0.000
Jalen Jones,"Pelicans, Mavericks",2017-2018,REG,15,30.88,5.88,14.71,41.18,0.00,7.35,0.00,0.381,0.250,0.100,0.500,0.000,0.400,0.000
Derrick Jones Jr.,"Suns, Heat",2017-2018,REG,20,18.87,1.89,22.64,41.51,15.09,0.00,0.00,0.100,0.000,0.417,0.591,0.250,0.000,0.000
Shaquille Harrison,Suns,2017-2018,REG,23,13.71,1.61,7.26,70.16,3.23,3.23,0.81,0.176,0.500,0.111,0.586,0.000,0.750,0.000
Alex Caruso,Lakers,2017-2018,REG,37,31.90,12.07,16.38,34.48,1.72,2.59,0.86,0.351,0.286,0.263,0.700,0.000,0.000,0.000
Josh Gray,Suns,2017-2018,REG,5,31.71,17.07,12.20,39.02,0.00,0.00,0.00,0.231,0.286,0.000,0.375,0.000,0.000,0.000
Myke Henry,Grizzlies,2017-2018,REG,20,33.94,10.09,4.59,32.11,11.93,7.34,0.00,0.243,0.273,0.000,0.543,0.538,0.375,0.000
David Nwaba,Bulls,2017-2018,REG,70,5.67,2.13,26.24,59.57,3.31,3.07,0.00,0.458,0.333,0.297,0.587,0.286,0.231,0.000
Abdel Nader,Celtics,2017-2018,REG,48,27.52,6.04,18.79,31.54,9.40,6.71,0.00,0.341,0.222,0.179,0.426,0.357,0.400,0.000
Marshall Plumlee,Bucks,2017-2018,REG,8,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.000,0.000,0.000,0.333,0.000,0.000,0.000
Mindaugas Kuzminskas,Knicks,2017-2018,REG,1,0.00,0.00,50.00,50.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Nicolas Brussino,Hawks,2017-2018,REG,4,50.00,0.00,0.00,0.00,0.00,50.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Ryan Arcidiacono,Bulls,2017-2018,REG,24,46.34,4.88,7.32,12.20,12.20,14.63,2.44,0.105,1.000,0.333,1.000,0.600,0.667,0.000
Bryn Forbes,Spurs,2017-2018,REG,80,36.42,28.17,17.10,9.05,2.82,6.24,0.20,0.365,0.421,0.424,0.556,0.643,0.452,0.000
Okaro White,Heat,2017-2018,REG,6,43.75,6.25,0.00,25.00,0.00,25.00,0.00,0.429,1.000,0.000,0.500,0.000,0.250,0.000
Matt Costello,Spurs,2017-2018,REG,4,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.000,0.000,0.000,0.500,0.000,0.000,0.000
Kyle Collinsworth,Mavericks,2017-2018,REG,32,11.11,2.02,37.37,43.43,3.03,3.03,0.00,0.273,0.000,0.351,0.488,0.000,0.333,0.000
Danuel House,Suns,2017-2018,REG,23,31.01,6.20,8.53,40.31,6.98,6.20,0.78,0.200,0.250,0.364,0.673,0.444,0.375,0.000
Jameel Warney,Mavericks,2017-2018,REG,3,0.00,16.67,33.33,50.00,0.00,0.00,0.00,0.000,0.500,0.250,0.833,0.000,0.000,0.000
Tyrone Wallace,Clippers,2017-2018,REG,30,6.88,9.31,33.60,40.89,4.45,4.45,0.40,0.118,0.348,0.373,0.604,0.273,0.455,0.000
James Webb III,Nets,2017-2018,REG,10,29.17,8.33,4.17,12.50,12.50,33.33,0.00,0.143,0.000,0.000,0.667,0.000,0.375,0.000
Juan Hernangomez,Nuggets,2017-2018,REG,25,44.00,1.33,6.67,25.33,16.00,6.67,0.00,0.212,1.000,0.200,0.684,0.333,0.600,0.000
Guerschon Yabusele,Celtics,2017-2018,REG,33,52.46,11.48,3.28,24.59,4.92,3.28,0.00,0.344,0.429,0.000,0.733,0.000,0.500,0.000
Ivica Zubac,Lakers,2017-2018,REG,43,0.82,9.02,26.23,63.93,0.00,0.00,0.00,0.000,0.182,0.281,0.641,0.000,0.000,0.000
Dorian Finney-Smith,Mavericks,2017-2018,REG,21,34.71,10.74,11.57,22.31,14.05,6.61,0.00,0.262,0.308,0.214,0.704,0.412,0.250,0.000
Fred VanVleet,Raptors,2017-2018,REG,76,31.93,4.95,8.99,38.17,6.42,8.44,1.10,0.420,0.185,0.245,0.514,0.457,0.413,0.000
Georgios Papagiannis,"Kings, Trail Blazers",2017-2018,REG,17,0.00,28.57,26.19,45.24,0.00,0.00,0.00,0.000,0.417,0.364,0.474,0.000,0.000,0.000
Paul Zipser,Bulls,2017-2018,REG,54,37.18,22.65,13.68,16.67,2.56,7.26,0.00,0.322,0.226,0.313,0.564,0.500,0.353,0.000
Timothe Luwawu-Cabarrot,76ers,2017-2018,REG,52,40.45,4.87,4.12,31.84,8.61,10.11,0.00,0.333,0.308,0.000,0.506,0.391,0.296,0.000
Ante Zizic,Cavaliers,2017-2018,REG,32,0.00,5.97,26.87,67.16,0.00,0.00,0.00,0.000,0.250,0.611,0.822,0.000,0.000,0.000
Yogi Ferrell,Mavericks,2017-2018,REG,82,40.82,24.11,9.73,16.99,3.42,4.79,0.14,0.346,0.477,0.366,0.540,0.560,0.486,0.000
Damion Lee,Hawks,2017-2018,REG,15,26.32,12.50,25.66,22.37,3.95,8.55,0.66,0.200,0.526,0.308,0.735,0.333,0.385,0.000
Alex Poythress,Pacers,2017-2018,REG,25,26.92,7.69,3.85,46.15,7.69,7.69,0.00,0.286,0.000,0.000,0.583,0.500,0.500,0.000
Tim Quarterman,Rockets,2017-2018,REG,3,66.67,0.00,33.33,0.00,0.00,0.00,0.00,0.000,0.000,1.000,0.000,0.000,0.000,0.000
Isaiah Taylor,Hawks,2017-2018,REG,67,16.92,9.74,24.62,45.13,1.54,1.28,0.77,0.227,0.289,0.302,0.585,0.667,0.200,0.000
Daniel Hamilton,Thunder,2017-2018,REG,6,18.18,9.09,18.18,27.27,0.00,27.27,0.00,0.500,0.000,0.500,0.667,0.000,0.333,0.000
Jake Layman,Trail Blazers,2017-2018,REG,34,31.91,19.15,14.89,23.40,2.13,8.51,0.00,0.133,0.333,0.000,0.636,1.000,0.250,0.000
Patrick McCaw,Warriors,2017-2018,REG,56,25.22,14.60,10.62,39.38,5.31,4.42,0.44,0.158,0.303,0.333,0.618,0.417,0.500,0.000
Georges Niang,Jazz,2017-2018,REG,9,9.09,0.00,45.45,18.18,27.27,0.00,0.00,0.000,0.000,0.600,0.500,0.000,0.000,0.000
Chinanu Onuaku,Rockets,2017-2018,REG,1,0.00,20.00,40.00,40.00,0.00,0.00,0.00,0.000,0.000,0.500,0.500,0.000,0.000,0.000
Marcus Paige,Hornets,2017-2018,REG,5,28.57,14.29,14.29,14.29,14.29,14.29,0.00,0.000,0.500,0.500,0.000,0.500,0.500,0.000
Gary Payton II,"Bucks, Lakers",2017-2018,REG,23,18.92,9.46,9.46,47.30,8.11,6.76,0.00,0.214,0.286,0.286,0.571,0.167,0.400,0.000
Malachi Richardson,"Kings, Raptors",2017-2018,REG,26,34.44,25.56,5.56,24.44,5.56,4.44,0.00,0.290,0.435,0.200,0.318,0.200,0.500,0.000
Wayne Selden,Grizzlies,2017-2018,REG,35,36.06,13.38,17.47,23.79,3.35,5.95,0.00,0.423,0.472,0.340,0.531,0.222,0.375,0.000
Pascal Siakam,Raptors,2017-2018,REG,81,11.85,2.61,20.08,50.80,6.43,7.83,0.40,0.169,0.308,0.420,0.704,0.313,0.231,0.000
Isaiah Whitehead,Nets,2017-2018,REG,16,19.77,10.47,26.74,41.86,1.16,0.00,0.00,0.412,0.333,0.348,0.611,0.000,0.000,0.000
Troy Williams,"Rockets, Knicks",2017-2018,REG,21,28.44,7.34,4.59,53.21,2.75,3.67,0.00,0.290,0.250,0.600,0.603,0.000,0.500,0.000
Furkan Korkmaz,76ers,2017-2018,REG,14,53.57,17.86,10.71,10.71,7.14,0.00,0.00,0.333,0.000,0.000,1.000,0.000,0.000,0.000
Larry Nance Jr.,"Lakers, Cavaliers",2017-2018,REG,66,1.22,21.27,13.20,62.59,0.98,0.00,0.73,0.400,0.391,0.315,0.719,0.000,0.000,0.000
Vincent Hunter,Grizzlies,2017-2018,REG,4,0.00,20.00,20.00,60.00,0.00,0.00,0.00,0.000,1.000,0.000,0.667,0.000,0.000,0.000
Mario Hezonja,Magic,2017-2018,REG,75,36.79,14.75,12.80,29.17,3.08,3.40,0.00,0.344,0.418,0.380,0.639,0.368,0.238,0.000
Alan Williams,Suns,2017-2018,REG,5,0.00,5.56,55.56,38.89,0.00,0.00,0.00,0.000,0.000,0.300,0.571,0.000,0.000,0.000
Royce O'Neale,Jazz,2017-2018,REG,69,20.42,6.69,13.73,38.03,9.15,10.92,1.06,0.328,0.368,0.385,0.519,0.385,0.419,0.000
Cedi Osman,Cavaliers,2017-2018,REG,61,24.73,17.74,8.60,26.88,12.37,9.14,0.54,0.370,0.455,0.375,0.740,0.391,0.353,0.000
Luis Montero,Pistons,2017-2018,REG,2,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Cristiano Felicio,Bulls,2017-2018,REG,55,0.93,13.95,14.88,70.23,0.00,0.00,0.00,0.000,0.367,0.344,0.695,0.000,0.000,0.000
Boban Marjanovic,"Pistons, Clippers",2017-2018,REG,37,0.00,6.76,39.86,53.38,0.00,0.00,0.00,0.000,0.300,0.356,0.696,0.000,0.000,0.000
Salah Mejri,Mavericks,2017-2018,REG,60,2.19,2.92,12.41,82.48,0.00,0.00,0.00,0.000,0.250,0.471,0.699,0.000,0.000,0.000
Malcolm Miller,Raptors,2017-2018,REG,15,50.00,0.00,0.00,25.00,3.57,21.43,0.00,0.357,0.000,0.000,0.714,0.000,0.500,0.000
Jacob Pullen,76ers,2017-2018,REG,3,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Jonathan Gibson,Celtics,2017-2018,REG,4,47.83,8.70,13.04,26.09,0.00,4.35,0.00,0.455,1.000,0.333,0.833,0.000,1.000,0.000
Malcolm Delaney,Hawks,2017-2018,REG,54,32.28,27.37,8.77,20.35,2.81,8.07,0.35,0.359,0.410,0.080,0.500,0.625,0.348,0.000
Walter Lemon Jr.,Pelicans,2017-2018,REG,5,6.25,6.25,25.00,62.50,0.00,0.00,0.00,1.000,0.000,0.500,0.400,0.000,0.000,0.000
Briante Weber,"Rockets, Grizzlies",2017-2018,REG,18,23.26,16.28,27.91,30.23,2.33,0.00,0.00,0.400,0.571,0.333,0.538,0.000,0.000,0.000
Ben Simmons,76ers,2017-2018,REG,81,0.30,10.81,35.14,52.95,0.00,0.00,0.80,0.000,0.278,0.396,0.709,0.000,0.000,0.000
Dragan Bender,Suns,2017-2018,REG,82,49.38,4.75,8.88,19.83,8.06,9.09,0.00,0.364,0.087,0.256,0.583,0.333,0.409,0.000
Domantas Sabonis,Pacers,2017-2018,REG,74,4.84,20.57,22.69,51.13,0.15,0.61,0.00,0.313,0.368,0.380,0.651,0.000,0.750,0.000
Wade Baldwin IV,Trail Blazers,2017-2018,REG,7,23.81,9.52,33.33,33.33,0.00,0.00,0.00,0.800,0.500,0.429,0.857,0.000,0.000,0.000
Malik Beasley,Nuggets,2017-2018,REG,62,29.21,13.48,13.48,26.97,11.24,5.62,0.00,0.365,0.375,0.333,0.583,0.350,0.200,0.000
Marquese Chriss,Suns,2017-2018,REG,72,28.09,10.06,10.90,38.99,3.98,7.97,0.00,0.313,0.396,0.269,0.608,0.263,0.237,0.000
Deyonta Davis,Grizzlies,2017-2018,REG,62,0.00,26.04,13.21,60.75,0.00,0.00,0.00,0.000,0.435,0.286,0.752,0.000,0.000,0.000
Kris Dunn,Bulls,2017-2018,REG,52,17.12,29.73,21.02,29.13,1.35,1.50,0.15,0.316,0.429,0.400,0.526,0.556,0.200,0.000
Henry Ellenson,Pistons,2017-2018,REG,38,32.19,13.70,26.03,19.18,2.05,6.85,0.00,0.340,0.250,0.237,0.679,0.000,0.400,0.000
Buddy Hield,Kings,2017-2018,REG,80,35.48,26.37,10.61,19.51,3.00,4.82,0.21,0.414,0.415,0.303,0.599,0.607,0.467,0.000
Brandon Ingram,Lakers,2017-2018,REG,59,9.73,28.93,14.80,42.40,2.53,1.47,0.13,0.370,0.406,0.243,0.619,0.474,0.455,0.000
Demetrius Jackson,"Rockets, 76ers",2017-2018,REG,15,27.78,0.00,0.00,61.11,5.56,5.56,0.00,0.200,0.000,0.000,0.545,0.000,0.000,0.000
Brice Johnson,"Clippers, Pistons, Grizzlies",2017-2018,REG,18,2.38,33.33,19.05,45.24,0.00,0.00,0.00,0.000,0.286,0.375,0.684,0.000,0.000,0.000
Damian Jones,Warriors,2017-2018,REG,15,0.00,22.73,9.09,68.18,0.00,0.00,0.00,0.000,0.200,0.000,0.667,0.000,0.000,0.000
Skal Labissiere,Kings,2017-2018,REG,60,10.26,26.20,33.62,29.04,0.66,0.00,0.22,0.319,0.308,0.383,0.684,1.000,0.000,0.000
Caris LeVert,Nets,2017-2018,REG,71,28.71,11.02,20.00,35.65,1.90,2.72,0.00,0.360,0.321,0.333,0.611,0.143,0.350,0.000
Thon Maker,Bucks,2017-2018,REG,74,17.41,24.05,11.71,31.65,11.71,3.16,0.32,0.273,0.434,0.378,0.520,0.297,0.500,0.000
Dejounte Murray,Spurs,2017-2018,REG,81,1.97,23.97,25.45,44.99,1.15,2.46,0.00,0.167,0.329,0.400,0.555,0.429,0.267,0.000
Jamal Murray,Nuggets,2017-2018,REG,81,34.93,18.36,16.48,24.11,2.26,3.39,0.47,0.369,0.415,0.474,0.586,0.542,0.417,0.000
Jakob Poeltl,Raptors,2017-2018,REG,82,0.00,4.43,15.10,79.95,0.52,0.00,0.00,0.000,0.353,0.431,0.720,0.500,0.000,0.000
Taurean Prince,Hawks,2017-2018,REG,82,35.79,12.72,14.15,26.36,5.23,5.74,0.00,0.355,0.298,0.391,0.576,0.549,0.429,0.000
Zhou Qi,Rockets,2017-2018,REG,18,50.00,3.13,15.63,21.88,6.25,3.13,0.00,0.063,0.000,0.200,0.429,0.500,0.000,0.000
Tyler Ulis,Suns,2017-2018,REG,71,22.32,35.03,24.32,14.16,1.09,2.54,0.54,0.301,0.420,0.440,0.410,0.000,0.357,0.000
Denzel Valentine,Bulls,2017-2018,REG,77,38.97,18.72,15.95,14.15,5.13,6.80,0.28,0.391,0.348,0.452,0.578,0.378,0.388,0.000
Ron Baker,Knicks,2017-2018,REG,29,37.29,8.47,1.69,33.90,8.47,10.17,0.00,0.318,0.200,0.000,0.400,0.400,0.333,0.000
Jaylen Brown,Celtics,2017-2018,REG,70,22.91,10.71,10.21,40.97,7.22,7.72,0.25,0.375,0.395,0.354,0.574,0.379,0.484,0.000
DeAndre' Bembry,Hawks,2017-2018,REG,26,14.84,3.13,21.88,51.56,5.47,3.13,0.00,0.316,0.250,0.286,0.500,0.286,0.750,0.000
Joel Bolomboy,Bucks,2017-2018,REG,6,16.67,16.67,0.00,66.67,0.00,0.00,0.00,0.000,1.000,0.000,0.500,0.000,0.000,0.000
Malcolm Brogdon,Bucks,2017-2018,REG,48,23.26,13.12,13.72,41.15,4.37,4.17,0.20,0.350,0.439,0.362,0.618,0.455,0.524,0.000
Cheick Diallo,Pelicans,2017-2018,REG,51,0.00,25.57,20.45,53.98,0.00,0.00,0.00,0.000,0.378,0.417,0.737,0.000,0.000,0.000
Kay Felder,"Bulls, Pistons",2017-2018,REG,16,24.29,37.14,15.71,20.00,1.43,1.43,0.00,0.118,0.308,0.364,0.357,1.000,1.000,0.000
Jarell Martin,Grizzlies,2017-2018,REG,73,10.69,26.21,10.28,43.75,3.63,5.04,0.40,0.377,0.385,0.333,0.553,0.167,0.440,0.000
Quinn Cook,Warriors,2017-2018,REG,33,33.33,25.40,14.29,19.84,3.17,3.97,0.00,0.440,0.516,0.472,0.540,0.250,0.600,0.000
Chris McCullough,Wizards,2017-2018,REG,19,19.05,21.43,19.05,40.48,0.00,0.00,0.00,0.125,0.444,0.250,0.647,0.000,0.000,0.000
Pat Connaughton,Trail Blazers,2017-2018,REG,82,42.82,8.88,10.97,26.63,6.01,4.44,0.26,0.384,0.412,0.357,0.598,0.261,0.176,0.000
Willy Hernangomez,"Knicks, Hornets",2017-2018,REG,48,5.49,8.54,22.56,61.59,0.61,1.22,0.00,0.333,0.214,0.432,0.663,0.000,1.000,0.000
Josh Richardson,Heat,2017-2018,REG,81,28.14,24.41,13.45,24.18,4.63,5.08,0.11,0.394,0.435,0.403,0.607,0.390,0.289,0.000
Darrun Hilliard,Spurs,2017-2018,REG,14,26.32,21.05,31.58,15.79,0.00,5.26,0.00,0.000,0.750,0.167,0.333,0.000,0.000,0.000
Joe Young,Pacers,2017-2018,REG,53,26.88,30.11,10.22,24.19,3.23,3.76,1.61,0.400,0.411,0.474,0.511,0.667,0.143,0.000
Treveon Graham,Hornets,2017-2018,REG,63,26.24,13.12,16.74,26.24,11.31,6.33,0.00,0.414,0.414,0.351,0.534,0.400,0.429,0.000
Trey Lyles,Nuggets,2017-2018,REG,73,31.09,9.64,14.91,35.82,2.55,5.45,0.55,0.386,0.434,0.402,0.665,0.643,0.267,0.000
Stanley Johnson,Pistons,2017-2018,REG,69,27.32,19.29,13.39,25.89,9.29,4.29,0.54,0.288,0.361,0.253,0.586,0.308,0.292,0.000
